Date,Metric,Value
2014-09-01,Unemployment,0.059
2014-10-01,Unemployment,0.057
2014-11-01,Unemployment,0.0579999999999999
2014-12-01,Unemployment,0.0559999999999999
2015-01-01,Unemployment,0.057
2015-02-01,Unemployment,0.055
2015-03-01,Unemployment,0.054
2015-04-01,Unemployment,0.054
2015-05-01,Unemployment,0.0559999999999999
2015-06-01,Unemployment,0.053
2015-07-01,Unemployment,0.052
2015-08-01,Unemployment,0.051
2015-09-01,Unemployment,0.05
2015-10-01,Unemployment,0.05
2015-11-01,Unemployment,0.051
2015-12-01,Unemployment,0.05
2016-01-01,Unemployment,0.048
2016-02-01,Unemployment,0.049
2016-03-01,Unemployment,0.05
2016-04-01,Unemployment,0.051
2016-05-01,Unemployment,0.048
2016-06-01,Unemployment,0.049
2016-07-01,Unemployment,0.048
2016-08-01,Unemployment,0.049
2016-09-01,Unemployment,0.05
2016-10-01,Unemployment,0.049
2016-11-01,Unemployment,0.047
2016-12-01,Unemployment,0.047
2017-01-01,Unemployment,0.047
2017-02-01,Unemployment,0.046
2017-03-01,Unemployment,0.044
2017-04-01,Unemployment,0.044
2017-05-01,Unemployment,0.044
2017-06-01,Unemployment,0.043
2017-07-01,Unemployment,0.043
2017-08-01,Unemployment,0.044
2017-09-01,Unemployment,0.043
2017-10-01,Unemployment,0.042
2017-11-01,Unemployment,0.042
2017-12-01,Unemployment,0.0409999999999999
2018-01-01,Unemployment,0.04
2018-02-01,Unemployment,0.0409999999999999
2018-03-01,Unemployment,0.04
2018-04-01,Unemployment,0.04
2018-05-01,Unemployment,0.038
2018-06-01,Unemployment,0.04
2018-07-01,Unemployment,0.038
2018-08-01,Unemployment,0.038
2018-09-01,Unemployment,0.037
2018-10-01,Unemployment,0.038
2018-11-01,Unemployment,0.038
2018-12-01,Unemployment,0.039
2019-01-01,Unemployment,0.04
2019-02-01,Unemployment,0.038
2019-03-01,Unemployment,0.038
2019-04-01,Unemployment,0.036
2019-05-01,Unemployment,0.037
2019-06-01,Unemployment,0.036
2019-07-01,Unemployment,0.037
2019-08-01,Unemployment,0.037
2019-09-01,Unemployment,0.035
2019-10-01,Unemployment,0.036
2019-11-01,Unemployment,0.036
2019-12-01,Unemployment,0.036
2020-01-01,Unemployment,0.035
2020-02-01,Unemployment,0.035
2020-03-01,Unemployment,0.044
2020-04-01,Unemployment,0.147
2020-05-01,Unemployment,0.132
2020-06-01,Unemployment,0.11
2020-07-01,Unemployment,0.102
2020-08-01,Unemployment,0.084
2020-09-01,Unemployment,0.079
2020-10-01,Unemployment,0.069
2020-11-01,Unemployment,0.067
2020-12-01,Unemployment,0.067
2021-01-01,Unemployment,0.063
2021-02-01,Unemployment,0.062
2021-03-01,Unemployment,0.061
2021-04-01,Unemployment,0.061
2021-05-01,Unemployment,0.0579999999999999
2021-06-01,Unemployment,0.059
2021-07-01,Unemployment,0.054
2021-08-01,Unemployment,0.052
2021-09-01,Unemployment,0.048
2021-10-01,Unemployment,0.045
2021-11-01,Unemployment,0.042
2021-12-01,Unemployment,0.039
2022-01-01,Unemployment,0.04
2022-02-01,Unemployment,0.038
2022-03-01,Unemployment,0.036
2022-04-01,Unemployment,0.036
2022-05-01,Unemployment,0.036
2022-06-01,Unemployment,0.036
2022-07-01,Unemployment,0.035
2022-08-01,Unemployment,0.037
2022-09-01,Unemployment,0.035
2022-10-01,Unemployment,0.037
2022-11-01,Unemployment,0.036
2022-12-01,Unemployment,0.035
2023-01-01,Unemployment,0.034
1948-01-01,Persons Unemployed,2034.0
1948-02-01,Persons Unemployed,2328.0
1948-03-01,Persons Unemployed,2399.0
1948-04-01,Persons Unemployed,2386.0
1948-05-01,Persons Unemployed,2118.0
1948-06-01,Persons Unemployed,2214.0
1948-07-01,Persons Unemployed,2213.0
1948-08-01,Persons Unemployed,2350.0
1948-09-01,Persons Unemployed,2302.0
1948-10-01,Persons Unemployed,2259.0
1948-11-01,Persons Unemployed,2285.0
1948-12-01,Persons Unemployed,2429.0
1949-01-01,Persons Unemployed,2596.0
1949-02-01,Persons Unemployed,2849.0
1949-03-01,Persons Unemployed,3030.0
1949-04-01,Persons Unemployed,3260.0
1949-05-01,Persons Unemployed,3707.0
1949-06-01,Persons Unemployed,3776.0
1949-07-01,Persons Unemployed,4111.0
1949-08-01,Persons Unemployed,4193.0
1949-09-01,Persons Unemployed,4049.0
1949-10-01,Persons Unemployed,4916.0
1949-11-01,Persons Unemployed,3996.0
1949-12-01,Persons Unemployed,4063.0
1950-01-01,Persons Unemployed,4026.0
1950-02-01,Persons Unemployed,3936.0
1950-03-01,Persons Unemployed,3876.0
1950-04-01,Persons Unemployed,3575.0
1950-05-01,Persons Unemployed,3434.0
1950-06-01,Persons Unemployed,3367.0
1950-07-01,Persons Unemployed,3120.0
1950-08-01,Persons Unemployed,2799.0
1950-09-01,Persons Unemployed,2774.0
1950-10-01,Persons Unemployed,2625.0
1950-11-01,Persons Unemployed,2589.0
1950-12-01,Persons Unemployed,2639.0
1951-01-01,Persons Unemployed,2305.0
1951-02-01,Persons Unemployed,2117.0
1951-03-01,Persons Unemployed,2125.0
1951-04-01,Persons Unemployed,1919.0
1951-05-01,Persons Unemployed,1856.0
1951-06-01,Persons Unemployed,1995.0
1951-07-01,Persons Unemployed,1950.0
1951-08-01,Persons Unemployed,1933.0
1951-09-01,Persons Unemployed,2067.0
1951-10-01,Persons Unemployed,2194.0
1951-11-01,Persons Unemployed,2178.0
1951-12-01,Persons Unemployed,1960.0
1952-01-01,Persons Unemployed,1972.0
1952-02-01,Persons Unemployed,1957.0
1952-03-01,Persons Unemployed,1813.0
1952-04-01,Persons Unemployed,1811.0
1952-05-01,Persons Unemployed,1863.0
1952-06-01,Persons Unemployed,1884.0
1952-07-01,Persons Unemployed,1991.0
1952-08-01,Persons Unemployed,2087.0
1952-09-01,Persons Unemployed,1936.0
1952-10-01,Persons Unemployed,1839.0
1952-11-01,Persons Unemployed,1743.0
1952-12-01,Persons Unemployed,1667.0
1953-01-01,Persons Unemployed,1839.0
1953-02-01,Persons Unemployed,1636.0
1953-03-01,Persons Unemployed,1647.0
1953-04-01,Persons Unemployed,1723.0
1953-05-01,Persons Unemployed,1596.0
1953-06-01,Persons Unemployed,1607.0
1953-07-01,Persons Unemployed,1660.0
1953-08-01,Persons Unemployed,1665.0
1953-09-01,Persons Unemployed,1821.0
1953-10-01,Persons Unemployed,1974.0
1953-11-01,Persons Unemployed,2211.0
1953-12-01,Persons Unemployed,2818.0
1954-01-01,Persons Unemployed,3077.0
1954-02-01,Persons Unemployed,3331.0
1954-03-01,Persons Unemployed,3607.0
1954-04-01,Persons Unemployed,3749.0
1954-05-01,Persons Unemployed,3767.0
1954-06-01,Persons Unemployed,3551.0
1954-07-01,Persons Unemployed,3659.0
1954-08-01,Persons Unemployed,3854.0
1954-09-01,Persons Unemployed,3927.0
1954-10-01,Persons Unemployed,3666.0
1954-11-01,Persons Unemployed,3402.0
1954-12-01,Persons Unemployed,3196.0
1955-01-01,Persons Unemployed,3157.0
1955-02-01,Persons Unemployed,2969.0
1955-03-01,Persons Unemployed,2918.0
1955-04-01,Persons Unemployed,3049.0
1955-05-01,Persons Unemployed,2747.0
1955-06-01,Persons Unemployed,2701.0
1955-07-01,Persons Unemployed,2632.0
1955-08-01,Persons Unemployed,2784.0
1955-09-01,Persons Unemployed,2678.0
1955-10-01,Persons Unemployed,2830.0
1955-11-01,Persons Unemployed,2780.0
1955-12-01,Persons Unemployed,2761.0
1956-01-01,Persons Unemployed,2666.0
1956-02-01,Persons Unemployed,2606.0
1956-03-01,Persons Unemployed,2764.0
1956-04-01,Persons Unemployed,2650.0
1956-05-01,Persons Unemployed,2861.0
1956-06-01,Persons Unemployed,2882.0
1956-07-01,Persons Unemployed,2952.0
1956-08-01,Persons Unemployed,2701.0
1956-09-01,Persons Unemployed,2635.0
1956-10-01,Persons Unemployed,2571.0
1956-11-01,Persons Unemployed,2861.0
1956-12-01,Persons Unemployed,2790.0
1957-01-01,Persons Unemployed,2796.0
1957-02-01,Persons Unemployed,2622.0
1957-03-01,Persons Unemployed,2509.0
1957-04-01,Persons Unemployed,2600.0
1957-05-01,Persons Unemployed,2710.0
1957-06-01,Persons Unemployed,2856.0
1957-07-01,Persons Unemployed,2796.0
1957-08-01,Persons Unemployed,2747.0
1957-09-01,Persons Unemployed,2943.0
1957-10-01,Persons Unemployed,3020.0
1957-11-01,Persons Unemployed,3454.0
1957-12-01,Persons Unemployed,3476.0
1958-01-01,Persons Unemployed,3875.0
1958-02-01,Persons Unemployed,4303.0
1958-03-01,Persons Unemployed,4492.0
1958-04-01,Persons Unemployed,5016.0
1958-05-01,Persons Unemployed,5021.0
1958-06-01,Persons Unemployed,4944.0
1958-07-01,Persons Unemployed,5079.0
1958-08-01,Persons Unemployed,5025.0
1958-09-01,Persons Unemployed,4821.0
1958-10-01,Persons Unemployed,4570.0
1958-11-01,Persons Unemployed,4188.0
1958-12-01,Persons Unemployed,4191.0
1959-01-01,Persons Unemployed,4068.0
1959-02-01,Persons Unemployed,3965.0
1959-03-01,Persons Unemployed,3801.0
1959-04-01,Persons Unemployed,3571.0
1959-05-01,Persons Unemployed,3479.0
1959-06-01,Persons Unemployed,3429.0
1959-07-01,Persons Unemployed,3528.0
1959-08-01,Persons Unemployed,3588.0
1959-09-01,Persons Unemployed,3775.0
1959-10-01,Persons Unemployed,3910.0
1959-11-01,Persons Unemployed,4003.0
1959-12-01,Persons Unemployed,3653.0
1960-01-01,Persons Unemployed,3615.0
1960-02-01,Persons Unemployed,3329.0
1960-03-01,Persons Unemployed,3726.0
1960-04-01,Persons Unemployed,3620.0
1960-05-01,Persons Unemployed,3569.0
1960-06-01,Persons Unemployed,3766.0
1960-07-01,Persons Unemployed,3836.0
1960-08-01,Persons Unemployed,3946.0
1960-09-01,Persons Unemployed,3884.0
1960-10-01,Persons Unemployed,4252.0
1960-11-01,Persons Unemployed,4330.0
1960-12-01,Persons Unemployed,4617.0
1961-01-01,Persons Unemployed,4671.0
1961-02-01,Persons Unemployed,4832.0
1961-03-01,Persons Unemployed,4853.0
1961-04-01,Persons Unemployed,4893.0
1961-05-01,Persons Unemployed,5003.0
1961-06-01,Persons Unemployed,4885.0
1961-07-01,Persons Unemployed,4928.0
1961-08-01,Persons Unemployed,4682.0
1961-09-01,Persons Unemployed,4676.0
1961-10-01,Persons Unemployed,4573.0
1961-11-01,Persons Unemployed,4295.0
1961-12-01,Persons Unemployed,4177.0
1962-01-01,Persons Unemployed,4081.0
1962-02-01,Persons Unemployed,3871.0
1962-03-01,Persons Unemployed,3921.0
1962-04-01,Persons Unemployed,3906.0
1962-05-01,Persons Unemployed,3863.0
1962-06-01,Persons Unemployed,3844.0
1962-07-01,Persons Unemployed,3819.0
1962-08-01,Persons Unemployed,4013.0
1962-09-01,Persons Unemployed,3961.0
1962-10-01,Persons Unemployed,3803.0
1962-11-01,Persons Unemployed,4024.0
1962-12-01,Persons Unemployed,3907.0
1963-01-01,Persons Unemployed,4074.0
1963-02-01,Persons Unemployed,4238.0
1963-03-01,Persons Unemployed,4072.0
1963-04-01,Persons Unemployed,4055.0
1963-05-01,Persons Unemployed,4217.0
1963-06-01,Persons Unemployed,3977.0
1963-07-01,Persons Unemployed,4051.0
1963-08-01,Persons Unemployed,3878.0
1963-09-01,Persons Unemployed,3957.0
1963-10-01,Persons Unemployed,3987.0
1963-11-01,Persons Unemployed,4151.0
1963-12-01,Persons Unemployed,3975.0
1964-01-01,Persons Unemployed,4029.0
1964-02-01,Persons Unemployed,3932.0
1964-03-01,Persons Unemployed,3950.0
1964-04-01,Persons Unemployed,3918.0
1964-05-01,Persons Unemployed,3764.0
1964-06-01,Persons Unemployed,3814.0
1964-07-01,Persons Unemployed,3608.0
1964-08-01,Persons Unemployed,3655.0
1964-09-01,Persons Unemployed,3712.0
1964-10-01,Persons Unemployed,3726.0
1964-11-01,Persons Unemployed,3551.0
1964-12-01,Persons Unemployed,3651.0
1965-01-01,Persons Unemployed,3572.0
1965-02-01,Persons Unemployed,3730.0
1965-03-01,Persons Unemployed,3510.0
1965-04-01,Persons Unemployed,3595.0
1965-05-01,Persons Unemployed,3432.0
1965-06-01,Persons Unemployed,3387.0
1965-07-01,Persons Unemployed,3301.0
1965-08-01,Persons Unemployed,3254.0
1965-09-01,Persons Unemployed,3216.0
1965-10-01,Persons Unemployed,3143.0
1965-11-01,Persons Unemployed,3073.0
1965-12-01,Persons Unemployed,3031.0
1966-01-01,Persons Unemployed,2988.0
1966-02-01,Persons Unemployed,2820.0
1966-03-01,Persons Unemployed,2887.0
1966-04-01,Persons Unemployed,2828.0
1966-05-01,Persons Unemployed,2950.0
1966-06-01,Persons Unemployed,2872.0
1966-07-01,Persons Unemployed,2876.0
1966-08-01,Persons Unemployed,2900.0
1966-09-01,Persons Unemployed,2798.0
1966-10-01,Persons Unemployed,2798.0
1966-11-01,Persons Unemployed,2770.0
1966-12-01,Persons Unemployed,2912.0
1967-01-01,Persons Unemployed,2968.0
1967-02-01,Persons Unemployed,2915.0
1967-03-01,Persons Unemployed,2889.0
1967-04-01,Persons Unemployed,2895.0
1967-05-01,Persons Unemployed,2929.0
1967-06-01,Persons Unemployed,2992.0
1967-07-01,Persons Unemployed,2944.0
1967-08-01,Persons Unemployed,2945.0
1967-09-01,Persons Unemployed,2958.0
1967-10-01,Persons Unemployed,3143.0
1967-11-01,Persons Unemployed,3066.0
1967-12-01,Persons Unemployed,3018.0
1968-01-01,Persons Unemployed,2878.0
1968-02-01,Persons Unemployed,3001.0
1968-03-01,Persons Unemployed,2877.0
1968-04-01,Persons Unemployed,2709.0
1968-05-01,Persons Unemployed,2740.0
1968-06-01,Persons Unemployed,2938.0
1968-07-01,Persons Unemployed,2883.0
1968-08-01,Persons Unemployed,2768.0
1968-09-01,Persons Unemployed,2686.0
1968-10-01,Persons Unemployed,2689.0
1968-11-01,Persons Unemployed,2715.0
1968-12-01,Persons Unemployed,2685.0
1969-01-01,Persons Unemployed,2718.0
1969-02-01,Persons Unemployed,2692.0
1969-03-01,Persons Unemployed,2712.0
1969-04-01,Persons Unemployed,2758.0
1969-05-01,Persons Unemployed,2713.0
1969-06-01,Persons Unemployed,2816.0
1969-07-01,Persons Unemployed,2868.0
1969-08-01,Persons Unemployed,2856.0
1969-09-01,Persons Unemployed,3040.0
1969-10-01,Persons Unemployed,3049.0
1969-11-01,Persons Unemployed,2856.0
1969-12-01,Persons Unemployed,2884.0
1970-01-01,Persons Unemployed,3201.0
1970-02-01,Persons Unemployed,3453.0
1970-03-01,Persons Unemployed,3635.0
1970-04-01,Persons Unemployed,3797.0
1970-05-01,Persons Unemployed,3919.0
1970-06-01,Persons Unemployed,4071.0
1970-07-01,Persons Unemployed,4175.0
1970-08-01,Persons Unemployed,4256.0
1970-09-01,Persons Unemployed,4456.0
1970-10-01,Persons Unemployed,4591.0
1970-11-01,Persons Unemployed,4898.0
1970-12-01,Persons Unemployed,5076.0
1971-01-01,Persons Unemployed,4986.0
1971-02-01,Persons Unemployed,4903.0
1971-03-01,Persons Unemployed,4987.0
1971-04-01,Persons Unemployed,4959.0
1971-05-01,Persons Unemployed,4996.0
1971-06-01,Persons Unemployed,4949.0
1971-07-01,Persons Unemployed,5035.0
1971-08-01,Persons Unemployed,5134.0
1971-09-01,Persons Unemployed,5042.0
1971-10-01,Persons Unemployed,4954.0
1971-11-01,Persons Unemployed,5161.0
1971-12-01,Persons Unemployed,5154.0
1972-01-01,Persons Unemployed,5019.0
1972-02-01,Persons Unemployed,4928.0
1972-03-01,Persons Unemployed,5038.0
1972-04-01,Persons Unemployed,4959.0
1972-05-01,Persons Unemployed,4922.0
1972-06-01,Persons Unemployed,4923.0
1972-07-01,Persons Unemployed,4913.0
1972-08-01,Persons Unemployed,4939.0
1972-09-01,Persons Unemployed,4849.0
1972-10-01,Persons Unemployed,4875.0
1972-11-01,Persons Unemployed,4602.0
1972-12-01,Persons Unemployed,4543.0
1973-01-01,Persons Unemployed,4326.0
1973-02-01,Persons Unemployed,4452.0
1973-03-01,Persons Unemployed,4394.0
1973-04-01,Persons Unemployed,4459.0
1973-05-01,Persons Unemployed,4329.0
1973-06-01,Persons Unemployed,4363.0
1973-07-01,Persons Unemployed,4305.0
1973-08-01,Persons Unemployed,4305.0
1973-09-01,Persons Unemployed,4350.0
1973-10-01,Persons Unemployed,4144.0
1973-11-01,Persons Unemployed,4396.0
1973-12-01,Persons Unemployed,4489.0
1974-01-01,Persons Unemployed,4644.0
1974-02-01,Persons Unemployed,4731.0
1974-03-01,Persons Unemployed,4634.0
1974-04-01,Persons Unemployed,4618.0
1974-05-01,Persons Unemployed,4705.0
1974-06-01,Persons Unemployed,4927.0
1974-07-01,Persons Unemployed,5063.0
1974-08-01,Persons Unemployed,5022.0
1974-09-01,Persons Unemployed,5437.0
1974-10-01,Persons Unemployed,5523.0
1974-11-01,Persons Unemployed,6140.0
1974-12-01,Persons Unemployed,6636.0
1975-01-01,Persons Unemployed,7501.0
1975-02-01,Persons Unemployed,7520.0
1975-03-01,Persons Unemployed,7978.0
1975-04-01,Persons Unemployed,8210.0
1975-05-01,Persons Unemployed,8433.0
1975-06-01,Persons Unemployed,8220.0
1975-07-01,Persons Unemployed,8127.0
1975-08-01,Persons Unemployed,7928.0
1975-09-01,Persons Unemployed,7923.0
1975-10-01,Persons Unemployed,7897.0
1975-11-01,Persons Unemployed,7794.0
1975-12-01,Persons Unemployed,7744.0
1976-01-01,Persons Unemployed,7534.0
1976-02-01,Persons Unemployed,7326.0
1976-03-01,Persons Unemployed,7230.0
1976-04-01,Persons Unemployed,7330.0
1976-05-01,Persons Unemployed,7053.0
1976-06-01,Persons Unemployed,7322.0
1976-07-01,Persons Unemployed,7490.0
1976-08-01,Persons Unemployed,7518.0
1976-09-01,Persons Unemployed,7380.0
1976-10-01,Persons Unemployed,7430.0
1976-11-01,Persons Unemployed,7620.0
1976-12-01,Persons Unemployed,7545.0
1977-01-01,Persons Unemployed,7280.0
1977-02-01,Persons Unemployed,7443.0
1977-03-01,Persons Unemployed,7307.0
1977-04-01,Persons Unemployed,7059.0
1977-05-01,Persons Unemployed,6911.0
1977-06-01,Persons Unemployed,7134.0
1977-07-01,Persons Unemployed,6829.0
1977-08-01,Persons Unemployed,6925.0
1977-09-01,Persons Unemployed,6751.0
1977-10-01,Persons Unemployed,6763.0
1977-11-01,Persons Unemployed,6815.0
1977-12-01,Persons Unemployed,6386.0
1978-01-01,Persons Unemployed,6489.0
1978-02-01,Persons Unemployed,6318.0
1978-03-01,Persons Unemployed,6337.0
1978-04-01,Persons Unemployed,6180.0
1978-05-01,Persons Unemployed,6127.0
1978-06-01,Persons Unemployed,6028.0
1978-07-01,Persons Unemployed,6309.0
1978-08-01,Persons Unemployed,6080.0
1978-09-01,Persons Unemployed,6125.0
1978-10-01,Persons Unemployed,5947.0
1978-11-01,Persons Unemployed,6077.0
1978-12-01,Persons Unemployed,6228.0
1979-01-01,Persons Unemployed,6109.0
1979-02-01,Persons Unemployed,6173.0
1979-03-01,Persons Unemployed,6109.0
1979-04-01,Persons Unemployed,6069.0
1979-05-01,Persons Unemployed,5840.0
1979-06-01,Persons Unemployed,5959.0
1979-07-01,Persons Unemployed,5996.0
1979-08-01,Persons Unemployed,6320.0
1979-09-01,Persons Unemployed,6190.0
1979-10-01,Persons Unemployed,6296.0
1979-11-01,Persons Unemployed,6238.0
1979-12-01,Persons Unemployed,6325.0
1980-01-01,Persons Unemployed,6683.0
1980-02-01,Persons Unemployed,6702.0
1980-03-01,Persons Unemployed,6729.0
1980-04-01,Persons Unemployed,7358.0
1980-05-01,Persons Unemployed,7984.0
1980-06-01,Persons Unemployed,8098.0
1980-07-01,Persons Unemployed,8363.0
1980-08-01,Persons Unemployed,8281.0
1980-09-01,Persons Unemployed,8021.0
1980-10-01,Persons Unemployed,8088.0
1980-11-01,Persons Unemployed,8023.0
1980-12-01,Persons Unemployed,7718.0
1981-01-01,Persons Unemployed,8071.0
1981-02-01,Persons Unemployed,8051.0
1981-03-01,Persons Unemployed,7982.0
1981-04-01,Persons Unemployed,7869.0
1981-05-01,Persons Unemployed,8174.0
1981-06-01,Persons Unemployed,8098.0
1981-07-01,Persons Unemployed,7863.0
1981-08-01,Persons Unemployed,8036.0
1981-09-01,Persons Unemployed,8230.0
1981-10-01,Persons Unemployed,8646.0
1981-11-01,Persons Unemployed,9029.0
1981-12-01,Persons Unemployed,9267.0
1982-01-01,Persons Unemployed,9397.0
1982-02-01,Persons Unemployed,9705.0
1982-03-01,Persons Unemployed,9895.0
1982-04-01,Persons Unemployed,10244.0
1982-05-01,Persons Unemployed,10335.0
1982-06-01,Persons Unemployed,10538.0
1982-07-01,Persons Unemployed,10849.0
1982-08-01,Persons Unemployed,10881.0
1982-09-01,Persons Unemployed,11217.0
1982-10-01,Persons Unemployed,11529.0
1982-11-01,Persons Unemployed,11938.0
1982-12-01,Persons Unemployed,12051.0
1983-01-01,Persons Unemployed,11534.0
1983-02-01,Persons Unemployed,11545.0
1983-03-01,Persons Unemployed,11408.0
1983-04-01,Persons Unemployed,11268.0
1983-05-01,Persons Unemployed,11154.0
1983-06-01,Persons Unemployed,11246.0
1983-07-01,Persons Unemployed,10548.0
1983-08-01,Persons Unemployed,10623.0
1983-09-01,Persons Unemployed,10282.0
1983-10-01,Persons Unemployed,9887.0
1983-11-01,Persons Unemployed,9499.0
1983-12-01,Persons Unemployed,9331.0
1984-01-01,Persons Unemployed,9008.0
1984-02-01,Persons Unemployed,8791.0
1984-03-01,Persons Unemployed,8746.0
1984-04-01,Persons Unemployed,8762.0
1984-05-01,Persons Unemployed,8456.0
1984-06-01,Persons Unemployed,8226.0
1984-07-01,Persons Unemployed,8537.0
1984-08-01,Persons Unemployed,8519.0
1984-09-01,Persons Unemployed,8367.0
1984-10-01,Persons Unemployed,8381.0
1984-11-01,Persons Unemployed,8198.0
1984-12-01,Persons Unemployed,8358.0
1985-01-01,Persons Unemployed,8423.0
1985-02-01,Persons Unemployed,8321.0
1985-03-01,Persons Unemployed,8339.0
1985-04-01,Persons Unemployed,8395.0
1985-05-01,Persons Unemployed,8302.0
1985-06-01,Persons Unemployed,8460.0
1985-07-01,Persons Unemployed,8513.0
1985-08-01,Persons Unemployed,8196.0
1985-09-01,Persons Unemployed,8248.0
1985-10-01,Persons Unemployed,8298.0
1985-11-01,Persons Unemployed,8128.0
1985-12-01,Persons Unemployed,8138.0
1986-01-01,Persons Unemployed,7795.0
1986-02-01,Persons Unemployed,8402.0
1986-03-01,Persons Unemployed,8383.0
1986-04-01,Persons Unemployed,8364.0
1986-05-01,Persons Unemployed,8439.0
1986-06-01,Persons Unemployed,8508.0
1986-07-01,Persons Unemployed,8319.0
1986-08-01,Persons Unemployed,8135.0
1986-09-01,Persons Unemployed,8310.0
1986-10-01,Persons Unemployed,8243.0
1986-11-01,Persons Unemployed,8159.0
1986-12-01,Persons Unemployed,7883.0
1987-01-01,Persons Unemployed,7892.0
1987-02-01,Persons Unemployed,7865.0
1987-03-01,Persons Unemployed,7862.0
1987-04-01,Persons Unemployed,7542.0
1987-05-01,Persons Unemployed,7574.0
1987-06-01,Persons Unemployed,7398.0
1987-07-01,Persons Unemployed,7268.0
1987-08-01,Persons Unemployed,7261.0
1987-09-01,Persons Unemployed,7102.0
1987-10-01,Persons Unemployed,7227.0
1987-11-01,Persons Unemployed,7035.0
1987-12-01,Persons Unemployed,6936.0
1988-01-01,Persons Unemployed,6953.0
1988-02-01,Persons Unemployed,6929.0
1988-03-01,Persons Unemployed,6876.0
1988-04-01,Persons Unemployed,6601.0
1988-05-01,Persons Unemployed,6779.0
1988-06-01,Persons Unemployed,6546.0
1988-07-01,Persons Unemployed,6605.0
1988-08-01,Persons Unemployed,6843.0
1988-09-01,Persons Unemployed,6604.0
1988-10-01,Persons Unemployed,6568.0
1988-11-01,Persons Unemployed,6537.0
1988-12-01,Persons Unemployed,6518.0
1989-01-01,Persons Unemployed,6682.0
1989-02-01,Persons Unemployed,6359.0
1989-03-01,Persons Unemployed,6205.0
1989-04-01,Persons Unemployed,6468.0
1989-05-01,Persons Unemployed,6375.0
1989-06-01,Persons Unemployed,6577.0
1989-07-01,Persons Unemployed,6495.0
1989-08-01,Persons Unemployed,6511.0
1989-09-01,Persons Unemployed,6590.0
1989-10-01,Persons Unemployed,6630.0
1989-11-01,Persons Unemployed,6725.0
1989-12-01,Persons Unemployed,6667.0
1990-01-01,Persons Unemployed,6752.0
1990-02-01,Persons Unemployed,6651.0
1990-03-01,Persons Unemployed,6598.0
1990-04-01,Persons Unemployed,6797.0
1990-05-01,Persons Unemployed,6742.0
1990-06-01,Persons Unemployed,6590.0
1990-07-01,Persons Unemployed,6922.0
1990-08-01,Persons Unemployed,7188.0
1990-09-01,Persons Unemployed,7368.0
1990-10-01,Persons Unemployed,7459.0
1990-11-01,Persons Unemployed,7764.0
1990-12-01,Persons Unemployed,7901.0
1991-01-01,Persons Unemployed,8015.0
1991-02-01,Persons Unemployed,8265.0
1991-03-01,Persons Unemployed,8586.0
1991-04-01,Persons Unemployed,8439.0
1991-05-01,Persons Unemployed,8736.0
1991-06-01,Persons Unemployed,8692.0
1991-07-01,Persons Unemployed,8586.0
1991-08-01,Persons Unemployed,8666.0
1991-09-01,Persons Unemployed,8722.0
1991-10-01,Persons Unemployed,8842.0
1991-11-01,Persons Unemployed,8931.0
1991-12-01,Persons Unemployed,9198.0
1992-01-01,Persons Unemployed,9283.0
1992-02-01,Persons Unemployed,9454.0
1992-03-01,Persons Unemployed,9460.0
1992-04-01,Persons Unemployed,9415.0
1992-05-01,Persons Unemployed,9744.0
1992-06-01,Persons Unemployed,10040.0
1992-07-01,Persons Unemployed,9850.0
1992-08-01,Persons Unemployed,9787.0
1992-09-01,Persons Unemployed,9781.0
1992-10-01,Persons Unemployed,9398.0
1992-11-01,Persons Unemployed,9565.0
1992-12-01,Persons Unemployed,9557.0
1993-01-01,Persons Unemployed,9325.0
1993-02-01,Persons Unemployed,9183.0
1993-03-01,Persons Unemployed,9056.0
1993-04-01,Persons Unemployed,9110.0
1993-05-01,Persons Unemployed,9149.0
1993-06-01,Persons Unemployed,9121.0
1993-07-01,Persons Unemployed,8930.0
1993-08-01,Persons Unemployed,8763.0
1993-09-01,Persons Unemployed,8714.0
1993-10-01,Persons Unemployed,8750.0
1993-11-01,Persons Unemployed,8542.0
1993-12-01,Persons Unemployed,8477.0
1994-01-01,Persons Unemployed,8630.0
1994-02-01,Persons Unemployed,8583.0
1994-03-01,Persons Unemployed,8470.0
1994-04-01,Persons Unemployed,8331.0
1994-05-01,Persons Unemployed,7915.0
1994-06-01,Persons Unemployed,7927.0
1994-07-01,Persons Unemployed,7946.0
1994-08-01,Persons Unemployed,7933.0
1994-09-01,Persons Unemployed,7734.0
1994-10-01,Persons Unemployed,7632.0
1994-11-01,Persons Unemployed,7375.0
1994-12-01,Persons Unemployed,7230.0
1995-01-01,Persons Unemployed,7375.0
1995-02-01,Persons Unemployed,7187.0
1995-03-01,Persons Unemployed,7153.0
1995-04-01,Persons Unemployed,7645.0
1995-05-01,Persons Unemployed,7430.0
1995-06-01,Persons Unemployed,7427.0
1995-07-01,Persons Unemployed,7527.0
1995-08-01,Persons Unemployed,7484.0
1995-09-01,Persons Unemployed,7478.0
1995-10-01,Persons Unemployed,7328.0
1995-11-01,Persons Unemployed,7426.0
1995-12-01,Persons Unemployed,7423.0
1996-01-01,Persons Unemployed,7491.0
1996-02-01,Persons Unemployed,7313.0
1996-03-01,Persons Unemployed,7318.0
1996-04-01,Persons Unemployed,7415.0
1996-05-01,Persons Unemployed,7423.0
1996-06-01,Persons Unemployed,7095.0
1996-07-01,Persons Unemployed,7337.0
