region,year,region_n,number,cpi,cpiadj,wage,type
Scotland,2019,8,1,107.8,1.5378032,14.81,Annual values
Scotland,2019,8,2,107.8,1.5378032,9.6306219,Wages adjusted: 1997 prices
Scotland,2020,8,1,108.9,1.553495,15.5,Annual values
Scotland,2020,8,2,108.9,1.553495,9.9775019,Wages adjusted: 1997 prices
South East,1997,9,1,70.099998,1.0,8.1700001,Annual values
South East,1997,9,2,70.099998,1.0,8.1700001,Wages adjusted: 1997 prices
South East,1998,9,1,71.199997,1.0156919,8.54,Annual values
South East,1998,9,2,71.199997,1.0156919,8.408062,Wages adjusted: 1997 prices
South East,1999,9,1,72.099998,1.0285307,8.8699999,Annual values
South East,1999,9,2,72.099998,1.0285307,8.6239519,Wages adjusted: 1997 prices
South East,2000,9,1,72.699997,1.0370898,9.2200003,Annual values
South East,2000,9,2,72.699997,1.0370898,8.8902617,Wages adjusted: 1997 prices
South East,2001,9,1,73.599998,1.0499287,9.7200003,Annual values
South East,2001,9,2,73.599998,1.0499287,9.2577724,Wages adjusted: 1997 prices
South East,2002,9,1,74.5,1.0627675,10.34,Annual values
South East,2002,9,2,74.5,1.0627675,9.7293158,Wages adjusted: 1997 prices
South East,2003,9,1,75.5,1.0770328,10.74,Annual values
South East,2003,9,2,75.5,1.0770328,9.9718409,Wages adjusted: 1997 prices
South East,2004,9,1,76.5,1.0912981,11.06,Annual values
South East,2004,9,2,76.5,1.0912981,10.13472,Wages adjusted: 1997 prices
South East,2005,9,1,78.099998,1.1141226,11.23,Annual values
South East,2005,9,2,78.099998,1.1141226,10.079679,Wages adjusted: 1997 prices
South East,2006,9,1,79.900002,1.1398003,11.75,Annual values
South East,2006,9,2,79.900002,1.1398003,10.308824,Wages adjusted: 1997 prices
South East,2007,9,1,81.800003,1.1669044,12.04,Annual values
South East,2007,9,2,81.800003,1.1669044,10.317897,Wages adjusted: 1997 prices
South East,2008,9,1,84.699997,1.2082739,12.61,Annual values
South East,2008,9,2,84.699997,1.2082739,10.436376,Wages adjusted: 1997 prices
South East,2009,9,1,86.599998,1.235378,12.99,Annual values
South East,2009,9,2,86.599998,1.235378,10.514999,Wages adjusted: 1997 prices
South East,2010,9,1,89.400002,1.275321,13.18,Annual values
South East,2010,9,2,89.400002,1.275321,10.334653,Wages adjusted: 1997 prices
South East,2011,9,1,93.400002,1.3323823,13.38,Annual values
South East,2011,9,2,93.400002,1.3323823,10.042163,Wages adjusted: 1997 prices
South East,2012,9,1,96.099998,1.3708987,13.63,Annual values
South East,2012,9,2,96.099998,1.3708987,9.9423828,Wages adjusted: 1997 prices
South East,2013,9,1,98.5,1.4051355,13.64,Annual values
South East,2013,9,2,98.5,1.4051355,9.7072487,Wages adjusted: 1997 prices
South East,2014,9,1,100.0,1.4265336,13.78,Annual values
South East,2014,9,2,100.0,1.4265336,9.6597795,Wages adjusted: 1997 prices
South East,2015,9,1,100.0,1.4265336,14.06,Annual values
South East,2015,9,2,100.0,1.4265336,9.85606,Wages adjusted: 1997 prices
South East,2016,9,1,100.7,1.4365193,14.31,Annual values
South East,2016,9,2,100.7,1.4365193,9.9615793,Wages adjusted: 1997 prices
South East,2017,9,1,103.4,1.4750357,14.55,Annual values
South East,2017,9,2,103.4,1.4750357,9.8641682,Wages adjusted: 1997 prices
South East,2018,9,1,105.9,1.510699,14.91,Annual values
South East,2018,9,2,105.9,1.510699,9.8696032,Wages adjusted: 1997 prices
South East,2019,9,1,107.8,1.5378032,15.61,Annual values
South East,2019,9,2,107.8,1.5378032,10.150844,Wages adjusted: 1997 prices
South East,2020,9,1,108.9,1.553495,15.61,Annual values
South East,2020,9,2,108.9,1.553495,10.04831,Wages adjusted: 1997 prices
South West,1997,10,1,70.099998,1.0,7.3499999,Annual values
South West,1997,10,2,70.099998,1.0,7.3499999,Wages adjusted: 1997 prices
South West,1998,10,1,71.199997,1.0156919,7.6300001,Annual values
South West,1998,10,2,71.199997,1.0156919,7.5121207,Wages adjusted: 1997 prices
South West,1999,10,1,72.099998,1.0285307,7.8099999,Annual values
South West,1999,10,2,72.099998,1.0285307,7.5933561,Wages adjusted: 1997 prices
South West,2000,10,1,72.699997,1.0370898,8.0799999,Annual values
South West,2000,10,2,72.699997,1.0370898,7.7910318,Wages adjusted: 1997 prices
South West,2001,10,1,73.599998,1.0499287,8.5600004,Annual values
South West,2001,10,2,73.599998,1.0499287,8.152935,Wages adjusted: 1997 prices
South West,2002,10,1,74.5,1.0627675,8.9399996,Annual values
South West,2002,10,2,74.5,1.0627675,8.4119997,Wages adjusted: 1997 prices
South West,2003,10,1,75.5,1.0770328,9.3299999,Annual values
South West,2003,10,2,75.5,1.0770328,8.6626883,Wages adjusted: 1997 prices
South West,2004,10,1,76.5,1.0912981,9.5699997,Annual values
South West,2004,10,2,76.5,1.0912981,8.7693729,Wages adjusted: 1997 prices
South West,2005,10,1,78.099998,1.1141226,9.8900003,Annual values
South West,2005,10,2,78.099998,1.1141226,8.8769407,Wages adjusted: 1997 prices
South West,2006,10,1,79.900002,1.1398003,10.29,Annual values
South West,2006,10,2,79.900002,1.1398003,9.0278969,Wages adjusted: 1997 prices
South West,2007,10,1,81.800003,1.1669044,10.54,Annual values
South West,2007,10,2,81.800003,1.1669044,9.032445,Wages adjusted: 1997 prices
South West,2008,10,1,84.699997,1.2082739,10.91,Annual values
South West,2008,10,2,84.699997,1.2082739,9.0294094,Wages adjusted: 1997 prices
South West,2009,10,1,86.599998,1.235378,11.33,Annual values
South West,2009,10,2,86.599998,1.235378,9.1712818,Wages adjusted: 1997 prices
South West,2010,10,1,89.400002,1.275321,11.4,Annual values
South West,2010,10,2,89.400002,1.275321,8.9389257,Wages adjusted: 1997 prices
South West,2011,10,1,93.400002,1.3323823,11.5,Annual values
South West,2011,10,2,93.400002,1.3323823,8.631156,Wages adjusted: 1997 prices
South West,2012,10,1,96.099998,1.3708987,11.68,Annual values
South West,2012,10,2,96.099998,1.3708987,8.5199585,Wages adjusted: 1997 prices
South West,2013,10,1,98.5,1.4051355,12.06,Annual values
South West,2013,10,2,98.5,1.4051355,8.5828028,Wages adjusted: 1997 prices
South West,2014,10,1,100.0,1.4265336,12.14,Annual values
South West,2014,10,2,100.0,1.4265336,8.5101395,Wages adjusted: 1997 prices
South West,2015,10,1,100.0,1.4265336,12.32,Annual values
South West,2015,10,2,100.0,1.4265336,8.6363192,Wages adjusted: 1997 prices
South West,2016,10,1,100.7,1.4365193,12.65,Annual values
South West,2016,10,2,100.7,1.4365193,8.8060074,Wages adjusted: 1997 prices
South West,2017,10,1,103.4,1.4750357,13.09,Annual values
South West,2017,10,2,103.4,1.4750357,8.874362,Wages adjusted: 1997 prices
South West,2018,10,1,105.9,1.510699,13.36,Annual values
South West,2018,10,2,105.9,1.510699,8.8435879,Wages adjusted: 1997 prices
South West,2019,10,1,107.8,1.5378032,13.8,Annual values
South West,2019,10,2,107.8,1.5378032,8.9738407,Wages adjusted: 1997 prices
South West,2020,10,1,108.9,1.553495,13.93,Annual values
South West,2020,10,2,108.9,1.553495,8.9668779,Wages adjusted: 1997 prices
United Kingdom,1997,11,1,70.099998,1.0,7.8299999,Annual values
United Kingdom,1997,11,2,70.099998,1.0,7.8299999,Wages adjusted: 1997 prices
United Kingdom,1998,11,1,71.199997,1.0156919,8.1599998,Annual values
United Kingdom,1998,11,2,71.199997,1.0156919,8.0339327,Wages adjusted: 1997 prices
United Kingdom,1999,11,1,72.099998,1.0285307,8.5,Annual values
United Kingdom,1999,11,2,72.099998,1.0285307,8.2642164,Wages adjusted: 1997 prices
United Kingdom,2000,11,1,72.699997,1.0370898,8.7600002,Annual values
United Kingdom,2000,11,2,72.699997,1.0370898,8.4467134,Wages adjusted: 1997 prices
United Kingdom,2001,11,1,73.599998,1.0499287,9.21,Annual values
United Kingdom,2001,11,2,73.599998,1.0499287,8.7720242,Wages adjusted: 1997 prices
United Kingdom,2002,11,1,74.5,1.0627675,9.6300001,Annual values
United Kingdom,2002,11,2,74.5,1.0627675,9.0612478,Wages adjusted: 1997 prices
United Kingdom,2003,11,1,75.5,1.0770328,9.96,Annual values
United Kingdom,2003,11,2,75.5,1.0770328,9.2476292,Wages adjusted: 1997 prices
United Kingdom,2004,11,1,76.5,1.0912981,10.35,Annual values
United Kingdom,2004,11,2,76.5,1.0912981,9.4841185,Wages adjusted: 1997 prices
United Kingdom,2005,11,1,78.099998,1.1141226,10.67,Annual values
United Kingdom,2005,11,2,78.099998,1.1141226,9.5770426,Wages adjusted: 1997 prices
United Kingdom,2006,11,1,79.900002,1.1398003,11.11,Annual values
United Kingdom,2006,11,2,79.900002,1.1398003,9.7473211,Wages adjusted: 1997 prices
United Kingdom,2007,11,1,81.800003,1.1669044,11.36,Annual values
United Kingdom,2007,11,2,81.800003,1.1669044,9.735158,Wages adjusted: 1997 prices
United Kingdom,2008,11,1,84.699997,1.2082739,11.88,Annual values
United Kingdom,2008,11,2,84.699997,1.2082739,9.8322077,Wages adjusted: 1997 prices
United Kingdom,2009,11,1,86.599998,1.235378,12.33,Annual values
United Kingdom,2009,11,2,86.599998,1.235378,9.9807501,Wages adjusted: 1997 prices
United Kingdom,2010,11,1,89.400002,1.275321,12.5,Annual values
United Kingdom,2010,11,2,89.400002,1.275321,9.8014536,Wages adjusted: 1997 prices
United Kingdom,2011,11,1,93.400002,1.3323823,12.56,Annual values
United Kingdom,2011,11,2,93.400002,1.3323823,9.4267244,Wages adjusted: 1997 prices
United Kingdom,2012,11,1,96.099998,1.3708987,12.77,Annual values
United Kingdom,2012,11,2,96.099998,1.3708987,9.3150578,Wages adjusted: 1997 prices
United Kingdom,2013,11,1,98.5,1.4051355,13.02,Annual values
United Kingdom,2013,11,2,98.5,1.4051355,9.2660103,Wages adjusted: 1997 prices
United Kingdom,2014,11,1,100.0,1.4265336,13.09,Annual values
United Kingdom,2014,11,2,100.0,1.4265336,9.1760893,Wages adjusted: 1997 prices
United Kingdom,2015,11,1,100.0,1.4265336,13.29,Annual values
United Kingdom,2015,11,2,100.0,1.4265336,9.3162899,Wages adjusted: 1997 prices
United Kingdom,2016,11,1,100.7,1.4365193,13.59,Annual values
United Kingdom,2016,11,2,100.7,1.4365193,9.4603672,Wages adjusted: 1997 prices
United Kingdom,2017,11,1,103.4,1.4750357,13.93,Annual values
United Kingdom,2017,11,2,103.4,1.4750357,9.44384,Wages adjusted: 1997 prices
United Kingdom,2018,11,1,105.9,1.510699,14.31,Annual values
United Kingdom,2018,11,2,105.9,1.510699,9.472436,Wages adjusted: 1997 prices
United Kingdom,2019,11,1,107.8,1.5378032,14.82,Annual values
United Kingdom,2019,11,2,107.8,1.5378032,9.6371241,Wages adjusted: 1997 prices
United Kingdom,2020,11,1,108.9,1.553495,15.07,Annual values
United Kingdom,2020,11,2,108.9,1.553495,9.7007065,Wages adjusted: 1997 prices
Wales,1997,12,1,70.099998,1.0,7.3299999,Annual values
Wales,1997,12,2,70.099998,1.0,7.3299999,Wages adjusted: 1997 prices
Wales,1998,12,1,71.199997,1.0156919,7.4499998,Annual values
Wales,1998,12,2,71.199997,1.0156919,7.3349013,Wages adjusted: 1997 prices
Wales,1999,12,1,72.099998,1.0285307,7.73,Annual values
Wales,1999,12,2,72.099998,1.0285307,7.5155754,Wages adjusted: 1997 prices
Wales,2000,12,1,72.699997,1.0370898,8.0100002,Annual values
Wales,2000,12,2,72.699997,1.0370898,7.7235355,Wages adjusted: 1997 prices
Wales,2001,12,1,73.599998,1.0499287,8.2700005,Annual values
Wales,2001,12,2,73.599998,1.0499287,7.8767262,Wages adjusted: 1997 prices
Wales,2002,12,1,74.5,1.0627675,8.5299997,Annual values
Wales,2002,12,2,74.5,1.0627675,8.0262146,Wages adjusted: 1997 prices
Wales,2003,12,1,75.5,1.0770328,8.9099998,Annual values
Wales,2003,12,2,75.5,1.0770328,8.272728,Wages adjusted: 1997 prices
Wales,2004,12,1,76.5,1.0912981,9.3999996,Annual values
Wales,2004,12,2,76.5,1.0912981,8.613595,Wages adjusted: 1997 prices
Wales,2005,12,1,78.099998,1.1141226,9.6199999,Annual values
Wales,2005,12,2,78.099998,1.1141226,8.6345968,Wages adjusted: 1997 prices
Wales,2006,12,1,79.900002,1.1398003,10.0,Annual values
Wales,2006,12,2,79.900002,1.1398003,8.7734671,Wages adjusted: 1997 prices
Wales,2007,12,1,81.800003,1.1669044,10.1,Annual values
Wales,2007,12,2,81.800003,1.1669044,8.6553793,Wages adjusted: 1997 prices
Wales,2008,12,1,84.699997,1.2082739,10.54,Annual values
Wales,2008,12,2,84.699997,1.2082739,8.7231874,Wages adjusted: 1997 prices
Wales,2009,12,1,86.599998,1.235378,11.04,Annual values
Wales,2009,12,2,86.599998,1.235378,8.9365358,Wages adjusted: 1997 prices
Wales,2010,12,1,89.400002,1.275321,11.27,Annual values
Wales,2010,12,2,89.400002,1.275321,8.8369913,Wages adjusted: 1997 prices
Wales,2011,12,1,93.400002,1.3323823,11.39,Annual values
Wales,2011,12,2,93.400002,1.3323823,8.5485973,Wages adjusted: 1997 prices
Wales,2012,12,1,96.099998,1.3708987,11.41,Annual values
Wales,2012,12,2,96.099998,1.3708987,8.3230076,Wages adjusted: 1997 prices
Wales,2013,12,1,98.5,1.4051355,11.83,Annual values
Wales,2013,12,2,98.5,1.4051355,8.419117,Wages adjusted: 1997 prices
Wales,2014,12,1,100.0,1.4265336,11.84,Annual values
Wales,2014,12,2,100.0,1.4265336,8.29984,Wages adjusted: 1997 prices
Wales,2015,12,1,100.0,1.4265336,12.06,Annual values
Wales,2015,12,2,100.0,1.4265336,8.4540596,Wages adjusted: 1997 prices
Wales,2016,12,1,100.7,1.4365193,12.5,Annual values
Wales,2016,12,2,100.7,1.4365193,8.7015886,Wages adjusted: 1997 prices
Wales,2017,12,1,103.4,1.4750357,12.52,Annual values
Wales,2017,12,2,103.4,1.4750357,8.4879303,Wages adjusted: 1997 prices
Wales,2018,12,1,105.9,1.510699,12.67,Annual values
Wales,2018,12,2,105.9,1.510699,8.3868456,Wages adjusted: 1997 prices
Wales,2019,12,1,107.8,1.5378032,13.47,Annual values
Wales,2019,12,2,107.8,1.5378032,8.7592487,Wages adjusted: 1997 prices
Wales,2020,12,1,108.9,1.553495,13.73,Annual values
Wales,2020,12,2,108.9,1.553495,8.8381357,Wages adjusted: 1997 prices
West Midlands,1997,13,1,70.099998,1.0,7.3499999,Annual values
West Midlands,1997,13,2,70.099998,1.0,7.3499999,Wages adjusted: 1997 prices
West Midlands,1998,13,1,71.199997,1.0156919,7.77,Annual values
West Midlands,1998,13,2,71.199997,1.0156919,7.6499577,Wages adjusted: 1997 prices
West Midlands,1999,13,1,72.099998,1.0285307,8.0799999,Annual values
West Midlands,1999,13,2,72.099998,1.0285307,7.8558664,Wages adjusted: 1997 prices
West Midlands,2000,13,1,72.699997,1.0370898,8.25,Annual values
West Midlands,2000,13,2,72.699997,1.0370898,7.9549522,Wages adjusted: 1997 prices
West Midlands,2001,13,1,73.599998,1.0499287,8.75,Annual values
West Midlands,2001,13,2,73.599998,1.0499287,8.3338995,Wages adjusted: 1997 prices
West Midlands,2002,13,1,74.5,1.0627675,9.0,Annual values
West Midlands,2002,13,2,74.5,1.0627675,8.4684563,Wages adjusted: 1997 prices
West Midlands,2003,13,1,75.5,1.0770328,9.2299995,Annual values
West Midlands,2003,13,2,75.5,1.0770328,8.5698404,Wages adjusted: 1997 prices
West Midlands,2004,13,1,76.5,1.0912981,9.6000004,Annual values
West Midlands,2004,13,2,76.5,1.0912981,8.7968636,Wages adjusted: 1997 prices
West Midlands,2005,13,1,78.099998,1.1141226,10.0,Annual values
West Midlands,2005,13,2,78.099998,1.1141226,8.9756727,Wages adjusted: 1997 prices
West Midlands,2006,13,1,79.900002,1.1398003,10.29,Annual values
West Midlands,2006,13,2,79.900002,1.1398003,9.0278969,Wages adjusted: 1997 prices
West Midlands,2007,13,1,81.800003,1.1669044,10.53,Annual values
West Midlands,2007,13,2,81.800003,1.1669044,9.0238752,Wages adjusted: 1997 prices
West Midlands,2008,13,1,84.699997,1.2082739,11.0,Annual values
West Midlands,2008,13,2,84.699997,1.2082739,9.1038961,Wages adjusted: 1997 prices
West Midlands,2009,13,1,86.599998,1.235378,11.48,Annual values
West Midlands,2009,13,2,86.599998,1.235378,9.2927017,Wages adjusted: 1997 prices
West Midlands,2010,13,1,89.400002,1.275321,11.57,Annual values
West Midlands,2010,13,2,89.400002,1.275321,9.0722256,Wages adjusted: 1997 prices
West Midlands,2011,13,1,93.400002,1.3323823,11.58,Annual values
West Midlands,2011,13,2,93.400002,1.3323823,8.6911993,Wages adjusted: 1997 prices
West Midlands,2012,13,1,96.099998,1.3708987,11.74,Annual values
West Midlands,2012,13,2,96.099998,1.3708987,8.5637255,Wages adjusted: 1997 prices
West Midlands,2013,13,1,98.5,1.4051355,12.18,Annual values
West Midlands,2013,13,2,98.5,1.4051355,8.6682034,Wages adjusted: 1997 prices
West Midlands,2014,13,1,100.0,1.4265336,11.96,Annual values
West Midlands,2014,13,2,100.0,1.4265336,8.3839598,Wages adjusted: 1997 prices
West Midlands,2015,13,1,100.0,1.4265336,12.33,Annual values
West Midlands,2015,13,2,100.0,1.4265336,8.6433296,Wages adjusted: 1997 prices
West Midlands,2016,13,1,100.7,1.4365193,12.78,Annual values
West Midlands,2016,13,2,100.7,1.4365193,8.8965044,Wages adjusted: 1997 prices
West Midlands,2017,13,1,103.4,1.4750357,12.9,Annual values
West Midlands,2017,13,2,103.4,1.4750357,8.7455511,Wages adjusted: 1997 prices
West Midlands,2018,13,1,105.9,1.510699,13.22,Annual values
West Midlands,2018,13,2,105.9,1.510699,8.7509155,Wages adjusted: 1997 prices
West Midlands,2019,13,1,107.8,1.5378032,13.78,Annual values
West Midlands,2019,13,2,107.8,1.5378032,8.9608345,Wages adjusted: 1997 prices
West Midlands,2020,13,1,108.9,1.553495,14.08,Annual values
West Midlands,2020,13,2,108.9,1.553495,9.0634336,Wages adjusted: 1997 prices
Yorkshire & Humber,1997,14,1,70.099998,1.0,7.1100001,Annual values
Yorkshire & Humber,1997,14,2,70.099998,1.0,7.1100001,Wages adjusted: 1997 prices
Yorkshire & Humber,1998,14,1,71.199997,1.0156919,7.4699998,Annual values
Yorkshire & Humber,1998,14,2,71.199997,1.0156919,7.3545923,Wages adjusted: 1997 prices
Yorkshire & Humber,1999,14,1,72.099998,1.0285307,7.71,Annual values
Yorkshire & Humber,1999,14,2,72.099998,1.0285307,7.49613,Wages adjusted: 1997 prices
Yorkshire & Humber,2000,14,1,72.699997,1.0370898,7.9499998,Annual values
Yorkshire & Humber,2000,14,2,72.699997,1.0370898,7.6656809,Wages adjusted: 1997 prices
Yorkshire & Humber,2001,14,1,73.599998,1.0499287,8.3100004,Annual values
Yorkshire & Humber,2001,14,2,73.599998,1.0499287,7.914824,Wages adjusted: 1997 prices
Yorkshire & Humber,2002,14,1,74.5,1.0627675,8.6800003,Annual values
Yorkshire & Humber,2002,14,2,74.5,1.0627675,8.1673555,Wages adjusted: 1997 prices
Yorkshire & Humber,2003,14,1,75.5,1.0770328,9.1400003,Annual values
Yorkshire & Humber,2003,14,2,75.5,1.0770328,8.4862785,Wages adjusted: 1997 prices
Yorkshire & Humber,2004,14,1,76.5,1.0912981,9.4700003,Annual values
Yorkshire & Humber,2004,14,2,76.5,1.0912981,8.6777391,Wages adjusted: 1997 prices
Yorkshire & Humber,2005,14,1,78.099998,1.1141226,9.8199997,Annual values
Yorkshire & Humber,2005,14,2,78.099998,1.1141226,8.8141098,Wages adjusted: 1997 prices
Yorkshire & Humber,2006,14,1,79.900002,1.1398003,10.14,Annual values
Yorkshire & Humber,2006,14,2,79.900002,1.1398003,8.8962955,Wages adjusted: 1997 prices
Yorkshire & Humber,2007,14,1,81.800003,1.1669044,10.37,Annual values
Yorkshire & Humber,2007,14,2,81.800003,1.1669044,8.8867598,Wages adjusted: 1997 prices
Yorkshire & Humber,2008,14,1,84.699997,1.2082739,10.9,Annual values
Yorkshire & Humber,2008,14,2,84.699997,1.2082739,9.0211334,Wages adjusted: 1997 prices
Yorkshire & Humber,2009,14,1,86.599998,1.235378,11.3,Annual values
Yorkshire & Humber,2009,14,2,86.599998,1.235378,9.1469975,Wages adjusted: 1997 prices
Yorkshire & Humber,2010,14,1,89.400002,1.275321,11.38,Annual values
Yorkshire & Humber,2010,14,2,89.400002,1.275321,8.9232435,Wages adjusted: 1997 prices
Yorkshire & Humber,2011,14,1,93.400002,1.3323823,11.45,Annual values
Yorkshire & Humber,2011,14,2,93.400002,1.3323823,8.5936289,Wages adjusted: 1997 prices
Yorkshire & Humber,2012,14,1,96.099998,1.3708987,11.57,Annual values
Yorkshire & Humber,2012,14,2,96.099998,1.3708987,8.4397192,Wages adjusted: 1997 prices
Yorkshire & Humber,2013,14,1,98.5,1.4051355,11.91,Annual values
Yorkshire & Humber,2013,14,2,98.5,1.4051355,8.4760504,Wages adjusted: 1997 prices
Yorkshire & Humber,2014,14,1,100.0,1.4265336,11.79,Annual values
Yorkshire & Humber,2014,14,2,100.0,1.4265336,8.2647896,Wages adjusted: 1997 prices
Yorkshire & Humber,2015,14,1,100.0,1.4265336,12.15,Annual values
Yorkshire & Humber,2015,14,2,100.0,1.4265336,8.517149,Wages adjusted: 1997 prices
Yorkshire & Humber,2016,14,1,100.7,1.4365193,12.46,Annual values
Yorkshire & Humber,2016,14,2,100.7,1.4365193,8.6737442,Wages adjusted: 1997 prices
Yorkshire & Humber,2017,14,1,103.4,1.4750357,12.56,Annual values
Yorkshire & Humber,2017,14,2,103.4,1.4750357,8.515049,Wages adjusted: 1997 prices
Yorkshire & Humber,2018,14,1,105.9,1.510699,12.94,Annual values
Yorkshire & Humber,2018,14,2,105.9,1.510699,8.5655708,Wages adjusted: 1997 prices
Yorkshire & Humber,2019,14,1,107.8,1.5378032,13.42,Annual values
Yorkshire & Humber,2019,14,2,107.8,1.5378032,8.7267342,Wages adjusted: 1997 prices
Yorkshire & Humber,2020,14,1,108.9,1.553495,13.66,Annual values
Yorkshire & Humber,2020,14,2,108.9,1.553495,8.7930756,Wages adjusted: 1997 prices
