Date,Measure,Value,Category
2020-07-01, Proportion ,6.4,Books newspapers and stationary
2020-08-01, Proportion ,22.3,Books newspapers and stationary
2020-09-01, Proportion ,18.9,Books newspapers and stationary
2020-10-01, Proportion ,20.6,Books newspapers and stationary
2020-11-01, Proportion ,24.6,Books newspapers and stationary
2020-12-01, Proportion ,17.4,Books newspapers and stationary
2021-01-01, Proportion ,36.8,Books newspapers and stationary
2021-02-01, Proportion ,49.1,Books newspapers and stationary
2021-03-01, Proportion ,37.9,Books newspapers and stationary
2021-04-01, Proportion ,15.4,Books newspapers and stationary
2021-05-01, Proportion ,12.0,Books newspapers and stationary
2021-06-01, Proportion ,12.3,Books newspapers and stationary
2021-07-01, Proportion ,10.5,Books newspapers and stationary
2021-08-01, Proportion ,9.8,Books newspapers and stationary
2021-09-01, Proportion ,8.1,Books newspapers and stationary
2021-10-01, Proportion ,7.8,Books newspapers and stationary
2021-11-01, Proportion ,9.1,Books newspapers and stationary
2021-12-01, Proportion ,17.7,Books newspapers and stationary
2022-01-01, Proportion ,7.5,Books newspapers and stationary
2022-02-01, Proportion ,8.3,Books newspapers and stationary
2022-03-01, Proportion ,7.2,Books newspapers and stationary
2022-04-01, Proportion ,8.0,Books newspapers and stationary
2022-05-01, Proportion ,7.9,Books newspapers and stationary
