Unnamed: 0,person_id,departure_time,from_x,from_y,to_x,to_y,simulated_travel_time,validated_travel_time,simulated_distance,validated_distance,id,line_name,points
278,201443,73004,340407.76,5677916.77,379522.255,5673420.26,2845,2898,52045.86,50974,278,regression,points
279,110677,71849,350077.28,5671484.055,350133.1,5672445.82,219,211,2006.51,1610,279,regression,points
280,139272,83109,352629.515,5674729.66,354644.075,5671734.41,473,577,5565.83,5188,280,regression,points
281,228020,38510,356584.33,5718685.265,341373.325,5678744.945,2301,2686,56067.09,55329,281,regression,points
282,161112,51756,347075.75,5674937.91,343427.03,5670214.355,734,817,10915.64,10334,282,regression,points
283,135425,51104,347222.825,5675896.815,354141.31,5674412.535,879,1237,9583.72,10194,283,regression,points
284,70386,46395,344404.38,5676990.56,348821.42,5675588.32,889,833,5774.19,5747,284,regression,points
285,33662,63222,346902.185,5677762.73,348897.38,5674707.38,483,651,4865.62,4583,285,regression,points
286,146613,42362,345390.785,5678155.67,344229.62,5679830.915,254,366,2456.61,2284,286,regression,points
287,104535,56877,356784.735,5664315.215,344783.54,5677434.435,1530,1551,22679.05,22455,287,regression,points
288,140127,48761,346669.25,5679200.775,348488.435,5679090.04,300,323,2737.87,2382,288,regression,points
289,228264,45868,359394.13,5730640.06,344737.850066309,5676253.60715921,2768,3371,68868.28,70174,289,regression,points
290,98249,60692,347993.52,5672966.745,348434.195,5673319.105,129,100,1151.8,817,290,regression,points
291,41667,62935,347112.9,5677787.67,348854.39,5677935.1,483,409,3421.84,3172,291,regression,points
292,249781,45198,342855.24,5676134.005,342033.96,5675217.375,201,274,1618.2,1685,292,regression,points
293,182106,53446,345377.09,5674137.07,350538.44,5668971.37,994,965,11933.57,14550,293,regression,points
294,264891,40115,347205.92,5679875.62,334046.87,5648082.755,3299,2674,49802.84,51940,294,regression,points
295,85199,49984,344874.71,5677047.57,345506.71,5677676.945,290,260,1956.1,1767,295,regression,points
296,91505,44376,348416.01,5678569.78,348048.85,5671059.685,1385,1261,10385.97,11753,296,regression,points
297,121137,53417,346962.41,5677196.925,348009.925,5673410.73,773,728,5494.04,4978,297,regression,points
298,108541,68307,417103.32,5588015.375,347170.68,5676266.07,4612,5106,135679.48,132741,298,regression,points
299,148563,52274,353224.095,5666139.555,351958.24,5660328.945,687,757,7397.78,7360,299,regression,points
300,204505,58848,348328.59,5681829.47,381320.015,5711378.97,2784,3456,57436.88,59605,300,regression,points
301,22792,72242,345975.65,5676818.2,345947.835,5677327.71,60,130,681.69,639,301,regression,points
302,44957,55068,345242.045,5676754.615,346908.425,5677512.355,211,410,2411.39,2690,302,regression,points
303,274002,74620,350079.855,5671846.89,398386.445,5653850.805,2653,3250,79429.33,80966,303,regression,points
304,226898,62053,361866.6,5707278.505,347344.395,5680403.725,1887,2077,36450.08,36936,304,regression,points
305,251883,35837,344469.85,5676740.74,334550.1,5677898.365,856,0,14547.23,0,305,regression,points
306,39123,27841,346805.185,5677457.1,342011.465,5685531.035,900,1112,11172.99,11326,306,regression,points
307,68532,28043,347174.33,5676866.325,346587.04,5676324.525,333,176,1202.56,1210,307,regression,points
308,82255,50120,343170.275,5677586.935,355124.66,5644155.795,1867,2309,39955.59,40172,308,regression,points
309,127009,55209,345341.795,5676210.055,347170.68,5676266.07,391,419,2925.91,2317,309,regression,points
310,243838,64825,345283.18,5693496.915,346007.905,5688878.725,492,653,5781.41,5711,310,regression,points
311,112197,68772,348637.88,5685005.895,351373.935,5671609.73,1306,1491,26612.25,27259,311,regression,points
312,187388,28364,318848.59,5682367.645,346246.695,5682674.56,1494,1761,33627.85,35204,312,regression,points
313,52144,46624,359882.44,5702625.26,345242.695,5679866.755,1459,1799,31825.96,32332,313,regression,points
314,255928,43064,344453.4,5675611.64,343852.165,5676284.995,168,219,1297.67,1411,314,regression,points
315,69029,60264,338422.855,5672842.195,343336.265,5675807.32,534,667,9441.24,9497,315,regression,points
316,154223,66215,344624.175,5682257.91,348249.87,5685071.68,552,872,8133.25,7226,316,regression,points
317,110934,35854,346345.185,5672522.105,346541.48,5699729.605,2198,2014,34159.11,33869,317,regression,points
318,53883,30481,345752.885,5678498.585,346530.62,5679199.395,136,230,1592.34,1859,318,regression,points
319,39794,71472,340559.825,5678105.375,347283.46,5677787.7,909,918,8533.41,7614,319,regression,points
320,87767,24151,342430.19,5677813.405,348022.38,5670656.1,911,862,11193.42,11069,320,regression,points
321,69232,55157,321917.4,5674497.18,344970.905,5679340.36,1327,1573,28584.69,31038,321,regression,points
322,118091,67833,350899.185,5678431.54,355915.25,5670164.86,1149,1267,12000.56,14063,322,regression,points
323,243311,32697,346100.25,5690491.955,347243.915,5682543.935,876,799,11331.52,16306,323,regression,points
324,11860,19014,344102.33,5675992.755,345394.26,5676564.91,222,313,2079.72,2047,324,regression,points
325,117754,58602,350948.825,5677014.68,349766.495,5677500.545,225,272,1835.9,2232,325,regression,points
326,109646,33317,350318.425,5671336.355,344822.275,5674155.425,601,645,7789.35,8567,326,regression,points
327,79177,59455,345208.865,5688726.9,345673.6,5694692.91,578,659,8535.79,10125,327,regression,points
328,120722,30918,345900.905,5676790.41,345379.985,5674368.77,438,532,3989.75,3855,328,regression,points
329,52822,67914,345429.385,5682200.41,345603.815,5682012.13,55,52,471.56,364,329,regression,points
330,134203,38594,354497.365,5676788.18,345866.53,5676113.045,1221,1164,10001.56,9952,330,regression,points
331,245524,19390,333546.505,5706506.235,340843.98,5679349.06,1969,1764,35172.6,37211,331,regression,points
332,87293,36370,345462.715,5679520.335,345098.02,5679073.715,83,144,815.0,755,332,regression,points
333,126310,51913,351716.635,5681775.925,348065.105,5680195.95,933,865,8749.47,8488,333,regression,points
334,114824,52437,350960.28,5676921.805,350211.76,5670710.6,844,1108,9778.64,11586,334,regression,points
335,102976,55350,347652.14,5676756.725,353464.735,5666698.215,1597,1210,13792.23,13995,335,regression,points
336,115892,19131,350030.76,5677985.205,373749.435,5678539.32,2129,1750,29658.85,31481,336,regression,points
337,51316,49869,347509.235,5681717.39,347053.76,5680804.985,142,209,1152.55,1257,337,regression,points
338,214409,44509,365534.795,5705428.795,344666.855,5676897.025,2052,2303,39532.99,39555,338,regression,points
339,220536,61508,349187.805,5678732.485,390069.045,5720943.09,4039,4282,75404.67,78840,339,regression,points
340,109551,70382,355480.45,5671005.705,352697.105,5669734.6,502,365,3883.56,3635,340,regression,points
341,252991,39113,353689.87,5654544.62,343092.05,5677690.18,1764,2029,32228.89,38201,341,regression,points
342,266302,41318,355963.415,5641148.32,347772.65,5676772.785,2142,2771,44270.0,45440,342,regression,points
343,258108,67421,342849.85,5678580.095,347283.46,5677787.7,828,745,8401.78,8008,343,regression,points
344,259749,30112,342712.76,5632822.24,344638.995066351,5676329.86215919,2841,2823,54102.11,54370,344,regression,points
345,17835,67562,343351.22,5676024.48,341827.005,5678562.38,440,431,6067.09,5072,345,regression,points
346,101902,61081,371390.68,5677709.715,351874.225,5668514.295,1397,1617,30424.87,31789,346,regression,points
347,192301,50965,369774.125,5674646.73,348227.315,5678656.19,2001,2122,31396.51,31156,347,regression,points
348,132124,76368,344511.62,5675531.07,333618.76,5681767.345,803,970,16628.41,16551,348,regression,points
349,125503,44699,350597.15,5679387.42,354787.335,5672563.875,763,996,9929.12,10216,349,regression,points
350,246880,74636,344163.14,5679730.075,337667.695,5713253.08,2031,2169,45985.71,46002,350,regression,points
351,78514,64138,344405.315066429,5676401.85715914,343192.455,5687623.2,1361,1189,16827.7,13820,351,regression,points
352,144732,77581,347546.555,5672731.4,355203.205,5670721.145,1031,841,10041.4,11353,352,regression,points
353,168198,39603,345615.905,5678241.95,344722.015,5677235.08,337,327,1876.08,1844,353,regression,points
354,218429,30309,351804.215,5699365.645,350926.4,5672261.45,1824,1967,37299.76,36408,354,regression,points
355,209507,84147,343439.82,5677677.81,365008.02,5700057.355,1686,1852,37483.55,36606,355,regression,points
356,244067,31452,345951.355,5693387.525,345868.315,5689271.07,600,694,5989.12,5688,356,regression,points
357,104535,30741,352762.005,5668877.365,356784.735,5664315.215,742,675,7811.49,6796,357,regression,points
358,118558,19505,350834.965,5678106.43,338920.69,5674209.16,1281,1341,14695.73,14643,358,regression,points
359,56736,76634,341081.795,5685571.74,345760.215,5676993.67,1300,1450,18262.94,19848,359,regression,points
360,200159,52981,347672.97,5672964.7,360086.66,5662370.75,1178,1191,23126.14,25762,360,regression,points
361,55311,51014,334592.175,5702562.345,346928.925,5681290.685,1617,1965,35155.91,35198,361,regression,points
362,31041,66963,344752.76,5678566.23,349038.67,5674817.005,830,812,6938.21,6962,362,regression,points
363,33257,34292,345773.815,5673838.66,346116.835,5674089.375,310,295,1711.03,1716,363,regression,points
364,86521,29068,342773.43,5678634.86,353030.065,5645967.645,2083,2405,39408.47,40120,364,regression,points
365,248446,47555,345981.11,5678284.935,338098.11,5681206.345,1019,1226,10725.25,11897,365,regression,points
366,157469,55011,346799.34,5680045.31,355477.74,5670304.65,1824,1551,16383.2,15996,366,regression,points
367,214354,39682,345079.895,5676963.075,344713.885,5676811.0,73,104,595.71,529,367,regression,points
368,164885,23522,327842.43,5672549.625,346709.71,5676915.525,1876,1585,28359.52,24988,368,regression,points
369,264749,50420,350570.175,5649270.14,345200.11,5677356.19,1510,1883,33946.41,33667,369,regression,points
370,170049,51613,337772.88,5677377.115,340370.055,5678268.37,713,571,7874.14,4697,370,regression,points
371,277511,39442,355937.3,5650035.36,344503.96,5679924.48,1759,2205,41490.02,41374,371,regression,points
372,167652,50475,338848.315,5677508.58,343425.455,5678816.255,466,548,5990.46,6026,372,regression,points
373,159371,27977,349045.975,5690116.26,345756.525,5689360.285,414,454,5056.3,4459,373,regression,points
374,10434,30754,343126.33,5675978.145,342708.565,5685195.9,840,997,11391.93,11208,374,regression,points
375,74132,42718,345187.055,5677996.025,340481.08,5679299.335,863,759,6591.08,6236,375,regression,points
376,61669,79781,345113.42,5682728.84,348874.625,5682658.21,536,607,5337.45,5589,376,regression,points
377,116055,36378,350612.805,5678592.41,347481.965,5676324.695,550,622,4886.92,4796,377,regression,points
378,123073,34119,344102.33,5675992.755,344982.665,5675283.33,289,264,1553.79,1533,378,regression,points
379,43370,52030,340963.065,5679135.26,341898.85,5678386.925,177,220,1498.24,1484,379,regression,points
380,177391,49132,346466.215,5680096.93,342195.065,5667729.21,1598,1860,21426.0,19370,380,regression,points
381,67261,43676,347227.48,5676856.11,346533.8,5676210.005,163,300,1233.19,1771,381,regression,points
382,219442,33119,342082.505,5679076.565,361260.465,5699823.86,1438,1601,32084.48,32118,382,regression,points
383,103511,48508,353341.34,5667725.46,352311.46,5661909.56,653,735,7764.48,11547,383,regression,points
384,64235,29513,345069.1,5678569.37,340901.195,5669552.925,1008,1224,15087.69,15193,384,regression,points
385,133397,70000,353141.17,5676810.68,350376.855,5672668.85,858,734,8275.92,9592,385,regression,points
386,220082,60889,342028.97,5679547.56,371469.88,5718851.675,3876,3480,58840.61,68675,386,regression,points
387,246061,48825,346680.28,5676244.53,340651.985,5701875.165,2194,2288,39346.85,38904,387,regression,points
388,276824,20513,374019.44,5625963.77,340737.815,5679279.67,3672,3405,76046.33,76259,388,regression,points
389,204499,74927,342390.945,5683646.915,361208.71,5713208.095,1855,2046,45551.76,47696,389,regression,points
390,211725,63146,360641.015,5655123.7,351998.135,5670613.385,1194,1323,23716.51,23782,390,regression,points
391,114463,48139,342579.57,5678992.74,348388.995,5677546.73,857,840,8465.85,8509,391,regression,points
392,134343,35105,353642.085,5675969.93,344374.465,5674424.735,839,878,14585.87,14563,392,regression,points
393,56189,54599,345689.18,5679025.35,347390.765,5680187.065,367,436,2781.94,2936,393,regression,points
394,185169,41577,361724.35,5703384.99,346377.235,5680987.325,1527,1643,31003.05,32724,394,regression,points
395,87062,35887,343181.47,5679096.04,344037.68,5675448.015,497,549,5534.81,5227,395,regression,points
396,72845,64025,356695.56,5644628.465,345462.185,5679220.88,2274,2511,44402.89,47638,396,regression,points
397,69187,62363,342071.23,5684897.215,344986.295,5678033.46,690,706,8596.71,8250,397,regression,points
398,148070,20239,352982.86,5661674.04,343545.795,5676177.96,2239,1354,24742.39,26049,398,regression,points
399,117936,35778,349370.055,5676284.58,348187.805,5678147.465,518,631,4670.46,4685,399,regression,points
400,273243,25027,368379.465,5651910.595,344677.065,5677089.5,3320,2836,44822.18,45701,400,regression,points
401,96869,73811,357828.995,5700721.71,347902.18,5673360.89,2147,2111,36567.27,45332,401,regression,points
402,170775,73798,345450.53,5680104.49,345562.665,5680008.115,57,59,401.89,326,402,regression,points
403,33643,57083,341881.665,5678706.51,348531.53,5674824.28,1099,1140,8949.53,9319,403,regression,points
404,195769,46574,345043.865,5677186.925,340675.495,5679490.435,697,649,5866.59,6953,404,regression,points
405,50518,67339,344609.9,5679920.49,344391.965,5682097.59,422,395,3015.19,3802,405,regression,points
406,213357,30472,368875.45,5700167.49,345230.215,5677284.08,2569,2457,42305.19,40530,406,regression,points
407,256441,67364,349842.625,5678577.18,324161.66,5697574.335,2695,2328,41156.77,45730,407,regression,points
408,30783,59652,348862.575,5674418.75,348774.215,5673515.96,349,215,1785.67,1408,408,regression,points
409,194735,63559,347963.39,5678305.75,357105.385,5690309.365,2191,1844,22813.61,20392,409,regression,points
410,215259,50957,345705.875,5675009.795,346591.08,5676054.95,308,261,2094.49,1889,410,regression,points
411,117694,78013,360521.91,5672903.12,350678.645,5676963.16,825,972,13712.86,13610,411,regression,points
412,88005,40414,340817.395,5678896.625,342248.205,5678428.88,261,248,2052.1,1812,412,regression,points
413,251046,43860,340932.32,5678315.185,328987.43,5681741.46,806,766,14287.78,14425,413,regression,points
414,186151,39338,338258.54,5674560.69,342362.79,5678073.385,675,801,7912.85,7871,414,regression,points
415,173524,76755,344883.575,5676385.3,339536.15,5670361.505,1075,1170,15254.64,15105,415,regression,points
416,61669,76327,348438.085,5682063.065,345113.42,5682728.84,451,475,4373.5,4374,416,regression,points
417,157452,71761,346145.915,5683579.255,349710.065,5684025.64,491,486,4958.95,4519,417,regression,points
418,142980,67571,345392.705,5677306.545,355818.205,5665115.41,1481,1328,19923.32,20504,418,regression,points
419,251953,34326,331566.45,5686335.045,346901.58,5676536.64,1716,1722,22051.08,25780,419,regression,points
420,238103,45669,350010.85,5684681.56,342652.435,5676073.59,1486,1527,13740.14,14402,420,regression,points
421,186956,72657,345894.335,5676993.745,333903.485,5677908.81,1000,1099,15732.23,15700,421,regression,points
422,86806,25967,344366.555,5683225.06,344807.76,5683566.925,417,271,3211.09,1572,422,regression,points
423,74477,63331,351943.54,5669544.615,345450.38,5677932.63,1277,1074,15491.71,14082,423,regression,points
424,253791,57255,346054.775,5677516.395,346387.51,5680092.605,638,409,3872.99,3467,424,regression,points
425,51309,67077,345322.09,5677794.03,346047.91,5682826.865,875,666,6939.14,6688,425,regression,points
426,145757,60691,353503.275,5666258.295,353105.765,5665401.155,399,465,3265.45,3182,426,regression,points
427,253885,18797,325849.96,5696258.7,341373.17,5679309.73,2786,2038,25963.11,44272,427,regression,points
428,148458,52492,351357.085,5669834.685,351876.515,5661158.935,663,799,12355.02,12112,428,regression,points
429,127685,77422,347378.015,5673362.44,338391.23,5679367.065,1029,1188,12356.04,12550,429,regression,points
430,183874,66301,350919.115,5668365.825,344674.845,5666488.02,1774,1350,20086.16,20195,430,regression,points
431,60533,51091,344863.440066251,5676056.41715922,347051.885,5677833.125,466,635,3382.64,3989,431,regression,points
432,256642,62361,344323.305,5675806.63,326604.5,5697460.995,2231,2335,42238.4,47326,432,regression,points
433,133032,54431,336839.98,5683679.265,342699.835,5677785.745,936,1030,10464.22,9775,433,regression,points
434,280797,56599,408683.685,5710312.37,345141.0,5677365.955,3482,4178,83860.39,85365,434,regression,points
435,49633,25327,344059.97,5682158.55,345177.6,5682554.04,115,145,1237.31,1387,435,regression,points
436,188509,63673,344623.815,5676984.135,370854.41,5682941.02,1786,2148,35002.83,36485,436,regression,points
437,189272,62827,351017.415,5678714.135,371075.785,5679051.52,1852,2071,27978.11,28043,437,regression,points
438,232413,54088,344462.835066446,5675976.53215929,344900.475,5676473.625,128,209,1091.2,994,438,regression,points
439,80752,46732,342972.775,5687799.525,375550.82,5718920.2,2252,2969,61445.85,61188,439,regression,points
440,85638,31994,341804.245,5679142.65,360073.475,5698761.685,1599,1695,32865.65,32816,440,regression,points
441,77769,60856,344975.235,5682539.285,343177.785,5687396.185,942,880,12487.52,10154,441,regression,points
442,74316,24399,345022.685,5678116.71,339413.07,5697782.505,1699,1796,30755.25,32227,442,regression,points
443,76818,71473,345615.66,5679078.81,343256.15,5685505.195,827,807,9158.85,9670,443,regression,points
444,188236,45452,371734.99,5681655.08,345394.26,5676564.91,1501,1664,32805.69,32854,444,regression,points
445,187494,62368,319327.49,5679657.54,345652.545,5676371.32,1163,1576,30755.96,31146,445,regression,points
446,149864,64906,342474.455,5688021.47,357943.11,5679055.845,1740,1537,23154.99,28929,446,regression,points
447,98504,23195,348009.925,5673410.73,353856.375,5676854.475,722,824,8408.21,8463,447,regression,points
448,42002,49172,342503.8,5683128.94,341548.655,5681287.53,518,497,6127.21,4618,448,regression,points
449,31507,54122,374736.68,5680875.065,349106.345,5674277.995,1455,1871,31724.85,32023,449,regression,points
450,197435,60682,365409.18,5674014.92,349277.225,5674084.525,1021,1041,18236.83,18195,450,regression,points
451,186838,19574,343317.805,5678140.965,356405.505,5646281.91,1757,2034,40468.61,40421,451,regression,points
452,145138,38569,355722.625,5664492.425,350827.81,5670481.885,693,760,10003.53,8698,452,regression,points
453,70452,50652,346715.68,5672933.19,345040.095,5678207.97,1183,935,8196.82,7351,453,regression,points
454,230331,70570,343671.87,5676365.155,352575.45,5668983.595,863,849,14334.98,14431,454,regression,points
455,94601,56105,345985.2,5677452.795,345939.41,5678909.345,330,357,2144.78,2529,455,regression,points
456,69187,65908,345379.265,5678569.9,345351.52,5679480.02,217,262,1520.44,1458,456,regression,points
457,272210,48096,346902.185,5677762.73,359259.955,5659243.16,1454,1942,27519.92,28203,457,regression,points
458,50973,65962,351214.54,5670079.07,344677.295,5682616.295,1601,1573,16687.51,19520,458,regression,points
459,145003,20402,356969.33,5663726.705,346030.3,5673970.06,1636,1209,19598.47,20636,459,regression,points
460,37435,58720,339415.585,5679028.695,346858.27,5679452.04,795,785,9570.07,9587,460,regression,points
461,78823,71921,343134.285,5694865.655,346239.75,5689678.835,634,748,7628.28,9548,461,regression,points
462,247408,24509,321533.66,5713425.275,347848.895,5682187.01,3048,2716,57797.63,58350,462,regression,points
463,137481,35447,356494.95,5675474.225,351070.775,5670494.5,726,954,12103.36,11968,463,regression,points
464,107450,26058,340963.065,5679135.26,341453.655,5679681.255,163,174,1236.25,1080,464,regression,points
465,27798,63673,373790.385,5673422.23,351129.77,5670541.54,1772,2054,33375.57,33626,465,regression,points
466,269648,66037,344781.95,5675792.11,366317.905,5638313.925,2205,2324,52366.91,51177,466,regression,points
467,6756,51659,344897.29,5675339.795,347414.26,5675271.935,645,593,4544.76,4876,467,regression,points
468,83873,24280,343685.165,5678093.035,346062.605,5677634.205,502,0,3621.77,0,468,regression,points
469,17088,48262,344204.945,5674761.01,360720.98,5672958.035,926,1092,18477.09,18463,469,regression,points
470,67510,83947,345844.44,5676925.675,345526.725,5678372.75,315,292,2115.45,2158,470,regression,points
471,156590,12425,351180.38,5685309.835,348438.085,5682063.065,476,494,5141.73,5084,471,regression,points
472,1509,69161,346410.765,5677481.595,345939.13,5677033.07,100,160,952.56,804,472,regression,points
473,193757,65179,344201.29,5683197.94,358448.91,5687637.885,1195,1272,19718.78,19451,473,regression,points
474,176264,22590,341265.925,5669725.835,342528.49,5679413.275,1339,1192,14804.3,22710,474,regression,points
475,238099,83095,345432.545,5680396.83,341631.165,5712520.065,1763,1873,39969.16,39936,475,regression,points
476,137272,38706,359067.525,5674778.515,344790.395,5677617.49,1418,1434,19800.53,19645,476,regression,points
477,82682,52735,346437.655,5678357.76,345956.03,5677870.595,192,377,1396.12,2424,477,regression,points
478,271522,71234,348683.36,5674964.2,365039.165,5657601.615,1814,1940,30113.71,29905,478,regression,points
479,43854,80519,346570.68,5677953.415,347360.515,5677181.7,155,374,1533.23,2383,479,regression,points
480,223340,47747,345866.235,5684031.13,343786.35,5698527.765,1219,1326,20787.57,20698,480,regression,points
481,122070,54433,345430.355,5675864.485,350022.065,5675258.395,742,884,5597.32,6956,481,regression,points
482,231541,21416,344225.68,5700201.56,345932.4,5674021.875,2892,1924,31780.98,31062,482,regression,points
483,7315,78348,345292.325,5680876.77,344718.24,5675880.605,561,707,6315.61,6793,483,regression,points
484,65588,32347,345303.185,5679643.13,330100.905,5688210.305,1047,1336,22551.47,22514,484,regression,points
485,61422,25235,347062.025,5681473.095,360977.525,5698530.655,1140,1192,26042.29,25776,485,regression,points
486,122132,42250,357148.76,5674875.475,350153.795,5675363.4,787,953,9524.91,9620,486,regression,points
487,7501,51280,351462.335,5670366.985,343427.03,5670214.355,757,811,14180.42,13610,487,regression,points
488,67488,60834,339167.515,5679611.97,345693.76,5679974.43,631,656,8812.04,8561,488,regression,points
489,57541,36540,345497.94,5683792.69,345700.02,5682790.86,234,262,2463.2,1904,489,regression,points
490,181717,41751,346339.075,5662768.45,345824.685,5676148.86,755,1061,16608.48,16975,490,regression,points
491,62009,48152,347656.055,5670772.495,344727.845066309,5676060.16715921,634,648,6934.81,6961,491,regression,points
492,92894,23934,345584.225,5674234.45,345680.36,5677482.83,768,555,5264.64,4689,492,regression,points
493,119535,47552,345321.06,5676127.28,350738.85,5678804.355,884,1035,7702.86,7970,493,regression,points
494,19739,63694,340909.43,5677768.105,345175.04,5673734.845,1144,979,7967.04,7851,494,regression,points
495,237567,38377,344265.465,5682858.67,365658.415,5634920.49,2578,3039,64306.42,66144,495,regression,points
496,184055,65449,339303.29,5677521.42,344511.84,5676655.955,431,474,6695.79,6845,496,regression,points
497,97669,77897,348697.23,5671639.335,348137.82,5672045.62,104,108,933.23,788,497,regression,points
498,280555,69490,345553.385,5676151.23,418202.94,5725759.4,4308,4566,103774.73,106660,498,regression,points
499,187138,66208,340683.475,5677938.465,337532.555,5656238.93,2117,1954,27149.41,40575,499,regression,points
500,216804,23532,356059.74,5700106.155,344819.365,5682504.45,1689,1304,26750.05,26971,3500,regression,points
