DATE,CBBTCUSD,Source,Name
09/06/2019,7623.84,,
10/06/2019,8046.13,,
11/06/2019,7918.2,,
12/06/2019,8169.01,,
13/06/2019,8256,,
14/06/2019,8693.98,,
15/06/2019,8861.33,,
16/06/2019,8996.95,,
17/06/2019,9346.47,,
18/06/2019,9089.99,,
19/06/2019,9283.99,,
20/06/2019,9542.6,,
21/06/2019,10175.88,,
22/06/2019,10658.3,,
23/06/2019,10808.53,,
24/06/2019,11040.03,,
25/06/2019,11736.99,,
26/06/2019,12902.52,,
27/06/2019,11127.4,,
28/06/2019,12317.73,,
29/06/2019,11913.73,,
30/06/2019,10778.74,,
01/07/2019,10570.62,,
02/07/2019,10885.01,,
03/07/2019,12022.61,,
04/07/2019,11130.95,,
05/07/2019,11038.61,,
06/07/2019,11187.8,,
07/07/2019,11478.9,,
08/07/2019,12298.31,,
09/07/2019,12559.46,,
10/07/2019,12083.13,,
11/07/2019,11323.95,,
12/07/2019,11811.99,,
13/07/2019,11408.1,,
14/07/2019,10190.36,,
15/07/2019,10855.56,,
16/07/2019,9436,,
17/07/2019,9708.55,,
18/07/2019,10654.25,,
19/07/2019,10548.04,,
20/07/2019,10754.92,,
21/07/2019,10633.54,,
22/07/2019,10304.64,,
23/07/2019,9833.19,,
24/07/2019,9751.24,,
25/07/2019,9880.67,,
26/07/2019,9841.96,,
27/07/2019,9468.92,,
28/07/2019,9549.7,,
29/07/2019,9503.32,,
30/07/2019,9580,,
31/07/2019,10099,,
01/08/2019,10417.24,,
02/08/2019,10533.07,,
03/08/2019,10820.75,,
04/08/2019,10997.82,,
05/08/2019,11775.14,,
06/08/2019,11440.08,,
07/08/2019,12014.41,,
08/08/2019,12017.89,,
09/08/2019,11889,,
10/08/2019,11283.82,,
11/08/2019,11531.95,,
12/08/2019,11387.38,,
13/08/2019,10855.58,,
14/08/2019,10105.34,,
15/08/2019,10280.96,,
16/08/2019,10368.83,,
17/08/2019,10218.37,,
18/08/2019,10309.04,,
19/08/2019,10935.67,,
20/08/2019,10770.99,,
21/08/2019,10137.75,,
22/08/2019,10088.89,,
23/08/2019,10415.01,,
24/08/2019,10156,,
25/08/2019,10148.5,,
26/08/2019,10373.75,,
27/08/2019,10170.16,,
28/08/2019,9710.38,,
29/08/2019,9525,,
30/08/2019,9580.6,,
31/08/2019,9593.95,,
01/09/2019,9769.64,,
02/09/2019,10405.05,,
03/09/2019,10628.46,,
04/09/2019,10585.67,,
05/09/2019,10574.27,,
06/09/2019,10318.8,,
07/09/2019,10484.87,,
08/09/2019,10395.17,,
09/09/2019,10310.01,,
10/09/2019,10090.01,,
11/09/2019,10169.49,,
12/09/2019,10437.19,,
13/09/2019,10381.91,,
14/09/2019,10360.2,,
15/09/2019,10306.65,,
16/09/2019,10268.77,,
17/09/2019,10185.14,,
18/09/2019,10155.26,,
19/09/2019,10304.94,,
20/09/2019,10168.44,,
21/09/2019,9982.39,,
22/09/2019,10035,,
23/09/2019,9683.89,,
24/09/2019,8556.43,,
25/09/2019,8446.57,,
26/09/2019,8063,,
27/09/2019,8193.98,,
28/09/2019,8228.22,,
29/09/2019,8063.06,,
30/09/2019,8305.14,,
01/10/2019,8323.43,,
02/10/2019,8396,,
03/10/2019,8241.25,,
04/10/2019,8159.71,,
05/10/2019,8152.99,,
06/10/2019,7862.67,,
07/10/2019,8224.82,,
08/10/2019,8186.73,,
09/10/2019,8600,,
10/10/2019,8589.01,,
11/10/2019,8263.64,,
12/10/2019,8304.1,,
13/10/2019,8280.01,,
14/10/2019,8363,,
15/10/2019,8156.52,,
16/10/2019,7993,,
17/10/2019,8077,,
18/10/2019,7954.16,,
19/10/2019,7965.27,,
20/10/2019,8235.44,,
21/10/2019,8214.58,,
22/10/2019,8008.04,,
23/10/2019,7473.42,,
24/10/2019,7439.29,,
25/10/2019,8704.85,,
26/10/2019,9281.27,,
27/10/2019,9570.58,,
28/10/2019,9221.96,,
29/10/2019,9431.27,,
30/10/2019,9175.77,,
31/10/2019,9146.75,,
01/11/2019,9268,,
02/11/2019,9320,,
03/11/2019,9215.01,,
04/11/2019,9414,,
05/11/2019,9314.99,,
06/11/2019,9343.11,,
07/11/2019,9196.71,,
08/11/2019,8758.69,,
09/11/2019,8798.38,,
10/11/2019,9036.82,,
11/11/2019,8720.61,,
12/11/2019,8823.65,,
13/11/2019,8765.61,,
14/11/2019,8630.01,,
15/11/2019,8460,,
16/11/2019,8488,,
17/11/2019,8500.01,,
18/11/2019,8160.73,,
19/11/2019,8123.36,,
20/11/2019,8082.96,,
21/11/2019,7618.76,,
22/11/2019,7296.45,,
23/11/2019,7338.92,,
24/11/2019,6906.25,,
25/11/2019,7125,,
26/11/2019,7155,,
27/11/2019,7539.4,,
28/11/2019,7413.05,,
29/11/2019,7751.29,,
30/11/2019,7551.7,,
01/12/2019,7413.84,,
02/12/2019,7315.09,,
03/12/2019,7296,,
04/12/2019,7185.57,,
05/12/2019,7388.75,,
06/12/2019,7560.76,,
07/12/2019,7502.2,,
08/12/2019,7520,,
09/12/2019,7332.69,,
10/12/2019,7215.69,,
11/12/2019,7275.17,,
12/12/2019,7194.19,,
13/12/2019,7249.25,,
14/12/2019,7059.55,,
15/12/2019,7111,,
16/12/2019,6877.04,,
17/12/2019,6618.62,,
18/12/2019,7309.12,,
19/12/2019,7153.99,,
20/12/2019,7189.87,,
21/12/2019,7143.01,,
22/12/2019,7550,,
23/12/2019,7318.18,,
24/12/2019,7259.87,,
25/12/2019,7194.76,,
26/12/2019,7195,,
27/12/2019,7247.35,,
28/12/2019,7303.7,,
29/12/2019,7378.53,,
30/12/2019,7191,,
31/12/2019,7158.01,,
01/01/2020,7174.32,,
02/01/2020,6945.01,,
03/01/2020,7335.54,,
04/01/2020,7353.5,,
05/01/2020,7348.69,,
06/01/2020,7773.48,,
07/01/2020,8169.95,,
08/01/2020,8035.08,,
09/01/2020,7813.78,,
10/01/2020,8183.89,,
11/01/2020,8002.89,,
12/01/2020,8192.66,,
13/01/2020,8109.62,,
14/01/2020,8757.18,,
15/01/2020,8831.86,,
16/01/2020,8727.22,,
17/01/2020,8875.81,,
18/01/2020,8901,,
19/01/2020,8710.41,,
20/01/2020,8633.67,,
21/01/2020,8730,,
22/01/2020,8665,,
23/01/2020,8386.63,,
24/01/2020,8424.96,,
25/01/2020,8304.04,,
26/01/2020,8632.92,,
27/01/2020,8903.24,,
28/01/2020,9417.64,,
29/01/2020,9270,,
30/01/2020,9493.61,,
31/01/2020,9343.28,,
01/02/2020,9375.06,,
02/02/2020,9314.06,,
03/02/2020,9282.29,,
04/02/2020,9158.57,,
05/02/2020,9623.44,,
06/02/2020,9765.96,,
07/02/2020,9804.98,,
08/02/2020,9911.13,,
09/02/2020,10174.81,,
10/02/2020,9854.5,,
11/02/2020,10279.99,,
12/02/2020,10344.01,,
13/02/2020,10239.57,,
14/02/2020,10380,,
15/02/2020,9901.34,,
16/02/2020,9915.04,,
17/02/2020,9711.95,,
18/02/2020,10191.51,,
19/02/2020,9591.54,,
20/02/2020,9610.05,,
21/02/2020,9697.01,,
22/02/2020,9668.26,,
23/02/2020,9964.16,,
24/02/2020,9668.08,,
25/02/2020,9301.01,,
26/02/2020,8776.01,,
27/02/2020,8816.71,,
28/02/2020,8713.16,,
29/02/2020,8552.08,,
01/03/2020,8490.3,,
02/03/2020,8923.52,,
03/03/2020,8769.67,,
04/03/2020,8765,,
05/03/2020,9053.56,,
06/03/2020,9162.98,,
07/03/2020,8885.68,,
08/03/2020,8068,,
09/03/2020,7945.03,,
10/03/2020,7887.01,,
11/03/2020,7957.02,,
12/03/2020,4980,,
13/03/2020,5592.77,,
14/03/2020,5182.62,,
15/03/2020,5327.12,,
16/03/2020,5074.2,,
17/03/2020,5361.77,,
18/03/2020,5426.71,,
19/03/2020,6219.99,,
20/03/2020,6215.4,,
21/03/2020,6168.72,,
22/03/2020,5791.69,,
23/03/2020,6583.38,,
24/03/2020,6742.21,,
25/03/2020,6752.83,,
26/03/2020,6772.2,,
27/03/2020,6320.46,,
28/03/2020,6269.81,,
29/03/2020,5897.55,,
30/03/2020,6401.26,,
31/03/2020,6434.73,,
01/04/2020,6719.39,,
02/04/2020,6789.84,,
03/04/2020,6727.99,,
04/04/2020,6896.6,,
05/04/2020,6779.75,,
06/04/2020,7320.07,,
07/04/2020,7204.58,,
08/04/2020,7343.65,,
09/04/2020,7294.69,,
10/04/2020,6892.54,,
11/04/2020,6891.43,,
12/04/2020,6860.97,,
13/04/2020,6871,,
14/04/2020,6865.72,,
15/04/2020,6576.76,,
16/04/2020,7123.29,,
17/04/2020,7055.22,,
18/04/2020,7271.53,,
19/04/2020,7125.31,,
20/04/2020,6832.57,,
21/04/2020,6845,,
22/04/2020,7143.99,,
23/04/2020,7479.06,,
24/04/2020,7514.64,,
25/04/2020,7535.69,,
26/04/2020,7765.79,,
27/04/2020,7773,,
28/04/2020,7774.39,,
29/04/2020,8789.1,,
30/04/2020,8652.3,,
01/05/2020,8813.9,,
02/05/2020,8992,,
03/05/2020,8917.63,,
04/05/2020,8900.29,,
05/05/2020,9037.69,,
06/05/2020,9132.24,,
07/05/2020,10007.56,,
08/05/2020,9790.23,,
09/05/2020,9554.91,,
10/05/2020,8773.89,,
11/05/2020,8557.37,,
12/05/2020,8809.14,,
13/05/2020,9335.84,,
14/05/2020,9815.22,,
15/05/2020,9331.18,,
16/05/2020,9353.26,,
17/05/2020,9700.33,,
18/05/2020,9733.21,,
19/05/2020,9783.91,,
20/05/2020,9497.76,,
21/05/2020,9039.12,,
22/05/2020,9173.23,,
23/05/2020,9166.02,,
24/05/2020,8673.64,,
25/05/2020,8892.39,,
26/05/2020,8836.77,,
27/05/2020,9200,,
28/05/2020,9593.72,,
29/05/2020,9426.87,,
30/05/2020,9684.6,,
31/05/2020,9435.8,,
01/06/2020,10212.38,,
02/06/2020,9509.35,,
03/06/2020,9672.67,,
04/06/2020,9799.57,,
05/06/2020,9568.95,,
06/06/2020,9665.36,,
07/06/2020,9764,,
08/06/2020,9833.94,,
09/06/2020,9778.6,,
10/06/2020,9899.18,,
11/06/2020,9258.7,,
12/06/2020,9466.77,,
13/06/2020,9477.17,,
14/06/2020,9315.71,,
15/06/2020,9437.23,,
16/06/2020,9534.8,,
17/06/2020,9460.53,,
18/06/2020,9368.15,,
19/06/2020,9285.54,,
20/06/2020,9361.81,,
21/06/2020,9279.68,,
22/06/2020,9700.91,,
23/06/2020,9623.74,,
24/06/2020,9284.1,,
25/06/2020,9232.84,,
26/06/2020,9157.22,,
27/06/2020,9001.24,,
28/06/2020,9122.56,,
29/06/2020,9191.05,,
30/06/2020,9129.47,,
01/07/2020,9239.09,,
02/07/2020,9088.54,,
03/07/2020,9050.05,,
04/07/2020,9138.22,,
05/07/2020,9088.52,,
06/07/2020,9331.69,,
07/07/2020,9263.56,,
08/07/2020,9436.01,,
09/07/2020,9230.48,,
10/07/2020,9298.16,,
11/07/2020,9235,,
12/07/2020,9313.77,,
13/07/2020,9230.14,,
14/07/2020,9258.34,,
15/07/2020,9194.51,,
16/07/2020,9130.91,,
17/07/2020,9147.65,,
18/07/2020,9174.6,,
19/07/2020,9221.71,,
20/07/2020,9161.13,,
21/07/2020,9396.65,,
22/07/2020,9546.31,,
23/07/2020,9612.05,,
24/07/2020,9553.41,,
25/07/2020,9709.02,,
26/07/2020,9944.58,,
27/07/2020,11108.44,,
28/07/2020,10952.85,,
29/07/2020,11100.39,,
30/07/2020,11139.67,,
31/07/2020,11372.76,,
01/08/2020,11805.82,,
02/08/2020,11050.03,,
03/08/2020,11235.44,,
04/08/2020,11198.04,,
05/08/2020,11737.59,,
06/08/2020,11766.62,,
07/08/2020,11598.96,,
08/08/2020,11780.14,,
09/08/2020,11692.76,,
10/08/2020,11896.19,,
11/08/2020,11387.01,,
12/08/2020,11563.16,,
13/08/2020,11824.99,,
14/08/2020,11785.29,,
15/08/2020,11854.27,,
16/08/2020,11924,,
17/08/2020,12325.1,,
18/08/2020,11983.52,,
19/08/2020,11764.8,,
20/08/2020,11856.24,,
21/08/2020,11526.32,,
22/08/2020,11675.78,,
23/08/2020,11650.03,,
24/08/2020,11762.34,,
25/08/2020,11324.86,,
26/08/2020,11460.01,,
27/08/2020,11341.73,,
28/08/2020,11540,,
29/08/2020,11468.56,,
30/08/2020,11724.99,,
31/08/2020,11665.93,,
01/09/2020,11911.74,,
02/09/2020,11390.12,,
03/09/2020,10225.82,,
04/09/2020,.,,
05/09/2020,10152.97,,
06/09/2020,10255.2,,
07/09/2020,10389.85,,
08/09/2020,10123.21,,
09/09/2020,10235,,
10/09/2020,10345.95,,
11/09/2020,10399.99,,
12/09/2020,10444.01,,
13/09/2020,10336.28,,
14/09/2020,10679.33,,
15/09/2020,10789.8,,
16/09/2020,10953.38,,
17/09/2020,10947.83,,
18/09/2020,10942.2,,
19/09/2020,11075.33,,
20/09/2020,10911.59,,
21/09/2020,10425.85,,
22/09/2020,10529.01,,
23/09/2020,10230.11,,
24/09/2020,10741,,
25/09/2020,10693.3,,
26/09/2020,10730.23,,
27/09/2020,10792.18,,
28/09/2020,10681.01,,
29/09/2020,10845.9,,
30/09/2020,10783.24,,
01/10/2020,10598.64,,
02/10/2020,10577.92,,
03/10/2020,10545.21,,
04/10/2020,10662.36,,
05/10/2020,10800,,
06/10/2020,10594.15,,
07/10/2020,10671.23,,
08/10/2020,10926.71,,
09/10/2020,11059.3,,
10/10/2020,11303.56,,
11/10/2020,11370.45,,
12/10/2020,11534.83,,
13/10/2020,11434.36,,
14/10/2020,11426.87,,
15/10/2020,11509.25,,
16/10/2020,11329.33,,
17/10/2020,11365.96,,
18/10/2020,11516.56,,
19/10/2020,11765.09,,
20/10/2020,11917.34,,
21/10/2020,12836.37,,
22/10/2020,12977.02,,
23/10/2020,12943.03,,
24/10/2020,13120.87,,
25/10/2020,13050.32,,
26/10/2020,13072.95,,
27/10/2020,13698.18,,
28/10/2020,13280,,
29/10/2020,13460,,
30/10/2020,13582.97,,
31/10/2020,13745.02,,
01/11/2020,13784.52,,
02/11/2020,13573.93,,
03/11/2020,14050.59,,
04/11/2020,14160,,
05/11/2020,15636.6,,
06/11/2020,15596.33,,
07/11/2020,14814.62,,
08/11/2020,15487.88,,
09/11/2020,15334.37,,
10/11/2020,15325.25,,
11/11/2020,15723.81,,
12/11/2020,16319.72,,
13/11/2020,16339.59,,
14/11/2020,16093.3,,
15/11/2020,15946.64,,
16/11/2020,16714.58,,
17/11/2020,17660.9,,
18/11/2020,17802.82,,
19/11/2020,17804.44,,
20/11/2020,18702.87,,
21/11/2020,18710.14,,
22/11/2020,18477.48,,
23/11/2020,18391.21,,
24/11/2020,19185.07,,
25/11/2020,18706.15,,
26/11/2020,17173,,
27/11/2020,17156.99,,
28/11/2020,17718.3,,
29/11/2020,18238.52,,
30/11/2020,19727,,
01/12/2020,18763.35,,
02/12/2020,19245.61,,
03/12/2020,19430.07,,
04/12/2020,18692.32,,
05/12/2020,19156.82,,
06/12/2020,19397.08,,
07/12/2020,19202.88,,
08/12/2020,18311.76,,
09/12/2020,18550.01,,
10/12/2020,18286.8,,
11/12/2020,18048.14,,
12/12/2020,18826.36,,
13/12/2020,19133.04,,
14/12/2020,19288.43,,
15/12/2020,19451.34,,
16/12/2020,21384.63,,
17/12/2020,22830.34,,
18/12/2020,23169.26,,
19/12/2020,23814.91,,
20/12/2020,23451.68,,
21/12/2020,22777.26,,
22/12/2020,23839.99,,
23/12/2020,23196.57,,
24/12/2020,23740.01,,
25/12/2020,24736.42,,
26/12/2020,26519.1,,
27/12/2020,26320.06,,
28/12/2020,27044.14,,
29/12/2020,27407.85,,
30/12/2020,28934.56,,
31/12/2020,29026.97,,
01/01/2021,29391.09,,
02/01/2021,32244.73,,
03/01/2021,33134.1,,
04/01/2021,32127.31,,
05/01/2021,34131.23,,
06/01/2021,36979.81,,
07/01/2021,39573.39,,
08/01/2021,40666.72,,
09/01/2021,40346.3,,
10/01/2021,38242.02,,
11/01/2021,35474.31,,
12/01/2021,33968.43,,
13/01/2021,37520.66,,
14/01/2021,39171.12,,
15/01/2021,36868.39,,
16/01/2021,35869.47,,
17/01/2021,35931.15,,
18/01/2021,36765.97,,
19/01/2021,35673.03,,
20/01/2021,35570.44,,
21/01/2021,30647.26,,
22/01/2021,32885.51,,
23/01/2021,32021.33,,
24/01/2021,32250.01,,
25/01/2021,31979,,
26/01/2021,32579.82,,
27/01/2021,30552.06,,
28/01/2021,33484.8,,
29/01/2021,34330.14,,
30/01/2021,34229.25,,
31/01/2021,33076.09,,
01/02/2021,33457.6,,
02/02/2021,35511.07,,
03/02/2021,37769.41,,
04/02/2021,37070.87,,
05/02/2021,38376.86,,
06/02/2021,38995.52,,
07/02/2021,38888.74,,
08/02/2021,46674.44,,
09/02/2021,46595.44,,
10/02/2021,44887.29,,
11/02/2021,48121,,
12/02/2021,47524.18,,
13/02/2021,47274.23,,
14/02/2021,48703.26,,
15/02/2021,47911.87,,
16/02/2021,49257.23,,
17/02/2021,52269.84,,
18/02/2021,51644.16,,
19/02/2021,56029.51,,
20/02/2021,55960.05,,
21/02/2021,57538.47,,
22/02/2021,54130.33,,
23/02/2021,48972.11,,
24/02/2021,49789.99,,
25/02/2021,46927.73,,
26/02/2021,46360.17,,
27/02/2021,45973.56,,
28/02/2021,45352.29,,
01/03/2021,49652.19,,
02/03/2021,48368.22,,
03/03/2021,50164.67,,
04/03/2021,48327.39,,
05/03/2021,48908.09,,
06/03/2021,48986.85,,
07/03/2021,50858.34,,
08/03/2021,52472.59,,
09/03/2021,54999.99,,
10/03/2021,56046.27,,
11/03/2021,57911.02,,
12/03/2021,57174.89,,
13/03/2021,61130.22,,
14/03/2021,59192.98,,
15/03/2021,55430.19,,
16/03/2021,57126.52,,
17/03/2021,59221.23,,
18/03/2021,57562.46,,
19/03/2021,58001.29,,
20/03/2021,58051.01,,
21/03/2021,57402.03,,
22/03/2021,54230.21,,
23/03/2021,54268.81,,
24/03/2021,52294.65,,
25/03/2021,51386.2,,
26/03/2021,55314.11,,
27/03/2021,55932.18,,
28/03/2021,55821.59,,
29/03/2021,57630.72,,
30/03/2021,58800,,
31/03/2021,58837.71,,
01/04/2021,58768.84,,
02/04/2021,59019.55,,
03/04/2021,56731,,
04/04/2021,58266.39,,
05/04/2021,59200,,
06/04/2021,58018.31,,
07/04/2021,55962.11,,
08/04/2021,58108.65,,
09/04/2021,58126.14,,
10/04/2021,60039.35,,
11/04/2021,60133.37,,
12/04/2021,59903.04,,
13/04/2021,63660.94,,
14/04/2021,63283.43,,
15/04/2021,63346.93,,
16/04/2021,61486.08,,
17/04/2021,60199.33,,
18/04/2021,56351.2,,
19/04/2021,55797.39,,
20/04/2021,56514.9,,
21/04/2021,53919.48,,
22/04/2021,51653.27,,
23/04/2021,51231.69,,
24/04/2021,50167.5,,
25/04/2021,49272.06,,
26/04/2021,53969.71,,
27/04/2021,55120.81,,
28/04/2021,54964.11,,
29/04/2021,53562.87,,
30/04/2021,57640.17,,
01/05/2021,57868.94,,
02/05/2021,56631.64,,
03/05/2021,57213.29,,
04/05/2021,53128.68,,
05/05/2021,57518.01,,
06/05/2021,56485.77,,
07/05/2021,57373.88,,
08/05/2021,59045.17,,
09/05/2021,58410.34,,
10/05/2021,55936.77,,
11/05/2021,56719,,
12/05/2021,49095.57,,
13/05/2021,49635.45,,
14/05/2021,49923.92,,
15/05/2021,46984.74,,
16/05/2021,46523.31,,
17/05/2021,43768.74,,
18/05/2021,42989.8,,
19/05/2021,37236.61,,
20/05/2021,40749.78,,
21/05/2021,37425,,
22/05/2021,37383.34,,
23/05/2021,34927.4,,
24/05/2021,38725.06,,
25/05/2021,38370,,
26/05/2021,39213.41,,
27/05/2021,38368.17,,
28/05/2021,35770,,
29/05/2021,34621.64,,
30/05/2021,35545.27,,
31/05/2021,37153.71,,
01/06/2021,36764.58,,
02/06/2021,37501.36,,
03/06/2021,39215.09,,
04/06/2021,36895.48,,
05/06/2021,35565,,
06/06/2021,35873.42,,
07/06/2021,33816.09,,
08/06/2021,33432.26,,
09/06/2021,37357.02,,
10/06/2021,36717.51,,
11/06/2021,37282.15,,
12/06/2021,35609.66,,
13/06/2021,39122.03,,
14/06/2021,40496.92,,
15/06/2021,40093.93,,
16/06/2021,38394.4,,
17/06/2021,38027.63,,
18/06/2021,35777.39,,
19/06/2021,35498.24,,
20/06/2021,35565.82,,
21/06/2021,31686.69,,
22/06/2021,32508.26,,
23/06/2021,33688.35,,
24/06/2021,34695.34,,
25/06/2021,31704.87,,
26/06/2021,32265.95,,
27/06/2021,34596.99,,
28/06/2021,34541.8,,
29/06/2021,35928.75,,
30/06/2021,34995.83,,
01/07/2021,33538.49,,
02/07/2021,33832.49,,
03/07/2021,34633.93,,
04/07/2021,35126.9,,
05/07/2021,33673.22,,
06/07/2021,34193.9,,
07/07/2021,33791,,
08/07/2021,32878.23,,
09/07/2021,33766.87,,
10/07/2021,33547.19,,
11/07/2021,34236.21,,
12/07/2021,33096.86,,
13/07/2021,32768.54,,
14/07/2021,32817.18,,
15/07/2021,31891.09,,
16/07/2021,31408.78,,
17/07/2021,31503.78,,
18/07/2021,31753.02,,
19/07/2021,30849.9,,
20/07/2021,29788.61,,
21/07/2021,32086.04,,
22/07/2021,32327.95,,
23/07/2021,33700,,
24/07/2021,34275.43,,
25/07/2021,35368.57,,
26/07/2021,37269.12,,
27/07/2021,39381.82,,
28/07/2021,40031.56,,
29/07/2021,40024.94,,
30/07/2021,42188.95,,
31/07/2021,41472.42,,
01/08/2021,39816.76,,
02/08/2021,39146.69,,
03/08/2021,38207.27,,
04/08/2021,39730,,
05/08/2021,40893.75,,
06/08/2021,42827.76,,
07/08/2021,44488.87,,
08/08/2021,43933.26,,
09/08/2021,46208.5,,
10/08/2021,45565.76,,
11/08/2021,45482.95,,
12/08/2021,44454.37,,
13/08/2021,47765.41,,
14/08/2021,47134.61,,
15/08/2021,47090,,
16/08/2021,45930.71,,
17/08/2021,44718.51,,
