LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,CPI,TOT,AGRWTH,M,2005-12,2.087286,
CAN,CPI,TOT,AGRWTH,M,2006-01,2.754036,
CAN,CPI,TOT,AGRWTH,M,2006-02,2.17597,
CAN,CPI,TOT,AGRWTH,M,2006-03,2.163688,
CAN,CPI,TOT,AGRWTH,M,2006-04,2.439024,
CAN,CPI,TOT,AGRWTH,M,2006-05,2.811621,
CAN,CPI,TOT,AGRWTH,M,2006-06,2.43218,
CAN,CPI,TOT,AGRWTH,M,2006-07,2.334267,
CAN,CPI,TOT,AGRWTH,M,2006-08,2.139535,
CAN,CPI,TOT,AGRWTH,M,2006-09,0.7380074,
CAN,CPI,TOT,AGRWTH,M,2006-10,1.019462,
CAN,CPI,TOT,AGRWTH,M,2006-11,1.392758,
CAN,CPI,TOT,AGRWTH,M,2006-12,1.672862,
CAN,CPI,TOT,AGRWTH,M,2007-01,1.109057,
CAN,CPI,TOT,AGRWTH,M,2007-02,2.037037,
CAN,CPI,TOT,AGRWTH,M,2007-03,2.302026,
CAN,CPI,TOT,AGRWTH,M,2007-04,2.197802,
CAN,CPI,TOT,AGRWTH,M,2007-05,2.187785,
CAN,CPI,TOT,AGRWTH,M,2007-06,2.191781,
CAN,CPI,TOT,AGRWTH,M,2007-07,2.189781,
CAN,CPI,TOT,AGRWTH,M,2007-08,1.730419,
CAN,CPI,TOT,AGRWTH,M,2007-09,2.472528,
CAN,CPI,TOT,AGRWTH,M,2007-10,2.385321,
CAN,CPI,TOT,AGRWTH,M,2007-11,2.472528,
CAN,CPI,TOT,AGRWTH,M,2007-12,2.3766,
CAN,CPI,TOT,AGRWTH,M,2008-01,2.193784,
CAN,CPI,TOT,AGRWTH,M,2008-02,1.814882,
CAN,CPI,TOT,AGRWTH,M,2008-03,1.350135,
CAN,CPI,TOT,AGRWTH,M,2008-04,1.702509,
CAN,CPI,TOT,AGRWTH,M,2008-05,2.230152,
CAN,CPI,TOT,AGRWTH,M,2008-06,3.127793,
CAN,CPI,TOT,AGRWTH,M,2008-07,3.392857,
CAN,CPI,TOT,AGRWTH,M,2008-08,3.491495,
CAN,CPI,TOT,AGRWTH,M,2008-09,3.395889,
CAN,CPI,TOT,AGRWTH,M,2008-10,2.598566,
CAN,CPI,TOT,AGRWTH,M,2008-11,1.966041,
CAN,CPI,TOT,AGRWTH,M,2008-12,1.160714,
CAN,CPI,TOT,AGRWTH,M,2009-01,1.073345,
CAN,CPI,TOT,AGRWTH,M,2009-02,1.426025,
CAN,CPI,TOT,AGRWTH,M,2009-03,1.243339,
CAN,CPI,TOT,AGRWTH,M,2009-04,0.3524229,
CAN,CPI,TOT,AGRWTH,M,2009-05,0.08726004,
CAN,CPI,TOT,AGRWTH,M,2009-06,-0.2599653,
CAN,CPI,TOT,AGRWTH,M,2009-07,-0.9499136,
CAN,CPI,TOT,AGRWTH,M,2009-08,-0.7785467,
CAN,CPI,TOT,AGRWTH,M,2009-09,-0.8643042,
CAN,CPI,TOT,AGRWTH,M,2009-10,0.08733624,
CAN,CPI,TOT,AGRWTH,M,2009-11,0.9640666,
CAN,CPI,TOT,AGRWTH,M,2009-12,1.323919,
CAN,CPI,TOT,AGRWTH,M,2010-01,1.858407,
CAN,CPI,TOT,AGRWTH,M,2010-02,1.581722,
CAN,CPI,TOT,AGRWTH,M,2010-03,1.403509,
CAN,CPI,TOT,AGRWTH,M,2010-04,1.843723,
CAN,CPI,TOT,AGRWTH,M,2010-05,1.394943,
CAN,CPI,TOT,AGRWTH,M,2010-06,0.9556907,
CAN,CPI,TOT,AGRWTH,M,2010-07,1.830863,
CAN,CPI,TOT,AGRWTH,M,2010-08,1.743679,
CAN,CPI,TOT,AGRWTH,M,2010-09,1.918047,
CAN,CPI,TOT,AGRWTH,M,2010-10,2.443281,
CAN,CPI,TOT,AGRWTH,M,2010-11,1.996528,
CAN,CPI,TOT,AGRWTH,M,2010-12,2.351916,
CAN,CPI,TOT,AGRWTH,M,2011-01,2.345786,
CAN,CPI,TOT,AGRWTH,M,2011-02,2.16263,
CAN,CPI,TOT,AGRWTH,M,2011-03,3.287197,
CAN,CPI,TOT,AGRWTH,M,2011-04,3.275862,
CAN,CPI,TOT,AGRWTH,M,2011-05,3.697335,
CAN,CPI,TOT,AGRWTH,M,2011-06,3.098107,
CAN,CPI,TOT,AGRWTH,M,2011-07,2.739726,
CAN,CPI,TOT,AGRWTH,M,2011-08,3.084833,
CAN,CPI,TOT,AGRWTH,M,2011-09,3.165098,
CAN,CPI,TOT,AGRWTH,M,2011-10,2.896082,
CAN,CPI,TOT,AGRWTH,M,2011-11,2.893617,
CAN,CPI,TOT,AGRWTH,M,2011-12,2.297872,
CAN,CPI,TOT,AGRWTH,M,2012-01,2.4618,
CAN,CPI,TOT,AGRWTH,M,2012-02,2.624894,
CAN,CPI,TOT,AGRWTH,M,2012-03,1.926298,
CAN,CPI,TOT,AGRWTH,M,2012-04,2.003339,
CAN,CPI,TOT,AGRWTH,M,2012-05,1.243781,
CAN,CPI,TOT,AGRWTH,M,2012-06,1.502504,
CAN,CPI,TOT,AGRWTH,M,2012-07,1.25,
CAN,CPI,TOT,AGRWTH,M,2012-08,1.246883,
CAN,CPI,TOT,AGRWTH,M,2012-09,1.160862,
CAN,CPI,TOT,AGRWTH,M,2012-10,1.15894,
CAN,CPI,TOT,AGRWTH,M,2012-11,0.8271298,
CAN,CPI,TOT,AGRWTH,M,2012-12,0.8319467,
CAN,CPI,TOT,AGRWTH,M,2013-01,0.4971002,
CAN,CPI,TOT,AGRWTH,M,2013-02,1.237624,
CAN,CPI,TOT,AGRWTH,M,2013-03,0.9860312,
CAN,CPI,TOT,AGRWTH,M,2013-04,0.4091653,
CAN,CPI,TOT,AGRWTH,M,2013-05,0.7371007,
CAN,CPI,TOT,AGRWTH,M,2013-06,1.151316,
CAN,CPI,TOT,AGRWTH,M,2013-07,1.316872,
CAN,CPI,TOT,AGRWTH,M,2013-08,1.067323,
CAN,CPI,TOT,AGRWTH,M,2013-09,1.065574,
CAN,CPI,TOT,AGRWTH,M,2013-10,0.6546645,
CAN,CPI,TOT,AGRWTH,M,2013-11,0.902379,
CAN,CPI,TOT,AGRWTH,M,2013-12,1.237624,
CAN,CPI,TOT,AGRWTH,M,2014-01,1.483924,
CAN,CPI,TOT,AGRWTH,M,2014-02,1.140994,
CAN,CPI,TOT,AGRWTH,M,2014-03,1.545972,
CAN,CPI,TOT,AGRWTH,M,2014-04,2.03749,
CAN,CPI,TOT,AGRWTH,M,2014-05,2.276423,
CAN,CPI,TOT,AGRWTH,M,2014-06,2.357723,
CAN,CPI,TOT,AGRWTH,M,2014-07,2.112104,
CAN,CPI,TOT,AGRWTH,M,2014-08,2.112104,
CAN,CPI,TOT,AGRWTH,M,2014-09,2.027575,
CAN,CPI,TOT,AGRWTH,M,2014-10,2.357723,
CAN,CPI,TOT,AGRWTH,M,2014-11,1.95122,
CAN,CPI,TOT,AGRWTH,M,2014-12,1.466993,
CAN,CPI,TOT,AGRWTH,M,2015-01,0.9748172,
CAN,CPI,TOT,AGRWTH,M,2015-02,1.047542,
CAN,CPI,TOT,AGRWTH,M,2015-03,1.201923,
CAN,CPI,TOT,AGRWTH,M,2015-04,0.798722,
CAN,CPI,TOT,AGRWTH,M,2015-05,0.8744038,
CAN,CPI,TOT,AGRWTH,M,2015-06,1.032565,
CAN,CPI,TOT,AGRWTH,M,2015-07,1.272872,
CAN,CPI,TOT,AGRWTH,M,2015-08,1.272872,
CAN,CPI,TOT,AGRWTH,M,2015-09,1.033386,
CAN,CPI,TOT,AGRWTH,M,2015-10,1.032565,
CAN,CPI,TOT,AGRWTH,M,2015-11,1.355662,
CAN,CPI,TOT,AGRWTH,M,2015-12,1.606426,
CAN,CPI,TOT,AGRWTH,M,2016-01,2.011263,
CAN,CPI,TOT,AGRWTH,M,2016-02,1.355662,
CAN,CPI,TOT,AGRWTH,M,2016-03,1.266825,
CAN,CPI,TOT,AGRWTH,M,2016-04,1.664025,
CAN,CPI,TOT,AGRWTH,M,2016-05,1.497242,
CAN,CPI,TOT,AGRWTH,M,2016-06,1.493711,
CAN,CPI,TOT,AGRWTH,M,2016-07,1.256873,
CAN,CPI,TOT,AGRWTH,M,2016-08,1.099764,
CAN,CPI,TOT,AGRWTH,M,2016-09,1.33753,
CAN,CPI,TOT,AGRWTH,M,2016-10,1.493711,
CAN,CPI,TOT,AGRWTH,M,2016-11,1.180173,
CAN,CPI,TOT,AGRWTH,M,2016-12,1.501976,
CAN,CPI,TOT,AGRWTH,M,2017-01,2.129338,
CAN,CPI,TOT,AGRWTH,M,2017-02,2.045633,
CAN,CPI,TOT,AGRWTH,M,2017-03,1.563722,
CAN,CPI,TOT,AGRWTH,M,2017-04,1.636789,
CAN,CPI,TOT,AGRWTH,M,2017-05,1.319876,
CAN,CPI,TOT,AGRWTH,M,2017-06,1.006971,
CAN,CPI,TOT,AGRWTH,M,2017-07,1.163693,
CAN,CPI,TOT,AGRWTH,M,2017-08,1.398601,
CAN,CPI,TOT,AGRWTH,M,2017-09,1.552795,
CAN,CPI,TOT,AGRWTH,M,2017-10,1.394268,
CAN,CPI,TOT,AGRWTH,M,2017-11,2.099533,
CAN,CPI,TOT,AGRWTH,M,2017-12,1.869159,
CAN,CPI,TOT,AGRWTH,M,2018-01,1.698842,
CAN,CPI,TOT,AGRWTH,M,2018-02,2.158828,
CAN,CPI,TOT,AGRWTH,M,2018-03,2.309469,
CAN,CPI,TOT,AGRWTH,M,2018-04,2.223926,
CAN,CPI,TOT,AGRWTH,M,2018-05,2.222222,
CAN,CPI,TOT,AGRWTH,M,2018-06,2.453988,
CAN,CPI,TOT,AGRWTH,M,2018-07,2.990798,
CAN,CPI,TOT,AGRWTH,M,2018-08,2.835249,
CAN,CPI,TOT,AGRWTH,M,2018-09,2.217125,
CAN,CPI,TOT,AGRWTH,M,2018-10,2.444614,
CAN,CPI,TOT,AGRWTH,M,2018-11,1.675552,
CAN,CPI,TOT,AGRWTH,M,2018-12,1.987768,
CAN,CPI,TOT,AGRWTH,M,2019-01,1.442673,
CAN,CPI,TOT,AGRWTH,M,2019-02,1.509434,
CAN,CPI,TOT,AGRWTH,M,2019-03,1.881114,
CAN,CPI,TOT,AGRWTH,M,2019-04,2.025506,
CAN,CPI,TOT,AGRWTH,M,2019-05,2.398801,
CAN,CPI,TOT,AGRWTH,M,2019-06,2.020958,
CAN,CPI,TOT,AGRWTH,M,2019-07,2.010424,
CAN,CPI,TOT,AGRWTH,M,2019-08,1.937407,
CAN,CPI,TOT,AGRWTH,M,2019-09,1.869858,
CAN,CPI,TOT,AGRWTH,M,2019-10,1.86428,
CAN,CPI,TOT,AGRWTH,M,2019-11,2.172285,
CAN,CPI,TOT,AGRWTH,M,2019-12,2.248876,
CAN,CPI,TOT,AGRWTH,M,2020-01,2.39521,
CAN,CPI,TOT,AGRWTH,M,2020-02,2.156134,
CAN,CPI,TOT,AGRWTH,M,2020-03,0.886263,
CAN,CPI,TOT,AGRWTH,M,2020-04,-0.2205882,
CAN,CPI,TOT,AGRWTH,M,2020-05,-0.3660322,
CAN,CPI,TOT,AGRWTH,M,2020-06,0.6603081,
CAN,CPI,TOT,AGRWTH,M,2020-07,0.1459854,
CAN,CPI,TOT,AGRWTH,M,2020-08,0.1461988,
CAN,CPI,TOT,AGRWTH,M,2020-09,0.51395,
CAN,CPI,TOT,AGRWTH,M,2020-10,0.658858,
CAN,CPI,TOT,AGRWTH,M,2020-11,0.9530792,
CAN,CPI,TOT,AGRWTH,M,2020-12,0.7331378,
CAN,CPI,TOT,AGRWTH,M,2021-01,1.023392,
CAN,CPI,TOT,AGRWTH,M,2021-02,1.091703,
CAN,CPI,TOT,AGRWTH,M,2021-03,2.196193,
CAN,CPI,TOT,AGRWTH,M,2021-04,3.389831,
CAN,CPI,TOT,AGRWTH,M,2021-05,3.600294,
CAN,CPI,TOT,AGRWTH,M,2021-06,3.061224,
CAN,CPI,TOT,AGRWTH,M,2021-07,3.717201,
CAN,CPI,TOT,AGRWTH,M,2021-08,4.087591,
CAN,CPI,TOT,AGRWTH,M,2021-09,4.382761,
CAN,CPI,TOT,AGRWTH,M,2021-10,4.654545,
CAN,CPI,TOT,AGRWTH,M,2021-11,4.720407,
CAN,CPI,TOT,AGRWTH,M,2021-12,4.803493,
FRA,CPI,TOT,AGRWTH,M,1969-11,5.826017,
FRA,CPI,TOT,AGRWTH,M,1969-12,5.89172,
FRA,CPI,TOT,AGRWTH,M,1970-01,5.590551,
FRA,CPI,TOT,AGRWTH,M,1970-02,5.581577,
FRA,CPI,TOT,AGRWTH,M,1970-03,5.407702,
FRA,CPI,TOT,AGRWTH,M,1970-04,5.448477,
FRA,CPI,TOT,AGRWTH,M,1970-05,5.382854,
FRA,CPI,TOT,AGRWTH,M,1970-06,5.480365,
FRA,CPI,TOT,AGRWTH,M,1970-07,5.20469,
FRA,CPI,TOT,AGRWTH,M,1970-08,5.382692,
FRA,CPI,TOT,AGRWTH,M,1970-09,5.238048,
FRA,CPI,TOT,AGRWTH,M,1970-10,5.015322,
FRA,CPI,TOT,AGRWTH,M,1970-11,4.953341,
FRA,CPI,TOT,AGRWTH,M,1970-12,4.946662,
FRA,CPI,TOT,AGRWTH,M,1971-01,4.698672,
FRA,CPI,TOT,AGRWTH,M,1971-02,4.887984,
FRA,CPI,TOT,AGRWTH,M,1971-03,4.974619,
FRA,CPI,TOT,AGRWTH,M,1971-04,5.050505,
FRA,CPI,TOT,AGRWTH,M,1971-05,5.331992,
FRA,CPI,TOT,AGRWTH,M,1971-06,5.310621,
FRA,CPI,TOT,AGRWTH,M,1971-07,5.6,
FRA,CPI,TOT,AGRWTH,M,1971-08,5.577689,
FRA,CPI,TOT,AGRWTH,M,1971-09,5.654762,
FRA,CPI,TOT,AGRWTH,M,1971-10,5.83004,
FRA,CPI,TOT,AGRWTH,M,1971-11,5.807086,
FRA,CPI,TOT,AGRWTH,M,1971-12,5.986261,
FRA,CPI,TOT,AGRWTH,M,1972-01,5.658536,
FRA,CPI,TOT,AGRWTH,M,1972-02,5.728155,
FRA,CPI,TOT,AGRWTH,M,1972-03,5.802708,
FRA,CPI,TOT,AGRWTH,M,1972-04,5.576923,
FRA,CPI,TOT,AGRWTH,M,1972-05,5.444126,
FRA,CPI,TOT,AGRWTH,M,1972-06,5.613701,
FRA,CPI,TOT,AGRWTH,M,1972-07,5.965909,
FRA,CPI,TOT,AGRWTH,M,1972-08,6.132075,
FRA,CPI,TOT,AGRWTH,M,1972-09,6.29108,
FRA,CPI,TOT,AGRWTH,M,1972-10,6.629318,
FRA,CPI,TOT,AGRWTH,M,1972-11,6.883721,
FRA,CPI,TOT,AGRWTH,M,1972-12,6.944445,
FRA,CPI,TOT,AGRWTH,M,1973-01,6.6482,
FRA,CPI,TOT,AGRWTH,M,1973-02,6.336088,
FRA,CPI,TOT,AGRWTH,M,1973-03,6.398538,
FRA,CPI,TOT,AGRWTH,M,1973-04,6.739526,
FRA,CPI,TOT,AGRWTH,M,1973-05,7.155797,
FRA,CPI,TOT,AGRWTH,M,1973-06,7.387387,
FRA,CPI,TOT,AGRWTH,M,1973-07,7.417337,
FRA,CPI,TOT,AGRWTH,M,1973-08,7.555555,
FRA,CPI,TOT,AGRWTH,M,1973-09,7.862191,
FRA,CPI,TOT,AGRWTH,M,1973-10,8.056042,
FRA,CPI,TOT,AGRWTH,M,1973-11,8.355091,
FRA,CPI,TOT,AGRWTH,M,1973-12,8.484848,
FRA,CPI,TOT,AGRWTH,M,1974-01,10.30303,
FRA,CPI,TOT,AGRWTH,M,1974-02,11.48532,
FRA,CPI,TOT,AGRWTH,M,1974-03,12.19931,
FRA,CPI,TOT,AGRWTH,M,1974-04,13.22526,
FRA,CPI,TOT,AGRWTH,M,1974-05,13.52494,
FRA,CPI,TOT,AGRWTH,M,1974-06,13.92617,
FRA,CPI,TOT,AGRWTH,M,1974-07,14.39268,
FRA,CPI,TOT,AGRWTH,M,1974-08,14.54545,
FRA,CPI,TOT,AGRWTH,M,1974-09,14.74201,
FRA,CPI,TOT,AGRWTH,M,1974-10,14.91086,
FRA,CPI,TOT,AGRWTH,M,1974-11,14.93976,
FRA,CPI,TOT,AGRWTH,M,1974-12,15.16361,
FRA,CPI,TOT,AGRWTH,M,1975-01,14.52119,
FRA,CPI,TOT,AGRWTH,M,1975-02,13.86522,
FRA,CPI,TOT,AGRWTH,M,1975-03,13.47626,
FRA,CPI,TOT,AGRWTH,M,1975-04,12.66014,
FRA,CPI,TOT,AGRWTH,M,1975-05,12.13701,
FRA,CPI,TOT,AGRWTH,M,1975-06,11.7084,
FRA,CPI,TOT,AGRWTH,M,1975-07,11.12727,
FRA,CPI,TOT,AGRWTH,M,1975-08,10.96681,
FRA,CPI,TOT,AGRWTH,M,1975-09,10.70664,
FRA,CPI,TOT,AGRWTH,M,1975-10,10.22567,
FRA,CPI,TOT,AGRWTH,M,1975-11,9.923131,
FRA,CPI,TOT,AGRWTH,M,1975-12,9.63271,
FRA,CPI,TOT,AGRWTH,M,1976-01,9.595613,
FRA,CPI,TOT,AGRWTH,M,1976-02,9.523809,
FRA,CPI,TOT,AGRWTH,M,1976-03,9.581646,
FRA,CPI,TOT,AGRWTH,M,1976-04,9.565217,
FRA,CPI,TOT,AGRWTH,M,1976-05,9.495352,
FRA,CPI,TOT,AGRWTH,M,1976-06,9.162822,
FRA,CPI,TOT,AGRWTH,M,1976-07,9.424084,
FRA,CPI,TOT,AGRWTH,M,1976-08,9.492847,
FRA,CPI,TOT,AGRWTH,M,1976-09,9.735655,
FRA,CPI,TOT,AGRWTH,M,1976-10,9.916826,
FRA,CPI,TOT,AGRWTH,M,1976-11,10.10807,
FRA,CPI,TOT,AGRWTH,M,1976-12,9.860935,
FRA,CPI,TOT,AGRWTH,M,1977-01,9.005629,
FRA,CPI,TOT,AGRWTH,M,1977-02,9.006211,
FRA,CPI,TOT,AGRWTH,M,1977-03,9.051724,
FRA,CPI,TOT,AGRWTH,M,1977-04,9.523809,
FRA,CPI,TOT,AGRWTH,M,1977-05,9.824136,
FRA,CPI,TOT,AGRWTH,M,1977-06,10.20531,
FRA,CPI,TOT,AGRWTH,M,1977-07,10.10766,
FRA,CPI,TOT,AGRWTH,M,1977-08,9.916864,
FRA,CPI,TOT,AGRWTH,M,1977-09,9.694477,
FRA,CPI,TOT,AGRWTH,M,1977-10,9.545983,
FRA,CPI,TOT,AGRWTH,M,1977-11,9.064665,
FRA,CPI,TOT,AGRWTH,M,1977-12,8.975834,
FRA,CPI,TOT,AGRWTH,M,1978-01,9.179576,
FRA,CPI,TOT,AGRWTH,M,1978-02,9.230769,
FRA,CPI,TOT,AGRWTH,M,1978-03,9.203839,
FRA,CPI,TOT,AGRWTH,M,1978-04,8.974359,
FRA,CPI,TOT,AGRWTH,M,1978-05,9.000552,
FRA,CPI,TOT,AGRWTH,M,1978-06,8.986301,
FRA,CPI,TOT,AGRWTH,M,1978-07,9.342749,
FRA,CPI,TOT,AGRWTH,M,1978-08,9.400324,
FRA,CPI,TOT,AGRWTH,M,1978-09,9.159079,
FRA,CPI,TOT,AGRWTH,M,1978-10,9.298618,
FRA,CPI,TOT,AGRWTH,M,1978-11,9.475913,
FRA,CPI,TOT,AGRWTH,M,1978-12,9.71489,
FRA,CPI,TOT,AGRWTH,M,1979-01,10.19443,
FRA,CPI,TOT,AGRWTH,M,1979-02,10.11998,
FRA,CPI,TOT,AGRWTH,M,1979-03,10.13444,
FRA,CPI,TOT,AGRWTH,M,1979-04,10.02558,
FRA,CPI,TOT,AGRWTH,M,1979-05,10.13171,
FRA,CPI,TOT,AGRWTH,M,1979-06,10.20613,
FRA,CPI,TOT,AGRWTH,M,1979-07,10.33284,
FRA,CPI,TOT,AGRWTH,M,1979-08,10.81481,
FRA,CPI,TOT,AGRWTH,M,1979-09,11.04024,
FRA,CPI,TOT,AGRWTH,M,1979-10,11.32718,
FRA,CPI,TOT,AGRWTH,M,1979-11,11.46035,
FRA,CPI,TOT,AGRWTH,M,1979-12,11.79018,
FRA,CPI,TOT,AGRWTH,M,1980-01,12.92322,
FRA,CPI,TOT,AGRWTH,M,1980-02,13.36514,
FRA,CPI,TOT,AGRWTH,M,1980-03,13.6521,
FRA,CPI,TOT,AGRWTH,M,1980-04,13.94493,
FRA,CPI,TOT,AGRWTH,M,1980-05,13.66448,
FRA,CPI,TOT,AGRWTH,M,1980-06,13.53387,
FRA,CPI,TOT,AGRWTH,M,1980-07,13.636,
FRA,CPI,TOT,AGRWTH,M,1980-08,13.59152,
FRA,CPI,TOT,AGRWTH,M,1980-09,13.63755,
FRA,CPI,TOT,AGRWTH,M,1980-10,13.50522,
FRA,CPI,TOT,AGRWTH,M,1980-11,13.52999,
FRA,CPI,TOT,AGRWTH,M,1980-12,13.73243,
FRA,CPI,TOT,AGRWTH,M,1981-01,12.84501,
FRA,CPI,TOT,AGRWTH,M,1981-02,12.71008,
FRA,CPI,TOT,AGRWTH,M,1981-03,12.46106,
FRA,CPI,TOT,AGRWTH,M,1981-04,12.61539,
FRA,CPI,TOT,AGRWTH,M,1981-05,12.71618,
FRA,CPI,TOT,AGRWTH,M,1981-06,13.0303,
FRA,CPI,TOT,AGRWTH,M,1981-07,13.34661,
FRA,CPI,TOT,AGRWTH,M,1981-08,13.60947,
FRA,CPI,TOT,AGRWTH,M,1981-09,13.88074,
FRA,CPI,TOT,AGRWTH,M,1981-10,14.11992,
FRA,CPI,TOT,AGRWTH,M,1981-11,14.31316,
FRA,CPI,TOT,AGRWTH,M,1981-12,13.89153,
FRA,CPI,TOT,AGRWTH,M,1982-01,13.82879,
FRA,CPI,TOT,AGRWTH,M,1982-02,13.8863,
FRA,CPI,TOT,AGRWTH,M,1982-03,14.21976,
FRA,CPI,TOT,AGRWTH,M,1982-04,13.93443,
FRA,CPI,TOT,AGRWTH,M,1982-05,13.80866,
FRA,CPI,TOT,AGRWTH,M,1982-06,13.49419,
FRA,CPI,TOT,AGRWTH,M,1982-07,11.95079,
FRA,CPI,TOT,AGRWTH,M,1982-08,10.9375,
FRA,CPI,TOT,AGRWTH,M,1982-09,10.12876,
FRA,CPI,TOT,AGRWTH,M,1982-10,9.322034,
FRA,CPI,TOT,AGRWTH,M,1982-11,9.411765,
FRA,CPI,TOT,AGRWTH,M,1982-12,9.690894,
FRA,CPI,TOT,AGRWTH,M,1983-01,9.586777,
FRA,CPI,TOT,AGRWTH,M,1983-02,9.247136,
FRA,CPI,TOT,AGRWTH,M,1983-03,8.973323,
FRA,CPI,TOT,AGRWTH,M,1983-04,9.11271,
FRA,CPI,TOT,AGRWTH,M,1983-05,8.961142,
FRA,CPI,TOT,AGRWTH,M,1983-06,8.818897,
FRA,CPI,TOT,AGRWTH,M,1983-07,9.419152,
FRA,CPI,TOT,AGRWTH,M,1983-08,9.702661,
FRA,CPI,TOT,AGRWTH,M,1983-09,10.1325,
FRA,CPI,TOT,AGRWTH,M,1983-10,10.3876,
FRA,CPI,TOT,AGRWTH,M,1983-11,9.831029,
FRA,CPI,TOT,AGRWTH,M,1983-12,9.291698,
FRA,CPI,TOT,AGRWTH,M,1984-01,8.974359,
FRA,CPI,TOT,AGRWTH,M,1984-02,8.913857,
FRA,CPI,TOT,AGRWTH,M,1984-03,8.605341,
FRA,CPI,TOT,AGRWTH,M,1984-04,7.912088,
FRA,CPI,TOT,AGRWTH,M,1984-05,7.787482,
FRA,CPI,TOT,AGRWTH,M,1984-06,7.670043,
FRA,CPI,TOT,AGRWTH,M,1984-07,7.460545,
FRA,CPI,TOT,AGRWTH,M,1984-08,7.417974,
FRA,CPI,TOT,AGRWTH,M,1984-09,7.077141,
FRA,CPI,TOT,AGRWTH,M,1984-10,6.952247,
FRA,CPI,TOT,AGRWTH,M,1984-11,6.853147,
FRA,CPI,TOT,AGRWTH,M,1984-12,6.689896,
FRA,CPI,TOT,AGRWTH,M,1985-01,6.50519,
FRA,CPI,TOT,AGRWTH,M,1985-02,6.396149,
FRA,CPI,TOT,AGRWTH,M,1985-03,6.420765,
FRA,CPI,TOT,AGRWTH,M,1985-04,6.517312,
FRA,CPI,TOT,AGRWTH,M,1985-05,6.482107,
FRA,CPI,TOT,AGRWTH,M,1985-06,6.384408,
FRA,CPI,TOT,AGRWTH,M,1985-07,6.074766,
FRA,CPI,TOT,AGRWTH,M,1985-08,5.64409,
FRA,CPI,TOT,AGRWTH,M,1985-09,5.287508,
FRA,CPI,TOT,AGRWTH,M,1985-10,4.924491,
FRA,CPI,TOT,AGRWTH,M,1985-11,4.777487,
FRA,CPI,TOT,AGRWTH,M,1985-12,4.702809,
FRA,CPI,TOT,AGRWTH,M,1986-01,4.223522,
FRA,CPI,TOT,AGRWTH,M,1986-02,3.425986,
FRA,CPI,TOT,AGRWTH,M,1986-03,2.952503,
FRA,CPI,TOT,AGRWTH,M,1986-04,2.613129,
FRA,CPI,TOT,AGRWTH,M,1986-05,2.346227,
FRA,CPI,TOT,AGRWTH,M,1986-06,2.274163,
FRA,CPI,TOT,AGRWTH,M,1986-07,2.013845,
FRA,CPI,TOT,AGRWTH,M,1986-08,2.011314,
FRA,CPI,TOT,AGRWTH,M,1986-09,2.259887,
FRA,CPI,TOT,AGRWTH,M,1986-10,2.190238,
FRA,CPI,TOT,AGRWTH,M,1986-11,2.123673,
FRA,CPI,TOT,AGRWTH,M,1986-12,2.121023,
FRA,CPI,TOT,AGRWTH,M,1987-01,2.992519,
FRA,CPI,TOT,AGRWTH,M,1987-02,3.4375,
FRA,CPI,TOT,AGRWTH,M,1987-03,3.30424,
FRA,CPI,TOT,AGRWTH,M,1987-04,3.478261,
FRA,CPI,TOT,AGRWTH,M,1987-05,3.407683,
FRA,CPI,TOT,AGRWTH,M,1987-06,3.273626,
FRA,CPI,TOT,AGRWTH,M,1987-07,3.392967,
FRA,CPI,TOT,AGRWTH,M,1987-08,3.512015,
FRA,CPI,TOT,AGRWTH,M,1987-09,3.192142,
FRA,CPI,TOT,AGRWTH,M,1987-10,3.184323,
FRA,CPI,TOT,AGRWTH,M,1987-11,3.180428,
FRA,CPI,TOT,AGRWTH,M,1987-12,3.115455,
FRA,CPI,TOT,AGRWTH,M,1988-01,2.360775,
FRA,CPI,TOT,AGRWTH,M,1988-02,2.356495,
FRA,CPI,TOT,AGRWTH,M,1988-03,2.534701,
FRA,CPI,TOT,AGRWTH,M,1988-04,2.460984,
FRA,CPI,TOT,AGRWTH,M,1988-05,2.516477,
FRA,CPI,TOT,AGRWTH,M,1988-06,2.631579,
FRA,CPI,TOT,AGRWTH,M,1988-07,2.74463,
FRA,CPI,TOT,AGRWTH,M,1988-08,2.797619,
FRA,CPI,TOT,AGRWTH,M,1988-09,2.97442,
FRA,CPI,TOT,AGRWTH,M,1988-10,2.967359,
FRA,CPI,TOT,AGRWTH,M,1988-11,2.963841,
FRA,CPI,TOT,AGRWTH,M,1988-12,3.080569,
FRA,CPI,TOT,AGRWTH,M,1989-01,3.31165,
FRA,CPI,TOT,AGRWTH,M,1989-02,3.423849,
FRA,CPI,TOT,AGRWTH,M,1989-03,3.413773,
FRA,CPI,TOT,AGRWTH,M,1989-04,3.573521,
FRA,CPI,TOT,AGRWTH,M,1989-05,3.740503,
FRA,CPI,TOT,AGRWTH,M,1989-06,3.554779,
FRA,CPI,TOT,AGRWTH,M,1989-07,3.484321,
FRA,CPI,TOT,AGRWTH,M,1989-08,3.358425,
FRA,CPI,TOT,AGRWTH,M,1989-09,3.350664,
FRA,CPI,TOT,AGRWTH,M,1989-10,3.573487,
FRA,CPI,TOT,AGRWTH,M,1989-11,3.626943,
FRA,CPI,TOT,AGRWTH,M,1989-12,3.563218,
