description,type,name,year,region_s,price
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1995.0,North,1.4
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1995.0,Wales,1.29
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1995.0,Scotland,2.25
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1995.0,Northern Ireland,3.99
APPLES-COOKING-PER KG,Food,Apples,1996.0,London,1.0141252
APPLES-COOKING-PER KG,Food,Apples,1996.0,South East,1.0582175
APPLES-COOKING-PER KG,Food,Apples,1996.0,South West,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,East Anglia,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,East Midlands,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,West Midlands,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,Yorkshire & Humber,1.0582175
APPLES-COOKING-PER KG,Food,Apples,1996.0,North West,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,North,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,Wales,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,Scotland,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1996.0,Northern Ireland,0.771617
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,London,6.3699999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,South East,6.1500001
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,South West,6.3699999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,East Anglia,6.4924049
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,East Midlands,6.5599999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,West Midlands,6.3474483
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,Yorkshire & Humber,6.5700002
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,North West,6.5700002
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,North,6.0724545
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,Wales,6.5599999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,Scotland,6.9899998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1996.0,Northern Ireland,6.5799999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,London,1.73
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,South East,1.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,South West,1.65
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,East Anglia,1.64
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,East Midlands,1.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,West Midlands,1.4299999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,Yorkshire & Humber,1.4400001
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,North West,1.38
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,North,1.4299999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,Wales,1.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,Scotland,1.5599999
DRAUGHT BITTER (PER PINT),Drink,Bitter,1996.0,Northern Ireland,1.7
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,London,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,South East,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,South West,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,East Anglia,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,East Midlands,11.19
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,West Midlands,11.19
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,Yorkshire & Humber,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,North West,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,North,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,Wales,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,Scotland,11.25
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,1996.0,Northern Ireland,11.2
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,London,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,South East,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,South West,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,East Anglia,12.42
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,East Midlands,11.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,West Midlands,11.3
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,Yorkshire & Humber,12.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,North West,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,North,9.9400005
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,Wales,11.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,Scotland,16.15
BRANDY-68-70 CL BOTTLE,Drink,Brandy,1996.0,Northern Ireland,12.49
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,London,0.771617
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,South East,0.7936632
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,South West,0.771617
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,East Anglia,0.70547837
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,East Midlands,0.771617
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,West Midlands,0.68343222
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,Yorkshire & Humber,0.6393398
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,North West,0.6393398
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,North,0.70547837
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,Wales,0.66138601
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,Scotland,0.66138601
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,1996.0,Northern Ireland,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,London,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,South East,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,South West,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,East Anglia,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,East Midlands,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,West Midlands,0.48501641
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,Yorkshire & Humber,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,North West,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,North,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,Wales,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,Scotland,0.55115497
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,1996.0,Northern Ireland,0.74957079
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,London,5.2750001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,South East,4.8899999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,South West,4.98
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,East Anglia,5.1522007
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,East Midlands,4.6900001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,West Midlands,4.6900001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,Yorkshire & Humber,4.8299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,North West,4.6900001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,North,4.5999999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,Wales,4.6900001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,Scotland,5.1799998
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,1996.0,Northern Ireland,5.0900002
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,London,2.4000001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,South East,2.4000001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,South West,2.4300001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,East Anglia,2.3900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,East Midlands,2.3900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,West Midlands,2.29
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,Yorkshire & Humber,2.25
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,North West,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,North,2.25
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,Wales,2.1825738
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,Scotland,2.395
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,1996.0,Northern Ireland,2.6400001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,London,2.05
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,South East,2.1300001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,South West,2.1199999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,East Anglia,1.95
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,East Midlands,2.1199999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,West Midlands,1.95
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,Yorkshire & Humber,1.95
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,North West,1.95
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,North,1.95
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,Wales,1.97
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,Scotland,2.03
5 CIGARS: SPECIFY BRAND,Presents,Cigars,1996.0,Northern Ireland,2.1199999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,London,8.8000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,South East,8.1999998
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,South West,7.1300001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,East Anglia,7.7750001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,East Midlands,6.6199999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,West Midlands,6.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,Yorkshire & Humber,6.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,North West,6.9400001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,North,6.3499999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,Wales,6.5500002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,Scotland,6.3000002
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,1996.0,Northern Ireland,7.25
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,London,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,South East,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,South West,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,East Anglia,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,East Midlands,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,West Midlands,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,Yorkshire & Humber,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,North West,0.31
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,North,0.31
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,Wales,0.31
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,Scotland,0.31999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,1996.0,Northern Ireland,0.38999999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,London,10.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,South East,15.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,South West,18.690001
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,East Anglia,12.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,East Midlands,12.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,West Midlands,18.889999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,Yorkshire & Humber,17.799999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,North West,14.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,North,19.690001
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,Wales,14.99
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,Scotland,17.950001
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,1996.0,Northern Ireland,18.690001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,London,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,South East,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,South West,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,East Anglia,30.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,East Midlands,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,West Midlands,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,Yorkshire & Humber,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,North West,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,North,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,Wales,24.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,Scotland,27.99
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,1996.0,Northern Ireland,24.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,London,18.0
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,South East,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,South West,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,East Anglia,18.0
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,East Midlands,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,West Midlands,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,Yorkshire & Humber,18.994999
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,North West,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,North,18.0
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,Wales,17.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,Scotland,19.99
LADIES HAND/SHLDER BAG,Presents,Handbag,1996.0,Northern Ireland,17.99
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,London,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,South East,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,South West,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,East Anglia,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,East Midlands,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,West Midlands,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,Yorkshire & Humber,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,North West,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,North,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,Wales,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,Scotland,1.29
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,1996.0,Northern Ireland,1.29
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,London,3.79
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,South East,3.5
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,South West,3.79
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,East Anglia,3.79
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,East Midlands,3.78
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,West Midlands,3.7
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,Yorkshire & Humber,3.49
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,North West,3.6900001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,North,3.6900001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,Wales,3.49
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,Scotland,4.3899999
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,1996.0,Northern Ireland,5.5900002
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,London,8.8900003
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,South East,14.75
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,South West,11.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,East Anglia,16.75
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,East Midlands,12.48
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,West Midlands,13.375
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,Yorkshire & Humber,15.49
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,North West,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,North,8.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,Wales,16.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,Scotland,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,1996.0,Northern Ireland,12.99
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,London,0.6393398
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,South East,0.55115497
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,South West,0.55115497
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,East Anglia,0.44092402
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,East Midlands,0.52910876
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,West Midlands,0.41887778
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,Yorkshire & Humber,0.55115497
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,North West,0.6393398
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,North,0.55115497
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,Wales,0.52910876
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,Scotland,0.52910876
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,1996.0,Northern Ireland,0.6393398
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,London,5.0500002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,South East,5.0500002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,South West,4.8200002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,East Anglia,5.0900002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,East Midlands,5.1900001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,West Midlands,4.5900002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,Yorkshire & Humber,4.75
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,North West,4.5999999
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,North,4.4987125
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,Wales,4.5900002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,Scotland,5.6500001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,1996.0,Northern Ireland,6.1500001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,London,0.48501641
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,South East,0.44092402
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,South West,0.55115497
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,East Anglia,0.6393398
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,East Midlands,0.48501641
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,West Midlands,0.41887778
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,Yorkshire & Humber,0.52910876
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,North West,0.48501641
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,North,0.37478539
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,Wales,0.44092402
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,Scotland,0.41887778
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,1996.0,Northern Ireland,0.3968316
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,London,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,South East,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,South West,5.3499999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,East Anglia,5.1700001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,East Midlands,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,West Midlands,4.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,Yorkshire & Humber,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,North West,4.8699999
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,North,4.9499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,Wales,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,Scotland,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,1996.0,Northern Ireland,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,London,2.0
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,South East,2.0
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,South West,1.97
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,East Anglia,1.95
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,East Midlands,1.9
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,West Midlands,1.88
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,Yorkshire & Humber,1.84
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,North West,1.8099999
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,North,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,Wales,1.8
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,Scotland,1.75
DRAUGHT STOUT PER PINT,Drink,Stout,1996.0,Northern Ireland,1.7
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,London,3.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,South East,1.25
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,South West,2.49
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,East Anglia,1.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,East Midlands,3.45
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,West Midlands,1.15
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,Yorkshire & Humber,1.25
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,North West,1.3
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,North,1.3
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,Wales,2.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,Scotland,2.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,1996.0,Northern Ireland,2.49
APPLES-COOKING-PER KG,Food,Apples,1997.0,London,1.1023099
APPLES-COOKING-PER KG,Food,Apples,1997.0,South East,1.0912869
APPLES-COOKING-PER KG,Food,Apples,1997.0,South West,1.3007257
APPLES-COOKING-PER KG,Food,Apples,1997.0,East Anglia,1.3007257
APPLES-COOKING-PER KG,Food,Apples,1997.0,East Midlands,1.3007257
APPLES-COOKING-PER KG,Food,Apples,1997.0,West Midlands,1.2345872
APPLES-COOKING-PER KG,Food,Apples,1997.0,Yorkshire & Humber,1.0802639
APPLES-COOKING-PER KG,Food,Apples,1997.0,North West,1.1904949
APPLES-COOKING-PER KG,Food,Apples,1997.0,North,1.3007257
APPLES-COOKING-PER KG,Food,Apples,1997.0,Wales,1.1023099
APPLES-COOKING-PER KG,Food,Apples,1997.0,Scotland,1.2786796
APPLES-COOKING-PER KG,Food,Apples,1997.0,Northern Ireland,0.99207896
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,1997.0,London,6.29
