year,region,measure_n,value,measure
2012,West Midlands,3,32.8692512512207,Cost: hours worked
2012,Yorkshire & Humber,1,327.4799997210503,Basket cost
2012,Yorkshire & Humber,2,11.56999969482422,Median wage
2012,Yorkshire & Humber,3,28.30423545837402,Cost: hours worked
2013,East Anglia,1,336.0299985408783,Basket cost
2013,East Anglia,2,12.72999954223633,Median wage
2013,East Anglia,3,26.39670181274414,Cost: hours worked
2013,East Midlands,1,323.3149951100349,Basket cost
2013,East Midlands,2,11.69999980926514,Median wage
2013,East Midlands,3,27.63376045227051,Cost: hours worked
2013,London,1,344.6799992918968,Basket cost
2013,London,2,17.15999984741211,Median wage
2013,London,3,20.08624649047852,Cost: hours worked
2013,North,1,253.3749994635582,Basket cost
2013,North,2,11.93000030517578,Median wage
2013,North,3,21.23847389221191,Cost: hours worked
2013,North West,1,303.2499972581863,Basket cost
2013,North West,2,12.19999980926514,Median wage
2013,North West,3,24.85655784606934,Cost: hours worked
2013,Northern Ireland,1,279.2449991703033,Basket cost
2013,Northern Ireland,2,11.46000003814697,Median wage
2013,Northern Ireland,3,24.36692810058594,Cost: hours worked
2013,Scotland,1,298.134997189045,Basket cost
2013,Scotland,2,12.86999988555908,Median wage
2013,Scotland,3,23.16511344909668,Cost: hours worked
2013,South East,1,315.684999704361,Basket cost
2013,South East,2,13.64000034332275,Median wage
2013,South East,3,23.1440601348877,Cost: hours worked
2013,South West,1,303.4099967479706,Basket cost
2013,South West,2,12.0600004196167,Median wage
2013,South West,3,25.15837287902832,Cost: hours worked
2013,Wales,1,308.5299936532974,Basket cost
2013,Wales,2,11.82999992370605,Median wage
2013,Wales,3,26.08030319213867,Cost: hours worked
2013,West Midlands,1,317.4299996495247,Basket cost
2013,West Midlands,2,12.18000030517578,Median wage
2013,West Midlands,3,26.06157493591309,Cost: hours worked
2013,Yorkshire & Humber,1,350.0749992132187,Basket cost
2013,Yorkshire & Humber,2,11.90999984741211,Median wage
2013,Yorkshire & Humber,3,29.39336776733398,Cost: hours worked
2014,East Anglia,1,329.0199974179268,Basket cost
2014,East Anglia,2,12.59000015258789,Median wage
2014,East Anglia,3,26.13343811035156,Cost: hours worked
2014,East Midlands,1,309.0249998569489,Basket cost
2014,East Midlands,2,11.77000045776367,Median wage
2014,East Midlands,3,26.25530815124512,Cost: hours worked
2014,London,1,346.6500002741814,Basket cost
2014,London,2,17.25,Median wage
2014,London,3,20.09565162658691,Cost: hours worked
2014,North,1,248.2549990415573,Basket cost
2014,North,2,12.14999961853027,Median wage
2014,North,3,20.43251037597656,Cost: hours worked
2014,North West,1,315.2249988913536,Basket cost
2014,North West,2,12.22000026702881,Median wage
2014,North West,3,25.79582595825195,Cost: hours worked
2014,Northern Ireland,1,311.7600005269051,Basket cost
2014,Northern Ireland,2,11.35999965667725,Median wage
2014,Northern Ireland,3,27.44366264343262,Cost: hours worked
2014,Scotland,1,297.8049963116646,Basket cost
2014,Scotland,2,13.13000011444092,Median wage
2014,Scotland,3,22.6812629699707,Cost: hours worked
2014,South East,1,323.3299971222878,Basket cost
2014,South East,2,13.77999973297119,Median wage
2014,South East,3,23.46371650695801,Cost: hours worked
2014,South West,1,305.5899989008904,Basket cost
2014,South West,2,12.14000034332275,Median wage
2014,South West,3,25.17215728759766,Cost: hours worked
2014,Wales,1,289.2149974703789,Basket cost
2014,Wales,2,11.84000015258789,Median wage
2014,Wales,3,24.42694282531738,Cost: hours worked
2014,West Midlands,1,317.595000565052,Basket cost
2014,West Midlands,2,11.96000003814697,Median wage
2014,West Midlands,3,26.55476570129395,Cost: hours worked
2014,Yorkshire & Humber,1,329.8000009059906,Basket cost
2014,Yorkshire & Humber,2,11.78999996185303,Median wage
2014,Yorkshire & Humber,3,27.97285842895508,Cost: hours worked
2015,East Anglia,1,356.4499981999397,Basket cost
2015,East Anglia,2,12.77000045776367,Median wage
2015,East Anglia,3,27.91307640075684,Cost: hours worked
2015,East Midlands,1,290.1549998521805,Basket cost
2015,East Midlands,2,11.82999992370605,Median wage
2015,East Midlands,3,24.52705001831055,Cost: hours worked
2015,London,1,342.1100001335144,Basket cost
2015,London,2,17.1299991607666,Median wage
2015,London,3,19.97139549255371,Cost: hours worked
2015,North,1,248.7449988126755,Basket cost
2015,North,2,12.40999984741211,Median wage
2015,North,3,20.04391670227051,Cost: hours worked
2015,North West,1,308.2950008511543,Basket cost
2015,North West,2,12.36999988555908,Median wage
2015,North West,3,24.92279815673828,Cost: hours worked
2015,Northern Ireland,1,325.2049966454506,Basket cost
2015,Northern Ireland,2,11.97000026702881,Median wage
2015,Northern Ireland,3,27.16833686828613,Cost: hours worked
2015,Scotland,1,293.3299986720085,Basket cost
2015,Scotland,2,13.39999961853027,Median wage
2015,Scotland,3,21.89029884338379,Cost: hours worked
2015,South East,1,325.9749999046326,Basket cost
2015,South East,2,14.0600004196167,Median wage
2015,South East,3,23.1845645904541,Cost: hours worked
2015,South West,1,308.4099981784821,Basket cost
2015,South West,2,12.31999969482422,Median wage
2015,South West,3,25.03327941894531,Cost: hours worked
2015,Wales,1,266.429997086525,Basket cost
2015,Wales,2,12.0600004196167,Median wage
2015,Wales,3,22.09203910827637,Cost: hours worked
2015,West Midlands,1,324.3999980688095,Basket cost
2015,West Midlands,2,12.32999992370605,Median wage
2015,West Midlands,3,26.30981254577637,Cost: hours worked
2015,Yorkshire & Humber,1,296.259995162487,Basket cost
2015,Yorkshire & Humber,2,12.14999961853027,Median wage
2015,Yorkshire & Humber,3,24.3835391998291,Cost: hours worked
2016,East Anglia,1,362.6949989199638,Basket cost
2016,East Anglia,2,13.17000007629395,Median wage
2016,East Anglia,3,27.53948402404785,Cost: hours worked
2016,East Midlands,1,282.6299983263016,Basket cost
2016,East Midlands,2,12.03999996185303,Median wage
2016,East Midlands,3,23.47425270080566,Cost: hours worked
2016,London,1,387.8849989175797,Basket cost
2016,London,2,17.52000045776367,Median wage
2016,London,3,22.13955497741699,Cost: hours worked
2016,North,1,280.6249980330467,Basket cost
2016,North,2,12.40999984741211,Median wage
2016,North,3,22.61281204223633,Cost: hours worked
2016,North West,1,318.7549973130226,Basket cost
2016,North West,2,12.76000022888184,Median wage
2016,North West,3,24.98079872131348,Cost: hours worked
2016,Northern Ireland,1,315.4749994874001,Basket cost
2016,Northern Ireland,2,12.14999961853027,Median wage
2016,Northern Ireland,3,25.96502113342285,Cost: hours worked
2016,Scotland,1,304.2049965858459,Basket cost
2016,Scotland,2,13.5,Median wage
2016,Scotland,3,22.5337028503418,Cost: hours worked
2016,South East,1,343.8049989938736,Basket cost
2016,South East,2,14.3100004196167,Median wage
2016,South East,3,24.02550506591797,Cost: hours worked
2016,South West,1,313.7499934434891,Basket cost
2016,South West,2,12.64999961853027,Median wage
2016,South West,3,24.80237197875977,Cost: hours worked
2016,Wales,1,261.1399995088577,Basket cost
2016,Wales,2,12.5,Median wage
2016,Wales,3,20.89119911193848,Cost: hours worked
2016,West Midlands,1,315.2049953341484,Basket cost
2016,West Midlands,2,12.77999973297119,Median wage
2016,West Midlands,3,24.6639289855957,Cost: hours worked
2016,Yorkshire & Humber,1,302.2399989366531,Basket cost
2016,Yorkshire & Humber,2,12.46000003814697,Median wage
2016,Yorkshire & Humber,3,24.25682258605957,Cost: hours worked
2017,East Anglia,1,338.8899989724159,Basket cost
2017,East Anglia,2,13.59000015258789,Median wage
2017,East Anglia,3,24.93671798706055,Cost: hours worked
2017,East Midlands,1,295.4799983501434,Basket cost
2017,East Midlands,2,12.46000003814697,Median wage
2017,East Midlands,3,23.71428489685059,Cost: hours worked
2017,London,1,401.5849980115891,Basket cost
2017,London,2,18.20999908447266,Median wage
2017,London,3,22.05299377441406,Cost: hours worked
2017,North,1,317.1299996972084,Basket cost
2017,North,2,12.93000030517578,Median wage
2017,North,3,24.52668190002441,Cost: hours worked
2017,North West,1,341.4399974346161,Basket cost
2017,North West,2,12.98999977111816,Median wage
2017,North West,3,26.28483390808105,Cost: hours worked
2017,Northern Ireland,1,319.6899952292442,Basket cost
2017,Northern Ireland,2,12.3100004196167,Median wage
2017,Northern Ireland,3,25.96994209289551,Cost: hours worked
2017,Scotland,1,369.9299985170364,Basket cost
2017,Scotland,2,13.84000015258789,Median wage
2017,Scotland,3,26.72904586791992,Cost: hours worked
2017,South East,1,362.7699994444847,Basket cost
2017,South East,2,14.55000019073486,Median wage
2017,South East,3,24.93264579772949,Cost: hours worked
2017,South West,1,354.9049987196922,Basket cost
2017,South West,2,13.09000015258789,Median wage
2017,South West,3,27.11268043518066,Cost: hours worked
2017,Wales,1,273.2449959516525,Basket cost
2017,Wales,2,12.52000045776367,Median wage
2017,Wales,3,21.82468032836914,Cost: hours worked
2017,West Midlands,1,335.0250008106232,Basket cost
2017,West Midlands,2,12.89999961853027,Median wage
2017,West Midlands,3,25.97093200683594,Cost: hours worked
2017,Yorkshire & Humber,1,313.9199968576431,Basket cost
2017,Yorkshire & Humber,2,12.5600004196167,Median wage
2017,Yorkshire & Humber,3,24.99362945556641,Cost: hours worked
2018,East Anglia,1,343.1649999022484,Basket cost
2018,East Anglia,2,13.84000015258789,Median wage
2018,East Anglia,3,24.79515838623047,Cost: hours worked
2018,East Midlands,1,308.8949995040894,Basket cost
2018,East Midlands,2,12.72000026702881,Median wage
2018,East Midlands,3,24.2841968536377,Cost: hours worked
2018,London,1,382.1299981474876,Basket cost
2018,London,2,18.68000030517578,Median wage
2018,London,3,20.45663833618164,Cost: hours worked
2018,North,1,294.8699985742569,Basket cost
2018,North,2,12.86999988555908,Median wage
2018,North,3,22.91142272949219,Cost: hours worked
2018,North West,1,321.7300001978874,Basket cost
2018,North West,2,13.40999984741211,Median wage
2018,North West,3,23.99179840087891,Cost: hours worked
2018,Northern Ireland,1,310.8099980950356,Basket cost
2018,Northern Ireland,2,12.5600004196167,Median wage
2018,Northern Ireland,3,24.74601745605469,Cost: hours worked
2018,Scotland,1,366.9349987506866,Basket cost
2018,Scotland,2,14.3100004196167,Median wage
2018,Scotland,3,25.6418571472168,Cost: hours worked
2018,South East,1,348.8399991393089,Basket cost
2018,South East,2,14.90999984741211,Median wage
2018,South East,3,23.39637756347656,Cost: hours worked
2018,South West,1,347.1699985265732,Basket cost
2018,South West,2,13.35999965667725,Median wage
2018,South West,3,25.98577880859375,Cost: hours worked
2018,Wales,1,284.5749987959862,Basket cost
2018,Wales,2,12.67000007629395,Median wage
2018,Wales,3,22.46053695678711,Cost: hours worked
2018,West Midlands,1,332.7399973273277,Basket cost
2018,West Midlands,2,13.22000026702881,Median wage
2018,West Midlands,3,25.1694393157959,Cost: hours worked
2018,Yorkshire & Humber,1,309.9000001549721,Basket cost
2018,Yorkshire & Humber,2,12.9399995803833,Median wage
2018,Yorkshire & Humber,3,23.94899559020996,Cost: hours worked
2019,East Anglia,1,334.3850011825562,Basket cost
2019,East Anglia,2,14.42000007629395,Median wage
2019,East Anglia,3,23.18897438049316,Cost: hours worked
2019,East Midlands,1,324.1999970078468,Basket cost
2019,East Midlands,2,13.27000045776367,Median wage
2019,East Midlands,3,24.43104553222656,Cost: hours worked
2019,London,1,399.5949985980988,Basket cost
2019,London,2,19.34000015258789,Median wage
2019,London,3,20.66158103942871,Cost: hours worked
2019,North,1,341.3999978899956,Basket cost
2019,North,2,13.55000019073486,Median wage
2019,North,3,25.19557189941406,Cost: hours worked
2019,North West,1,290.5999961495399,Basket cost
2019,North West,2,13.85999965667725,Median wage
2019,North West,3,20.96681213378906,Cost: hours worked
2019,Northern Ireland,1,317.2450014352798,Basket cost
2019,Northern Ireland,2,12.88000011444092,Median wage
2019,Northern Ireland,3,24.63082313537598,Cost: hours worked
2019,Scotland,1,357.4299978017807,Basket cost
2019,Scotland,2,14.8100004196167,Median wage
2019,Scotland,3,24.13436698913574,Cost: hours worked
2019,South East,1,372.6149983406067,Basket cost
2019,South East,2,15.60999965667725,Median wage
2019,South East,3,23.87027549743652,Cost: hours worked
2019,South West,1,346.7399992346764,Basket cost
2019,South West,2,13.80000019073486,Median wage
2019,South West,3,25.1260871887207,Cost: hours worked
2019,Wales,1,289.9299993515015,Basket cost
2019,Wales,2,13.47000026702881,Median wage
2019,Wales,3,21.52412796020508,Cost: hours worked
2019,West Midlands,1,310.3299984931946,Basket cost
2019,West Midlands,2,13.77999973297119,Median wage
2019,West Midlands,3,22.52031898498535,Cost: hours worked
2019,Yorkshire & Humber,1,333.9450008869171,Basket cost
2019,Yorkshire & Humber,2,13.42000007629395,Median wage
2019,Yorkshire & Humber,3,24.88412857055664,Cost: hours worked
2020,East Anglia,1,367.4149995446205,Basket cost
2020,East Anglia,2,14.36999988555908,Median wage
2020,East Anglia,3,25.56819725036621,Cost: hours worked
2020,East Midlands,1,351.3700011372566,Basket cost
2020,East Midlands,2,13.77999973297119,Median wage
2020,East Midlands,3,25.49854850769043,Cost: hours worked
2020,London,1,401.04499822855,Basket cost
2020,London,2,20.1200008392334,Median wage
2020,London,3,19.93265342712402,Cost: hours worked
2020,North,1,338.4849999547005,Basket cost
2020,North,2,13.63000011444092,Median wage
2020,North,3,24.83382225036621,Cost: hours worked
2020,North West,1,309.6000004410744,Basket cost
2020,North West,2,14.42000007629395,Median wage
2020,North West,3,21.47018051147461,Cost: hours worked
2020,Northern Ireland,1,314.8199966549873,Basket cost
2020,Northern Ireland,2,12.93000030517578,Median wage
2020,Northern Ireland,3,24.34802627563477,Cost: hours worked
2020,Scotland,1,331.7900008559227,Basket cost
2020,Scotland,2,15.5,Median wage
2020,Scotland,3,21.40580558776855,Cost: hours worked
2020,South East,1,388.5649986863136,Basket cost
2020,South East,2,15.60999965667725,Median wage
2020,South East,3,24.89205741882324,Cost: hours worked
2020,South West,1,346.2899984121323,Basket cost
2020,South West,2,13.93000030517578,Median wage
2020,South West,3,24.85929489135742,Cost: hours worked
2020,Wales,1,301.5899982452393,Basket cost
2020,Wales,2,13.72999954223633,Median wage
2020,Wales,3,21.96576881408691,Cost: hours worked
2020,West Midlands,1,330.2549967169762,Basket cost
2020,West Midlands,2,14.07999992370605,Median wage
2020,West Midlands,3,23.45561027526855,Cost: hours worked
2020,Yorkshire & Humber,1,338.4499997496605,Basket cost
2020,Yorkshire & Humber,2,13.65999984741211,Median wage
2020,Yorkshire & Humber,3,24.77672004699707,Cost: hours worked
