Date,year,month,date2,Price,Dividend,Earnings,CPI,R,PriceReal,DividendReal,RealTotalReturn,EarningsReal,CAPE
1907.07,1907,7,1907-7-01,8.14,0.4233,0.7017,9.229089256,3.77,261.168523,13.58140489,1608.329896,22.51375339,13.58500736
1907.08,1907,8,1907-8-01,7.53,0.4267,0.6933,9.229089256,3.786666667,241.5969261,13.69049248,1494.829686,22.24424288,12.5134716
1907.09,1907,9,1907-9-01,7.45,0.43,0.685,9.229089256,3.803333333,239.0301593,13.79637161,1486.061872,21.97794082,12.32856966
1907.1,1907,10,1907-10-01,6.64,0.4333,0.6767,9.324254545,3.82,210.8672978,13.76036147,1318.10109,21.49004525,10.83184015
1907.11,1907,11,1907-11-01,6.25,0.4367,0.6683,8.94367438,3.836666667,206.9280249,14.45847496,1301.00875,22.12639985,10.59117756
1907.12,1907,12,1907-12-01,6.57,0.44,0.66,8.753424793,3.853333333,222.2504449,14.88435248,1405.143148,22.32652872,11.33330624
1908.01,1908,1,1908-1-01,6.85,0.4367,0.6533,8.658259504,3.87,234.2692286,14.93509082,1488.998728,22.34278643,11.90296863
1908.02,1908,2,1908-2-01,6.6,0.4333,0.6467,8.563094215,3.860833333,228.2277704,14.98349892,1458.535816,22.3628635,11.5548463
1908.03,1908,3,1908-3-01,6.87,0.43,0.64,8.563094215,3.851666667,237.564361,14.86938504,1526.122009,22.13117773,11.98466266
1908.04,1908,4,1908-4-01,7.24,0.4267,0.6333,8.658259504,3.8425,247.6071847,14.59309195,1598.449682,21.65878868,12.44888916
1908.05,1908,5,1908-5-01,7.63,0.4233,0.6267,8.658259504,3.833333333,260.9451408,14.47681233,1692.342043,21.43306943,13.07845136
1908.06,1908,6,1908-6-01,7.64,0.42,0.62,8.658259504,3.824166667,261.2871396,14.3639527,1702.32309,21.20393018,13.05168413
1908.07,1908,7,1908-7-01,7.92,0.4167,0.6133,8.753424793,3.815,267.9183446,14.09615836,1753.179546,20.74675767,13.3454871
1908.08,1908,8,1908-8-01,8.26,0.4133,0.6067,8.753424793,3.805833333,279.4198897,13.98114291,1836.066348,20.52349238,13.8842329
1908.09,1908,9,1908-9-01,8.17,0.41,0.6,8.753424793,3.796666667,276.375363,13.86951026,1823.655488,20.29684429,13.70144227
1908.1,1908,10,1908-10-01,8.27,0.4067,0.5933,8.848509091,3.7875,276.7519454,13.61003823,1833.624147,19.8545259,13.69081036
1908.11,1908,11,1908-11-01,8.83,0.4033,0.5867,8.94367438,3.778333333,292.3479136,13.35265159,1944.327816,19.42474756,14.43501409
1908.12,1908,12,1908-12-01,9.03,0.4,0.58,9.038839669,3.769166667,295.8219133,13.10396072,1974.695038,19.00074305,14.58248291
1909.01,1909,1,1909-1-01,9.06,0.4033,0.595,8.94367438,3.76,299.9628649,13.35265159,2009.76479,19.69954797,14.76441846
1909.02,1909,2,1909-2-01,8.8,0.4067,0.61,9.038839669,3.7725,288.2871359,13.32345206,1938.975854,19.9835401,14.16715752
1909.03,1909,3,1909-3-01,8.92,0.41,0.625,9.038839669,3.785,292.2183241,13.43155974,1972.944654,20.47493863,14.33605838
1909.04,1909,4,1909-4-01,9.32,0.4133,0.64,9.229089256,3.7975,299.0283335,13.26055904,2026.384039,20.53413449,14.6451986
1909.05,1909,5,1909-5-01,9.63,0.4167,0.655,9.324254545,3.81,305.8210961,13.23319322,2079.888578,20.80091567,14.95350979
1909.06,1909,6,1909-6-01,9.8,0.42,0.67,9.419419835,3.8225,308.0755238,13.20323674,2102.703868,21.06230622,15.04044468
1909.07,1909,7,1909-7-01,9.94,0.4233,0.685,9.419419835,3.835,312.4766028,13.30697645,2140.311156,21.53385039,15.23150324
1909.08,1909,8,1909-8-01,10.18,0.4267,0.7,9.514585124,3.8475,316.8204426,13.2796938,2177.644272,21.78529566,15.41758071
1909.09,1909,9,1909-9-01,10.19,0.43,0.715,9.609669421,3.86,313.9937549,13.24998181,2165.804628,22.03194649,15.25444644
1909.1,1909,10,1909-10-01,10.23,0.4333,0.73,9.8,3.8725,309.1041474,13.09235846,2139.603543,22.0572852,14.9888453
1909.11,1909,11,1909-11-01,10.18,0.4367,0.745,9.895165289,3.885,304.6351407,13.06818919,2116.207414,22.29402552,14.74563118
1909.12,1909,12,1909-12-01,10.3,0.44,0.76,9.990330579,3.8975,305.2900428,13.04151639,2128.306439,22.52625558,14.75063849
1910.01,1910,1,1910-1-01,10.08,0.4425,0.7575,9.895165289,3.91,301.642654,13.24175341,2110.571767,22.66808635,14.54788504
1910.02,1910,2,1910-2-01,9.72,0.445,0.755,9.895165289,3.915833333,290.8697021,13.31656558,2042.958791,22.59327419,14.0020379
1910.03,1910,3,1910-3-01,9.96,0.4475,0.7525,10.08541488,3.921666667,292.4292729,13.13876502,2061.602769,22.09367749,14.05000697
1910.04,1910,4,1910-4-01,9.72,0.45,0.75,10.18058017,3.9275,282.7151038,13.08866222,2000.808163,21.81443703,13.55988362
1910.05,1910,5,1910-5-01,9.56,0.4525,0.7475,9.990330579,3.933333333,283.3565834,13.41201402,2013.257857,22.15575796,13.56879229
1910.06,1910,6,1910-6-01,9.1,0.455,0.745,9.895165289,3.939166667,272.3162849,13.61581425,1942.877906,22.29402552,13.0196573
1910.07,1910,7,1910-7-01,8.64,0.4575,0.7425,9.895165289,3.945,258.5508463,13.69062641,1852.8063,22.21921336,12.34258126
1910.08,1910,8,1910-8-01,8.85,0.46,0.74,9.8,3.950833333,267.4068138,13.89911122,1924.569447,22.3594398,12.74505515
1910.09,1910,9,1910-9-01,8.91,0.4625,0.7375,9.704834711,3.956666667,271.8597012,14.11168483,1965.081258,22.50241635,12.9371611
1910.1,1910,10,1910-10-01,9.32,0.465,0.735,9.419419835,3.9625,292.9861104,14.61786924,2126.594294,23.10566429,13.91886666
1910.11,1910,11,1910-11-01,9.31,0.4675,0.7325,9.229089256,3.968333333,298.7074877,14.99954355,2177.19468,23.50195862,14.16452318
1910.12,1910,12,1910-12-01,9.05,0.47,0.73,9.229089256,3.974166667,290.3654955,15.07975502,2125.551591,23.42174715,13.74147842
1911.01,1911,1,1911-1-01,9.27,0.47,0.7183,9.229089256,3.98,297.4241042,15.07975502,2186.421438,23.04635751,14.04921518
1911.02,1911,2,1911-2-01,9.43,0.47,0.7067,8.94367438,3.9825,312.213004,15.56098747,2304.670117,23.39776563,14.72148847
1911.03,1911,3,1911-3-01,9.32,0.47,0.695,9.038839669,3.985,305.3222848,15.39715385,2263.276193,22.76813176,14.37062322
1911.04,1911,4,1911-4-01,9.28,0.47,0.6833,8.753424793,3.9875,313.924525,15.89919469,2336.863794,23.11472284,14.75293542
1911.05,1911,5,1911-5-01,9.48,0.47,0.6717,8.753424793,3.99,320.6901397,15.89919469,2397.090079,22.72231718,15.04766059
1911.06,1911,6,1911-6-01,9.67,0.47,0.66,8.753424793,3.9925,327.1174738,15.89919469,2455.036613,22.32652872,15.32835568
1911.07,1911,7,1911-7-01,9.63,0.47,0.6483,8.848509091,3.995,322.2637526,15.72834514,2428.445989,21.69507693,15.08311058
1911.08,1911,8,1911-8-01,9.17,0.47,0.6367,9.134004959,3.9975,297.2784082,15.23673412,2249.734938,20.64091194,13.89979067
1911.09,1911,9,1911-9-01,8.67,0.47,0.625,9.229089256,4.0,278.1733532,15.07975502,2114.662266,20.05286571,12.99795398
1911.1,1911,10,1911-10-01,8.72,0.47,0.6133,9.229089256,4.0025,279.7775824,15.07975502,2136.410523,19.67747607,13.06647285
1911.11,1911,11,1911-11-01,9.07,0.47,0.6017,9.134004959,4.005,294.0365499,15.23673412,2254.989244,19.50626153,13.72799759
1911.12,1911,12,1911-12-01,9.11,0.47,0.59,9.038839669,4.0075,298.4427055,15.39715385,2298.62056,19.32834207,13.92925842
1912.01,1912,1,1912-1-01,9.12,0.4708,0.5992,9.134004959,4.01,295.6574791,15.26266899,2286.96476,19.42521507,13.79495263
1912.02,1912,2,1912-2-01,9.04,0.4717,0.6083,9.229089256,4.046666667,290.0446497,15.13429881,2253.304045,19.51705314,13.53163437
1912.03,1912,3,1912-3-01,9.3,0.4725,0.6175,9.419419835,4.083333333,292.3573849,14.85364133,2280.887533,19.41190163,13.63976917
1912.04,1912,4,1912-4-01,9.59,0.4733,0.6267,9.704834711,4.12,292.6076919,14.44121174,2292.229201,19.12171434,13.65439269
1912.05,1912,5,1912-5-01,9.58,0.4742,0.6358,9.704834711,4.156666667,292.3025744,14.46867231,2299.284359,19.39937127,13.64550069
1912.06,1912,6,1912-6-01,9.58,0.475,0.645,9.609669421,4.193333333,295.1972691,14.63660781,2331.648779,19.87497271,13.7854174
1912.07,1912,7,1912-7-01,9.59,0.4758,0.6542,9.609669421,4.23,295.5054082,14.66125894,2343.73295,20.15846069,13.80287665
1912.08,1912,8,1912-8-01,9.81,0.4767,0.6633,9.704834711,4.266666667,299.3202771,14.54495169,2383.60303,20.23844442,13.98476176
1912.09,1912,9,1912-9-01,9.86,0.4775,0.6725,9.8,4.303333333,297.9244276,14.42788176,2382.061907,20.3198963,13.926285
1912.1,1912,10,1912-10-01,9.84,0.4783,0.6817,9.8,4.34,297.3201184,14.45205413,2386.85945,20.59787853,13.9050927
1912.11,1912,11,1912-11-01,9.73,0.4792,0.6908,9.8,4.376666667,293.9964179,14.47924804,2369.863588,20.8728392,13.74954102
1912.12,1912,12,1912-12-01,9.38,0.48,0.7,9.704834711,4.413333333,286.2002242,14.64564047,2316.857609,21.35822569,13.38899945
1913.01,1913,1,1913-1-01,9.3,0.48,0.6942,9.8,4.45,281.0037704,14.50342041,2284.57515,20.97557177,13.14808879
1913.02,1913,2,1913-2-01,8.97,0.48,0.6883,9.8,4.425833333,271.0326689,14.50342041,2213.33571,20.79730056,12.68296052
1913.03,1913,3,1913-3-01,8.8,0.48,0.6825,9.8,4.401666667,265.8960408,14.50342041,2181.258381,20.62205089,12.44345352
1913.04,1913,4,1913-4-01,8.79,0.48,0.6767,9.8,4.3775,265.5938862,14.50342041,2188.694489,20.44680123,12.43306708
1913.05,1913,5,1913-5-01,8.55,0.48,0.6708,9.7,4.353333333,261.0054974,14.65294021,2160.945304,20.47748394,12.22140106
1913.06,1913,6,1913-6-01,8.12,0.48,0.665,9.8,4.329166667,245.3495286,14.50342041,2041.331218,20.09328036,11.49196285
1913.07,1913,7,1913-7-01,8.23,0.48,0.6592,9.9,4.305,246.1613783,14.35692121,2058.040129,19.71683846,11.5340228
1913.08,1913,8,1913-8-01,8.45,0.48,0.6533,9.9,4.280833333,252.7416338,14.35692121,2123.057192,19.54036797,11.84684054
1913.09,1913,9,1913-9-01,8.53,0.48,0.6475,10.0,4.256666667,252.5831095,14.213352,2131.675046,19.17321963,11.84331683
1913.1,1913,10,1913-10-01,8.26,0.48,0.6417,10.0,4.2325,244.588099,14.213352,2074.19729,19.00147496,11.47149024
1913.11,1913,11,1913-11-01,8.05,0.48,0.6358,10.1,4.208333333,236.0096609,14.07262574,2011.394059,18.64036551,11.07253785
1913.12,1913,12,1913-12-01,8.04,0.48,0.63,10.0,4.184166667,238.073646,14.213352,2039.078836,18.6550245,11.17404087
1914.01,1914,1,1914-1-01,8.37,0.475,0.6208,10.0,4.16,247.8453255,14.06529625,2132.811368,18.38260192,11.63609211
1914.02,1914,2,1914-2-01,8.48,0.47,0.6117,9.9,4.166666667,253.6389414,14.05781869,2192.748936,18.29610147,11.91023388
1914.03,1914,3,1914-3-01,8.32,0.465,0.6025,9.9,4.173333333,248.853301,13.90826742,2161.396247,18.02092715,11.68552602
1914.04,1914,4,1914-4-01,8.12,0.46,0.5933,9.8,4.18,245.3495286,13.89911122,2141.024472,17.92683193,11.52266254
1914.05,1914,5,1914-5-01,8.17,0.455,0.5842,9.9,4.186666667,244.3667631,13.6091649,2142.345056,17.47356953,11.47900869
1914.06,1914,6,1914-6-01,8.13,0.45,0.575,9.9,4.193333333,243.170353,13.45961364,2141.689504,17.1983952,11.42871517
1914.07,1914,7,1914-7-01,7.68,0.445,0.5658,10.0,4.2,227.413632,13.17696175,2012.585537,16.75398867,10.69434518
1914.08,1914,8,1914-8-01,7.68,0.44,0.5567,10.2,4.206666667,222.9545412,12.77343725,1982.543368,16.16130118,10.49204627
1914.09,1914,9,1914-9-01,7.68,0.435,0.5475,10.2,4.213333333,222.9545412,12.62828456,1991.901076,15.89422022,10.5004973
1914.1,1914,10,1914-10-01,7.68,0.43,0.5383,10.1,4.22,225.1620119,12.60672723,2021.008696,15.78186341,10.61275947
1914.11,1914,11,1914-11-01,7.68,0.425,0.5292,10.2,4.226666667,222.9545412,12.33797917,2010.423485,15.36296135,10.51691764
1914.12,1914,12,1914-12-01,7.35,0.42,0.52,10.1,4.233333333,215.4870817,12.31354752,1952.340783,15.24534455,10.17221799
1915.01,1915,1,1915-1-01,7.48,0.4208,0.55,10.1,4.24,219.2984178,12.3370019,1996.18655,16.12488366,10.3598342
1915.02,1915,2,1915-2-01,7.38,0.4217,0.58,10.0,4.224166667,218.530287,12.48702196,1998.666594,17.174467,10.32978621
1915.03,1915,3,1915-3-01,7.57,0.4225,0.61,9.9,4.208333333,226.4206116,12.63708169,2080.462598,18.24525404,10.70701319
1915.04,1915,4,1915-4-01,8.14,0.4233,0.64,10.0,4.1925,241.034761,12.5343998,2224.342184,18.951136,11.40112379
1915.05,1915,5,1915-5-01,7.95,0.4242,0.67,10.1,4.176666667,233.0778639,12.436683,2160.477638,19.6430401,11.02692988
1915.06,1915,6,1915-6-01,8.04,0.425,0.7,10.1,4.160833333,235.7164812,12.46013738,2194.560645,20.52257921,11.15426219
1915.07,1915,7,1915-7-01,8.01,0.4258,0.73,10.1,4.145,234.8369421,12.48359175,2196.05735,21.40211832,11.11362939
1915.08,1915,8,1915-8-01,8.35,0.4267,0.76,10.1,4.129166667,244.805052,12.50997793,2299.022099,22.28165743,11.58483164
1915.09,1915,9,1915-9-01,8.66,0.4275,0.79,10.1,4.113333333,253.8936228,12.5334323,2394.183717,23.16119653,12.01157076
1915.1,1915,10,1915-10-01,9.14,0.4283,0.82,10.2,4.0975,265.3391284,12.43377995,2511.884085,23.80504216,12.54907613
1915.11,1915,11,1915-11-01,9.46,0.4292,0.85,10.3,4.081666667,271.962601,12.33893746,2584.320544,24.43638592,12.85771445
1915.12,1915,12,1915-12-01,9.48,0.43,0.88,10.3,4.065833333,272.5375748,12.36193641,2599.573317,25.2988466,12.8784446
1916.01,1916,1,1916-1-01,9.33,0.4408,0.9342,10.4,4.05,265.6461822,12.55057204,2543.81647,26.59878493,12.54356369
1916.02,1916,2,1916-2-01,9.2,0.4517,0.9883,10.4,4.065,261.9447885,12.86091967,2518.63505,28.13913418,12.35465233
1916.03,1916,3,1916-3-01,9.17,0.4625,1.042,10.5,4.08,258.6040433,13.04300655,2496.964185,29.38554124,12.1770528
1916.04,1916,4,1916-4-01,9.07,0.4733,1.097,10.6,4.095,253.3708778,13.22165783,2457.073627,30.64474675,11.90648178
1916.05,1916,5,1916-5-01,9.27,0.4842,1.151,10.7,4.11,256.5377201,13.39973722,2498.612904,31.85274173,12.02625667
1916.06,1916,6,1916-6-01,9.36,0.495,1.205,10.8,4.125,256.6299667,13.57177708,2510.526837,33.03836644,11.99596122
1916.07,1916,7,1916-7-01,9.23,0.5058,1.259,10.8,4.14,253.0656616,13.86788858,2486.963826,34.51892394,11.79116528
1916.08,1916,8,1916-8-01,9.3,0.5167,1.313,10.9,4.155,252.6455917,14.03677175,2494.331006,35.66921096,11.73208264
1916.09,1916,9,1916-9-01,9.68,0.5275,1.368,11.1,4.17,258.2305694,14.07196543,2561.048158,36.49374162,11.94455242
1916.1,1916,10,1916-10-01,9.98,0.5383,1.422,11.3,4.185,261.5214841,14.10591331,2605.344558,37.2628808,12.04574176
1916.11,1916,11,1916-11-01,10.21,0.5492,1.476,11.5,4.2,262.8955143,14.14125529,2630.772906,38.0052673,12.0532304
1916.12,1916,12,1916-12-01,9.8,0.56,1.53,11.6,4.215,250.1631638,14.29503793,2515.282132,39.05608578,11.41355919
1917.01,1917,1,1917-1-01,9.57,0.5708,1.509,11.7,4.23,242.2040218,14.44619181,2447.360594,38.1907909,10.99236143
1917.02,1917,2,1917-2-01,9.03,0.5817,1.488,12.0,4.258333333,222.8239038,14.35400496,2263.620106,36.717826,10.06318774
1917.03,1917,3,1917-3-01,9.31,0.5925,1.468,12.0,4.286666667,229.7331721,14.62050531,2346.187091,36.22430683,10.32715708
1917.04,1917,4,1917-4-01,9.17,0.6033,1.447,12.6,4.315,215.5033694,14.17810063,2212.929281,34.00582067,9.644531197
1917.05,1917,5,1917-5-01,8.86,0.6142,1.426,12.8,4.343333333,204.9646789,14.20872526,2116.869832,32.9886718,9.138988813
1917.06,1917,6,1917-6-01,9.04,0.625,1.405,13.0,4.371666667,205.9113815,14.23612981,2138.899883,32.00281981,9.14822026
1917.07,1917,7,1917-7-01,8.79,0.6358,1.384,12.8,4.4,203.3453191,14.70841341,2124.97691,32.01705594,9.003472377
1917.08,1917,8,1917-8-01,8.53,0.6467,1.363,13.0,4.428333333,194.2946996,14.73040823,2043.224962,31.04615188,8.572680467
1917.09,1917,9,1917-9-01,8.12,0.6575,1.343,13.3,4.456666667,180.7838632,14.63859483,1913.971909,29.90058229,7.950823264
1917.1,1917,10,1917-10-01,7.68,0.6683,1.322,13.5,4.485,168.4545422,14.65861596,1796.373144,28.99699281,7.387133711
1917.11,1917,11,1917-11-01,7.04,0.6792,1.301,13.5,4.513333333,154.4166637,14.89769858,1659.914278,28.53637493,6.753013605
1917.12,1917,12,1917-12-01,6.8,0.69,1.28,13.7,4.541666667,146.9750511,14.91364489,1593.279686,27.66589197,6.412593898
1918.01,1918,1,1918-1-01,7.21,0.68,1.256,14.0,4.57,152.4974225,14.38255857,1666.137644,26.56543171,6.640646029
1918.02,1918,2,1918-2-01,7.43,0.67,1.232,14.1,4.564166667,156.0360599,14.07054645,1717.610509,25.87300482,6.784343552
1918.03,1918,3,1918-3-01,7.28,0.66,1.208,14.0,4.558333333,153.97798,13.95954214,1707.760916,25.55019229,6.68635576
1918.04,1918,4,1918-4-01,7.21,0.65,1.183,14.2,4.5525,150.3495715,13.55439965,1680.046035,24.66900736,6.520727731
1918.05,1918,5,1918-5-01,7.44,0.64,1.159,14.5,4.546666667,151.9358317,13.06974897,1709.941732,23.66849852,6.582363232
1918.06,1918,6,1918-6-01,7.45,0.63,1.135,14.7,4.540833333,150.0701139,12.69049286,1700.846214,22.86303078,6.496291319
1918.07,1918,7,1918-7-01,7.51,0.62,1.111,15.1,4.535,147.2713487,12.15822053,1680.609024,21.78674679,6.371324094
1918.08,1918,8,1918-8-01,7.58,0.61,1.087,15.4,4.529166667,145.7483877,11.72909188,1674.38355,20.90085718,6.303073761
1918.09,1918,9,1918-9-01,7.54,0.6,1.063,15.7,4.523333333,142.2089624,11.31636306,1644.5557,20.04882322,6.149170562
1918.1,1918,10,1918-10-01,7.86,0.59,1.038,16.0,4.5175,145.4647744,10.91911156,1692.729795,19.21023356,6.290515321
1918.11,1918,11,1918-11-01,8.06,0.58,1.014,16.3,4.511666667,146.4207785,10.53648282,1714.072018,18.42067859,6.333327495
1918.12,1918,12,1918-12-01,7.9,0.57,0.99,16.5,4.505833333,141.774597,10.22930636,1669.660681,17.76669,6.134580411
1919.01,1919,1,1919-1-01,7.85,0.5667,0.985,16.5,4.5,140.8772894,10.17008406,1669.074186,17.67695924,6.09846764
1919.02,1919,2,1919-2-01,7.88,0.5633,0.98,16.2,4.539166667,144.0344827,10.2962721,1716.645327,17.9129179,6.239692771
1919.03,1919,3,1919-3-01,8.12,0.56,0.975,16.4,4.578333333,146.6113037,10.11112439,1757.398917,17.60418979,6.356074005
1919.04,1919,4,1919-4-01,8.39,0.5567,0.97,16.7,4.6175,148.7649991,9.870974374,1793.07492,17.19929072,6.456139556
1919.05,1919,5,1919-5-01,8.97,0.5533,0.965,16.9,4.656666667,157.1668731,9.694585382,1904.080753,16.90814186,6.829002261
1919.06,1919,6,1919-6-01,9.21,0.55,0.96,16.9,4.695833333,161.3720068,9.636764793,1964.755195,16.82053491,7.021615215
1919.07,1919,7,1919-7-01,9.51,0.5467,0.955,17.4,4.735,161.8402509,9.303687187,1979.895826,16.2520967,7.052837165
1919.08,1919,8,1919-8-01,8.87,0.5433,0.95,17.7,4.774166667,148.3903393,9.089117398,1824.620496,15.89299011,6.479131102
1919.09,1919,9,1919-9-01,9.01,0.54,0.945,17.8,4.813333333,149.8856525,8.983157865,1852.211805,15.72052626,6.558481672
1919.1,1919,10,1919-10-01,9.47,0.5367,0.94,18.1,4.8525,154.9268456,8.780278566,1923.5502,15.3781663,6.7947042
1919.11,1919,11,1919-11-01,9.19,0.5333,0.935,18.5,4.891666667,147.0953884,8.536014214,1835.147746,14.96563527,6.467022574
1919.12,1919,12,1919-12-01,8.92,0.53,0.93,18.9,4.930833333,139.7520942,8.30365582,1752.166489,14.57056587,6.160717034
1920.01,1920,1,1920-1-01,8.83,0.5283,0.9192,19.3,4.97,135.4748469,8.105476966,1707.008402,14.10288553,5.989667771
1920.02,1920,2,1920-2-01,8.1,0.5267,0.9083,19.5,4.98,123.0001615,7.998047541,1558.223108,13.79272182,5.45534765
1920.03,1920,3,1920-3-01,8.67,0.525,0.8975,19.7,4.99,130.3191221,7.89129632,1659.273979,13.49035895,5.798822728
1920.04,1920,4,1920-4-01,8.6,0.5233,0.8867,20.3,5.0,125.4462512,7.63325852,1605.32982,12.93409197,5.599858726
1920.05,1920,5,1920-5-01,8.06,0.5217,0.8758,20.6,5.01,115.857218,7.499095609,1490.61654,12.58905105,5.188950462
1920.06,1920,6,1920-6-01,7.92,0.52,0.865,20.9,5.02,112.2106737,7.367367464,1451.599211,12.25533242,5.04363968
1920.07,1920,7,1920-7-01,7.91,0.5183,0.8542,20.8,5.03,112.6077868,7.378586079,1464.69076,12.16050208,5.08059292
1920.08,1920,8,1920-8-01,7.6,0.5167,0.8433,20.3,5.04,110.8594778,7.536985815,1450.119957,12.30102601,5.020701078
1920.09,1920,9,1920-9-01,7.87,0.515,0.8325,20.0,5.05,116.5198753,7.624871125,1532.473494,12.32564119,5.29716277
1920.1,1920,10,1920-10-01,7.88,0.5133,0.8217,19.9,5.06,117.254202,7.637891103,1550.502536,12.22687535,5.351177393
1920.11,1920,11,1920-11-01,7.48,0.5117,0.8108,19.8,5.07,111.8643444,7.652538109,1487.662873,12.12561637,5.126407931
1920.12,1920,12,1920-12-01,6.81,0.51,0.8,19.4,5.08,103.9442946,7.784374485,1390.962531,12.21078351,4.784241045
1921.01,1921,1,1921-1-01,7.11,0.5058,0.7575,19.0,5.09,110.8080403,7.882799826,1491.602363,11.80549796,5.122184147
1921.02,1921,2,1921-2-01,7.06,0.5017,0.715,18.4,5.024166667,113.6166951,8.07386628,1538.467007,11.50650666,5.274857191
1921.03,1921,3,1921-3-01,6.88,0.4975,0.6725,18.3,4.958333333,111.3249792,8.050025751,1516.518903,10.8816931,5.192348159
1921.04,1921,4,1921-4-01,6.91,0.4933,0.63,18.1,4.8925,113.045882,8.070265356,1549.123213,10.30664337,5.297085923
1921.05,1921,5,1921-5-01,7.12,0.4892,0.5875,17.7,4.826666667,119.1137785,8.184053435,1641.620419,9.828559675,5.609469225
1921.06,1921,6,1921-6-01,6.55,0.485,0.545,17.6,4.760833333,110.2005866,8.159890767,1528.150836,9.16936179,5.216110961
1921.07,1921,7,1921-7-01,6.53,0.4808,0.5025,17.7,4.695,109.2433952,8.043525944,1524.172428,8.406555297,5.197779362
1921.08,1921,8,1921-8-01,6.45,0.4767,0.46,17.7,4.629166667,107.9050381,7.974935144,1514.771809,7.695553107,5.161294823
1921.09,1921,9,1921-9-01,6.61,0.4725,0.4175,17.5,4.563333333,111.8455437,7.9950105,1579.441494,7.064374357,5.377524425
1921.1,1921,10,1921-10-01,6.7,0.4683,0.375,17.5,4.4975,113.3684029,7.92394374,1610.271666,6.345246429,5.479257678
1921.11,1921,11,1921-11-01,7.06,0.4642,0.3325,17.4,4.431666667,120.1463902,7.899710247,1715.895961,5.658452514,5.838196993
1921.12,1921,12,1921-12-01,7.31,0.46,0.29,17.3,4.365833333,125.119946,7.873484971,1796.297413,4.963718786,6.114158849
1922.01,1922,1,1922-1-01,7.3,0.4642,0.3233,16.9,4.3,127.9061509,8.133429485,1846.028554,5.664665559,6.28708729
1922.02,1922,2,1922-2-01,7.46,0.4683,0.3567,16.9,4.305,130.7095734,8.205267186,1896.35812,6.249880003,6.461305873
1922.03,1922,3,1922-3-01,7.74,0.4725,0.39,16.7,4.31,137.2397012,8.378005015,2001.227529,6.915178743,6.821387249
1922.04,1922,4,1922-4-01,8.21,0.4767,0.4233,16.7,4.315,145.5733781,8.452476171,2133.020255,7.50562862,7.27325339
1922.05,1922,5,1922-5-01,8.53,0.4808,0.4567,16.7,4.32,151.247371,8.525174204,2226.568306,8.09785162,7.593467259
1922.06,1922,6,1922-6-01,8.45,0.485,0.49,16.7,4.325,149.8288728,8.599645359,2216.23595,8.688301497,7.557987352
1922.07,1922,7,1922-7-01,8.51,0.4892,0.5233,16.8,4.33,149.9945753,8.622484869,2229.315478,9.223520711,7.602095046
1922.08,1922,8,1922-8-01,8.83,0.4933,0.5567,16.6,4.335,157.5099123,8.799506202,2351.911891,9.930438075,8.02003069
1922.09,1922,9,1922-9-01,9.06,0.4975,0.59,16.6,4.34,161.612662,8.874425979,2424.216091,10.52444488,8.265083002
1922.1,1922,10,1922-10-01,9.26,0.5017,0.6233,16.7,4.345,164.1911671,8.895756859,2474.013899,11.05187413,8.432151999
1922.11,1922,11,1922-11-01,8.8,0.5058,0.6567,16.8,4.35,155.1060238,8.915071232,2348.314264,11.57478703,7.998253772
1922.12,1922,12,1922-12-01,8.78,0.51,0.69,16.9,4.355,153.8378089,8.935909172,2340.387598,12.08975947,7.964679865
1923.01,1923,1,1923-1-01,8.9,0.5117,0.7142,16.8,4.36,156.8685923,9.019062771,2397.930126,12.58826389,8.154200483
1923.02,1923,2,1923-2-01,9.28,0.5133,0.7383,16.8,4.335,163.5663524,9.047263866,2511.838542,13.01304288,8.533360579
1923.03,1923,3,1923-3-01,9.43,0.515,0.7625,16.8,4.31,166.2102051,9.07722753,2564.055732,13.43958445,8.700737501
1923.04,1923,4,1923-4-01,9.1,0.5167,0.7867,16.9,4.285,159.4446538,9.053302488,2471.324847,13.78407793,8.372809668
1923.05,1923,5,1923-5-01,8.67,0.5183,0.8108,16.9,4.26,151.9104559,9.081336713,2366.277699,14.20634344,8.000497868
1923.06,1923,6,1923-6-01,8.34,0.52,0.835,17.0,4.235,145.2688182,9.057528235,2274.579555,14.54430015,7.671825283
1923.07,1923,7,1923-7-01,8.06,0.5217,0.8592,17.2,4.21,138.7592262,8.981474974,2184.373261,14.79180237,7.345985119
1923.08,1923,8,1923-8-01,8.1,0.5233,0.8833,17.1,4.185,140.2633421,9.061704558,2219.938916,15.29563087,7.441783174
1923.09,1923,9,1923-9-01,8.15,0.525,0.9075,17.2,4.16,140.3086468,9.038287064,2232.57665,15.62332478,7.458183867
1923.1,1923,10,1923-10-01,8.03,0.5267,0.9317,17.3,4.135,137.4436616,9.015140292,2198.943299,15.94723032,7.317400396
1923.11,1923,11,1923-11-01,8.27,0.5283,0.9558,17.3,4.11,141.5515668,9.042526327,2276.720992,16.35973247,7.546327912
1923.12,1923,12,1923-12-01,8.55,0.53,0.98,17.3,4.085,146.3441228,9.071623988,2365.963683,16.77394624,7.809739145
1924.01,1924,1,1924-1-01,8.83,0.5317,0.9758,17.3,4.06,151.1366789,9.10072165,2455.706576,16.7020579,8.072249446
1924.02,1924,2,1924-2-01,8.87,0.5333,0.9717,17.2,4.043333333,152.7040119,9.181178078,2493.604502,16.72857817,8.162066221
