Date,Stock,Value
23/12/2022,GAP,-1.028200461
03/01/2023,GAP,-1.113300508
08/01/2018,Etsy,-0.606038988
16/01/2018,Etsy,-0.764352577
23/01/2018,Etsy,-0.608279022
30/01/2018,Etsy,-0.561232862
06/02/2018,Etsy,-0.382757755
13/02/2018,Etsy,-0.430549989
21/02/2018,Etsy,-0.358114959
28/02/2018,Etsy,-0.377529497
07/03/2018,Etsy,-0.297626477
14/03/2018,Etsy,-0.379770438
21/03/2018,Etsy,-0.466394769
28/03/2018,Etsy,-0.582889549
05/04/2018,Etsy,-0.588862974
12/04/2018,Etsy,-0.55152514
19/04/2018,Etsy,-0.433537306
26/04/2018,Etsy,-0.689676305
03/05/2018,Etsy,-0.767339592
10/05/2018,Etsy,-0.703118022
17/05/2018,Etsy,-0.710585105
24/05/2018,Etsy,-0.756137305
01/06/2018,Etsy,-0.71506608
08/06/2018,Etsy,-0.569448134
15/06/2018,Etsy,-0.673994251
22/06/2018,Etsy,-0.733735148
29/06/2018,Etsy,-0.870392353
09/07/2018,Etsy,-0.747176865
16/07/2018,Etsy,-0.760618582
23/07/2018,Etsy,-1.054842698
30/07/2018,Etsy,-1.063803591
06/08/2018,Etsy,-1.039906718
13/08/2018,Etsy,-1.048121386
20/08/2018,Etsy,-1.037666986
27/08/2018,Etsy,-0.995848177
04/09/2018,Etsy,-0.979418841
11/09/2018,Etsy,-1.030945674
18/09/2018,Etsy,-1.030199903
25/09/2018,Etsy,-1.131759156
02/10/2018,Etsy,-1.146693776
09/10/2018,Etsy,-1.092926757
16/10/2018,Etsy,-1.169843064
23/10/2018,Etsy,-1.473028526
30/10/2018,Etsy,-1.530529087
06/11/2018,Etsy,-1.341598673
13/11/2018,Etsy,-1.479749384
20/11/2018,Etsy,-1.475269014
28/11/2018,Etsy,-1.355787068
06/12/2018,Etsy,-1.377443
13/12/2018,Etsy,-1.411047292
20/12/2018,Etsy,-1.487963901
28/12/2018,Etsy,-1.469294682
07/01/2019,Etsy,-1.377443
14/01/2019,Etsy,-1.322182775
22/01/2019,Etsy,-1.121304152
29/01/2019,Etsy,-1.062310386
05/02/2019,Etsy,-0.939841274
12/02/2019,Etsy,-0.875619402
20/02/2019,Etsy,-0.834547875
27/02/2019,Etsy,-0.771819359
06/03/2019,Etsy,-0.819041386
13/03/2019,Etsy,-0.845276047
20/03/2019,Etsy,-0.827287178
27/03/2019,Etsy,-0.817541986
03/04/2019,Etsy,-0.730593419
10/04/2019,Etsy,-0.750831992
17/04/2019,Etsy,-0.882004089
25/04/2019,Etsy,-0.721599438
02/05/2019,Etsy,-0.760575976
09/05/2019,Etsy,-0.758327782
16/05/2019,Etsy,-0.784562746
23/05/2019,Etsy,-0.883503489
31/05/2019,Etsy,-0.874517364
07/06/2019,Etsy,-0.755626929
14/06/2019,Etsy,-0.650280649
21/06/2019,Etsy,-0.564498785
28/06/2019,Etsy,-0.605884576
08/07/2019,Etsy,-0.602875502
15/07/2019,Etsy,-0.547944651
22/07/2019,Etsy,-0.517845756
29/07/2019,Etsy,-0.450123774
05/08/2019,Etsy,-0.657805448
12/08/2019,Etsy,-0.587825904
19/08/2019,Etsy,-0.538915315
26/08/2019,Etsy,-0.613409979
03/09/2019,Etsy,-0.577460646
10/09/2019,Etsy,-0.5374416
17/09/2019,Etsy,-0.517809193
24/09/2019,Etsy,-0.591052243
01/10/2019,Etsy,-0.668070383
08/10/2019,Etsy,-0.760189794
15/10/2019,Etsy,-0.642397166
22/10/2019,Etsy,-0.637867238
29/10/2019,Etsy,-0.851554368
05/11/2019,Etsy,-0.899124503
12/11/2019,Etsy,-0.930082787
19/11/2019,Etsy,-0.930837926
26/11/2019,Etsy,-0.878738165
04/12/2019,Etsy,-0.927281913
11/12/2019,Etsy,-0.93107181
18/12/2019,Etsy,-0.876492994
26/12/2019,Etsy,-0.830252436
03/01/2020,Etsy,-0.852235776
10/01/2020,Etsy,-0.933345386
17/01/2020,Etsy,-0.86284761
27/01/2020,Etsy,-0.888621452
03/02/2020,Etsy,-0.971247686
10/02/2020,Etsy,-0.847687415
18/02/2020,Etsy,-0.707450024
25/02/2020,Etsy,-0.814333778
03/03/2020,Etsy,-0.781856453
10/03/2020,Etsy,-0.833639532
17/03/2020,Etsy,-1.043818242
24/03/2020,Etsy,-1.471029326
31/03/2020,Etsy,-1.289026762
07/04/2020,Etsy,-1.170230152
15/04/2020,Etsy,-0.822216657
22/04/2020,Etsy,-0.665343845
29/04/2020,Etsy,-0.605945918
06/05/2020,Etsy,-0.459733893
13/05/2020,Etsy,-0.411758841
20/05/2020,Etsy,-0.325707437
28/05/2020,Etsy,-0.209956615
04/06/2020,Etsy,0.194348282
11/06/2020,Etsy,0.085820083
18/06/2020,Etsy,0.124034531
25/06/2020,Etsy,0.197405704
02/07/2020,Etsy,0.57648944
10/07/2020,Etsy,0.951752154
17/07/2020,Etsy,0.86462349
24/07/2020,Etsy,0.634575619
31/07/2020,Etsy,0.64680319
07/08/2020,Etsy,0.641454062
14/08/2020,Etsy,0.723995989
21/08/2020,Etsy,0.870738636
28/08/2020,Etsy,0.569610694
04/09/2020,Etsy,0.449263466
14/09/2020,Etsy,0.430866961
21/09/2020,Etsy,0.265294488
28/09/2020,Etsy,0.564245248
05/10/2020,Etsy,0.390240238
12/10/2020,Etsy,0.666961989
19/10/2020,Etsy,0.585708542
26/10/2020,Etsy,0.510587768
02/11/2020,Etsy,0.091288571
09/11/2020,Etsy,0.125783529
16/11/2020,Etsy,0.143413412
23/11/2020,Etsy,0.246896774
01/12/2020,Etsy,0.30652919
08/12/2020,Etsy,0.258085463
15/12/2020,Etsy,0.426483589
22/12/2020,Etsy,0.391112319
30/12/2020,Etsy,0.308835703
07/01/2021,Etsy,0.501839456
14/01/2021,Etsy,0.671775056
22/01/2021,Etsy,0.763278329
29/01/2021,Etsy,0.76712292
05/02/2021,Etsy,1.206955615
12/02/2021,Etsy,1.266933116
22/02/2021,Etsy,1.155437242
01/03/2021,Etsy,0.932854338
08/03/2021,Etsy,0.547937992
15/03/2021,Etsy,0.870372398
22/03/2021,Etsy,1.072473175
29/03/2021,Etsy,1.038532409
06/04/2021,Etsy,1.244489864
13/04/2021,Etsy,1.344768644
20/04/2021,Etsy,1.188179576
27/04/2021,Etsy,1.181237675
04/05/2021,Etsy,0.871915614
11/05/2021,Etsy,1.083272358
18/05/2021,Etsy,1.149610675
25/05/2021,Etsy,1.150382131
02/06/2021,Etsy,1.327981229
09/06/2021,Etsy,1.52527891
16/06/2021,Etsy,1.535337761
23/06/2021,Etsy,1.474214407
30/06/2021,Etsy,1.854107976
08/07/2021,Etsy,1.733409014
15/07/2021,Etsy,1.693948994
22/07/2021,Etsy,1.997246564
29/07/2021,Etsy,2.101697495
05/08/2021,Etsy,1.62740973
12/08/2021,Etsy,1.751977155
19/08/2021,Etsy,2.056821264
26/08/2021,Etsy,2.274235439
02/09/2021,Etsy,2.353770105
10/09/2021,Etsy,2.048991871
17/09/2021,Etsy,2.169197076
24/09/2021,Etsy,2.08233886
01/10/2021,Etsy,1.843480428
08/10/2021,Etsy,2.242096551
15/10/2021,Etsy,2.23046336
22/10/2021,Etsy,2.671731091
29/10/2021,Etsy,2.371607583
05/11/2021,Etsy,2.282422609
12/11/2021,Etsy,2.153687565
19/11/2021,Etsy,2.209523738
29/11/2021,Etsy,1.893113522
06/12/2021,Etsy,1.55878847
13/12/2021,Etsy,1.606994082
20/12/2021,Etsy,1.381519349
28/12/2021,Etsy,1.559566877
04/01/2022,Etsy,1.486480959
11/01/2022,Etsy,1.586779079
19/01/2022,Etsy,1.264894634
26/01/2022,Etsy,0.908799579
02/02/2022,Etsy,0.973332391
09/02/2022,Etsy,1.134274916
16/02/2022,Etsy,0.904135182
24/02/2022,Etsy,0.732307354
03/03/2022,Etsy,0.653002643
10/03/2022,Etsy,0.509707226
17/03/2022,Etsy,0.768126146
24/03/2022,Etsy,0.889918383
31/03/2022,Etsy,0.892260553
07/04/2022,Etsy,0.667412836
14/04/2022,Etsy,0.6494563
22/04/2022,Etsy,0.572945514
29/04/2022,Etsy,0.475355802
06/05/2022,Etsy,0.23255155
13/05/2022,Etsy,0.063915913
20/05/2022,Etsy,-0.118772743
27/05/2022,Etsy,0.233332071
06/06/2022,Etsy,0.160396335
13/06/2022,Etsy,-0.211340584
21/06/2022,Etsy,-0.261533006
28/06/2022,Etsy,-0.233299447
06/07/2022,Etsy,-0.149384431
13/07/2022,Etsy,-0.245847629
20/07/2022,Etsy,0.044326718
27/07/2022,Etsy,0.121967946
03/08/2022,Etsy,0.380772142
10/08/2022,Etsy,0.225489685
17/08/2022,Etsy,0.230979325
24/08/2022,Etsy,-0.007434303
31/08/2022,Etsy,-0.100015137
08/09/2022,Etsy,-0.090557315
15/09/2022,Etsy,-0.215874138
22/09/2022,Etsy,-0.559510154
29/09/2022,Etsy,-0.607587945
06/10/2022,Etsy,-0.513009119
13/10/2022,Etsy,-0.586307467
20/10/2022,Etsy,-0.613104781
27/10/2022,Etsy,-0.43734624
03/11/2022,Etsy,-0.518526258
10/11/2022,Etsy,-0.058242863
17/11/2022,Etsy,0.005597663
25/11/2022,Etsy,-0.028292942
02/12/2022,Etsy,0.002313911
09/12/2022,Etsy,-0.121259656
16/12/2022,Etsy,-0.33038392
23/12/2022,Etsy,-0.396131482
03/01/2023,Etsy,-0.239287981
08/01/2018,Ebay,0.243718894
16/01/2018,Ebay,0.098474708
23/01/2018,Ebay,0.279434585
30/01/2018,Ebay,0.414605043
06/02/2018,Ebay,0.149209463
13/02/2018,Ebay,0.04078015
21/02/2018,Ebay,0.216062185
28/02/2018,Ebay,0.166975781
07/03/2018,Ebay,0.220274733
14/03/2018,Ebay,0.284562978
21/03/2018,Ebay,0.334748283
28/03/2018,Ebay,0.034552856
05/04/2018,Ebay,-0.081569046
12/04/2018,Ebay,-0.020211391
19/04/2018,Ebay,0.079975883
26/04/2018,Ebay,-0.057209321
03/05/2018,Ebay,0.099390552
10/05/2018,Ebay,0.346836757
17/05/2018,Ebay,0.347935658
24/05/2018,Ebay,0.372661778
01/06/2018,Ebay,0.500322703
08/06/2018,Ebay,0.513693415
15/06/2018,Ebay,0.567358481
22/06/2018,Ebay,0.45764693
29/06/2018,Ebay,0.155803151
09/07/2018,Ebay,0.288043019
16/07/2018,Ebay,0.244085287
23/07/2018,Ebay,0.18345986
30/07/2018,Ebay,0.142799112
06/08/2018,Ebay,0.029241127
13/08/2018,Ebay,0.01202426
20/08/2018,Ebay,-0.013434646
27/08/2018,Ebay,0.066422114
04/09/2018,Ebay,-0.120581721
11/09/2018,Ebay,-0.358320312
18/09/2018,Ebay,-0.373156319
25/09/2018,Ebay,-0.23395637
02/10/2018,Ebay,-0.307585836
09/10/2018,Ebay,-0.55100227
16/10/2018,Ebay,-0.50228226
23/10/2018,Ebay,-0.556314
30/10/2018,Ebay,-0.74533258
06/11/2018,Ebay,-0.541844386
13/11/2018,Ebay,-0.550269763
20/11/2018,Ebay,-0.568585531
28/11/2018,Ebay,-0.323886858
06/12/2018,Ebay,-0.388175104
13/12/2018,Ebay,-0.467848806
20/12/2018,Ebay,-0.76767784
28/12/2018,Ebay,-0.694781161
07/01/2019,Ebay,-0.621334753
14/01/2019,Ebay,-0.508326497
22/01/2019,Ebay,-0.455577275
29/01/2019,Ebay,-0.368943491
05/02/2019,Ebay,-0.095122815
12/02/2019,Ebay,-0.152267922
20/02/2019,Ebay,-0.115636386
27/02/2019,Ebay,0.138403227
06/03/2019,Ebay,0.130893695
13/03/2019,Ebay,0.067337958
20/03/2019,Ebay,0.077961137
27/03/2019,Ebay,0.000119123
03/04/2019,Ebay,0.02374662
10/04/2019,Ebay,0.167891625
17/04/2019,Ebay,0.192801081
25/04/2019,Ebay,0.198845318
02/05/2019,Ebay,0.244817795
09/05/2019,Ebay,0.036933716
16/05/2019,Ebay,-0.026621742
23/05/2019,Ebay,-0.385061457
31/05/2019,Ebay,-0.508509834
07/06/2019,Ebay,-0.417480444
14/06/2019,Ebay,-0.346598232
21/06/2019,Ebay,-0.17351428
28/06/2019,Ebay,-0.138714432
08/07/2019,Ebay,-0.1570302
15/07/2019,Ebay,-0.064535516
22/07/2019,Ebay,-0.055377632
29/07/2019,Ebay,-6.39342e-05
05/08/2019,Ebay,-0.42773723
12/08/2019,Ebay,-0.324436309
19/08/2019,Ebay,0.023013833
26/08/2019,Ebay,-0.203735465
03/09/2019,Ebay,-0.084499636
10/09/2019,Ebay,-0.037244921
17/09/2019,Ebay,0.036201208
24/09/2019,Ebay,-0.100251208
01/10/2019,Ebay,-0.217472291
08/10/2019,Ebay,-0.276449086
15/10/2019,Ebay,-0.031750414
22/10/2019,Ebay,-0.13065545
29/10/2019,Ebay,-0.002445074
05/11/2019,Ebay,0.091148512
12/11/2019,Ebay,0.182177902
19/11/2019,Ebay,0.150674758
26/11/2019,Ebay,0.323758711
04/12/2019,Ebay,0.30617573
11/12/2019,Ebay,0.50581749
18/12/2019,Ebay,0.603990017
26/12/2019,Ebay,0.720844707
03/01/2020,Ebay,0.732200394
10/01/2020,Ebay,0.857297123
17/01/2020,Ebay,0.92323372
27/01/2020,Ebay,0.521019611
03/02/2020,Ebay,0.66076901
10/02/2020,Ebay,0.709672077
18/02/2020,Ebay,0.796671975
25/02/2020,Ebay,0.523583807
03/03/2020,Ebay,0.556552245
10/03/2020,Ebay,0.537870084
17/03/2020,Ebay,0.142615776
24/03/2020,Ebay,0.159832642
31/03/2020,Ebay,0.319729219
07/04/2020,Ebay,0.384200801
15/04/2020,Ebay,0.570472128
22/04/2020,Ebay,0.60325751
29/04/2020,Ebay,0.543547927
06/05/2020,Ebay,0.332367144
13/05/2020,Ebay,0.410941945
20/05/2020,Ebay,0.728353959
28/05/2020,Ebay,0.411491396
04/06/2020,Ebay,0.751248669
11/06/2020,Ebay,0.699964743
18/06/2020,Ebay,0.851985394
25/06/2020,Ebay,0.826709824
02/07/2020,Ebay,0.853084574
10/07/2020,Ebay,1.538277524
17/07/2020,Ebay,1.284237631
24/07/2020,Ebay,1.318304971
31/07/2020,Ebay,1.355302901
07/08/2020,Ebay,1.375083964
14/08/2020,Ebay,1.40933436
21/08/2020,Ebay,1.62600965
28/08/2020,Ebay,2.050935692
04/09/2020,Ebay,1.911552966
14/09/2020,Ebay,1.77803086
21/09/2020,Ebay,1.772902468
28/09/2020,Ebay,1.813014044
05/10/2020,Ebay,2.03756498
12/10/2020,Ebay,2.368531043
19/10/2020,Ebay,2.34929971
26/10/2020,Ebay,2.378238378
02/11/2020,Ebay,2.450951999
09/11/2020,Ebay,2.078958795
16/11/2020,Ebay,1.488824727
23/11/2020,Ebay,1.704950566
01/12/2020,Ebay,1.593224828
08/12/2020,Ebay,1.63132138
15/12/2020,Ebay,1.430214325
22/12/2020,Ebay,1.4434017
30/12/2020,Ebay,1.123974661
07/01/2021,Ebay,0.913526385
14/01/2021,Ebay,1.208043969
22/01/2021,Ebay,1.49450257
29/01/2021,Ebay,1.406770164
05/02/2021,Ebay,1.62362907
12/02/2021,Ebay,1.66355731
22/02/2021,Ebay,1.409883811
01/03/2021,Ebay,1.184416751
08/03/2021,Ebay,0.909680231
15/03/2021,Ebay,0.975433771
22/03/2021,Ebay,1.100713557
29/03/2021,Ebay,1.004372718
06/04/2021,Ebay,0.9807455
13/04/2021,Ebay,1.188079849
20/04/2021,Ebay,0.968107575
27/04/2021,Ebay,1.078734691
04/05/2021,Ebay,0.931842153
11/05/2021,Ebay,0.812423547
18/05/2021,Ebay,0.672124697
25/05/2021,Ebay,0.624686925
02/06/2021,Ebay,0.779638166
09/06/2021,Ebay,0.664798501
16/06/2021,Ebay,0.591535429
23/06/2021,Ebay,0.693004661
30/06/2021,Ebay,0.911328583
08/07/2021,Ebay,0.418085084
15/07/2021,Ebay,0.691172973
22/07/2021,Ebay,0.677985597
29/07/2021,Ebay,0.375775425
05/08/2021,Ebay,0.407644962
12/08/2021,Ebay,0.268078899
19/08/2021,Ebay,-0.301724656
26/08/2021,Ebay,-0.215823659
02/09/2021,Ebay,-0.092009168
10/09/2021,Ebay,-0.163440552
17/09/2021,Ebay,-0.31088254
24/09/2021,Ebay,-0.58506961
01/10/2021,Ebay,-0.601187575
08/10/2021,Ebay,-0.283958339
15/10/2021,Ebay,-0.16527224
22/10/2021,Ebay,0.012390654
29/10/2021,Ebay,-0.221318446
05/11/2021,Ebay,-0.335059488
12/11/2021,Ebay,-0.187068049
19/11/2021,Ebay,-0.671886451
29/11/2021,Ebay,-0.831783028
06/12/2021,Ebay,-0.978492369
13/12/2021,Ebay,-1.003401825
20/12/2021,Ebay,-1.136007946
28/12/2021,Ebay,-1.139671044
04/01/2022,Ebay,-1.052488089
11/01/2022,Ebay,-0.821159849
19/01/2022,Ebay,-0.902665101
26/01/2022,Ebay,-1.165862598
02/02/2022,Ebay,-0.991679744
09/02/2022,Ebay,-0.925376614
16/02/2022,Ebay,-0.94259348
24/02/2022,Ebay,-1.247184653
03/03/2022,Ebay,-1.373197086
10/03/2022,Ebay,-1.540420138
17/03/2022,Ebay,-1.403967582
24/03/2022,Ebay,-1.133260553
31/03/2022,Ebay,-1.249565652
07/04/2022,Ebay,-1.332536199
14/04/2022,Ebay,-1.49334862
22/04/2022,Ebay,-1.658190532
29/04/2022,Ebay,-1.464043419
06/05/2022,Ebay,-1.592986303
13/05/2022,Ebay,-1.63071688
20/05/2022,Ebay,-1.652695746
27/05/2022,Ebay,-1.531445311
06/06/2022,Ebay,-1.428877038
13/06/2022,Ebay,-1.437851865
21/06/2022,Ebay,-1.29370672
28/06/2022,Ebay,-1.103772155
06/07/2022,Ebay,-1.060546932
13/07/2022,Ebay,-1.244071006
20/07/2022,Ebay,-1.338214042
27/07/2022,Ebay,-1.359826654
03/08/2022,Ebay,-1.489135932
10/08/2022,Ebay,-1.549394825
17/08/2022,Ebay,-1.598114835
24/08/2022,Ebay,-1.547746473
31/08/2022,Ebay,-1.494813775
08/09/2022,Ebay,-1.602693777
15/09/2022,Ebay,-1.615331562
22/09/2022,Ebay,-1.764055649
29/09/2022,Ebay,-1.794276694
06/10/2022,Ebay,-1.697935715
13/10/2022,Ebay,-1.868455471
20/10/2022,Ebay,-1.923219718
27/10/2022,Ebay,-2.03641117
03/11/2022,Ebay,-2.047950054
10/11/2022,Ebay,-1.964430196
17/11/2022,Ebay,-1.699034617
25/11/2022,Ebay,-1.859480784
02/12/2022,Ebay,-1.592803246
09/12/2022,Ebay,-1.569359085
16/12/2022,Ebay,-1.652695746
23/12/2022,Ebay,-1.67357571
03/01/2023,Ebay,-1.557636865
08/01/2018,Alibaba,-1.621587211
16/01/2018,Alibaba,-1.539883999
23/01/2018,Alibaba,-1.45861742
30/01/2018,Alibaba,-1.352553927
06/02/2018,Alibaba,-1.345481164
13/02/2018,Alibaba,-1.385395762
21/02/2018,Alibaba,-1.289011499
28/02/2018,Alibaba,-1.247406266
07/03/2018,Alibaba,-1.201545853
14/03/2018,Alibaba,-1.136735448
21/03/2018,Alibaba,-1.149612997
28/03/2018,Alibaba,-1.361571006
05/04/2018,Alibaba,-1.332927596
12/04/2018,Alibaba,-1.337506543
19/04/2018,Alibaba,-1.184765697
26/04/2018,Alibaba,-1.239642974
03/05/2018,Alibaba,-1.163392405
10/05/2018,Alibaba,-1.111262194
17/05/2018,Alibaba,-1.149754027
24/05/2018,Alibaba,-1.119729774
01/06/2018,Alibaba,-1.065528621
08/06/2018,Alibaba,-1.005720038
15/06/2018,Alibaba,-0.960662805
22/06/2018,Alibaba,-0.961085464
29/06/2018,Alibaba,-0.983445103
09/07/2018,Alibaba,-0.928187303
16/07/2018,Alibaba,-0.810584752
23/07/2018,Alibaba,-0.839453466
30/07/2018,Alibaba,-0.871548661
06/08/2018,Alibaba,-0.77499542
13/08/2018,Alibaba,-0.706733231
20/08/2018,Alibaba,-0.734192938
27/08/2018,Alibaba,-0.662380286
04/09/2018,Alibaba,-0.504820786
11/09/2018,Alibaba,-0.578591943
18/09/2018,Alibaba,-0.643543162
25/09/2018,Alibaba,-0.596344257
02/10/2018,Alibaba,-0.60090923
09/10/2018,Alibaba,-0.743196043
16/10/2018,Alibaba,-0.814149189
23/10/2018,Alibaba,-0.886370526
30/10/2018,Alibaba,-1.222087801
06/11/2018,Alibaba,-1.063739309
13/11/2018,Alibaba,-1.080139158
20/11/2018,Alibaba,-1.271343674
28/11/2018,Alibaba,-1.014511814
06/12/2018,Alibaba,-0.984304394
13/12/2018,Alibaba,-1.041802543
20/12/2018,Alibaba,-1.320134751
28/12/2018,Alibaba,-1.295915284
07/01/2019,Alibaba,-1.08247797
14/01/2019,Alibaba,-1.09980784
22/01/2019,Alibaba,-1.078730367
29/01/2019,Alibaba,-1.132677838
05/02/2019,Alibaba,-1.041196718
12/02/2019,Alibaba,-1.070502279
20/02/2019,Alibaba,-1.092918029
27/02/2019,Alibaba,-1.066162825
06/03/2019,Alibaba,-1.026910163
13/03/2019,Alibaba,-0.996111322
20/03/2019,Alibaba,-0.846117543
27/03/2019,Alibaba,-0.890597114
03/04/2019,Alibaba,-0.813106516
10/04/2019,Alibaba,-0.775587057
17/04/2019,Alibaba,-0.750945146
25/04/2019,Alibaba,-0.69820911
02/05/2019,Alibaba,-0.700223942
09/05/2019,Alibaba,-0.701562433
16/05/2019,Alibaba,-0.690713689
23/05/2019,Alibaba,-0.820461123
31/05/2019,Alibaba,-0.877395584
07/06/2019,Alibaba,-0.836593317
14/06/2019,Alibaba,-0.744111876
21/06/2019,Alibaba,-0.685458402
28/06/2019,Alibaba,-0.710353994
08/07/2019,Alibaba,-0.62766465
15/07/2019,Alibaba,-0.530914054
22/07/2019,Alibaba,-0.5807334
29/07/2019,Alibaba,-0.683838282
05/08/2019,Alibaba,-0.891400295
12/08/2019,Alibaba,-0.863517714
19/08/2019,Alibaba,-0.81955948
26/08/2019,Alibaba,-0.886131034
03/09/2019,Alibaba,-0.85658598
10/09/2019,Alibaba,-0.81331806
17/09/2019,Alibaba,-0.810500049
24/09/2019,Alibaba,-0.924538163
01/10/2019,Alibaba,-0.932935228
08/10/2019,Alibaba,-0.975400182
15/10/2019,Alibaba,-0.888230139
22/10/2019,Alibaba,-0.890554977
29/10/2019,Alibaba,-0.894809943
05/11/2019,Alibaba,-0.839861935
12/11/2019,Alibaba,-0.873267459
19/11/2019,Alibaba,-0.908786276
26/11/2019,Alibaba,-0.846582554
04/12/2019,Alibaba,-0.897655903
11/12/2019,Alibaba,-0.914520762
18/12/2019,Alibaba,-0.864771716
26/12/2019,Alibaba,-0.745379852
03/01/2020,Alibaba,-0.736644617
10/01/2020,Alibaba,-0.725105559
17/01/2020,Alibaba,-0.751085961
27/01/2020,Alibaba,-0.802342476
03/02/2020,Alibaba,-0.554569832
10/02/2020,Alibaba,-0.371818707
18/02/2020,Alibaba,-0.341160681
25/02/2020,Alibaba,-0.598894399
03/03/2020,Alibaba,-0.688713047
10/03/2020,Alibaba,-0.712904135
17/03/2020,Alibaba,-0.831225378
24/03/2020,Alibaba,-0.644881653
31/03/2020,Alibaba,-0.631327764
07/04/2020,Alibaba,-0.544143747
15/04/2020,Alibaba,-0.126990701
22/04/2020,Alibaba,-0.048358967
29/04/2020,Alibaba,-0.035368766
06/05/2020,Alibaba,-0.065589945
13/05/2020,Alibaba,-0.042117333
20/05/2020,Alibaba,0.141070425
28/05/2020,Alibaba,0.004630535
04/06/2020,Alibaba,0.08846123
11/06/2020,Alibaba,0.225633785
18/06/2020,Alibaba,0.360918351
25/06/2020,Alibaba,0.502655664
02/07/2020,Alibaba,0.693874154
10/07/2020,Alibaba,1.130216684
17/07/2020,Alibaba,0.794851338
24/07/2020,Alibaba,0.860986044
31/07/2020,Alibaba,1.080453448
07/08/2020,Alibaba,1.084370459
14/08/2020,Alibaba,1.056981051
21/08/2020,Alibaba,1.249580169
28/08/2020,Alibaba,1.414536629
04/09/2020,Alibaba,1.263528769
14/09/2020,Alibaba,0.993509138
21/09/2020,Alibaba,0.792738044
28/09/2020,Alibaba,1.093655193
05/10/2020,Alibaba,1.129089737
12/10/2020,Alibaba,1.472485599
19/10/2020,Alibaba,1.140375113
26/10/2020,Alibaba,1.140135621
02/11/2020,Alibaba,0.854744625
09/11/2020,Alibaba,1.050950747
16/11/2020,Alibaba,1.033085566
23/11/2020,Alibaba,0.987056175
01/12/2020,Alibaba,1.158507734
08/12/2020,Alibaba,1.098220166
15/12/2020,Alibaba,1.081073462
22/12/2020,Alibaba,1.139402955
30/12/2020,Alibaba,1.251172342
07/01/2021,Alibaba,1.0769032
14/01/2021,Alibaba,1.028027849
22/01/2021,Alibaba,1.260161258
29/01/2021,Alibaba,1.138951918
05/02/2021,Alibaba,1.344583804
12/02/2021,Alibaba,1.239703799
22/02/2021,Alibaba,1.103080957
01/03/2021,Alibaba,1.054332447
08/03/2021,Alibaba,0.78073419
15/03/2021,Alibaba,0.963513263
22/03/2021,Alibaba,1.004639726
29/03/2021,Alibaba,0.955130172
06/04/2021,Alibaba,1.163776995
13/04/2021,Alibaba,1.412000676
20/04/2021,Alibaba,1.319984031
27/04/2021,Alibaba,1.436558312
04/05/2021,Alibaba,1.287832725
11/05/2021,Alibaba,1.163903836
18/05/2021,Alibaba,1.175696575
25/05/2021,Alibaba,1.21341339
02/06/2021,Alibaba,1.178105687
09/06/2021,Alibaba,1.244550401
16/06/2021,Alibaba,1.433486619
23/06/2021,Alibaba,1.558274585
30/06/2021,Alibaba,1.468582778
08/07/2021,Alibaba,1.878930716
15/07/2021,Alibaba,1.737742902
22/07/2021,Alibaba,1.747366021
29/07/2021,Alibaba,1.693672016
05/08/2021,Alibaba,1.378172494
12/08/2021,Alibaba,1.276039986
19/08/2021,Alibaba,1.112957328
26/08/2021,Alibaba,1.293651485
02/09/2021,Alibaba,1.500931869
10/09/2021,Alibaba,1.509427612
17/09/2021,Alibaba,1.500086551
24/09/2021,Alibaba,1.447956341
01/10/2021,Alibaba,1.247523201
08/10/2021,Alibaba,1.255075164
15/10/2021,Alibaba,1.424709247
22/10/2021,Alibaba,1.321195681
29/10/2021,Alibaba,1.373156914
05/11/2021,Alibaba,1.579647876
12/11/2021,Alibaba,1.588327215
19/11/2021,Alibaba,1.801665852
29/11/2021,Alibaba,1.639640056
06/12/2021,Alibaba,1.450562808
13/12/2021,Alibaba,1.399813656
20/12/2021,Alibaba,1.329691424
28/12/2021,Alibaba,1.43062647
04/01/2022,Alibaba,1.342174692
11/01/2022,Alibaba,1.281309246
19/01/2022,Alibaba,1.025928314
26/01/2022,Alibaba,0.534877485
02/02/2022,Alibaba,0.865692047
09/02/2022,Alibaba,1.163734858
16/02/2022,Alibaba,1.076691656
24/02/2022,Alibaba,0.886699006
03/03/2022,Alibaba,0.789215744
10/03/2022,Alibaba,0.758755073
17/03/2022,Alibaba,1.052416079
24/03/2022,Alibaba,1.23305391
31/03/2022,Alibaba,1.214681366
07/04/2022,Alibaba,1.067787443
14/04/2022,Alibaba,0.89651905
22/04/2022,Alibaba,0.689224908
29/04/2022,Alibaba,0.123726581
06/05/2022,Alibaba,-0.144221893
13/05/2022,Alibaba,-0.19261826
20/05/2022,Alibaba,-0.346584945
27/05/2022,Alibaba,-0.133683157
06/06/2022,Alibaba,0.138055272
13/06/2022,Alibaba,-0.457072597
21/06/2022,Alibaba,-0.315898756
28/06/2022,Alibaba,-0.351967073
06/07/2022,Alibaba,-0.156690758
13/07/2022,Alibaba,-0.267431875
20/07/2022,Alibaba,0.081134786
27/07/2022,Alibaba,0.030413796
03/08/2022,Alibaba,0.553123188
10/08/2022,Alibaba,0.642448662
17/08/2022,Alibaba,0.625823509
24/08/2022,Alibaba,0.39194271
31/08/2022,Alibaba,0.193848383
08/09/2022,Alibaba,0.279792801
