date,Health,Immigration & Asylum,Crime,The economy,Tax,Pensions,Education,Family life & childcare,Housing,The environment,Britain leaving the EU,Transport,Welfare benefits,Defence and security,None of these,Don't know,Afghanistan,Defence and Terrorism,Don't know / None of these,Unweighted base,Base
01/08/2017,0.39,0.36,0.1,0.35,0.04,0.07,0.13,0.04,0.18,0.09,0.65,0.02,0.12,0.17,0.0,0.0,0.0,0.0,0.05,1665,1665
31/08/2017,0.34,0.36,0.1,0.33,0.04,0.07,0.14,0.05,0.15,0.09,0.61,0.02,0.12,0.23,0.0,0.0,0.0,0.0,0.06,1658,1658
12/09/2017,0.38,0.37,0.1,0.3,0.04,0.07,0.14,0.05,0.16,0.11,0.66,0.01,0.13,0.19,0.0,0.0,0.0,0.0,0.04,1666,1666
11/10/2017,0.37,0.33,0.11,0.32,0.03,0.08,0.15,0.04,0.19,0.09,0.65,0.02,0.12,0.2,0.0,0.0,0.0,0.0,0.04,1680,1680
28/11/2017,0.42,0.32,0.12,0.35,0.05,0.1,0.12,0.03,0.19,0.09,0.58,0.02,0.13,0.18,0.0,0.0,0.0,0.0,0.05,1575,1575
12/12/2017,0.39,0.31,0.11,0.31,0.05,0.06,0.14,0.05,0.2,0.11,0.63,0.03,0.15,0.15,0.0,0.0,0.0,0.0,0.04,1682,1682
20/12/2017,0.39,0.3,0.1,0.31,0.04,0.07,0.11,0.05,0.22,0.09,0.65,0.02,0.17,0.16,0.0,0.0,0.0,0.0,0.05,1610,1610
21/12/2017,0.43,0.31,0.11,0.3,0.05,0.08,0.15,0.06,0.23,0.11,0.56,0.03,0.12,0.17,0.0,0.0,0.0,0.0,0.04,1625,1625
03/01/2018,0.41,0.31,0.12,0.32,0.05,0.06,0.12,0.04,0.22,0.11,0.59,0.04,0.14,0.17,0.0,0.0,0.0,0.0,0.05,1642,1642
08/01/2018,0.52,0.28,0.11,0.3,0.04,0.07,0.14,0.04,0.21,0.1,0.61,0.03,0.12,0.15,0.0,0.0,0.0,0.0,0.04,1621,1621
16/01/2018,0.54,0.3,0.12,0.28,0.06,0.08,0.15,0.05,0.19,0.11,0.53,0.03,0.15,0.14,0.0,0.0,0.0,0.0,0.05,1632,1632
30/01/2018,0.53,0.3,0.12,0.26,0.04,0.07,0.15,0.04,0.2,0.11,0.58,0.02,0.11,0.16,0.0,0.0,0.0,0.0,0.04,3319,3319
06/02/2018,0.53,0.29,0.11,0.27,0.05,0.08,0.14,0.04,0.17,0.11,0.6,0.03,0.12,0.16,0.0,0.0,0.0,0.0,0.05,1917,1917
13/02/2018,0.52,0.31,0.11,0.28,0.03,0.07,0.13,0.04,0.19,0.11,0.61,0.02,0.14,0.13,0.0,0.0,0.0,0.0,0.05,1639,1639
20/02/2018,0.49,0.3,0.12,0.28,0.04,0.09,0.16,0.04,0.2,0.11,0.58,0.02,0.12,0.15,0.0,0.0,0.0,0.0,0.05,1650,1650
27/02/2018,0.45,0.33,0.12,0.28,0.05,0.08,0.15,0.05,0.17,0.1,0.59,0.03,0.13,0.16,0.0,0.0,0.0,0.0,0.05,1622,1622
06/03/2018,0.42,0.31,0.11,0.29,0.05,0.08,0.13,0.03,0.25,0.12,0.6,0.02,0.13,0.16,0.0,0.0,0.0,0.0,0.06,1641,1641
27/03/2018,0.44,0.31,0.13,0.27,0.04,0.08,0.14,0.04,0.19,0.13,0.57,0.02,0.12,0.23,0.0,0.0,0.0,0.0,0.05,1637,1637
10/04/2018,0.44,0.3,0.23,0.26,0.04,0.07,0.13,0.05,0.2,0.11,0.58,0.02,0.11,0.2,0.0,0.0,0.0,0.0,0.04,3279,3289
17/04/2018,0.43,0.29,0.22,0.24,0.05,0.07,0.12,0.04,0.18,0.13,0.58,0.02,0.11,0.27,0.0,0.0,0.0,0.0,0.04,1631,1631
25/04/2018,0.39,0.3,0.2,0.26,0.04,0.06,0.13,0.05,0.19,0.13,0.59,0.01,0.11,0.21,0.0,0.0,0.0,0.0,0.05,1668,1668
01/05/2018,0.4,0.35,0.19,0.26,0.04,0.06,0.15,0.04,0.19,0.13,0.61,0.02,0.11,0.18,0.0,0.0,0.0,0.0,0.04,1585,1595
09/05/2018,0.42,0.32,0.24,0.28,0.03,0.05,0.13,0.04,0.18,0.12,0.68,0.01,0.09,0.2,0.0,0.0,0.0,0.0,0.02,1648,584
14/05/2018,0.44,0.31,0.2,0.28,0.03,0.05,0.12,0.04,0.19,0.12,0.6,0.02,0.11,0.15,0.0,0.0,0.0,0.0,0.05,1634,1634
21/05/2018,0.42,0.29,0.23,0.27,0.05,0.06,0.14,0.04,0.19,0.12,0.57,0.02,0.12,0.15,0.0,0.0,0.0,0.0,0.05,1660,1660
29/05/2018,0.46,0.29,0.21,0.27,0.04,0.07,0.13,0.04,0.18,0.11,0.57,0.02,0.11,0.14,0.0,0.0,0.0,0.0,0.06,1670,1670
05/06/2018,0.43,0.31,0.25,0.25,0.03,0.06,0.12,0.04,0.17,0.11,0.58,0.04,0.09,0.19,0.0,0.0,0.0,0.0,0.05,1619,1619
12/06/2018,0.42,0.31,0.26,0.27,0.04,0.07,0.12,0.04,0.16,0.12,0.6,0.03,0.12,0.14,0.0,0.0,0.0,0.0,0.04,1638,1638
19/06/2018,0.46,0.31,0.22,0.26,0.04,0.05,0.12,0.04,0.18,0.12,0.58,0.03,0.13,0.12,0.0,0.0,0.0,0.0,0.06,1606,1615
26/06/2018,0.44,0.35,0.18,0.25,0.04,0.06,0.11,0.04,0.16,0.13,0.64,0.04,0.11,0.14,0.0,0.0,0.0,0.0,0.04,1646,1646
04/07/2018,0.45,0.31,0.2,0.25,0.04,0.06,0.13,0.03,0.17,0.13,0.62,0.02,0.11,0.14,0.0,0.0,0.0,0.0,0.06,1641,1641
09/07/2018,0.43,0.31,0.18,0.28,0.04,0.06,0.11,0.04,0.16,0.12,0.63,0.03,0.13,0.15,0.0,0.0,0.0,0.0,0.06,1856,1861
17/07/2018,0.42,0.3,0.18,0.29,0.04,0.06,0.12,0.04,0.16,0.12,0.68,0.03,0.11,0.13,0.0,0.0,0.0,0.0,0.04,1657,1657
23/07/2018,0.39,0.31,0.23,0.27,0.03,0.05,0.11,0.03,0.18,0.1,0.66,0.03,0.1,0.14,0.0,0.0,0.0,0.0,0.05,1650,1650
31/07/2018,0.38,0.29,0.22,0.26,0.04,0.07,0.11,0.04,0.16,0.12,0.68,0.04,0.1,0.14,0.0,0.0,0.0,0.0,0.04,1718,1718
14/08/2018,0.37,0.32,0.23,0.29,0.04,0.06,0.1,0.04,0.17,0.14,0.64,0.03,0.1,0.13,0.0,0.0,0.0,0.0,0.05,3335,3335
21/08/2018,0.36,0.33,0.23,0.27,0.05,0.06,0.1,0.05,0.18,0.13,0.63,0.04,0.11,0.14,0.0,0.0,0.0,0.0,0.05,1697,1697
29/08/2018,0.35,0.28,0.22,0.3,0.04,0.05,0.13,0.04,0.18,0.14,0.64,0.03,0.11,0.12,0.0,0.0,0.0,0.0,0.05,1664,1664
04/09/2018,0.37,0.3,0.22,0.3,0.04,0.06,0.11,0.04,0.17,0.12,0.65,0.02,0.1,0.14,0.0,0.0,0.0,0.0,0.05,1883,1883
20/09/2018,0.34,0.29,0.23,0.3,0.04,0.06,0.12,0.03,0.19,0.14,0.66,0.03,0.1,0.14,0.0,0.0,0.0,0.0,0.04,1739,1739
01/10/2018,0.37,0.3,0.21,0.29,0.04,0.05,0.12,0.03,0.19,0.1,0.69,0.03,0.1,0.14,0.0,0.0,0.0,0.0,0.05,1607,1607
09/10/2018,0.38,0.27,0.2,0.28,0.05,0.06,0.12,0.04,0.21,0.18,0.65,0.03,0.12,0.12,0.0,0.0,0.0,0.0,0.04,1672,1672
15/10/2018,0.37,0.28,0.22,0.26,0.04,0.06,0.1,0.04,0.18,0.16,0.64,0.02,0.14,0.13,0.0,0.0,0.0,0.0,0.06,1649,1649
23/10/2018,0.38,0.27,0.21,0.27,0.05,0.07,0.12,0.05,0.16,0.16,0.65,0.03,0.14,0.12,0.0,0.0,0.0,0.0,0.05,1802,1802
05/11/2018,0.37,0.27,0.24,0.22,0.04,0.06,0.13,0.04,0.19,0.17,0.61,0.03,0.15,0.12,0.0,0.0,0.0,0.0,0.06,1637,1637
19/11/2018,0.34,0.29,0.23,0.26,0.03,0.07,0.12,0.03,0.16,0.14,0.69,0.02,0.16,0.1,0.0,0.0,0.0,0.0,0.05,1671,1671
27/11/2018,0.36,0.26,0.25,0.28,0.04,0.06,0.14,0.03,0.17,0.16,0.64,0.02,0.15,0.13,0.0,0.0,0.0,0.0,0.04,1737,1737
04/12/2018,0.32,0.24,0.21,0.29,0.05,0.06,0.13,0.04,0.16,0.18,0.66,0.03,0.15,0.12,0.0,0.0,0.0,0.0,0.06,1624,1624
07/01/2019,0.34,0.31,0.21,0.29,0.04,0.06,0.11,0.04,0.16,0.15,0.66,0.03,0.14,0.13,0.0,0.0,0.0,0.0,0.05,1656,1656
14/01/2019,0.34,0.3,0.2,0.28,0.03,0.04,0.1,0.04,0.17,0.14,0.7,0.03,0.15,0.12,0.0,0.0,0.0,0.0,0.05,1693,1693
21/01/2019,0.34,0.31,0.21,0.27,0.04,0.05,0.11,0.04,0.16,0.15,0.68,0.02,0.14,0.12,0.0,0.0,0.0,0.0,0.05,1661,1661
04/02/2019,0.34,0.27,0.25,0.29,0.04,0.07,0.11,0.03,0.19,0.15,0.7,0.02,0.14,0.11,0.0,0.0,0.0,0.0,0.04,1851,1851
07/03/2019,0.28,0.27,0.36,0.28,0.04,0.05,0.12,0.04,0.15,0.17,0.68,0.02,0.12,0.13,0.0,0.0,0.0,0.0,0.03,1800,1800
25/03/2019,0.3,0.22,0.31,0.24,0.03,0.05,0.12,0.03,0.15,0.17,0.71,0.02,0.11,0.11,0.0,0.0,0.0,0.0,0.05,2110,2110
03/04/2019,0.32,0.22,0.34,0.27,0.03,0.04,0.12,0.03,0.14,0.17,0.72,0.02,0.11,0.1,0.0,0.0,0.0,0.0,0.04,1771,1771
11/04/2019,0.31,0.25,0.3,0.29,0.04,0.05,0.14,0.03,0.17,0.17,0.66,0.02,0.11,0.09,0.0,0.0,0.0,0.0,0.05,1843,1843
30/04/2019,0.29,0.23,0.28,0.24,0.05,0.06,0.13,0.04,0.15,0.24,0.63,0.02,0.12,0.13,0.0,0.0,0.0,0.0,0.06,1630,1630
29/05/2019,0.32,0.22,0.25,0.25,0.05,0.06,0.12,0.04,0.14,0.27,0.67,0.02,0.11,0.12,0.0,0.0,0.0,0.0,0.05,1695,1695
06/06/2019,0.36,0.23,0.21,0.26,0.04,0.06,0.14,0.05,0.13,0.27,0.65,0.01,0.11,0.1,0.0,0.0,0.0,0.0,0.06,1657,1657
24/06/2019,0.34,0.24,0.28,0.26,0.04,0.07,0.13,0.04,0.16,0.26,0.67,0.02,0.12,0.1,0.01,0.03,0.0,0.0,0.0,1709,1709
01/07/2019,0.35,0.24,0.3,0.24,0.03,0.07,0.14,0.04,0.13,0.27,0.67,0.02,0.12,0.11,0.01,0.03,0.0,0.0,0.0,1675,1675
08/07/2019,0.32,0.26,0.32,0.23,0.04,0.07,0.15,0.04,0.15,0.27,0.66,0.02,0.11,0.08,0.01,0.04,0.0,0.0,0.0,1665,1665
14/07/2019,0.31,0.28,0.31,0.24,0.05,0.05,0.12,0.05,0.14,0.28,0.71,0.02,0.12,0.14,0.0,0.01,0.0,0.0,0.0,1783,1783
22/07/2019,0.31,0.24,0.29,0.25,0.04,0.07,0.13,0.04,0.14,0.26,0.68,0.01,0.11,0.14,0.0,0.04,0.0,0.0,0.0,1691,1691
29/07/2019,0.3,0.21,0.31,0.24,0.04,0.05,0.13,0.04,0.15,0.26,0.71,0.03,0.1,0.14,0.0,0.03,0.0,0.0,0.0,1712,1712
05/08/2019,0.32,0.22,0.3,0.26,0.04,0.06,0.11,0.04,0.14,0.27,0.69,0.02,0.12,0.13,0.0,0.03,0.0,0.0,0.0,1679,1679
11/08/2019,0.33,0.22,0.3,0.28,0.04,0.07,0.12,0.04,0.15,0.25,0.68,0.02,0.11,0.12,0.01,0.02,0.0,0.0,0.0,1750,1750
19/08/2019,0.33,0.24,0.37,0.27,0.03,0.06,0.12,0.04,0.14,0.24,0.69,0.03,0.09,0.12,0.01,0.03,0.0,0.0,0.0,1702,1702
26/08/2019,0.35,0.25,0.31,0.25,0.04,0.07,0.1,0.03,0.16,0.26,0.67,0.03,0.11,0.11,0.01,0.04,0.0,0.0,0.0,1674,1674
02/09/2019,0.31,0.24,0.3,0.25,0.04,0.06,0.13,0.04,0.14,0.29,0.71,0.02,0.09,0.09,0.0,0.04,0.0,0.0,0.0,1654,1654
09/09/2019,0.31,0.2,0.3,0.28,0.03,0.06,0.14,0.03,0.13,0.25,0.73,0.02,0.1,0.09,0.0,0.04,0.0,0.0,0.0,1680,1680
16/09/2019,0.31,0.22,0.3,0.25,0.03,0.07,0.11,0.04,0.15,0.23,0.75,0.03,0.1,0.1,0.0,0.03,0.0,0.0,0.0,1699,1699
23/09/2019,0.35,0.22,0.28,0.25,0.04,0.06,0.12,0.04,0.15,0.31,0.7,0.02,0.1,0.1,0.0,0.03,0.0,0.0,0.0,1689,1689
30/09/2019,0.31,0.21,0.27,0.27,0.04,0.07,0.12,0.03,0.14,0.28,0.73,0.02,0.11,0.1,0.01,0.03,0.0,0.0,0.0,1700,1700
06/10/2019,0.35,0.23,0.24,0.26,0.04,0.07,0.13,0.04,0.16,0.29,0.69,0.02,0.11,0.09,0.0,0.03,0.0,0.0,0.0,1687,1687
14/10/2019,0.32,0.21,0.28,0.26,0.04,0.06,0.11,0.02,0.16,0.28,0.71,0.02,0.1,0.1,0.01,0.04,0.0,0.0,0.0,1666,1666
21/10/2019,0.35,0.21,0.28,0.26,0.03,0.07,0.13,0.04,0.14,0.27,0.68,0.03,0.1,0.08,0.01,0.05,0.0,0.0,0.0,1693,1693
28/10/2019,0.35,0.23,0.27,0.27,0.03,0.06,0.13,0.04,0.15,0.28,0.69,0.02,0.09,0.12,0.0,0.03,0.0,0.0,0.0,1682,1682
04/11/2019,0.38,0.23,0.26,0.27,0.05,0.05,0.14,0.05,0.16,0.27,0.65,0.02,0.1,0.09,0.01,0.03,0.0,0.0,0.0,1670,1670
11/11/2019,0.42,0.23,0.23,0.27,0.05,0.07,0.12,0.04,0.14,0.28,0.64,0.03,0.1,0.08,0.01,0.04,0.0,0.0,0.0,1679,1679
18/11/2019,0.45,0.21,0.23,0.27,0.04,0.05,0.14,0.05,0.14,0.28,0.64,0.03,0.09,0.09,0.01,0.03,0.0,0.0,0.0,1668,1668
25/11/2019,0.47,0.22,0.21,0.26,0.05,0.07,0.12,0.05,0.16,0.28,0.62,0.03,0.1,0.06,0.01,0.04,0.0,0.0,0.0,1679,1679
01/12/2019,0.47,0.22,0.22,0.24,0.04,0.07,0.14,0.04,0.15,0.31,0.63,0.03,0.1,0.12,0.0,0.02,0.0,0.0,0.0,1658,1658
16/12/2019,0.52,0.2,0.21,0.24,0.05,0.07,0.14,0.06,0.15,0.24,0.61,0.03,0.12,0.08,0.01,0.03,0.0,0.0,0.0,1695,1695
23/12/2019,0.53,0.22,0.25,0.25,0.04,0.07,0.12,0.03,0.13,0.26,0.62,0.03,0.13,0.09,0.0,0.02,0.0,0.0,0.0,1692,1692
30/12/2019,0.46,0.23,0.21,0.26,0.03,0.07,0.11,0.05,0.13,0.27,0.63,0.03,0.12,0.1,0.01,0.03,0.0,0.0,0.0,1688,1688
06/01/2020,0.46,0.21,0.21,0.26,0.03,0.06,0.12,0.04,0.14,0.31,0.6,0.04,0.11,0.15,0.0,0.03,0.0,0.0,0.0,1702,1702
13/01/2020,0.44,0.22,0.23,0.25,0.04,0.06,0.12,0.04,0.14,0.29,0.6,0.04,0.1,0.15,0.01,0.04,0.0,0.0,0.0,1660,1660
20/01/2020,0.43,0.19,0.24,0.26,0.04,0.07,0.12,0.04,0.17,0.34,0.57,0.04,0.11,0.09,0.01,0.03,0.0,0.0,0.0,1708,1708
27/01/2020,0.43,0.22,0.26,0.25,0.03,0.07,0.13,0.04,0.14,0.34,0.53,0.04,0.11,0.12,0.01,0.04,0.0,0.0,0.0,1673,1673
03/02/2020,0.44,0.22,0.26,0.29,0.05,0.07,0.13,0.04,0.15,0.32,0.46,0.05,0.13,0.11,0.0,0.04,0.0,0.0,0.0,1686,1686
09/02/2020,0.41,0.23,0.28,0.27,0.05,0.07,0.12,0.04,0.16,0.3,0.46,0.06,0.14,0.13,0.01,0.04,0.0,0.0,0.0,1692,1692
17/02/2020,0.44,0.23,0.26,0.28,0.04,0.07,0.12,0.05,0.17,0.3,0.48,0.04,0.12,0.13,0.0,0.04,0.0,0.0,0.0,1646,1646
24/02/2020,0.41,0.25,0.28,0.28,0.04,0.07,0.12,0.05,0.16,0.32,0.45,0.04,0.1,0.11,0.01,0.05,0.0,0.0,0.0,1658,1658
02/03/2020,0.51,0.2,0.25,0.26,0.04,0.06,0.13,0.05,0.19,0.31,0.46,0.04,0.12,0.11,0.01,0.04,0.0,0.0,0.0,1646,1646
09/03/2020,0.54,0.23,0.23,0.26,0.03,0.06,0.11,0.05,0.17,0.33,0.43,0.04,0.12,0.11,0.01,0.05,0.0,0.0,0.0,1626,1626
16/03/2020,0.68,0.17,0.19,0.32,0.04,0.06,0.09,0.04,0.15,0.27,0.38,0.03,0.1,0.09,0.02,0.04,0.0,0.0,0.0,1637,1637
23/03/2020,0.75,0.13,0.12,0.45,0.03,0.05,0.1,0.12,0.1,0.21,0.25,0.02,0.14,0.05,0.03,0.03,0.0,0.0,0.0,1633,1633
30/03/2020,0.74,0.11,0.12,0.45,0.04,0.05,0.09,0.1,0.1,0.21,0.25,0.02,0.17,0.07,0.03,0.03,0.0,0.0,0.0,1631,1631
06/04/2020,0.74,0.13,0.13,0.5,0.02,0.04,0.09,0.07,0.11,0.22,0.27,0.02,0.17,0.08,0.02,0.02,0.0,0.0,0.0,1619,1619
13/04/2020,0.74,0.13,0.12,0.52,0.03,0.03,0.11,0.09,0.09,0.21,0.28,0.02,0.15,0.07,0.03,0.02,0.0,0.0,0.0,1623,1623
20/04/2020,0.75,0.11,0.09,0.56,0.03,0.04,0.11,0.09,0.1,0.21,0.29,0.01,0.15,0.05,0.02,0.04,0.0,0.0,0.0,1611,1611
27/04/2020,0.72,0.14,0.1,0.58,0.05,0.04,0.11,0.08,0.09,0.22,0.31,0.01,0.14,0.06,0.02,0.03,0.0,0.0,0.0,1664,1664
03/05/2020,0.71,0.13,0.12,0.57,0.03,0.04,0.13,0.09,0.09,0.23,0.32,0.03,0.12,0.06,0.01,0.03,0.0,0.0,0.0,1655,1655
10/05/2020,0.66,0.16,0.14,0.57,0.03,0.03,0.14,0.07,0.11,0.23,0.31,0.02,0.11,0.06,0.02,0.03,0.0,0.0,0.0,1674,1674
18/05/2020,0.68,0.16,0.11,0.57,0.04,0.04,0.14,0.08,0.1,0.24,0.33,0.02,0.1,0.04,0.01,0.03,0.0,0.0,0.0,1643,1643
25/05/2020,0.66,0.19,0.11,0.61,0.05,0.03,0.16,0.09,0.09,0.2,0.36,0.03,0.1,0.05,0.01,0.02,0.0,0.0,0.0,1672,1672
02/06/2020,0.62,0.17,0.12,0.52,0.04,0.04,0.16,0.08,0.11,0.26,0.41,0.02,0.1,0.07,0.01,0.04,0.0,0.0,0.0,1618,1618
08/06/2020,0.62,0.17,0.14,0.56,0.04,0.04,0.14,0.05,0.08,0.23,0.45,0.02,0.09,0.05,0.01,0.04,0.0,0.0,0.0,1666,1666
15/06/2020,0.6,0.16,0.15,0.61,0.03,0.03,0.18,0.04,0.08,0.23,0.45,0.01,0.06,0.06,0.01,0.03,0.0,0.0,0.0,1648,1648
22/06/2020,0.59,0.16,0.13,0.58,0.03,0.04,0.2,0.06,0.09,0.24,0.44,0.01,0.09,0.06,0.01,0.03,0.0,0.0,0.0,1658,1658
29/06/2020,0.55,0.19,0.21,0.54,0.03,0.04,0.19,0.04,0.09,0.24,0.42,0.02,0.08,0.06,0.01,0.04,0.0,0.0,0.0,1667,1666
06/07/2020,0.57,0.19,0.17,0.57,0.03,0.03,0.18,0.05,0.11,0.24,0.43,0.02,0.08,0.06,0.01,0.03,0.0,0.0,0.0,1638,1638
13/07/2020,0.56,0.18,0.15,0.6,0.04,0.05,0.16,0.05,0.1,0.24,0.4,0.02,0.09,0.07,0.01,0.04,0.0,0.0,0.0,1673,1673
20/07/2020,0.55,0.2,0.16,0.56,0.05,0.05,0.16,0.05,0.11,0.25,0.45,0.01,0.08,0.08,0.01,0.03,0.0,0.0,0.0,1658,1658
27/07/2020,0.57,0.2,0.15,0.55,0.04,0.04,0.14,0.05,0.1,0.24,0.46,0.02,0.09,0.09,0.01,0.03,0.0,0.0,0.0,1651,1651
03/08/2020,0.6,0.19,0.13,0.57,0.04,0.03,0.14,0.06,0.09,0.23,0.45,0.01,0.09,0.06,0.02,0.04,0.0,0.0,0.0,3326,3326
10/08/2020,0.52,0.29,0.14,0.54,0.04,0.05,0.16,0.04,0.1,0.22,0.43,0.01,0.1,0.07,0.01,0.04,0.0,0.0,0.0,1643,1643
17/08/2020,0.52,0.3,0.15,0.56,0.03,0.06,0.2,0.05,0.09,0.21,0.4,0.01,0.08,0.06,0.01,0.04,0.0,0.0,0.0,1682,1682
24/08/2020,0.51,0.3,0.15,0.54,0.03,0.05,0.19,0.05,0.12,0.21,0.44,0.01,0.06,0.06,0.01,0.04,0.0,0.0,0.0,1664,1664
31/08/2020,0.53,0.26,0.15,0.56,0.04,0.04,0.17,0.05,0.1,0.21,0.46,0.02,0.08,0.07,0.01,0.04,0.0,0.0,0.0,1657,1657
07/09/2020,0.52,0.3,0.16,0.55,0.05,0.05,0.16,0.04,0.11,0.21,0.46,0.01,0.09,0.05,0.0,0.03,0.0,0.0,0.0,1661,1661
14/09/2020,0.53,0.26,0.14,0.53,0.04,0.05,0.13,0.04,0.11,0.23,0.51,0.01,0.08,0.06,0.01,0.03,0.0,0.0,0.0,1632,1632
21/09/2020,0.55,0.26,0.13,0.53,0.03,0.04,0.14,0.04,0.1,0.24,0.51,0.02,0.06,0.04,0.02,0.02,0.0,0.0,0.0,1635,1635
28/09/2020,0.58,0.25,0.13,0.56,0.03,0.04,0.13,0.05,0.1,0.23,0.48,0.01,0.08,0.06,0.01,0.03,0.0,0.0,0.0,1633,1633
05/10/2020,0.58,0.26,0.14,0.54,0.03,0.03,0.14,0.05,0.1,0.24,0.5,0.02,0.07,0.05,0.01,0.03,0.0,0.0,0.0,1652,1652
12/10/2020,0.57,0.24,0.13,0.56,0.04,0.05,0.13,0.05,0.11,0.25,0.48,0.01,0.08,0.05,0.01,0.04,0.0,0.0,0.0,1678,1678
18/10/2020,0.61,0.21,0.12,0.55,0.03,0.04,0.16,0.05,0.1,0.25,0.5,0.01,0.08,0.04,0.01,0.02,0.0,0.0,0.0,1665,1665
26/10/2020,0.58,0.2,0.11,0.57,0.03,0.04,0.12,0.08,0.1,0.25,0.51,0.01,0.1,0.05,0.01,0.03,0.0,0.0,0.0,1681,1681
02/11/2020,0.61,0.22,0.11,0.55,0.03,0.04,0.12,0.08,0.1,0.21,0.47,0.01,0.1,0.05,0.01,0.04,0.0,0.0,0.0,1683,1683
09/11/2020,0.58,0.21,0.13,0.55,0.05,0.04,0.13,0.06,0.1,0.23,0.47,0.02,0.09,0.08,0.01,0.03,0.0,0.0,0.0,1661,1661
15/11/2020,0.6,0.21,0.12,0.57,0.04,0.04,0.13,0.06,0.11,0.22,0.5,0.01,0.08,0.07,0.01,0.03,0.0,0.0,0.0,1660,1660
23/11/2020,0.56,0.19,0.11,0.55,0.03,0.03,0.11,0.06,0.12,0.25,0.52,0.02,0.09,0.07,0.01,0.05,0.0,0.0,0.0,1645,1645
30/11/2020,0.59,0.21,0.11,0.59,0.05,0.04,0.09,0.05,0.13,0.24,0.51,0.02,0.08,0.06,0.01,0.03,0.0,0.0,0.0,1650,1650
07/12/2020,0.55,0.21,0.12,0.54,0.04,0.04,0.12,0.06,0.12,0.22,0.53,0.01,0.08,0.07,0.0,0.05,0.0,0.0,0.0,1656,1656
14/12/2020,0.56,0.2,0.11,0.54,0.03,0.04,0.09,0.05,0.1,0.22,0.63,0.01,0.07,0.07,0.01,0.04,0.0,0.0,0.0,1674,1674
20/12/2020,0.58,0.17,0.11,0.53,0.04,0.04,0.13,0.05,0.08,0.22,0.61,0.01,0.09,0.07,0.01,0.03,0.0,0.0,0.0,1633,1633
28/12/2020,0.57,0.21,0.12,0.55,0.04,0.04,0.13,0.06,0.11,0.25,0.43,0.02,0.1,0.07,0.01,0.04,0.0,0.0,0.0,1683,1683
04/01/2021,0.64,0.17,0.12,0.55,0.04,0.04,0.2,0.05,0.11,0.26,0.34,0.01,0.08,0.07,0.01,0.04,0.0,0.0,0.0,1693,1693
11/01/2021,0.69,0.17,0.1,0.55,0.04,0.04,0.26,0.07,0.11,0.23,0.32,0.01,0.08,0.07,0.0,0.03,0.0,0.0,0.0,1655,1655
18/01/2021,0.64,0.18,0.1,0.56,0.02,0.04,0.23,0.08,0.1,0.23,0.34,0.01,0.09,0.07,0.01,0.04,0.0,0.0,0.0,1630,1630
25/01/2021,0.63,0.18,0.12,0.52,0.05,0.03,0.22,0.07,0.1,0.23,0.34,0.01,0.12,0.05,0.01,0.04,0.0,0.0,0.0,1637,1637
01/02/2021,0.66,0.17,0.1,0.55,0.04,0.03,0.27,0.08,0.1,0.24,0.27,0.01,0.08,0.05,0.02,0.04,0.0,0.0,0.0,1666,1666
08/02/2021,0.61,0.19,0.12,0.55,0.06,0.04,0.27,0.06,0.11,0.27,0.3,0.02,0.12,0.06,0.01,0.03,0.0,0.0,0.0,1666,1666
15/02/2021,0.62,0.19,0.11,0.58,0.05,0.03,0.26,0.07,0.11,0.27,0.29,0.02,0.1,0.05,0.01,0.02,0.0,0.0,0.0,1680,1680
22/02/2021,0.6,0.18,0.13,0.57,0.05,0.04,0.26,0.07,0.12,0.26,0.29,0.01,0.09,0.04,0.02,0.03,0.0,0.0,0.0,1633,1633
01/03/2021,0.54,0.21,0.16,0.58,0.05,0.04,0.23,0.05,0.14,0.26,0.3,0.01,0.09,0.07,0.01,0.04,0.0,0.0,0.0,1627,1627
08/03/2021,0.58,0.19,0.14,0.6,0.08,0.05,0.2,0.05,0.14,0.28,0.28,0.01,0.09,0.06,0.01,0.03,0.0,0.0,0.0,1647,1647
15/03/2021,0.56,0.18,0.19,0.58,0.06,0.05,0.2,0.07,0.12,0.27,0.3,0.01,0.1,0.07,0.01,0.03,0.0,0.0,0.0,1640,1640
22/03/2021,0.55,0.21,0.21,0.57,0.06,0.05,0.17,0.05,0.12,0.27,0.28,0.02,0.07,0.08,0.01,0.04,0.0,0.0,0.0,1639,1639
29/03/2021,0.54,0.26,0.19,0.56,0.05,0.04,0.18,0.04,0.13,0.29,0.26,0.02,0.1,0.08,0.01,0.03,0.0,0.0,0.0,1692,1692
05/04/2021,0.53,0.24,0.2,0.53,0.05,0.05,0.18,0.06,0.15,0.27,0.26,0.01,0.08,0.09,0.01,0.03,0.0,0.0,0.0,1618,1618
12/04/2021,0.52,0.22,0.22,0.54,0.05,0.05,0.19,0.05,0.15,0.28,0.29,0.02,0.07,0.09,0.01,0.03,0.0,0.0,0.0,1792,1792
19/04/2021,0.52,0.22,0.23,0.53,0.05,0.04,0.18,0.04,0.16,0.3,0.29,0.02,0.09,0.09,0.01,0.04,0.0,0.0,0.0,1637,1637
26/04/2021,0.52,0.23,0.21,0.53,0.05,0.06,0.16,0.04,0.16,0.33,0.26,0.03,0.11,0.08,0.01,0.03,0.0,0.0,0.0,1635,1635
