DATE,CBBTCUSD
19/03/2021,58001.29
20/03/2021,58051.01
21/03/2021,57402.03
22/03/2021,54230.21
23/03/2021,54268.81
24/03/2021,52294.65
25/03/2021,51386.2
26/03/2021,55314.11
27/03/2021,55932.18
28/03/2021,55821.59
29/03/2021,57630.72
30/03/2021,58800
31/03/2021,58837.71
01/04/2021,58768.84
02/04/2021,59019.55
03/04/2021,56731
04/04/2021,58266.39
05/04/2021,59200
06/04/2021,58018.31
07/04/2021,55962.11
08/04/2021,58108.65
09/04/2021,58126.14
10/04/2021,60039.35
11/04/2021,60133.37
12/04/2021,59903.04
13/04/2021,63660.94
14/04/2021,63283.43
15/04/2021,63346.93
16/04/2021,61486.08
17/04/2021,60199.33
18/04/2021,56351.2
19/04/2021,55797.39
20/04/2021,56514.9
21/04/2021,53919.48
22/04/2021,51653.27
23/04/2021,51231.69
24/04/2021,50167.5
25/04/2021,49272.06
26/04/2021,53969.71
27/04/2021,55120.81
28/04/2021,54964.11
29/04/2021,53562.87
30/04/2021,57640.17
01/05/2021,57868.94
02/05/2021,56631.64
03/05/2021,57213.29
04/05/2021,53128.68
05/05/2021,57518.01
06/05/2021,56485.77
07/05/2021,57373.88
08/05/2021,59045.17
09/05/2021,58410.34
10/05/2021,55936.77
11/05/2021,56719
12/05/2021,49095.57
13/05/2021,49635.45
14/05/2021,49923.92
15/05/2021,46984.74
16/05/2021,46523.31
17/05/2021,43768.74
18/05/2021,42989.8
19/05/2021,37236.61
20/05/2021,40749.78
21/05/2021,37425
22/05/2021,37383.34
23/05/2021,34927.4
24/05/2021,38725.06
25/05/2021,38370
26/05/2021,39213.41
27/05/2021,38368.17
28/05/2021,35770
29/05/2021,34621.64
30/05/2021,35545.27
31/05/2021,37153.71
01/06/2021,36764.58
02/06/2021,37501.36
03/06/2021,39215.09
04/06/2021,36895.48
05/06/2021,35565
06/06/2021,35873.42
07/06/2021,33816.09
08/06/2021,33432.26
09/06/2021,37357.02
10/06/2021,36717.51
11/06/2021,37282.15
12/06/2021,35609.66
13/06/2021,39122.03
14/06/2021,40496.92
15/06/2021,40093.93
16/06/2021,38394.4
17/06/2021,38027.63
18/06/2021,35777.39
19/06/2021,35498.24
20/06/2021,35565.82
21/06/2021,31686.69
22/06/2021,32508.26
23/06/2021,33688.35
24/06/2021,34695.34
25/06/2021,31704.87
26/06/2021,32265.95
27/06/2021,34596.99
28/06/2021,34541.8
29/06/2021,35928.75
30/06/2021,34995.83
01/07/2021,33538.49
02/07/2021,33832.49
03/07/2021,34633.93
04/07/2021,35126.9
05/07/2021,33673.22
06/07/2021,34193.9
07/07/2021,33791
08/07/2021,32878.23
09/07/2021,33766.87
10/07/2021,33547.19
11/07/2021,34236.21
12/07/2021,33096.86
13/07/2021,32768.54
14/07/2021,32817.18
15/07/2021,31891.09
16/07/2021,31408.78
17/07/2021,31503.78
18/07/2021,31753.02
19/07/2021,30849.9
20/07/2021,29788.61
21/07/2021,32086.04
22/07/2021,32327.95
23/07/2021,33700
24/07/2021,34275.43
25/07/2021,35368.57
26/07/2021,37269.12
27/07/2021,39381.82
28/07/2021,40031.56
29/07/2021,40024.94
30/07/2021,42188.95
31/07/2021,41472.42
01/08/2021,39816.76
02/08/2021,39146.69
03/08/2021,38207.27
04/08/2021,39730
05/08/2021,40893.75
06/08/2021,42827.76
07/08/2021,44488.87
08/08/2021,43933.26
09/08/2021,46208.5
10/08/2021,45565.76
11/08/2021,45482.95
12/08/2021,44454.37
13/08/2021,47765.41
14/08/2021,47134.61
15/08/2021,47090
16/08/2021,45930.71
17/08/2021,44718.51
18/08/2021,44735.2
19/08/2021,46736.74
20/08/2021,49350.99
21/08/2021,48896.95
22/08/2021,49328.47
23/08/2021,49464.66
24/08/2021,47770.4
25/08/2021,48985.05
26/08/2021,46770.6
27/08/2021,49082.04
28/08/2021,48963.41
29/08/2021,48770.78
30/08/2021,46924.16
31/08/2021,47065.73
01/09/2021,48889.19
02/09/2021,49273.33
03/09/2021,49919.31
04/09/2021,49949.07
05/09/2021,51782.76
06/09/2021,52691.2
07/09/2021,46943.82
08/09/2021,46022.48
09/09/2021,46414.58
10/09/2021,44897.75
11/09/2021,45127.48
12/09/2021,46010.13
13/09/2021,44969.02
14/09/2021,47096.48
15/09/2021,48106.71
16/09/2021,47772.7
17/09/2021,47337.8
18/09/2021,48300.04
19/09/2021,47270.75
20/09/2021,42991.14
21/09/2021,40656.13
22/09/2021,43544.09
23/09/2021,44892.71
24/09/2021,42816.65
25/09/2021,42682.26
26/09/2021,43142.04
27/09/2021,42214.52
28/09/2021,41006.19
29/09/2021,41522.49
30/09/2021,43834.03
01/10/2021,48145.34
02/10/2021,47692.85
03/10/2021,48179.83
04/10/2021,49248.68
05/10/2021,51441.74
06/10/2021,55278.64
07/10/2021,53844.74
08/10/2021,53983.21
09/10/2021,54951.3
10/10/2021,54655.3
11/10/2021,57440.05
12/10/2021,56019.29
13/10/2021,57372.59
14/10/2021,57327.09
15/10/2021,61682.48
16/10/2021,60880.85
17/10/2021,61541.01
18/10/2021,62036.95
19/10/2021,64353.53
20/10/2021,66005.17
21/10/2021,62152.09
22/10/2021,60671.75
23/10/2021,61308.09
24/10/2021,60889.41
25/10/2021,63102.83
26/10/2021,60341.21
27/10/2021,58517.61
28/10/2021,60577.62
29/10/2021,62316.4
30/10/2021,62062.88
31/10/2021,61333.45
01/11/2021,60950
02/11/2021,63357.2
03/11/2021,62944.4
04/11/2021,61499.24
05/11/2021,61000.01
06/11/2021,61539.3
07/11/2021,63433.66
08/11/2021,67510.06
09/11/2021,66967.98
10/11/2021,64896.86
11/11/2021,64793.69
12/11/2021,64158.51
13/11/2021,64482.54
14/11/2021,65714.05
15/11/2021,63441.68
16/11/2021,60147.32
17/11/2021,60314.28
18/11/2021,57017.38
19/11/2021,58187.85
20/11/2021,59771.71
21/11/2021,58742.9
22/11/2021,56254.57
23/11/2021,57599.99
24/11/2021,57255.24
25/11/2021,59022.44
26/11/2021,53839.39
27/11/2021,54665.93
28/11/2021,57471.87
29/11/2021,57828.33
30/11/2021,56879.47
01/12/2021,57228.47
02/12/2021,56566.29
03/12/2021,53681.96
04/12/2021,49335
05/12/2021,49511.76
06/12/2021,50588.91
07/12/2021,50676.09
08/12/2021,50531.51
09/12/2021,47639.07
10/12/2021,47268.48
11/12/2021,49432.46
12/12/2021,50065.39
13/12/2021,46639.86
14/12/2021,48343.16
15/12/2021,48885.97
16/12/2021,47605.48
17/12/2021,46240.15
18/12/2021,46813.13
19/12/2021,46683.77
20/12/2021,46963.71
21/12/2021,48954.47
22/12/2021,48646.94
23/12/2021,50840.46
24/12/2021,50815.7
25/12/2021,50395.07
26/12/2021,50841.73
27/12/2021,50663.26
28/12/2021,47594.55
29/12/2021,46518.8
30/12/2021,47097.85
31/12/2021,46244.63
01/01/2022,47748.83
02/01/2022,47258.52
03/01/2022,46519.76
04/01/2022,45889.4
05/01/2022,43422.85
06/01/2022,43133.33
07/01/2022,41656.16
08/01/2022,41667.48
09/01/2022,41838.78
10/01/2022,41872.47
11/01/2022,42771.24
12/01/2022,43884.25
13/01/2022,42617.64
14/01/2022,43158.68
15/01/2022,43082.34
16/01/2022,43137.67
17/01/2022,42285.47
18/01/2022,42411.61
19/01/2022,41723.49
20/01/2022,40696.22
21/01/2022,36513.29
22/01/2022,35108.16
23/01/2022,36233.04
24/01/2022,36643.49
25/01/2022,36976.64
26/01/2022,36838.9
27/01/2022,37139.68
28/01/2022,37677.8
29/01/2022,38166.62
30/01/2022,37918.6
31/01/2022,38430.3
01/02/2022,38745.11
02/02/2022,36905.98
03/02/2022,37238.31
04/02/2022,41545.39
05/02/2022,41447.5
06/02/2022,42496.61
07/02/2022,43897.96
08/02/2022,44147.59
09/02/2022,44402.94
10/02/2022,43477.29
11/02/2022,42391.54
12/02/2022,42217.48
13/02/2022,42097.33
14/02/2022,42572.56
15/02/2022,44469.73
16/02/2022,43897.22
17/02/2022,40553.82
18/02/2022,39993.11
19/02/2022,40089.18
20/02/2022,38426.4
21/02/2022,37075.4
22/02/2022,38261.46
23/02/2022,37225
24/02/2022,38367.61
25/02/2022,39212.8
26/02/2022,39138.21
27/02/2022,37700
28/02/2022,43206.02
01/03/2022,44412.2
02/03/2022,43862.75
03/03/2022,42432
04/03/2022,39205.77
05/03/2022,39390.89
06/03/2022,38432.11
07/03/2022,38004.69
08/03/2022,38724.21
09/03/2022,41985.86
10/03/2022,39454.87
11/03/2022,38670.76
12/03/2022,38767.98
13/03/2022,37780.14
14/03/2022,39644.88
15/03/2022,39361.36
16/03/2022,41109.85
17/03/2022,40964.07
18/03/2022,41806.03
19/03/2022,42219.55
20/03/2022,41271.13
21/03/2022,41009.98
22/03/2022,42359.88
23/03/2022,42940.28
24/03/2022,43979.48
25/03/2022,44355.11
26/03/2022,44548.42
27/03/2022,46819.78
28/03/2022,47191.31
29/03/2022,47430.74
30/03/2022,47022.82
31/03/2022,45475.83
01/04/2022,46222.43
02/04/2022,45871.46
03/04/2022,46358.05
04/04/2022,46568.89
05/04/2022,45449.25
06/04/2022,43206.04
07/04/2022,43432.08
08/04/2022,42281.5
09/04/2022,42773.37
10/04/2022,42177.2
11/04/2022,39615.2
12/04/2022,40105.2
13/04/2022,41101.04
14/04/2022,39910.05
15/04/2022,40566.6
16/04/2022,40378.25
17/04/2022,39670.73
18/04/2022,40817.48
19/04/2022,41480.25
20/04/2022,41350.25
21/04/2022,40464.52
22/04/2022,39708.2
23/04/2022,39468.1
24/04/2022,39489.71
25/04/2022,40490.41
26/04/2022,38102.78
27/04/2022,39188.42
28/04/2022,39737.71
29/04/2022,38597.17
30/04/2022,37658.53
01/05/2022,38496.42
02/05/2022,38488.36
03/05/2022,37708.41
04/05/2022,39671.83
05/05/2022,36516.79
06/05/2022,36013.22
07/05/2022,35445.54
08/05/2022,34089.76
09/05/2022,30176.73
10/05/2022,30961.83
11/05/2022,29027.82
12/05/2022,28959.93
13/05/2022,29292.4
14/05/2022,30012.62
15/05/2022,31258.75
16/05/2022,29854.67
17/05/2022,30391.04
18/05/2022,28762.93
19/05/2022,30258.84
20/05/2022,29138.15
21/05/2022,29426.6
22/05/2022,30221.12
23/05/2022,29095.68
24/05/2022,29605.66
25/05/2022,29487.83
26/05/2022,29160.96
27/05/2022,28608.55
28/05/2022,28974.3
29/05/2022,29441.17
30/05/2022,31691.54
31/05/2022,31804.27
01/06/2022,29779.16
02/06/2022,30428.98
03/06/2022,29684.67
04/06/2022,29832.02
05/06/2022,29893.98
06/06/2022,31324.88
07/06/2022,31073.76
08/06/2022,30195.33
09/06/2022,30070.71
10/06/2022,29061.88
11/06/2022,28381.45
12/06/2022,26633.35
13/06/2022,22333
14/06/2022,22122.57
15/06/2022,22544.07
16/06/2022,20336.62
17/06/2022,20421.22
18/06/2022,18989.21
19/06/2022,20520.28
20/06/2022,20534.33
21/06/2022,20675.12
22/06/2022,19997.23
23/06/2022,21121.55
24/06/2022,21206.32
25/06/2022,21474.76
26/06/2022,21025.22
27/06/2022,20718.74
28/06/2022,20251.34
29/06/2022,20094.43
30/06/2022,19837.58
01/07/2022,19270.3
02/07/2022,19210.52
03/07/2022,19283.07
04/07/2022,20205.89
05/07/2022,20171.1
06/07/2022,20556.8
07/07/2022,21657.39
08/07/2022,21582.54
09/07/2022,21573.37
10/07/2022,20806.95
11/07/2022,19942.91
12/07/2022,19302.71
13/07/2022,20206.62
14/07/2022,20583.48
15/07/2022,20838.39
16/07/2022,21195.28
17/07/2022,20762.12
18/07/2022,22368.75
19/07/2022,23410.92
20/07/2022,23237.11
21/07/2022,23140.92
22/07/2022,22706.35
23/07/2022,22457.13
24/07/2022,22592.39
25/07/2022,21248.31
26/07/2022,21277.3
27/07/2022,22986.74
28/07/2022,23875.62
29/07/2022,23817.5
30/07/2022,23643.31
31/07/2022,23296.14
01/08/2022,23250.19
02/08/2022,23005.22
03/08/2022,22820.48
04/08/2022,22604.63
05/08/2022,23285.14
06/08/2022,22960.16
07/08/2022,23187.41
08/08/2022,23824.9
09/08/2022,23138.91
10/08/2022,23982.75
11/08/2022,23956.28
12/08/2022,24398.29
13/08/2022,24447.08
14/08/2022,24301.71
15/08/2022,24092.27
16/08/2022,23861.8
17/08/2022,23357.89
18/08/2022,23175.9
19/08/2022,20850.04
20/08/2022,21151.45
21/08/2022,21513.86
22/08/2022,21403.82
23/08/2022,21529.34
24/08/2022,21358.67
25/08/2022,21518.35
26/08/2022,20230.18
27/08/2022,20018.43
28/08/2022,19582.83
29/08/2022,20291.07
30/08/2022,19835.7
31/08/2022,20025.48
01/09/2022,20112.51
02/09/2022,19946.87
03/09/2022,19840.11
04/09/2022,20006.54
05/09/2022,19807.74
06/09/2022,18777
07/09/2022,19286.23
08/09/2022,19320.01
09/09/2022,21355.55
10/09/2022,21660.39
11/09/2022,21818.08
12/09/2022,22412.6
13/09/2022,20164.09
14/09/2022,20216.63
15/09/2022,19690.75
16/09/2022,19784.17
17/09/2022,20117.18
18/09/2022,19425.05
19/09/2022,19553.1
20/09/2022,18869.22
21/09/2022,18488.54
22/09/2022,19402.35
23/09/2022,19304.43
24/09/2022,18944.06
25/09/2022,18788.61
26/09/2022,19224.81
27/09/2022,19072.97
28/09/2022,19407.62
29/09/2022,19610.61
30/09/2022,19415.8
01/10/2022,19308.76
02/10/2022,19072.29
03/10/2022,19640.84
04/10/2022,20344.37
05/10/2022,20152.33
06/10/2022,19962.19
07/10/2022,19524.22
08/10/2022,19409.72
09/10/2022,19437.02
10/10/2022,19104.67
11/10/2022,19069.69
12/10/2022,19157.32
13/10/2022,19382.53
14/10/2022,19187.64
15/10/2022,19074.41
16/10/2022,19270.79
17/10/2022,19565.96
18/10/2022,19334.77
19/10/2022,19122.17
20/10/2022,19046.77
21/10/2022,19172.57
22/10/2022,19210.62
23/10/2022,19563.5
24/10/2022,19332.45
25/10/2022,20113.74
26/10/2022,20760.56
27/10/2022,20287.17
28/10/2022,20594.01
29/10/2022,20831.19
30/10/2022,20634.95
31/10/2022,20472.79
01/11/2022,20479.49
02/11/2022,20148.56
03/11/2022,20205.32
04/11/2022,21157.96
05/11/2022,21304.72
06/11/2022,20912.34
07/11/2022,20578.77
08/11/2022,18561.6
09/11/2022,15850.62
10/11/2022,17573.15
11/11/2022,16997.14
12/11/2022,16777.73
13/11/2022,16290.62
14/11/2022,16576.49
15/11/2022,16869.14
16/11/2022,16660.48
17/11/2022,16677.36
18/11/2022,16673.07
19/11/2022,16667.74
20/11/2022,16261.22
21/11/2022,15755.75
22/11/2022,16206.32
23/11/2022,16597.46
24/11/2022,16579.3
25/11/2022,16508.49
26/11/2022,16452.39
27/11/2022,16428.77
28/11/2022,16193.89
29/11/2022,16441.63
30/11/2022,17179.78
01/12/2022,16980.55
02/12/2022,17099.27
03/12/2022,16883.68
04/12/2022,17102.35
05/12/2022,16970.79
06/12/2022,17089.95
07/12/2022,16844.05
08/12/2022,17228.23
09/12/2022,17129.01
10/12/2022,17131.03
11/12/2022,17087.42
12/12/2022,17209.62
13/12/2022,17763.65
14/12/2022,17815.79
15/12/2022,17358
16/12/2022,16627.33
17/12/2022,16785.87
18/12/2022,16754.6
19/12/2022,16453.07
