date,label,month,quarter,sourceDataset,updateDate,value,year
2016 FEB,2016 JAN-MAR,February,,LMS,2019-02-19T00:00:00.000Z,3.2,2016
2016 MAR,2016 FEB-APR,March,,LMS,2016-06-15T08:30:00.000Z,3.2,2016
2016 APR,2016 MAR-MAY,April,,LMS,2016-07-19T23:00:00.000Z,3.2,2016
2016 MAY,2016 APR-JUN,May,,LMS,2016-08-16T23:00:00.000Z,3.3,2016
2016 JUN,2016 MAY-JUL,June,,LMS,2017-05-16T23:00:00.000Z,3.3,2016
2016 JUL,2016 JUN-AUG,July,,LMS,2016-10-18T23:00:00.000Z,3.3,2016
2016 AUG,2016 JUL-SEP,August,,LMS,2019-02-19T00:00:00.000Z,3.3,2016
2016 SEP,2016 AUG-OCT,September,,LMS,2016-12-14T00:00:00.000Z,3.3,2016
2016 OCT,2016 SEP-NOV,October,,LMS,2017-01-18T00:00:00.000Z,3.4,2016
2016 NOV,2016 OCT-DEC,November,,LMS,2019-02-19T00:00:00.000Z,3.2,2016
2016 DEC,2016 NOV-JAN,December,,LMS,2017-05-16T23:00:00.000Z,3.2,2016
2017 JAN,2016 DEC-FEB,January,,LMS,2019-02-19T00:00:00.000Z,3.1,2017
2017 FEB,2017 JAN-MAR,February,,LMS,2017-05-16T23:00:00.000Z,3.1,2017
2017 MAR,2017 FEB-APR,March,,LMS,2017-06-13T23:00:00.000Z,3.1,2017
2017 APR,2017 MAR-MAY,April,,LMS,2017-07-11T23:00:00.000Z,3.0,2017
2017 MAY,2017 APR-JUN,May,,LMS,2017-08-15T23:00:00.000Z,3.0,2017
2017 JUN,2017 MAY-JUL,June,,LMS,2017-09-12T23:00:00.000Z,2.9,2017
2017 JUL,2017 JUN-AUG,July,,LMS,2017-10-17T23:00:00.000Z,2.9,2017
2017 AUG,2017 JUL-SEP,August,,LMS,2017-11-15T00:00:00.000Z,2.8,2017
2017 SEP,2017 AUG-OCT,September,,LMS,2017-12-13T00:00:00.000Z,2.7,2017
2017 OCT,2017 SEP-NOV,October,,LMS,2018-01-24T00:00:00.000Z,2.7,2017
2017 NOV,2017 OCT-DEC,November,,LMS,2018-02-21T00:00:00.000Z,2.9,2017
2017 DEC,2017 NOV-JAN,December,,LMS,2018-03-20T00:00:00.000Z,2.9,2017
2018 JAN,2017 DEC-FEB,January,,LMS,2018-04-16T23:00:00.000Z,2.8,2018
2018 FEB,2018 JAN-MAR,February,,LMS,2019-02-19T00:00:00.000Z,2.6,2018
2018 MAR,2018 FEB-APR,March,,LMS,2018-06-11T23:00:00.000Z,2.7,2018
2018 APR,2018 MAR-MAY,April,,LMS,2018-07-16T23:00:00.000Z,2.7,2018
2018 MAY,2018 APR-JUN,May,,LMS,2018-08-13T23:00:00.000Z,2.6,2018
2018 JUN,2018 MAY-JUL,June,,LMS,2018-09-10T23:00:00.000Z,2.6,2018
2018 JUL,2018 JUN-AUG,July,,LMS,2018-10-15T23:00:00.000Z,2.7,2018
2018 AUG,2018 JUL-SEP,August,,LMS,2018-11-13T00:00:00.000Z,2.8,2018
2018 SEP,2018 AUG-OCT,September,,LMS,2018-12-11T00:00:00.000Z,2.7,2018
2018 OCT,2018 SEP-NOV,October,,LMS,2019-01-22T00:00:00.000Z,2.7,2018
2018 NOV,2018 OCT-DEC,November,,LMS,2019-02-19T00:00:00.000Z,2.7,2018
2018 DEC,2018 NOV-JAN,December,,LMS,2019-03-19T00:00:00.000Z,2.6,2018
2019 JAN,2018 DEC-FEB,January,,LMS,2019-04-15T23:00:00.000Z,2.6,2019
2019 FEB,2019 JAN-MAR,February,,LMS,2019-05-13T23:00:00.000Z,2.6,2019
2019 MAR,2019 FEB-APR,March,,LMS,2019-06-10T23:00:00.000Z,2.6,2019
2019 APR,2019 MAR-MAY,April,,LMS,2019-07-15T23:00:00.000Z,2.5,2019
2019 MAY,2019 APR-JUN,May,,LMS,2019-08-12T23:00:00.000Z,2.6,2019
2019 JUN,2019 MAY-JUL,June,,LMS,2019-09-09T23:00:00.000Z,2.4,2019
2019 JUL,2019 JUN-AUG,July,,LMS,2019-10-14T23:00:00.000Z,2.5,2019
2019 AUG,2019 JUL-SEP,August,,LMS,2019-11-12T00:00:00.000Z,2.4,2019
2019 SEP,2019 AUG-OCT,September,,LMS,2019-12-17T00:00:00.000Z,2.3,2019
2019 OCT,2019 SEP-NOV,October,,LMS,2020-01-21T00:00:00.000Z,2.5,2019
2019 NOV,2019 OCT-DEC,November,,LMS,2020-02-18T00:00:00.000Z,2.4,2019
2019 DEC,2019 NOV-JAN,December,,LMS,2020-03-17T00:00:00.000Z,2.5,2019
2020 JAN,2019 DEC-FEB,January,,LMS,2020-04-20T23:00:00.000Z,2.5,2020
2020 FEB,2020 JAN-MAR,February,,LMS,2020-05-18T23:00:00.000Z,2.5,2020
2020 MAR,2020 FEB-APR,March,,LMS,2020-10-12T23:00:00.000Z,2.6,2020
2020 APR,2020 MAR-MAY,April,,LMS,2022-06-13T23:00:00.000Z,2.6,2020
2020 MAY,2020 APR-JUN,May,,LMS,2021-07-14T23:00:00.000Z,2.6,2020
2020 JUN,2020 MAY-JUL,June,,LMS,2021-07-14T23:00:00.000Z,2.8,2020
2020 JUL,2020 JUN-AUG,July,,LMS,2021-07-14T23:00:00.000Z,2.8,2020
2020 AUG,2020 JUL-SEP,August,,LMS,2022-06-13T23:00:00.000Z,3.1,2020
2020 SEP,2020 AUG-OCT,September,,LMS,2021-07-14T23:00:00.000Z,3.3,2020
2020 OCT,2020 SEP-NOV,October,,LMS,2021-07-14T23:00:00.000Z,3.6,2020
2020 NOV,2020 OCT-DEC,November,,LMS,2021-07-14T23:00:00.000Z,3.7,2020
2020 DEC,2020 NOV-JAN,December,,LMS,2022-06-13T23:00:00.000Z,3.7,2020
2021 JAN,2020 DEC-FEB,January,,LMS,2021-07-14T23:00:00.000Z,3.6,2021
2021 FEB,2021 JAN-MAR,February,,LMS,2022-06-13T23:00:00.000Z,3.5,2021
2021 MAR,2021 FEB-APR,March,,LMS,2022-06-13T23:00:00.000Z,3.5,2021
2021 APR,2021 MAR-MAY,April,,LMS,2021-07-14T23:00:00.000Z,3.4,2021
2021 MAY,2021 APR-JUN,May,,LMS,2021-08-16T23:00:00.000Z,3.3,2021
2021 JUN,2021 MAY-JUL,June,,LMS,2021-09-13T23:00:00.000Z,3.2,2021
2021 JUL,2021 JUN-AUG,July,,LMS,2021-10-11T23:00:00.000Z,3.1,2021
2021 AUG,2021 JUL-SEP,August,,LMS,2021-11-16T00:00:00.000Z,2.9,2021
2021 SEP,2021 AUG-OCT,September,,LMS,2021-12-14T00:00:00.000Z,2.8,2021
2021 OCT,2021 SEP-NOV,October,,LMS,2022-01-18T00:00:00.000Z,2.8,2021
2021 NOV,2021 OCT-DEC,November,,LMS,2022-02-15T00:00:00.000Z,2.8,2021
2021 DEC,2021 NOV-JAN,December,,LMS,2022-03-15T00:00:00.000Z,2.7,2021
2022 JAN,2021 DEC-FEB,January,,LMS,2022-04-11T23:00:00.000Z,2.6,2022
2022 FEB,2022 JAN-MAR,February,,LMS,2022-05-16T23:00:00.000Z,2.5,2022
2022 MAR,2022 FEB-APR,March,,LMS,2022-06-13T23:00:00.000Z,2.5,2022
2022 APR,2022 MAR-MAY,April,,LMS,2022-06-13T23:00:00.000Z,2.4,2022
2022 MAY,2022 APR-JUN,May,,LMS,2022-08-15T23:00:00.000Z,2.4,2022
2022 JUN,2022 MAY-JUL,June,,LMS,2022-09-12T23:00:00.000Z,2.5,2022
2022 JUL,2022 JUN-AUG,July,,LMS,2022-10-10T23:00:00.000Z,2.3,2022
