index,accuracy_train,loss_train,step,accuracy_val,loss_val,Experiment
961,0.9783333401,0.1461701257,1345.0,0.8913333396,0.3169348444,30
962,0.9786666751,0.1457145063,1355.0,0.8886666735,0.3234971608,30
963,0.9790000081,0.1455701095,1365.0,0.8883333405,0.3213145763,30
964,0.9786666751,0.1463172105,1375.0,0.8890000085,0.3177804738,30
965,0.9790000081,0.1434246093,1385.0,0.8910000086,0.3163139651,30
966,0.9793333411,0.1440598617,1395.0,0.8923333426,0.3136958539,30
967,0.9800000072,0.1438195219,1405.0,0.8933333417,0.3118340592,30
968,0.9800000072,0.1442116986,1415.0,0.8923333406,0.3138359328,30
969,0.9803333402,0.1437375138,1425.0,0.8906666736,0.3177776918,30
970,0.9803333402,0.1438360706,1435.0,0.8896666725,0.3199175234,30
971,0.9813333412,0.1418184216,1445.0,0.8926666717,0.3187550113,30
972,0.9826666752,0.1404766331,1455.0,0.8913333376,0.3200993404,30
973,0.9830000083,0.1389929319,1465.0,0.8913333376,0.3219208851,30
974,0.9833333413,0.1391474585,1475.0,0.8913333376,0.3228720918,30
975,0.9833333413,0.1387279627,1485.0,0.8916666706,0.3241249606,30
976,0.9840000073,0.1367974614,1495.0,0.8903333366,0.3250898048,30
977,0.9843333403,0.135128653,1505.0,0.8896666706,0.325814046,30
978,0.9836666743,0.1359172727,1515.0,0.8933333377,0.325117968,30
979,0.9830000083,0.1339027919,1525.0,0.8936666707,0.3251724645,30
980,0.9836666743,0.1330705074,1535.0,0.8946666718,0.3267184769,30
981,0.9843333423,0.1333732707,1545.0,0.8920000056,0.3307379658,30
982,0.9846666753,0.1328499387,1555.0,0.8903333386,0.3317494268,30
983,0.9853333433,0.133194762,1565.0,0.8923333387,0.3315197334,30
984,0.9853333433,0.1330510554,1575.0,0.8880000055,0.3392644614,30
985,0.9846666773,0.1336908189,1585.0,0.8846666733,0.3415736819,30
986,0.9850000103,0.1321735861,1595.0,0.8853333394,0.3399227028,30
987,0.9846666773,0.1324429321,1605.0,0.8840000053,0.3411529228,30
988,0.9846666773,0.1319326311,1615.0,0.8840000053,0.3375313337,30
989,0.9850000123,0.1319952577,1625.0,0.8833333373,0.3383206859,30
990,0.9843333463,0.1316952805,1635.0,0.8846666714,0.3367071713,30
991,0.9846666793,0.1318181371,1645.0,0.8836666703,0.3377738332,30
992,0.9850000123,0.1319624032,1655.0,0.8843333364,0.3324814364,30
993,0.9850000123,0.130911539,1665.0,0.8843333364,0.3335310857,30
994,0.9853333453,0.1289879553,1675.0,0.8843333364,0.3337154041,30
995,0.9853333453,0.1303235953,1685.0,0.8823333363,0.3350667189,30
996,0.9860000114,0.12888461,1695.0,0.8830000023,0.3312747717,30
997,0.9856666783,0.1274734914,1705.0,0.8810000022,0.3331566413,30
998,0.9853333453,0.1266745677,1715.0,0.8816666683,0.3328393052,30
999,0.9840000113,0.1284227336,1725.0,0.8803333342,0.3335427046,30
1000,0.9826666772,0.1295959011,1735.0,0.8790000002,0.3321977188,30
1001,0.9826666772,0.1288029375,1745.0,0.876333334,0.3350285292,30
1002,0.9830000103,0.1276917058,1755.0,0.8786666691,0.3312207768,30
1003,0.9843333443,0.1270387985,1765.0,0.8780000011,0.3319884151,30
1004,0.9846666773,0.1248501537,1775.0,0.8780000011,0.332157286,30
1005,0.9850000103,0.1245633026,1785.0,0.876333334,0.3349291583,30
1006,0.9850000103,0.1257279495,1795.0,0.8766666691,0.3340565364,30
1007,0.9856666764,0.1241322545,1805.0,0.8770000021,0.334513397,30
1008,0.9856666764,0.1235263077,1815.0,0.8770000021,0.330993851,30
1009,0.9856666764,0.1242775097,1825.0,0.875666668,0.3320680052,30
1010,0.9856666764,0.1233146017,1835.0,0.8729999999,0.3319436491,30
1011,0.9863333424,0.1210734223,1845.0,0.875,0.3295295497,30
1012,0.9863333424,0.1204821574,1855.0,0.875333333,0.3303350478,30
1013,0.9866666754,0.1197403088,1865.0,0.875,0.3297709445,30
1014,0.9860000094,0.1211507052,1875.0,0.8783333341,0.3264474243,30
1015,0.9870000084,0.1192992608,1885.0,0.8786666671,0.3296472788,30
1016,0.9860000094,0.1210249215,1895.0,0.8796666682,0.3274440452,30
1017,0.9866666754,0.120565107,1905.0,0.8810000022,0.3257867878,30
1018,0.9866666754,0.1200605477,1915.0,0.8816666683,0.3271043693,30
1019,0.9870000084,0.1189637606,1925.0,0.8816666683,0.3247893249,30
1020,0.9870000084,0.1194404359,1935.0,0.8833333353,0.322487168,30
1021,0.9866666754,0.1194974532,1945.0,0.8853333354,0.3183208153,30
1022,0.9870000084,0.117831485,1955.0,0.8846666694,0.3221624578,30
1023,0.9866666754,0.1186010003,1965.0,0.8840000014,0.3260516569,30
1024,0.9870000084,0.1173659459,1975.0,0.8826666673,0.3289552574,30
1025,0.9856666744,0.1185015604,1985.0,0.8843333344,0.326877363,30
1026,0.9856666744,0.1183857327,1995.0,0.8823333343,0.3328121886,30
1027,0.9853333414,0.1190018023,2005.0,0.8850000024,0.3294839367,30
1028,0.9860000074,0.1178778969,2015.0,0.8853333374,0.3295659179,30
1029,0.9870000084,0.1153359311,2025.0,0.8863333384,0.328859893,30
1030,0.9880000095,0.113649559,2035.0,0.8893333395,0.3251408115,30
1031,0.9876666764,0.1133227085,2045.0,0.8886666735,0.3277009035,30
1032,0.9876666764,0.1128698232,2055.0,0.8883333385,0.3274728263,30
1033,0.9870000104,0.1121074932,2065.0,0.8893333395,0.3251682922,30
1034,0.9863333444,0.1127726557,2075.0,0.8900000056,0.3227120871,30
1035,0.9860000114,0.1124487884,2085.0,0.8920000056,0.317796056,30
1036,0.9856666783,0.1118103864,2095.0,0.8950000048,0.3156795616,30
1037,0.9843333443,0.1138464739,2105.0,0.8976666709,0.3104193285,30
1038,0.9853333433,0.1129482657,2115.0,0.8956666708,0.3156626418,30
1039,0.9860000094,0.1131449585,2125.0,0.8946666718,0.3157723263,30
1040,0.9860000094,0.1133433128,2135.0,0.8956666728,0.3172330712,30
1041,0.9860000094,0.1127672854,2145.0,0.8953333398,0.3151692842,30
1042,0.9860000094,0.1124846173,2155.0,0.8976666729,0.3111684293,30
1043,0.9860000094,0.1128490458,2165.0,0.8956666728,0.3148483654,30
1044,0.9860000094,0.1119882874,2175.0,0.8940000057,0.3132147233,30
1045,0.9850000103,0.1125407733,2185.0,0.8933333397,0.3124491473,30
1046,0.9856666764,0.1121914315,2195.0,0.8933333397,0.3140666738,30
1047,0.9853333433,0.1118259219,2205.0,0.8923333387,0.3150320316,30
1048,0.9853333433,0.111724554,2215.0,0.8943333387,0.3144276882,30
1049,0.9853333433,0.1109338408,2225.0,0.8943333387,0.3168476497,30
1050,0.9863333424,0.1091880061,2235.0,0.8943333387,0.3171398138,30
1051,0.9866666754,0.1077321239,2245.0,0.8953333398,0.317719311,30
1052,0.9870000084,0.1070256372,2255.0,0.8960000058,0.3156077499,30
1053,0.9873333414,0.105426644,2265.0,0.8943333407,0.3144031738,30
1054,0.9866666754,0.1063386329,2275.0,0.8946666737,0.3164634302,30
1055,0.9883333425,0.1038322682,2285.0,0.8950000068,0.3139968142,30
1056,0.9870000084,0.1051758185,2295.0,0.8923333406,0.3148736502,30
1057,0.9880000075,0.1040052215,2305.0,0.8903333406,0.3169226006,30
1058,0.9876666745,0.1047682665,2315.0,0.8926666737,0.3122650435,30
1059,0.9880000075,0.104546652,2325.0,0.8933333397,0.3112346798,30
1060,0.9883333405,0.1033294819,2335.0,0.8903333386,0.3178149859,30
1061,0.9890000065,0.1026840324,2345.0,0.8900000036,0.319484963,30
1062,0.9890000065,0.1025165568,2355.0,0.8906666716,0.3189297408,30
1063,0.9896666725,0.1016109345,2365.0,0.8906666716,0.3188358863,30
1064,0.9903333386,0.1004869158,2375.0,0.8903333386,0.3222844601,30
1065,0.9906666716,0.1002835393,2385.0,0.8890000065,0.3243387014,30
1066,0.9910000046,0.0997347395,2395.0,0.8866666734,0.32681472,30
1067,0.9920000056,0.0981702827,2405.0,0.8826666733,0.3336909423,30
1068,0.9916666726,0.0982187636,2415.0,0.8860000054,0.3252260725,30
1069,0.9920000056,0.0962485788,2425.0,0.8883333385,0.3240525872,30
1070,0.9920000056,0.0960648065,2435.0,0.8876666705,0.3228084763,30
1071,0.9913333396,0.0968041614,2445.0,0.8853333354,0.3262788524,30
1072,0.9906666736,0.0973419974,2455.0,0.8830000023,0.3298132415,30
1073,0.9910000066,0.0961875918,2465.0,0.8840000014,0.3261862482,30
1074,0.9916666726,0.0938120694,2475.0,0.8853333334,0.3266371315,30
1075,0.9920000056,0.0933648101,2485.0,0.8859999994,0.3271860148,30
1076,0.9923333387,0.0923109254,2495.0,0.8849999984,0.3287519728,30
1077,0.9926666717,0.0912071905,2505.0,0.8856666644,0.3290683582,30
1078,0.9926666717,0.0912317657,2515.0,0.8813333313,0.3352139806,30
1079,0.9930000047,0.090740803,2525.0,0.8799999992,0.3330306614,30
1080,0.9926666717,0.0909457844,2535.0,0.8793333312,0.3354081069,30
1081,0.9926666717,0.0904643644,2545.0,0.8759999971,0.3363848761,30
1082,0.9923333387,0.09029907,2555.0,0.875666664,0.3353179082,30
1083,0.9920000056,0.0913918439,2565.0,0.8769999961,0.3322879737,30
1084,0.9923333387,0.0904449896,2575.0,0.8776666621,0.329419376,30
1085,0.9926666717,0.0898228396,2585.0,0.875333329,0.3326308772,30
1086,0.9936666727,0.0898902494,2595.0,0.8773333291,0.3347977544,30
1087,0.9936666727,0.0894359888,2605.0,0.8776666621,0.3355443463,30
1088,0.9936666727,0.0888475817,2615.0,0.873999995,0.3410272598,30
1089,0.9940000057,0.0887297172,2625.0,0.873333329,0.3418135703,30
1090,0.9936666727,0.0889669593,2635.0,0.874666663,0.3364038944,30
1091,0.9936666727,0.0893092874,2645.0,0.875666664,0.3327065686,30
1092,0.9936666727,0.0900787668,2655.0,0.8733333309,0.3335498601,30
1093,0.9936666727,0.0908470212,2665.0,0.8729999979,0.3346190393,30
1094,0.9936666727,0.0907221689,2675.0,0.8713333309,0.3361794651,30
1095,0.9936666727,0.0901860256,2685.0,0.8699999968,0.3359897256,30
1096,0.9933333397,0.0901173946,2695.0,0.8683333298,0.3380006949,30
1097,0.9930000067,0.0913028567,2705.0,0.8703333298,0.3330072463,30
1098,0.9933333397,0.0898921742,2715.0,0.8683333298,0.3349153598,30
1099,0.9930000067,0.0902748216,2725.0,0.8656666617,0.3359372209,30
1100,0.9933333397,0.0897188546,2735.0,0.8676666617,0.3333497663,30
1101,0.9936666727,0.0891958347,2745.0,0.8659999967,0.3385154337,30
1102,0.9940000057,0.0890443393,2755.0,0.8646666626,0.3410691639,30
1103,0.9936666727,0.0894866547,2765.0,0.8649999976,0.3417731553,30
1104,0.9933333397,0.0905427585,2775.0,0.8626666645,0.3429591437,30
1105,0.9940000057,0.0904536277,2785.0,0.8616666635,0.3404968599,30
1106,0.9933333397,0.0905554595,2795.0,0.8619999965,0.3421669801,30
1107,0.9933333397,0.0905000222,2805.0,0.8609999975,0.3438915849,30
1108,0.9936666727,0.0897304108,2815.0,0.8643333296,0.3370723228,30
1109,0.9940000057,0.0890387919,2825.0,0.8656666617,0.3380659729,30
1110,0.9943333387,0.0888060194,2835.0,0.8659999967,0.3372243494,30
1111,0.9946666718,0.0883085247,2845.0,0.8676666637,0.3389331053,30
1112,0.9950000048,0.0886817245,2855.0,0.8673333307,0.3429684887,30
1113,0.9950000048,0.0874471311,2865.0,0.8686666648,0.3418980867,30
1114,0.9953333378,0.0871876253,2875.0,0.8666666647,0.3422070593,30
1115,0.9950000048,0.0864189964,2885.0,0.8669999977,0.3426421881,30
1116,0.9950000048,0.0840347408,2895.0,0.8693333308,0.3360030626,30
1117,0.9950000048,0.0837906402,2905.0,0.8699999968,0.3336538518,30
1118,0.9953333378,0.0828873544,2915.0,0.8709999959,0.3322556689,30
1119,0.9953333378,0.0819725025,2925.0,0.8713333289,0.3295318837,30
1120,0.9956666708,0.08120852,2935.0,0.8713333289,0.3315772856,30
1121,0.9956666708,0.0805544703,2945.0,0.8729999959,0.3288699254,30
1122,0.9956666708,0.0802233536,2955.0,0.8726666609,0.331261679,30
1123,0.9953333378,0.0796468165,2965.0,0.8726666609,0.3296546583,30
1124,0.9953333378,0.0793238842,2975.0,0.873999995,0.3251457646,30
1125,0.9953333378,0.0793205618,2985.0,0.8759999951,0.3217432971,30
1126,0.9956666708,0.0794082832,2995.0,0.8779999952,0.3170305535,30
1127,0.9963333368,0.0780579886,3005.0,0.8756666621,0.3176624164,30
1128,0.9963333368,0.0784328805,3015.0,0.873666662,0.3263295248,30
1129,0.9966666698,0.0777633363,3025.0,0.8723333299,0.3290362373,30
1130,0.9960000038,0.078129051,3035.0,0.8713333309,0.3300614551,30
1131,0.9956666708,0.0780819392,3045.0,0.8726666629,0.3252788757,30
1132,0.9953333378,0.0778440864,3055.0,0.873666664,0.3212812935,30
1133,0.9953333378,0.0776561266,3065.0,0.8726666629,0.3210775718,30
1134,0.9950000048,0.0781972181,3075.0,0.874999996,0.3168336734,30
1135,0.9940000057,0.0784833723,3085.0,0.875333331,0.3171759849,30
1136,0.9946666718,0.0775456102,3095.0,0.8766666651,0.3117999757,30
1137,0.9946666718,0.0776398476,3105.0,0.8766666651,0.3083175297,30
1138,0.9943333387,0.0773917137,3115.0,0.875333333,0.3113369957,30
1139,0.9936666727,0.0778524843,3125.0,0.8766666671,0.3074572772,30
1140,0.9936666727,0.0774313385,3135.0,0.875333333,0.3094609549,30
1141,0.9936666727,0.0773640443,3145.0,0.873666666,0.3119928072,30
1142,0.9936666727,0.0765392203,3155.0,0.874999998,0.3050401241,30
1143,0.9933333397,0.077420323,3165.0,0.8729999979,0.3069337646,30
1144,0.9930000067,0.0773745568,3175.0,0.8733333329,0.3076211145,30
1145,0.9933333397,0.0783277635,3185.0,0.8723333319,0.3071002076,30
1146,0.9930000067,0.0790444283,3195.0,0.8693333328,0.3110576207,30
1147,0.9926666737,0.0794533559,3205.0,0.8676666657,0.3113698925,30
1148,0.9923333406,0.0796159882,3215.0,0.8676666657,0.3112628683,30
1149,0.9923333406,0.0810566526,3225.0,0.8683333317,0.310403873,30
1150,0.9923333406,0.0815484537,3235.0,0.8649999976,0.3146781002,30
1151,0.9920000076,0.0813738847,3245.0,0.8643333296,0.3136196837,30
1152,0.9916666746,0.0806971827,3255.0,0.8656666636,0.3123223429,30
1153,0.9920000076,0.0800513078,3265.0,0.8633333286,0.3135497853,30
1154,0.9920000076,0.0800233174,3275.0,0.8626666625,0.315891175,30
1155,0.9916666746,0.079985994,3285.0,0.8609999955,0.3198625222,30
1156,0.9916666746,0.0794069277,3295.0,0.8603333294,0.3225460753,30
1157,0.9910000086,0.0791880512,3305.0,0.8619999965,0.3216806953,30
1158,0.9906666756,0.0795201261,3315.0,0.8613333305,0.3184653108,30
1159,0.9906666756,0.0789471467,3325.0,0.8646666626,0.3119810094,30
1160,0.9913333416,0.0775905849,3335.0,0.8646666626,0.3105364621,30
1161,0.9916666746,0.0773945981,3345.0,0.8659999967,0.3076620489,30
1162,0.9923333406,0.0762923501,3355.0,0.8649999956,0.3086873849,30
1163,0.9923333406,0.075659129,3365.0,0.8643333296,0.3127466907,30
1164,0.9930000067,0.0745427081,3375.0,0.8636666636,0.3133866191,30
1165,0.9936666727,0.0733293771,3385.0,0.8603333294,0.3146310657,30
1166,0.9936666727,0.0726701111,3395.0,0.8603333294,0.3147805005,30
1167,0.9936666727,0.07152599,3405.0,0.8593333284,0.3176831961,30
1168,0.9940000057,0.0716665896,3415.0,0.8596666614,0.3141268055,30
1169,0.9946666718,0.0710247207,3425.0,0.8569999953,0.3211081748,30
1170,0.9940000057,0.071107864,3435.0,0.8576666613,0.317844449,30
1171,0.9936666727,0.0715256497,3445.0,0.8573333283,0.3153150514,30
1172,0.9930000067,0.07196986,3455.0,0.8553333282,0.3188219274,30
1173,0.9936666727,0.0706629172,3465.0,0.8543333272,0.3208075439,30
1174,0.9936666727,0.0704743661,3475.0,0.8549999932,0.3198063855,30
1175,0.9930000067,0.0694049947,3485.0,0.8556666613,0.320219096,30
1176,0.9936666727,0.0687645316,3495.0,0.8583333274,0.3143906673,30
1177,0.9936666727,0.0685634524,3505.0,0.8609999955,0.3109355753,30
1178,0.9940000057,0.0679537736,3515.0,0.8589999954,0.3126087909,30
1179,0.9936666727,0.0667135583,3525.0,0.8586666624,0.3163242355,30
1180,0.9936666727,0.0662775627,3535.0,0.8609999975,0.3133971428,30
1181,0.9936666727,0.0668998585,3545.0,0.8606666644,0.3137490685,30
1182,0.9940000057,0.0667990817,3555.0,0.8596666654,0.3157335276,30
1183,0.9936666727,0.0668733856,3565.0,0.8583333333,0.3227894242,30
1184,0.9936666727,0.0667751157,3575.0,0.8576666653,0.3209554171,30
1185,0.9940000057,0.0671809183,3585.0,0.8599999984,0.3153965543,30
1186,0.9940000057,0.0664772888,3595.0,0.8599999984,0.3149580866,30
1187,0.9946666718,0.0653025781,3605.0,0.8599999984,0.3162543436,30
1188,0.9950000048,0.0650653966,3615.0,0.8633333325,0.3108450477,30
1189,0.9946666718,0.06555231,3625.0,0.8616666675,0.3175534318,30
1190,0.9946666718,0.0655767199,3635.0,0.8630000015,0.3164140269,30
1191,0.9946666718,0.0649142398,3645.0,0.8633333345,0.3167939032,30
1192,0.9946666718,0.0653939399,3655.0,0.8650000016,0.3176050787,30
1193,0.9950000048,0.0645991334,3665.0,0.8656666676,0.3113923714,30
1194,0.9950000048,0.06452621,3675.0,0.8633333345,0.3192987576,30
1195,0.9953333378,0.0641921469,3685.0,0.8670000017,0.3193032915,30
1196,0.9953333378,0.0640049595,3695.0,0.8660000026,0.3211376399,30
1197,0.9953333378,0.0635328349,3705.0,0.8666666706,0.3189266602,30
1198,0.9953333378,0.0629358801,3715.0,0.8670000037,0.3193382114,30
1199,0.9946666718,0.0634141364,3725.0,0.8690000037,0.3137105619,30
1200,0.9953333378,0.062911522,3735.0,0.8680000047,0.313799346,30
1201,0.9956666708,0.0625295634,3745.0,0.8693333387,0.3100717937,30
1202,0.9963333368,0.0612466385,3755.0,0.8710000058,0.3069816515,30
1203,0.9960000038,0.0615317442,3765.0,0.8740000069,0.302834863,30
1204,0.9963333368,0.0609324753,3775.0,0.8740000069,0.3026227946,30
1205,0.9966666698,0.0605108754,3785.0,0.875666674,0.2995858893,30
1206,0.9966666698,0.0606249878,3795.0,0.8743333399,0.3042256196,30
1207,0.9966666698,0.0603064739,3805.0,0.8703333398,0.310784104,30
1208,0.9963333368,0.0605531848,3815.0,0.8733333409,0.3063336626,30
1209,0.9963333368,0.0605282523,3825.0,0.8750000079,0.3004615039,30
1210,0.9960000038,0.0603884615,3835.0,0.87633334,0.2973465065,30
1211,0.9963333368,0.059374476,3845.0,0.876000007,0.2994164288,30
1212,0.9963333368,0.0598347738,3854.9666666667,0.877000006,0.297090587,30
841,0.7460000008,0.84716205,145.0,0.7459999969,0.8510664701,30-augx10
842,0.7573333343,0.8173001607,155.0,0.7619999965,0.8191892862,30-augx10
843,0.7646666686,0.7909803907,165.0,0.7703333298,0.7955629687,30-augx10
844,0.7666666687,0.7705297927,175.0,0.7706666629,0.7811516384,30-augx10
845,0.7693333348,0.7524781585,185.0,0.7719999969,0.7680606524,30-augx10
846,0.7696666678,0.7406584422,195.0,0.7716666639,0.7569388231,30-augx10
847,0.7713333348,0.7303493559,205.0,0.7733333309,0.7421564738,30-augx10
848,0.7716666698,0.7189094186,215.0,0.7696666638,0.736137718,30-augx10
849,0.7700000048,0.7111861328,225.0,0.7683333298,0.7302030484,30-augx10
850,0.7716666698,0.7051025569,235.0,0.7663333297,0.7253248354,30-augx10
851,0.7776666681,0.6895451387,245.0,0.7659999967,0.7198214332,30-augx10
852,0.7780000011,0.6829085906,255.0,0.7683333298,0.7108945986,30-augx10
853,0.7823333343,0.672451371,265.0,0.7683333298,0.7109853864,30-augx10
854,0.7856666664,0.6624800722,275.0,0.7703333298,0.7007507026,30-augx10
855,0.7859999994,0.6605906049,285.0,0.7699999968,0.6964501798,30-augx10
856,0.7866666655,0.6525613626,295.0,0.7703333298,0.694967399,30-augx10
857,0.7869999985,0.644813178,305.0,0.7729999959,0.6881436189,30-augx10
858,0.7909999967,0.6379415532,315.0,0.7729999959,0.6869656205,30-augx10
859,0.7906666636,0.6363630772,325.0,0.773666662,0.6850363453,30-augx10
860,0.7909999967,0.6353836318,335.0,0.773666662,0.6863873621,30-augx10
861,0.7913333297,0.6291798254,345.0,0.775333329,0.6813529551,30-augx10
862,0.7929999967,0.6242538383,355.0,0.7766666631,0.6773264527,30-augx10
863,0.7943333288,0.6208127409,365.0,0.7776666621,0.6723962625,30-augx10
864,0.7953333278,0.6165365765,375.0,0.7809999943,0.6599696736,30-augx10
865,0.7956666629,0.6151019762,385.0,0.7846666594,0.65488892,30-augx10
866,0.7973333299,0.6116943508,395.0,0.7849999925,0.6494936029,30-augx10
867,0.7973333299,0.6107183486,405.0,0.7873333255,0.6435304681,30-augx10
868,0.7976666629,0.6058180978,415.0,0.7879999916,0.6421170354,30-augx10
869,0.8009999971,0.6021157106,425.0,0.7889999926,0.6374565403,30-augx10
870,0.8026666641,0.5998006324,435.0,0.7876666586,0.636751322,30-augx10
871,0.8063333313,0.5941143076,445.0,0.7909999927,0.630270645,30-augx10
872,0.8066666643,0.591696165,455.0,0.7906666597,0.6308597376,30-augx10
873,0.8066666643,0.5887984792,465.0,0.7933333278,0.6268229316,30-augx10
874,0.8069999973,0.5867866079,475.0,0.7946666618,0.6221010238,30-augx10
875,0.8119999965,0.5805836946,485.0,0.7963333289,0.6159927239,30-augx10
876,0.8156666617,0.5750458588,495.0,0.7949999948,0.6136253923,30-augx10
877,0.8176666617,0.5710029652,505.0,0.7953333278,0.6136497885,30-augx10
878,0.8173333267,0.5700458596,515.0,0.798333327,0.6085902105,30-augx10
879,0.8223333259,0.5623884489,525.0,0.8006666601,0.6065538575,30-augx10
880,0.824999994,0.555456997,535.0,0.8043333272,0.6009815007,30-augx10
881,0.8209999939,0.5593385587,545.0,0.8039999942,0.6000659098,30-augx10
882,0.823666662,0.5560379356,555.0,0.8039999942,0.5990905017,30-augx10
883,0.82433333,0.5528312455,565.0,0.8086666604,0.5892758002,30-augx10
884,0.8229999979,0.5541429927,575.0,0.8073333263,0.5912323465,30-augx10
885,0.824666665,0.5477328956,585.0,0.8066666603,0.5891839037,30-augx10
886,0.8263333321,0.5459385475,595.0,0.8059999943,0.586350134,30-augx10
887,0.8276666661,0.5443461627,605.0,0.8059999943,0.583155786,30-augx10
888,0.8300000012,0.5372753561,615.0,0.8043333272,0.5823133359,30-augx10
889,0.8306666672,0.5333161324,625.0,0.8043333272,0.5790598581,30-augx10
890,0.8320000013,0.5289138089,635.0,0.8053333282,0.5758619537,30-augx10
891,0.8300000012,0.532721898,645.0,0.8056666613,0.5729872276,30-augx10
892,0.8290000021,0.5317944874,655.0,0.8046666602,0.5720532109,30-augx10
893,0.8293333371,0.5266284247,665.0,0.8033333282,0.5735589196,30-augx10
894,0.8316666702,0.5235634069,675.0,0.8033333282,0.5744921416,30-augx10
895,0.8343333364,0.5161958168,685.0,0.8039999962,0.571794639,30-augx10
896,0.8360000034,0.51304184,695.0,0.8029999952,0.5744618773,30-augx10
897,0.8376666685,0.5096923351,705.0,0.8016666611,0.576407373,30-augx10
898,0.8386666695,0.507866015,715.0,0.8019999941,0.5735483468,30-augx10
899,0.8393333356,0.5060706238,725.0,0.8013333261,0.5755536954,30-augx10
900,0.8390000006,0.5032712877,735.0,0.8026666601,0.5726014574,30-augx10
901,0.8390000006,0.5034578145,745.0,0.8029999932,0.5725429783,30-augx10
902,0.8376666665,0.5043775737,755.0,0.8026666601,0.5675995737,30-augx10
903,0.8389999986,0.5030752083,765.0,0.8006666601,0.5682665815,30-augx10
904,0.8416666647,0.4997561634,775.0,0.8013333261,0.5632225772,30-augx10
905,0.8379999995,0.5043979198,785.0,0.8013333261,0.562544328,30-augx10
906,0.8386666675,0.5019697686,795.0,0.8046666602,0.5607057949,30-augx10
907,0.8403333346,0.498213776,805.0,0.8056666613,0.5575469931,30-augx10
908,0.8433333357,0.4928462644,815.0,0.8086666624,0.5521341274,30-augx10
909,0.8423333347,0.4947012722,825.0,0.8069999973,0.5502991011,30-augx10
910,0.8393333336,0.4981312076,835.0,0.8069999973,0.5512611598,30-augx10
911,0.8406666676,0.4973183493,845.0,0.8093333304,0.5459358941,30-augx10
912,0.8386666675,0.4955221554,855.0,0.8086666644,0.5456813246,30-augx10
913,0.8383333345,0.4954750409,865.0,0.8043333312,0.5530711065,30-augx10
914,0.8399999996,0.4918219447,875.0,0.8043333312,0.5511051168,30-augx10
915,0.8406666656,0.4924220552,885.0,0.8019999981,0.5528886567,30-augx10
916,0.8406666656,0.4890207152,895.0,0.8026666641,0.5500437071,30-augx10
917,0.8399999976,0.4895748069,905.0,0.8013333321,0.5505709122,30-augx10
918,0.8383333306,0.4922717571,915.0,0.8026666661,0.5507825404,30-augx10
919,0.8356666644,0.4985950659,925.0,0.8020000001,0.5516691834,30-augx10
920,0.8379999975,0.4974432061,935.0,0.8053333342,0.5428792218,30-augx10
921,0.8406666656,0.4947275917,945.0,0.8056666672,0.5424279124,30-augx10
922,0.8416666647,0.4942568094,955.0,0.8073333343,0.5389825712,30-augx10
923,0.8453333298,0.4917135487,965.0,0.8103333334,0.5343542149,30-augx10
924,0.8449999968,0.4920361221,975.0,0.8106666684,0.5347846796,30-augx10
925,0.8479999959,0.4897173891,985.0,0.8086666683,0.536087662,30-augx10
926,0.848666662,0.4861573239,995.0,0.8090000014,0.5326399187,30-augx10
927,0.8469999969,0.4850766579,1005.0,0.8096666694,0.5354012748,30-augx10
928,0.848999997,0.4793544809,1015.0,0.8126666705,0.532740285,30-augx10
929,0.8463333309,0.4794529637,1025.0,0.8133333385,0.5278536717,30-augx10
930,0.8473333319,0.4801037312,1035.0,0.8126666705,0.5313669423,30-augx10
931,0.8463333309,0.4812909583,1045.0,0.8123333375,0.531523936,30-augx10
932,0.8473333319,0.4812416832,1055.0,0.8130000035,0.5296919018,30-augx10
933,0.8459999998,0.4804046541,1065.0,0.8136666695,0.5290127327,30-augx10
934,0.8423333327,0.4844173561,1075.0,0.8136666695,0.5303635528,30-augx10
935,0.8446666658,0.4798810542,1085.0,0.8116666694,0.5339798202,30-augx10
936,0.8439999978,0.4811873674,1095.0,0.8096666694,0.5362062563,30-augx10
937,0.8419999977,0.4821738323,1105.0,0.8096666694,0.5338196884,30-augx10
938,0.8419999977,0.4824318339,1115.0,0.8086666683,0.5371262252,30-augx10
939,0.8429999987,0.4802840789,1125.0,0.8093333344,0.5371028463,30-augx10
940,0.8439999998,0.4783082883,1135.0,0.8100000004,0.5350374341,30-augx10
941,0.8466666659,0.4721081704,1145.0,0.8076666673,0.5424195488,30-augx10
942,0.850333333,0.4679097195,1155.0,0.8100000004,0.540499115,30-augx10
943,0.849999998,0.4678967456,1165.0,0.8120000005,0.5353322049,30-augx10
944,0.8479999979,0.4705754826,1175.0,0.8133333345,0.532088684,30-augx10
945,0.8469999969,0.4700001468,1185.0,0.8183333337,0.5246516496,30-augx10
946,0.8483333309,0.4689836472,1195.0,0.8186666667,0.5222155531,30-augx10
947,0.8473333319,0.4690604279,1205.0,0.8193333328,0.5223769824,30-augx10
948,0.848999999,0.4658800085,1215.0,0.8186666667,0.519573464,30-augx10
949,0.8546666662,0.4562573344,1225.0,0.8183333337,0.5201551596,30-augx10
950,0.8536666671,0.4530699193,1235.0,0.8153333326,0.5241054734,30-augx10
951,0.8540000002,0.4504785548,1245.0,0.8153333326,0.5245690991,30-augx10
952,0.8543333332,0.4516081711,1255.0,0.8146666666,0.526222224,30-augx10
