Year,Population,GDP,GDP per capita,A Population,B GDP,C GDP per capita
1661,5.279736,5749,1088.810519,1.209588349,1.634166776,1.351010678
1662,5.204667,5857,1125.355946,1.19239003,1.665001847,1.396356734
1663,5.169274,6848,1324.74932,1.184281488,1.946682477,1.643766703
1664,5.244883,6484,1236.184674,1.201603522,1.843109006,1.533874504
1665,5.184322,6686,1289.705779,1.187728987,1.900703941,1.600284208
1666,5.229235,7550,1443.778596,1.198018562,2.146202123,1.791459824
1667,5.106405,7584,1485.184949,1.16987819,2.15589526,1.842837381
1668,5.205223,6830,1312.154594,1.192517409,1.941584101,1.628138999
1669,5.20047,7002,1346.345317,1.191428496,1.990356728,1.670563306
1670,5.193358,6793,1307.991582,1.189799136,1.931012441,1.622973478
1671,5.158922,6536,1266.914778,1.181909843,1.85796798,1.572004829
1672,5.140882,6466,1257.808769,1.177776876,1.838163404,1.560705971
1673,5.171863,6635,1282.840391,1.184874628,1.886042606,1.591765543
1674,5.186973,6334,1221.187532,1.188336332,1.80064546,1.515265849
1675,5.187052,6500,1253.096997,1.18835443,1.847724225,1.554859541
1676,5.184564,7681,1481.535577,1.187784429,2.183515034,1.838309192
1677,5.193061,7126,1372.261143,1.189731093,2.025778939,1.70272001
1678,5.209648,7410,1422.407799,1.193531178,2.106514082,1.764942652
1679,5.194269,6898,1327.906295,1.190007846,1.960756794,1.647683921
1680,5.166785,7718,1493.739568,1.183711258,2.193952078,1.853452067
1681,5.109031,6924,1355.264805,1.170479807,1.968314808,1.681630726
1682,4.962352,7214,1453.824028,1.136875625,2.0508376,1.80392433
1683,4.950841,7779,1571.341105,1.134238453,2.211471322,1.949741094
1684,4.943877,6506,1316.065368,1.132643,1.849596435,1.632991539
1685,5.012077,7154,1427.30133,1.14826763,2.033598751,1.771014611
1686,5.036096,6640,1318.427975,1.153770387,1.887479621,1.635923094
1687,4.978729,7304,1467.008009,1.140627598,2.076265244,1.82028319
1688,4.945834,7804,1577.832482,1.133091349,2.218361349,1.957795681
1689,5.042935,7617,1510.469311,1.155337203,2.165345182,1.874210557
1690,5.039295,8132,1613.624433,1.154503278,2.31155433,2.002206813
1691,5.09375,8270,1623.466526,1.166978928,2.350784541,2.014419014
1692,5.097574,8945,1754.69784,1.167855007,2.542715335,2.177252587
1693,5.121314,7610,1485.989615,1.173293844,2.163361219,1.843835821
1694,5.109576,9039,1769.120926,1.170604667,2.569651599,2.195148945
1695,5.109708,8648,1692.373179,1.170634908,2.458238851,2.099919313
1696,5.118433,8281,1617.923468,1.172633807,2.354110579,2.007541114
1697,5.150015,8222,1596.537982,1.179869248,2.337327724,1.981005716
1698,5.177316,8462,1634.379464,1.186123911,2.405411769,2.027959934
1699,5.190149,8158,1571.847056,1.189063954,2.319113336,1.950368884
1700,5.195805,8668,1668.330085,1.190359744,2.464147422,2.07008632
1701,5.210622,9444,1812.444582,1.193754321,2.68464068,2.248905518
1702,5.130944,9198,1792.724512,1.175500079,2.614825388,2.224436591
1703,5.259007,8607,1636.616524,1.204839332,2.446710255,2.030735709
1704,5.258024,10244,1948.329567,1.204614127,2.912170826,2.417513427
1705,5.243873,9721,1853.785383,1.20137213,2.763398263,2.300201738
1706,5.333593,8230,1543.119463,1.221926997,2.339652094,1.914723302
1707,5.324293,9245,1736.328992,1.219796365,2.628002812,2.154460275
1708,5.315379,9838,1850.865471,1.217754166,2.796668247,2.296578672
1709,5.309902,8521,1604.77031,1.216499385,2.422318513,1.9912205
1710,5.38987,7745,1437.033567,1.234820066,2.20179593,1.783090501
1711,5.382325,8443,1568.681308,1.233091505,2.400139594,1.946440782
1712,5.313727,8434,1587.118934,1.217375693,2.397400394,1.969318435
1713,5.310003,8070,1519.719037,1.216522524,2.293981609,1.88568774
1714,5.393804,8875,1645.365908,1.235721346,2.52283889,2.041592061
1715,5.39773,8624,1597.675416,1.236620793,2.451498157,1.982417059
1716,5.428306,8948,1648.40891,1.24362576,2.543672158,2.045367859
1717,5.437161,9450,1738.126982,1.245654442,2.686492028,2.156691245
1718,5.491429,9982,1817.732998,1.258087249,2.837574846,2.255467455
1719,5.530415,9804,1772.729272,1.267018948,2.78696811,2.199626229
1720,5.510036,10427,1892.354518,1.262350116,2.964072345,2.348058837
1721,5.502742,10018,1820.537375,1.260679059,2.847807386,2.258947165
1722,5.505718,10123,1838.550954,1.261360861,2.877540834,2.281298653
1723,5.523184,9877,1788.315033,1.265362325,2.807795027,2.21896525
1724,5.540007,9776,1764.693568,1.269216477,2.779146737,2.18965542
1725,5.55845,10029,1804.325985,1.273441771,2.851022001,2.238831854
1726,5.602227,9718,1734.580198,1.283471088,2.762402434,2.152290347
1727,5.628489,9656,1715.631203,1.289487717,2.745033314,2.12877818
1728,5.577742,9949,1783.672346,1.277861571,2.828169033,2.213204542
1729,5.478467,9394,1714.692612,1.255117653,2.670405342,2.127613564
1730,5.420676,9607,1772.245313,1.241877726,2.730921068,2.199025727
1731,5.414321,9452,1745.750921,1.240421794,2.68694107,2.166151129
1732,5.394668,10078,1868.108306,1.235919289,2.864828546,2.317973813
1733,5.437529,10299,1894.051938,1.245738751,2.927691633,2.350165018
1734,5.515446,10259,1860.138101,1.263589548,2.916471166,2.308084276
1735,5.561308,10014,1800.632204,1.274096539,2.846648359,2.234248561
1736,5.598932,10756,1921.047949,1.282716203,3.057561911,2.383662031
1737,5.629101,10177,1808.014048,1.289627926,2.893161674,2.243408053
1738,5.652216,10365,1833.851399,1.294923576,2.946556361,2.275467383
1739,5.684087,10294,1810.981957,1.302225227,2.926218163,2.247090674
1740,5.711806,10119,1771.523646,1.308575655,2.87641976,2.198130273
1741,5.723207,10412,1819.214316,1.311187625,2.959751032,2.257305495
1742,5.664217,10649,1880.062104,1.297673007,3.027219694,2.332806245
1743,5.660026,10396,1836.795911,1.296712848,2.955365449,2.279120973
1744,5.695178,10249,1799.542464,1.304766177,2.913407696,2.232896397
1745,5.750497,10397,1808.085445,1.317439769,2.955671698,2.243496643
1746,5.781808,10722,1854.373393,1.324613124,3.047843861,2.300931349
1747,5.805091,11208,1930.66612,1.329947263,3.186016857,2.395596386
1748,5.816618,11085,1905.800241,1.3325881,3.151227676,2.36474247
1749,5.851017,11017,1882.937146,1.340468917,3.131836236,2.336373635
1750,5.888264,11174,1897.723809,1.34900221,3.176524002,2.354721125
1751,5.921907,10930,1845.705734,1.356709827,3.107104828,2.290176401
1752,5.960981,11466,1923.488073,1.365661686,3.259410775,2.386689769
1753,6.007521,11565,1925.09605,1.376324008,3.287604469,2.388684969
1754,6.052434,11239,1856.859654,1.386613583,3.194780345,2.304016334
1755,6.096763,11577,1898.806413,1.396769364,3.290878622,2.356064435
1756,6.148555,11378,1850.501313,1.408634919,3.234404418,2.29612682
1757,6.177649,12031,1947.436231,1.415300359,3.419938813,2.416404964
1758,6.196146,12195,1968.191688,1.419538025,3.466737015,2.442158614
1759,6.221833,12385,1990.62814,1.425422921,3.520791855,2.469998064
1760,6.262599,12742,2034.687837,1.434762418,3.622298657,2.524667926
1761,6.310339,13247,2099.20721,1.445699659,3.765649218,2.604724428
1762,6.338572,12875,2031.270815,1.452167844,3.660084551,2.520428039
1763,6.326856,12830,2027.897567,1.449483706,3.647252459,2.516242468
1764,6.361342,12822,2015.596025,1.457384454,3.64488726,2.50097855
1765,6.415198,12715,1982.026377,1.469722873,3.614526029,2.459324881
1766,6.448732,12882,1997.613119,1.477405517,3.661993522,2.478665119
1767,6.46703,12968,2005.232484,1.481597592,3.686391607,2.48811933
1768,6.486827,13084,2017.074384,1.486133088,3.719513089,2.502812918
1769,6.530999,13821,2116.170908,1.4962529,3.928820783,2.625773212
1770,6.579743,13440,2042.646083,1.507420158,3.820620643,2.534542624
1771,6.623359,13688,2066.64052,1.51741259,3.891124235,2.564315243
1772,6.673919,13335,1998.144604,1.528995894,3.790877124,2.479324594
1773,6.726828,13570,2017.323928,1.541117355,3.85760561,2.503122555
1774,6.775929,13265,1957.717934,1.552366401,3.770950466,2.42916264
1775,6.847947,13686,1998.572239,1.568865737,3.890559869,2.479855209
1776,6.913474,14126,2043.292982,1.583877983,4.015677608,2.535345306
1777,6.979029,14532,2082.186057,1.598896643,4.13091633,2.583604354
1778,7.050435,14427,2046.263738,1.615255769,4.101185214,2.53903146
1779,7.116142,14384,2021.367132,1.630309253,4.0890429,2.508139417
1780,7.15476,15038,2101.835398,1.639156643,4.27489679,2.60798552
1781,7.206139,15463,2145.817416,1.65092758,4.395692081,2.662558996
1782,7.230818,15306,2116.712588,1.656581543,4.350920867,2.626445336
1783,7.284,15223,2089.973347,1.668765548,4.327554505,2.593266928
1784,7.300587,15280,2092.981659,1.672565632,4.343652413,2.596999681
1785,7.367578,15170,2059.034677,1.687913281,4.312412189,2.554877812
1786,7.433688,15432,2075.952843,1.703059092,4.386858991,2.575870098
1787,7.508406,15172,2020.625223,1.720176998,4.312860188,2.507218846
1788,7.59159,15134,1993.459332,1.739234465,4.302015658,2.473511044
1789,7.665834,15469,2017.881281,1.756243777,4.397307978,2.503814126
1790,7.762101,16639,2143.619307,1.778298562,4.729974627,2.659831553
1791,7.845678,16707,2129.390428,1.797446066,4.749169161,2.642176169
1792,7.937411,17374,2188.873804,1.818462111,4.938913887,2.715983939
1793,8.022417,17088,2130.084009,1.837936999,4.857735077,2.643036775
1794,8.100998,16532,2040.693273,1.855939918,4.699461752,2.532119551
1795,8.169106,18323,2242.98378,1.871543472,5.208738156,2.783124322
1796,8.256325,18648,2258.6077,1.891525358,5.301020041,2.802510692
1797,8.33374,18508,2220.885958,1.909261147,5.261360582,2.755705049
1798,8.435048,18682,2214.802918,1.932470826,5.310733482,2.748157132
1799,8.52574,19169,2248.325423,1.953248377,5.449079163,2.789752305
1800,8.619513,20098,2331.731303,1.974731786,5.713379782,2.893243438
1801,8.671439,20275,2338.078926,1.986628041,5.763445655,2.901119654
1802,8.730845,20500,2348.023951,2.000237965,5.82761245,2.913459574
1803,8.831874,20062,2271.517177,2.023383725,5.702965594,2.818528944
1804,8.945472,20036,2239.84821,2.049409045,5.69578661,2.779233665
1805,9.092471,21249,2336.934063,2.083086539,6.040324146,2.899699093
1806,9.232495,21159,2291.820668,2.115166059,6.014943807,2.843721788
1807,9.367758,22537,2405.810877,2.146154834,6.40662064,2.985162366
1808,9.49847,21477,2261.088613,2.176100974,6.105245046,2.805589042
1809,9.623669,22145,2301.126654,2.204784084,6.295251161,2.855268779
1810,9.737937,23567,2420.111272,2.230962901,6.69937297,3.002906488
1811,9.863959,23314,2363.557906,2.259834561,6.62749436,2.932734314
1812,9.988059,22345,2237.1917,2.288265891,6.35208294,2.775937432
1813,10.14077,23555,2322.781562,2.323252005,6.695933999,2.882138479
1814,10.27405,23026,2241.182745,2.353786474,6.545620264,2.780889574
1815,10.45806,25484,2436.80389,2.395943194,7.244419151,3.023618912
1816,10.62838,24140,2271.301702,2.434963533,6.86236417,2.818261579
1817,10.80177,24540,2271.833928,2.474687209,6.975950149,2.818921973
1818,10.95725,24508,2236.715484,2.510307701,6.966973785,2.775346537
1819,11.12151,24097,2166.740383,2.547939693,6.850188083,2.688520494
1820,11.26775,26052,2312.04262,2.5814433,7.405679276,2.868813456
1821,11.45681,26492,2312.366079,2.624756976,7.530991584,2.869214808
1822,11.65227,27002,2317.277351,2.669536893,7.675742869,2.875308781
1823,11.83911,27795,2347.711066,2.712341966,7.901245652,2.913071342
1824,12.01661,29317,2439.69659,2.753007244,8.333926141,3.027208213
1825,12.20769,29973,2455.2645,2.796783702,8.520471705,3.046525084
1826,12.37375,28361,2292.055033,2.834828075,8.062286737,2.844012591
1827,12.52784,30544,2438.056633,2.870130118,8.682641092,3.025173332
1828,12.72769,30631,2406.607264,2.915915784,8.707363473,2.986150533
1829,12.90303,30883,2393.503858,2.956086206,8.779255745,2.969891652
1830,13.07414,32263,2467.696004,2.995287534,9.171421444,3.06195026
1831,13.25405,33262,2509.59136,3.036504943,9.455477743,3.113934579
1832,13.39434,33414,2494.636584,3.068645404,9.498618986,3.095378493
1833,13.56508,33794,2491.262348,3.107761965,9.606687981,3.091191696
1834,13.76037,34983,2542.31905,3.152502935,9.944707756,3.154543536
1835,13.92132,37098,2664.801799,3.189376605,10.54574318,3.306521772
1836,14.09952,38068,2699.925771,3.230202253,10.82151371,3.350104067
1837,14.26131,37744,2646.566272,3.267268368,10.72936588,3.283894885
1838,14.416,39586,2745.992219,3.302707871,11.25319741,3.407263932
1839,14.59444,40484,2773.963877,3.343588503,11.50853647,3.441971541
1840,14.76938,40614,2749.893871,3.383667285,11.54542859,3.412105155
1841,14.93671,39484,2643.434566,3.422002614,11.22419945,3.280009023
1842,15.073126,39153,2597.527108,3.453255541,11.13000296,3.223046434
1843,15.263728,40410,2647.48236,3.49692249,11.48750081,3.28503158
1844,15.455274,43558,2818.346248,3.540805708,12.3823455,3.497041781
1845,15.648136,45577,2912.60711,3.584990423,12.95616227,3.614001921
1846,15.841092,48212,3043.459556,3.629196673,13.7051727,3.776365389
1847,16.035218,47672,2972.96287,3.67367097,13.55177603,3.688892157
1848,16.230182,48734,3002.655964,3.718337253,13.85354202,3.725735745
1849,16.425956,49122,2990.496056,3.763189108,13.96386851,3.710647569
1850,16.622424,48432,2913.636018,3.808199957,13.76770382,3.615278604
1851,16.819749,50533,3004.390414,3.853407146,14.36506978,3.727887875
1852,17.018306,52065,3059.375474,3.898896586,14.8006562,3.796114073
1853,17.217568,53992,3135.8482,3.944547541,15.34824417,3.891002456
1854,17.41751,56304,3232.581904,3.990354285,16.00543447,4.011030932
1855,17.618,55666,3159.59404,4.036286576,15.82412676,3.920466612
1856,17.820212,58182,3264.934638,4.082613377,16.53937977,4.051174638
1857,18.020916,58774,3261.413435,4.128594695,16.70761964,4.046805482
1858,18.223191,58569,3213.955508,4.174935929,16.64930653,3.987919051
1859,18.425901,60800,3299.707351,4.221376822,17.28367213,4.094321086
1860,18.629213,62356,3347.189568,4.267955633,17.72583406,4.153237658
1861,18.832914,63499,3371.678197,4.314623565,18.05076044,4.183623476
1862,19.072513,62992,3302.76501,4.369515733,17.90677828,4.09811507
1863,19.315155,66439,3439.750873,4.425105054,18.88674204,4.268088964
1864,19.560889,67403,3445.816334,4.481402752,19.16075314,4.275615069
1865,19.809651,70609,3564.353704,4.538394165,20.07194601,4.422697826
1866,20.061684,71603,3569.126087,4.596134965,20.35453276,4.428619463
1867,20.316825,71989,3543.309096,4.654587808,20.46429278,4.396585395
1868,20.575213,74875,3639.080023,4.71378454,21.28471342,4.515419243
1869,20.836899,76758,3683.749302,4.773736844,21.82001349,4.570845483
1870,21.101916,82871,3927.180378,4.83445228,23.55779296,4.872898023
1871,21.375866,87729,4104.127807,4.897214268,24.93885193,5.092456764
1872,21.6688,88093,4065.41752,4.964325494,25.04216525,5.044424521
1873,21.9655,88709,4038.551968,5.032299511,25.21730266,5.011089385
1874,22.2663,92472,4152.98732,5.101212838,26.2869696,5.153082303
1875,22.5712,93242,4131.018503,5.171065476,26.50596687,5.1258231
1876,22.8803,93568,4089.477137,5.241880335,26.59875815,5.074278016
1877,23.1935,94340,4067.537023,5.313634504,26.81820256,5.04705443
1878,23.5111,94295,4010.638704,5.386396714,26.80515673,4.976454233
1879,23.8329,92472,3880.033173,5.460121145,26.28719163,4.814397141
1880,24.1592,99439,4115.994708,5.534876526,28.26761831,5.107181375
1881,24.4743,102032,4168.960737,5.607065986,29.00480472,5.172902332
1882,24.7971,103728,4183.08989,5.681019517,29.48695671,5.190433975
1883,25.0129,106880,4272.999935,5.730459331,30.38286995,5.301995563
1884,25.2919,105691,4178.836564,5.794378275,30.04475754,5.185156391
1885,25.574,104574,4089.091794,5.859007429,29.72743118,5.073799878
1886,25.8593,104932,4057.813977,5.924369704,29.82914188,5.034989944
1887,26.1479,109518,4188.413464,5.99048801,31.13280303,5.197039537
1888,26.4398,113242,4282.995464,6.057362346,32.19123524,5.314398149
1889,26.7351,116980,4375.526099,6.125015622,33.25400465,5.429211401
1890,27.0033,118163,4375.868317,6.186460284,33.59022766,5.42963603
1891,27.3044,121795,4460.650746,6.255442342,34.62284249,5.534835203
1892,27.6184,118737,4299.188401,6.327379791,33.75334778,5.334490562
1893,27.9359,117668,4212.081256,6.400119091,33.44962626,5.226406849
1894,28.2574,123579,4373.335731,6.473774792,35.12989723,5.426493562
1895,28.5824,127647,4465.915312,6.548232343,36.28616219,5.541367547
1896,28.9113,133058,4602.296203,6.623583385,37.82457424,5.710590784
1897,29.3438,135019,4601.264683,6.722669203,38.38180829,5.70931086
1898,29.5802,141726,4791.231176,6.77682848,40.28840681,5.94502383
1899,29.9205,147257,4921.608286,6.854791264,41.86082211,6.106797494
1900,30.2533,147356,4870.74518,6.931035796,41.88900311,6.043685871
1901,30.594,150837,4930.287372,7.00909022,42.87857637,6.11756662
1902,30.9074,153241,4958.083396,7.08089021,43.56203522,6.1520563
1903,31.2018,151617,4859.236913,7.148337296,43.10022964,6.029406259
1904,31.5215,153714,4876.485235,7.221580616,43.69639926,6.050808207
1905,31.8444,158930,4990.844814,7.295557057,45.17924803,6.192707105
1906,32.1707,162943,5064.957285,7.370312439,46.31995827,6.284666852
1907,32.653,167047,5115.815395,7.480807445,47.4864621,6.347772277
1908,32.8336,160492,4888.033469,7.522182933,45.62307312,6.065137411
1909,33.1699,164368,4955.349347,7.599229316,46.72510662,6.148663855
1910,33.3817,169147,5067.06588,7.647752729,48.08358745,6.287283226
1911,33.7043,174587,5179.955858,7.72166044,49.62988081,6.427358622
1912,33.852,177560,5245.171529,7.755498533,50.47494902,6.508279101
1913,34.0553,185317,5441.651328,7.802074595,52.68018399,6.752073867
1914,34.4435,188942,5485.562317,7.891011277,53.71063548,6.80655921
1915,34.81777781,199235,5722.2171,7.976758381,56.63660886,7.100203637
1916,34.83006644,201400,5782.356034,7.97957371,57.2520436,7.174824831
1917,34.83098321,200171,5746.92748,7.979783741,56.90275745,7.130864607
1918,34.80492782,203906,5858.52607,7.973814447,57.96434943,7.269337632
1919,34.6336,187816,5422.930899,7.934563217,53.39044847,6.728845308
1920,34.9678,176887,5058.558095,8.011128489,50.2836637,6.276726652
1921,35.2743,159749,4528.752928,8.081347688,45.41181852,5.619337303
1922,35.5189,168269,4737.443841,8.137385586,47.83386173,5.878283784
1923,35.745,173294,4848.054016,8.189185132,49.26229187,6.01553037
1924,36.0648,181514,5033.008689,8.262451362,51.59921207,6.245024606
1925,36.1982,187945,5192.101718,8.293013323,53.42715258,6.442429368
1926,36.3828,182123,5005.731541,8.335305212,51.77207066,6.211178756
1927,36.5624,196173,5365.434509,8.3764516,55.76625181,6.657503018
1928,36.7957,197969,5380.225935,8.429900667,56.27680647,6.675856417
1929,36.9229,203664,5515.925416,8.459042207,57.89566556,6.844234151
1930,37.1721,202089,5436.576325,8.516133967,57.44793839,6.745776736
1931,37.3947,192757,5154.667673,8.567131662,54.79520879,6.395980704
1932,37.6191,193013,5130.706448,8.618541737,54.86778526,6.366249295
1933,37.7819,199279,5274.453997,8.655839243,56.64911959,6.544613179
1934,37.9126,211304,5573.461221,8.685782633,60.06761855,6.915625348
1935,38.1073,219260,5753.7432,8.730388434,62.3290511,7.139321643
1936,38.3221,229862,5998.168944,8.779599148,65.3431182,7.442608381
1937,38.552,238059,6175.020022,8.832269274,67.6732673,7.662047567
1938,38.7492,240060,6195.236749,8.877447825,68.24211994,7.687132754
1939,38.973,250785,6434.829359,8.92872044,71.29067614,7.984422473
1940,39.339,275846,7012.014661,9.012571098,78.41479168,8.700601729
1941,39.145,300057,7665.259003,8.968125667,85.29724279,9.51115606
1942,39.3714,305632,7762.792509,9.019993943,86.88217766,9.632176941
1943,39.8031,311082,7815.519437,9.118896481,88.43142163,9.697601219
1944,39.9995,297583,7439.676652,9.163891752,84.59417992,9.231250456
1945,40.2137,284156,7066.143303,9.212965006,80.77711463,8.767765273
1946,40.2266,277347,6894.616996,9.215920398,78.84158276,8.554933133
1947,40.549,273982,6756.821441,9.289782289,77.8851126,8.383954562
1948,40.95,282806,6906.125046,9.381651452,80.39336466,8.569212475
1949,41.214,292553,7098.396796,9.442133893,83.16429319,8.807785839
1950,41.421,302432,7301.42662,9.489557626,85.9726208,9.059707965
1951,41.228,313963,7615.29087,9.445341296,89.25049327,9.449154931
1952,41.367,319153,7715.160448,9.477186217,90.72580915,9.57307444
1953,41.515,336989,8117.273887,9.511093041,95.79594009,10.07202218
1954,41.673,351677,8438.959491,9.547290866,99.97134379,10.47117399
1955,41.838,365337,8732.190573,9.585092392,103.8546586,10.83501904
1956,42.059,371470,8832.118111,9.635723526,105.597995,10.95901047
1957,42.296,378804,8956.028583,9.690020264,107.682872,11.11276025
1958,42.494,383828,9032.526383,9.735382095,109.1110447,11.20767974
1959,42.763,399831,9349.932716,9.797010037,113.6602252,11.60152177
1960,43.146,425188,9854.62928,9.884755398,120.8683774,12.22775603
1961,43.5662,436823,10026.64129,9.981023284,124.1758154,12.44119084
1962,44.0063,441844,10040.46971,10.08185026,125.6032124,12.45834932
1963,44.311,463646,10463.45922,10.15165708,131.8009981,12.98320038
1964,44.648,489587,10965.4806,10.22886383,139.1751001,13.60611523
1965,44.9786,500279,11122.59856,10.30460435,142.2145586,13.80106929
1966,45.2653,508385,11231.21991,10.37028736,144.5187496,13.93584812
1967,45.562,522808,11474.64156,10.43826138,148.6188066,14.23788897
1968,45.7907,551593,12045.96331,10.49065658,156.8016687,14.94679265
1969,46.0135,562496,12224.58035,10.5417001,159.900967,15.16842307
1970,46.1672,578087,12521.59925,10.57691279,164.3331567,15.5369681
1971,46.4117,598523,12895.95145,10.63292778,170.1424677,16.00146932
1972,46.5719,623323,13384.10095,10.66962963,177.1923719,16.60717176
1973,46.6862,663649,14215.09537,10.69581578,188.6558017,17.63828077
1974,46.6827,646956,13858.57657,10.69501392,183.9104698,17.19590747
1975,46.6744,637048,13648.76712,10.69311239,181.0939865,16.93557309
1976,46.6599,655374,14045.77111,10.68979044,186.3036022,17.42818096
1977,46.6398,671224,14391.65035,10.68518553,190.8091251,17.85735256
1978,46.6382,699077,14989.3727,10.68481897,198.7271024,18.59901445
1979,46.6981,724874,15522.55814,10.69854207,206.0603189,19.26059809
1980,46.7872,709767,15170.1166,10.71895489,201.765931,18.8232839
1981,46.820805,703930,15034.56459,10.7266538,200.106683,18.65508916
1982,46.777337,718494,15359.88039,10.71669528,204.2467664,19.05874536
1983,46.813693,749210,16004.07559,10.72502444,212.9783011,19.85807139
1984,46.912444,766651,16342.17335,10.74764831,217.9363804,20.27758763
1985,47.057359,799170,16982.90059,10.78084836,227.1806191,21.07261057
1986,47.187643,824801,17479.17001,10.81069645,234.4665824,21.68838831
1987,47.300419,869460,18381.65046,10.83653345,247.161802,22.80819814
1988,47.412342,920259,19409.69899,10.86217502,261.6026086,24.08381453
1989,47.552651,944522,19862.65106,10.89431984,268.499702,24.64584353
1990,47.699116,951790,19954.03323,10.92787499,270.5657894,24.75923174
1991,47.875035,941631,19668.51845,10.96817806,267.6779598,24.40496118
1992,47.997973,944232,19672.32702,10.99634318,268.4172941,24.40968691
1993,48.102319,967096,20104.96671,11.02024886,274.9167709,24.94651204
1994,48.228781,1003827,20813.86723,11.04922133,285.3585743,25.82612529
1995,48.383461,1028125,21249.50958,11.08465854,292.265602,26.36667616
1996,48.519129,1053444,21711.93036,11.1157401,299.4630854,26.94045406
1997,48.664777,1085474,22305.11616,11.14910808,308.5681442,27.67648695
1998,48.820583,1124397,23031.20435,11.18480326,319.6328974,28.57742689
1999,49.032872,1164715,23753.74977,11.2334387,331.0940457,29.47397093
2000,49.233311,1201398,24402.13876,11.27935931,341.5220885,30.27850069
2001,49.449746,1237291,25021.18367,11.3289446,351.7254368,31.04661989
2002,49.679267,1269281,25549.50238,11.3815279,360.8190735,31.70216484
2003,49.925517,1315119,26341.61582,11.43794381,373.8495343,32.6850298
2004,50.1946,1344096,26777.70259,11.49959077,382.086922,33.22613211
2005,50.606034,1380757,27284.43635,11.59385036,392.5085767,33.85489414
2006,50.965186,1410161,27669.11152,11.67613214,400.8673535,34.33220425
2007,51.381093,1450845,28236.94809,11.7714165,412.4325711,35.03678347
2008,51.815853,1438728,27766.1726,11.87102009,408.9879688,34.45263893
2009,52.196381,1380762,26453.21334,11.95819911,392.5099664,32.8235015
2010,52.642452,1409477,26774.52836,12.06039405,400.6727444,33.22219347
2011,53.107169,1429366,26914.7418,12.16686079,406.3265778,33.39617219
2012,53.493729,1455375,27206.46792,12.25542174,413.7203639,33.75814987
2013,53.865817,1483697,27544.32051,12.34066716,421.7714475,34.17736188
2014,54.316618,1534814,28256.79993,12.44394574,436.3023571,35.0614159
2015,54.7863,1571982,28692.96873,12.55154996,446.8680636,35.60261999
2016,55.219,1600372,28982.26823,12.6506816,454.938583,35.96158669
