Date,Average Price,Volume,Region
01/03/2006,241380,13982,London
01/04/2006,245474,11953,London
01/05/2006,247591,13349,London
01/06/2006,251417,16075,London
01/07/2006,253883,16182,London
01/08/2006,256704,16833,London
01/09/2006,257541,15674,London
01/10/2006,259115,15193,London
01/11/2006,258814,15230,London
01/12/2006,264494,15232,London
01/01/2007,267658,12794,London
01/02/2007,270780,12194,London
01/03/2007,273479,14546,London
01/04/2007,278805,12568,London
01/05/2007,282726,14059,London
01/06/2007,285958,15799,London
01/07/2007,295694,16037,London
01/08/2007,297653,16824,London
01/09/2007,298414,13748,London
01/10/2007,298559,13890,London
01/11/2007,297648,13174,London
01/12/2007,297994,9938,London
01/01/2008,298596,8541,London
01/02/2008,295700,8773,London
01/03/2008,293605,8002,London
01/04/2008,294346,8074,London
01/05/2008,295163,8075,London
01/06/2008,290100,7540,London
01/07/2008,290261,6935,London
01/08/2008,281721,5982,London
01/09/2008,276487,5191,London
01/10/2008,266999,5225,London
01/11/2008,258647,4078,London
01/12/2008,253881,4505,London
01/01/2009,253093,3269,London
01/02/2009,249847,3251,London
01/03/2009,247264,4097,London
01/04/2009,245351,4323,London
01/05/2009,249991,5011,London
01/06/2009,253596,6001,London
01/07/2009,259793,7900,London
01/08/2009,262076,7548,London
01/09/2009,267501,7920,London
01/10/2009,268780,8449,London
01/11/2009,266837,7962,London
01/12/2009,270118,9500,London
01/01/2010,279724,6212,London
01/02/2010,278753,6312,London
01/03/2010,280472,7308,London
01/04/2010,281981,7032,London
01/05/2010,281762,7106,London
01/06/2010,284541,8756,London
01/07/2010,292772,9461,London
01/08/2010,290646,8570,London
01/09/2010,290093,8194,London
01/10/2010,286131,7871,London
01/11/2010,282290,7663,London
01/12/2010,285353,7448,London
01/01/2011,287983,5870,London
01/02/2011,285227,5796,London
01/03/2011,287092,6675,London
01/04/2011,293993,6903,London
01/05/2011,284722,6460,London
01/06/2011,285906,7846,London
01/07/2011,295843,8742,London
01/08/2011,294903,8998,London
01/09/2011,295358,8707,London
01/10/2011,292267,7871,London
01/11/2011,291036,7956,London
01/12/2011,292284,8217,London
01/01/2012,294360,6531,London
01/02/2012,292381,6659,London
01/03/2012,290379,9099,London
01/04/2012,299065,5961,London
01/05/2012,304081,7374,London
01/06/2012,306823,8132,London
01/07/2012,308962,8751,London
01/08/2012,310043,9073,London
01/09/2012,308469,7906,London
01/10/2012,310281,8146,London
01/11/2012,308540,8626,London
01/12/2012,313744,7601,London
01/01/2013,311364,6834,London
01/02/2013,313550,6693,London
01/03/2013,312289,7663,London
01/04/2013,320921,7388,London
01/05/2013,322324,9010,London
01/06/2013,324518,8930,London
01/07/2013,332988,10889,London
01/08/2013,335743,11153,London
01/09/2013,340494,10276,London
01/10/2013,340045,10935,London
01/11/2013,343749,11427,London
01/12/2013,352028,10775,London
01/01/2014,355830,9966,London
01/02/2014,357876,9363,London
01/03/2014,361400,9537,London
01/04/2014,375337,9809,London
01/05/2014,382705,10155,London
01/06/2014,387182,10486,London
01/07/2014,398737,11340,London
01/08/2014,404754,11243,London
01/09/2014,403670,10437,London
01/10/2014,402300,10773,London
01/11/2014,400803,9095,London
01/12/2014,402898,9745,London
01/01/2015,402847,8142,London
01/02/2015,404773,7937,London
01/03/2015,404706,8847,London
01/04/2015,410445,8323,London
01/05/2015,415817,9059,London
01/06/2015,419474,10721,London
01/07/2015,431644,11980,London
01/08/2015,436152,10499,London
01/09/2015,439729,10686,London
01/10/2015,440484,10926,London
01/11/2015,445485,9752,London
01/12/2015,450053,9700,London
01/01/2016,457466,7927,London
01/02/2016,457759,8208,London
01/03/2016,464647,17501,London
01/04/2016,461068,5746,London
01/05/2016,467485,6617,London
01/06/2016,468120,8464,London
01/07/2016,475530,8794,London
01/08/2016,471957,8535,London
01/09/2016,471767,8275,London
01/10/2016,471008,8100,London
01/11/2016,470854,8178,London
01/12/2016,472374,8460,London
01/01/2017,475619,6931,London
01/02/2017,476717,7108,London
01/03/2017,475442,8659,London
01/04/2017,479790,7120,London
01/05/2017,480902,7874,London
01/06/2017,480152,9192,London
01/07/2017,488527,8494,London
01/08/2017,487085,8921,London
01/09/2017,483833,8239,London
01/10/2017,481762,7990,London
01/11/2017,476290,7629,London
01/12/2017,476848,7883,London
01/01/2018,479772,6584,London
01/02/2018,477860,6386,London
01/03/2018,472357,7350,London
01/04/2018,477253,6511,London
01/05/2018,478485,6980,London
01/06/2018,479931,8135,London
01/07/2018,484724,8303,London
01/08/2018,479550,8975,London
01/09/2018,476545,7636,London
01/10/2018,480057,7956,London
01/11/2018,474347,8130,London
01/12/2018,473252,6957,London
01/01/2019,470067,6031,London
01/02/2019,466068,5967,London
01/03/2019,464162,6875,London
01/04/2019,469537,6063,London
01/05/2019,463628,6815,London
01/06/2019,470519,6991,London
01/07/2019,478505,8275,London
01/08/2019,472729,8797,London
01/09/2019,477146,7586,London
01/10/2019,472668,7901,London
01/11/2019,468757,7833,London
01/12/2019,479153,7107,London
01/01/2020,475948,6527,London
01/02/2020,474480,6465,London
01/03/2020,482605,6842,London
01/04/2020,476159,3206,London
01/05/2020,473225,2929,London
01/06/2020,479969,4511,London
01/07/2020,483830,5988,London
01/08/2020,489424,6148,London
01/09/2020,493205,7087,London
01/10/2020,486212,8083,London
01/11/2020,494552,7825,London
01/12/2020,494193,9201,London
01/01/2021,499115,7398,London
01/02/2021,490384,9233,London
01/03/2021,499862,14884,London
01/04/2021,491221,8343,London
01/05/2021,486387,6937,London
01/06/2021,505998,24094,London
01/07/2021,497949,2701,London
01/08/2021,510268,5536,London
01/09/2021,509148,11626,London
01/10/2021,507712,4393,London
01/11/2021,509970,6048,London
01/12/2021,510128,6605,London
01/01/2022,517529,5499,London
01/02/2022,519559,6093,London
01/03/2022,517909,6872,London
01/04/2022,523358,5820,London
01/05/2022,523323,6081,London
01/06/2022,532687,5963,London
01/07/2022,542180,6885,London
01/08/2022,546261,6513,London
01/01/1995,42076,1983,North East
01/02/1995,42572,1986,North East
01/03/1995,42370,3052,North East
01/04/1995,42096,2406,North East
01/05/1995,43266,2857,North East
01/06/1995,42315,3251,North East
01/07/1995,43288,2719,North East
01/08/1995,41899,2969,North East
01/09/1995,41851,2983,North East
01/10/1995,41688,2674,North East
01/11/1995,41728,2620,North East
01/12/1995,42303,2859,North East
01/01/1996,40790,2020,North East
01/02/1996,40722,2113,North East
01/03/1996,41753,2893,North East
01/04/1996,41588,2604,North East
01/05/1996,42987,3464,North East
01/06/1996,42848,3235,North East
01/07/1996,42800,3382,North East
01/08/1996,43374,3671,North East
01/09/1996,43082,3347,North East
01/10/1996,42537,3477,North East
01/11/1996,42799,3932,North East
01/12/1996,42636,3270,North East
01/01/1997,42353,2548,North East
01/02/1997,42574,2458,North East
01/03/1997,42735,2850,North East
01/04/1997,43976,2951,North East
01/05/1997,44090,3704,North East
01/06/1997,44628,3977,North East
01/07/1997,45566,3920,North East
01/08/1997,44793,3962,North East
01/09/1997,43770,3505,North East
01/10/1997,43996,3876,North East
01/11/1997,44049,3345,North East
01/12/1997,44379,3634,North East
01/01/1998,44246,2522,North East
01/02/1998,43510,2488,North East
01/03/1998,44786,3106,North East
01/04/1998,45039,3350,North East
01/05/1998,45169,3735,North East
01/06/1998,45962,4051,North East
01/07/1998,45789,4312,North East
01/08/1998,46569,3542,North East
01/09/1998,46510,3468,North East
01/10/1998,45548,3853,North East
01/11/1998,45475,3383,North East
01/12/1998,45995,3542,North East
01/01/1999,45467,2317,North East
01/02/1999,43969,2436,North East
01/03/1999,45505,3338,North East
01/04/1999,46042,3623,North East
01/05/1999,46172,3550,North East
01/06/1999,47671,3962,North East
01/07/1999,47753,4474,North East
01/08/1999,47713,3994,North East
01/09/1999,47740,3778,North East
01/10/1999,48970,4285,North East
01/11/1999,48694,4106,North East
01/12/1999,48298,4060,North East
01/01/2000,47604,2564,North East
01/02/2000,47757,2752,North East
01/03/2000,48678,4035,North East
01/04/2000,49463,3866,North East
01/05/2000,49780,4015,North East
01/06/2000,49003,4684,North East
01/07/2000,50416,4091,North East
01/08/2000,50702,4113,North East
01/09/2000,49432,4199,North East
01/10/2000,49501,4027,North East
01/11/2000,49024,3769,North East
01/12/2000,50362,4389,North East
01/01/2001,49837,2668,North East
01/02/2001,49045,2821,North East
01/03/2001,49587,4154,North East
01/04/2001,51735,4007,North East
01/05/2001,52412,4362,North East
01/06/2001,52266,5178,North East
01/07/2001,53353,4856,North East
01/08/2001,55425,5348,North East
01/09/2001,53720,4363,North East
01/10/2001,54201,4786,North East
01/11/2001,54769,5406,North East
01/12/2001,55879,4533,North East
01/01/2002,54746,3238,North East
01/02/2002,54983,3451,North East
01/03/2002,56509,4895,North East
01/04/2002,58178,4531,North East
01/05/2002,60166,6280,North East
01/06/2002,60958,4696,North East
01/07/2002,63302,5572,North East
01/08/2002,65025,5792,North East
01/09/2002,64455,4805,North East
01/10/2002,66049,5024,North East
01/11/2002,68494,5654,North East
01/12/2002,69491,4946,North East
01/01/2003,67520,3888,North East
01/02/2003,68396,3762,North East
01/03/2003,71926,4296,North East
01/04/2003,75588,4386,North East
01/05/2003,77026,5214,North East
01/06/2003,78789,5226,North East
01/07/2003,82819,5504,North East
01/08/2003,84389,5600,North East
01/09/2003,84723,5293,North East
01/10/2003,87372,6148,North East
01/11/2003,88701,5677,North East
01/12/2003,89552,5747,North East
01/01/2004,90994,3865,North East
01/02/2004,88520,4006,North East
01/03/2004,93021,4888,North East
01/04/2004,99508,5809,North East
01/05/2004,102162,5267,North East
01/06/2004,106437,6201,North East
01/07/2004,110089,6208,North East
01/08/2004,111699,5153,North East
01/09/2004,110489,4582,North East
01/10/2004,112205,4650,North East
01/11/2004,109566,3883,North East
01/12/2004,113511,4199,North East
01/01/2005,111474,2559,North East
01/02/2005,110454,2752,North East
01/03/2005,112596,3359,North East
01/04/2005,115579,4117,North East
01/05/2005,117007,4157,North East
01/06/2005,118615,4474,North East
01/07/2005,121318,4806,North East
01/08/2005,123066,4378,North East
01/09/2005,121255,4623,North East
01/10/2005,121647,4311,North East
01/11/2005,123245,4400,North East
01/12/2005,123089,5168,North East
01/01/2006,123039,3300,North East
01/02/2006,121124,3597,North East
01/03/2006,123786,5123,North East
01/04/2006,126215,4571,North East
01/05/2006,126767,4795,North East
01/06/2006,129083,5746,North East
01/07/2006,130283,5313,North East
01/08/2006,129962,5071,North East
01/09/2006,131628,5510,North East
01/10/2006,131788,5216,North East
01/11/2006,130774,5343,North East
01/12/2006,134036,6047,North East
01/01/2007,132508,3904,North East
01/02/2007,131175,4014,North East
01/03/2007,132120,5267,North East
01/04/2007,135047,4734,North East
01/05/2007,135645,5560,North East
01/06/2007,137655,6406,North East
01/07/2007,139400,5765,North East
01/08/2007,138535,5930,North East
01/09/2007,138306,4766,North East
01/10/2007,137946,5077,North East
01/11/2007,138832,5193,North East
01/12/2007,138507,4126,North East
01/01/2008,135418,2800,North East
01/02/2008,135027,2919,North East
01/03/2008,133568,2952,North East
01/04/2008,135960,3098,North East
01/05/2008,137087,3163,North East
01/06/2008,135464,2827,North East
01/07/2008,132306,2488,North East
01/08/2008,131545,2119,North East
01/09/2008,126926,1954,North East
01/10/2008,124448,1999,North East
01/11/2008,123884,1713,North East
01/12/2008,120275,1710,North East
01/01/2009,118710,1138,North East
01/02/2009,117221,1200,North East
01/03/2009,117079,1680,North East
01/04/2009,118270,1708,North East
01/05/2009,119532,1998,North East
01/06/2009,120823,2218,North East
01/07/2009,120952,2277,North East
01/08/2009,122676,2126,North East
01/09/2009,123725,2098,North East
01/10/2009,123135,2438,North East
01/11/2009,124131,2139,North East
01/12/2009,125208,2934,North East
01/01/2010,119947,1363,North East
01/02/2010,121984,1632,North East
01/03/2010,123110,1851,North East
01/04/2010,123415,2080,North East
01/05/2010,122873,2018,North East
01/06/2010,123620,2557,North East
01/07/2010,123348,2623,North East
01/08/2010,126174,2320,North East
01/09/2010,122224,2213,North East
01/10/2010,124799,2331,North East
01/11/2010,120265,2095,North East
01/12/2010,119688,2338,North East
01/01/2011,117111,1458,North East
01/02/2011,116809,1541,North East
01/03/2011,115711,2060,North East
01/04/2011,119438,2157,North East
01/05/2011,119979,2056,North East
01/06/2011,119671,2476,North East
01/07/2011,117616,2514,North East
01/08/2011,116961,2436,North East
01/09/2011,117236,2580,North East
01/10/2011,116238,2261,North East
01/11/2011,117028,2480,North East
01/12/2011,115328,2618,North East
01/01/2012,113011,1694,North East
01/02/2012,113852,1640,North East
01/03/2012,116622,2368,North East
01/04/2012,116031,1795,North East
01/05/2012,115601,2160,North East
01/06/2012,117444,2579,North East
01/07/2012,117137,2104,North East
01/08/2012,119749,2458,North East
01/09/2012,118194,2015,North East
01/10/2012,116854,2361,North East
01/11/2012,116777,2502,North East
01/12/2012,114860,2354,North East
01/01/2013,113585,1582,North East
01/02/2013,112008,1697,North East
01/03/2013,115161,2212,North East
01/04/2013,115330,2016,North East
01/05/2013,115849,2618,North East
01/06/2013,115645,2764,North East
01/07/2013,118564,2698,North East
01/08/2013,120219,2870,North East
01/09/2013,119140,2651,North East
01/10/2013,112868,2933,North East
01/11/2013,116456,3237,North East
01/12/2013,116274,3277,North East
01/01/2014,114531,2614,North East
01/02/2014,114784,2467,North East
01/03/2014,116317,2830,North East
01/04/2014,118315,2845,North East
01/05/2014,118613,3236,North East
01/06/2014,121217,3539,North East
01/07/2014,121279,3228,North East
01/08/2014,121329,3488,North East
01/09/2014,120251,3115,North East
01/10/2014,118619,3533,North East
01/11/2014,118778,3293,North East
01/12/2014,118798,3237,North East
01/01/2015,117156,2417,North East
01/02/2015,118525,2290,North East
01/03/2015,117578,2829,North East
01/04/2015,121598,2718,North East
01/05/2015,120610,3303,North East
01/06/2015,122584,3735,North East
01/07/2015,122669,3739,North East
01/08/2015,123621,3198,North East
01/09/2015,123304,3289,North East
01/10/2015,121512,3582,North East
01/11/2015,123032,3403,North East
01/12/2015,123597,3351,North East
01/01/2016,121096,2451,North East
01/02/2016,121085,2627,North East
01/03/2016,122837,4535,North East
01/04/2016,122481,2381,North East
01/05/2016,124696,2756,North East
01/06/2016,126898,3499,North East
01/07/2016,127710,3511,North East
01/08/2016,126116,3241,North East
01/09/2016,124781,3370,North East
01/10/2016,124213,3061,North East
01/11/2016,124910,3366,North East
01/12/2016,126333,3661,North East
01/01/2017,122055,2581,North East
01/02/2017,124088,2701,North East
01/03/2017,121858,3530,North East
01/04/2017,124897,3011,North East
01/05/2017,127074,3088,North East
01/06/2017,128096,4245,North East
01/07/2017,127983,3452,North East
01/08/2017,129738,3486,North East
01/09/2017,127527,3562,North East
01/10/2017,128590,3537,North East
01/11/2017,127126,3661,North East
01/12/2017,130118,3664,North East
01/01/2018,124169,2523,North East
01/02/2018,126444,2535,North East
01/03/2018,124038,3213,North East
01/04/2018,128330,2867,North East
01/05/2018,128840,3301,North East
01/06/2018,128049,4050,North East
01/07/2018,131245,3460,North East
01/08/2018,130376,3935,North East
01/09/2018,130223,3115,North East
01/10/2018,130759,3560,North East
01/11/2018,128894,3829,North East
01/12/2018,128696,3358,North East
01/01/2019,125448,2538,North East
01/02/2019,124533,2617,North East
01/03/2019,124666,3337,North East
01/04/2019,128863,2807,North East
01/05/2019,128851,3338,North East
01/06/2019,129511,3628,North East
01/07/2019,129844,3467,North East
01/08/2019,131440,3708,North East
01/09/2019,131917,3252,North East
01/10/2019,129316,3444,North East
01/11/2019,129493,3904,North East
01/12/2019,129310,3370,North East
01/01/2020,127346,2733,North East
01/02/2020,126993,2604,North East
01/03/2020,128306,2623,North East
01/04/2020,123222,1003,North East
01/05/2020,127999,1557,North East
01/06/2020,129666,2395,North East
01/07/2020,130778,2733,North East
01/08/2020,131543,2920,North East
01/09/2020,134794,3063,North East
01/10/2020,134715,3921,North East
01/11/2020,137358,3675,North East
01/12/2020,138980,3883,North East
01/01/2021,139236,2884,North East
01/02/2021,139497,3322,North East
01/03/2021,142511,4262,North East
01/04/2021,140152,3257,North East
01/05/2021,140024,3041,North East
01/06/2021,152441,4995,North East
01/07/2021,141382,3336,North East
01/08/2021,143867,3644,North East
01/09/2021,154819,5172,North East
01/10/2021,143484,2978,North East
01/11/2021,145798,3296,North East
01/12/2021,146618,3328,North East
01/01/2022,148902,2434,North East
01/02/2022,149301,2773,North East
01/03/2022,150956,3008,North East
01/04/2022,152819,2586,North East
01/05/2022,153535,2667,North East
01/06/2022,155655,2458,North East
01/07/2022,161086,2892,North East
01/08/2022,162852,2815,North East
01/01/1995,43958,5801,North West
01/02/1995,43925,6129,North West
01/03/1995,44435,8375,North West
01/04/1995,44268,6714,North West
01/05/1995,44224,7641,North West
01/06/1995,44113,9171,North West
01/07/1995,44110,7393,North West
01/08/1995,44194,7962,North West
01/09/1995,44088,8302,North West
01/10/1995,43110,7705,North West
01/11/1995,43335,8084,North West
01/12/1995,43374,9225,North West
01/01/1996,42599,5585,North West
01/02/1996,43081,6127,North West
01/03/1996,43163,8656,North West
01/04/1996,43390,7441,North West
01/05/1996,43924,9202,North West
01/06/1996,43872,9112,North West
01/07/1996,44307,9516,North West
01/08/1996,44595,10166,North West
01/09/1996,44639,9100,North West
01/10/1996,44473,10026,North West
01/11/1996,44455,10689,North West
01/12/1996,44641,9946,North West
01/01/1997,44095,7532,North West
01/02/1997,44691,7654,North West
01/03/1997,45054,8734,North West
01/04/1997,44946,8762,North West
01/05/1997,45704,10484,North West
01/06/1997,46450,10704,North West
01/07/1997,46223,11134,North West
01/08/1997,46873,11036,North West
01/09/1997,46959,10274,North West
01/10/1997,46519,11336,North West
01/11/1997,46719,9651,North West
01/12/1997,46266,10807,North West
01/01/1998,46309,6965,North West
01/02/1998,45834,7503,North West
01/03/1998,46318,9252,North West
01/04/1998,47647,9309,North West
01/05/1998,48398,10177,North West
01/06/1998,48056,10723,North West
01/07/1998,48451,11896,North West
01/08/1998,48136,10546,North West
01/09/1998,48319,10146,North West
01/10/1998,48095,10731,North West
01/11/1998,48075,9965,North West
01/12/1998,48397,10259,North West
01/01/1999,47593,6943,North West
01/02/1999,47474,7600,North West
01/03/1999,48068,10038,North West
01/04/1999,49400,10139,North West
01/05/1999,50010,10191,North West
01/06/1999,50187,11227,North West
01/07/1999,50873,13346,North West
01/08/1999,51335,12126,North West
01/09/1999,51541,11383,North West
01/10/1999,51421,12643,North West
01/11/1999,51780,12063,North West
01/12/1999,52056,12098,North West
01/01/2000,51177,7876,North West
01/02/2000,50975,8480,North West
01/03/2000,52419,11809,North West
01/04/2000,53612,10784,North West
01/05/2000,53590,11490,North West
01/06/2000,53453,13173,North West
01/07/2000,54299,12163,North West
01/08/2000,55001,12447,North West
01/09/2000,54916,11741,North West
01/10/2000,55245,11086,North West
01/11/2000,55433,10842,North West
01/12/2000,56079,11698,North West
01/01/2001,55927,7914,North West
01/02/2001,55380,8211,North West
01/03/2001,55698,11426,North West
01/04/2001,57500,10777,North West
01/05/2001,57694,11978,North West
01/06/2001,59276,13370,North West
01/07/2001,60084,13607,North West
01/08/2001,60726,15296,North West
01/09/2001,61271,11992,North West
01/10/2001,61151,13358,North West
01/11/2001,61510,14416,North West
01/12/2001,62331,12166,North West
01/01/2002,61872,9153,North West
01/02/2002,61566,10280,North West
01/03/2002,63660,13382,North West
01/04/2002,64596,12205,North West
01/05/2002,67351,17109,North West
01/06/2002,68494,13399,North West
01/07/2002,70780,16080,North West
01/08/2002,71765,16673,North West
01/09/2002,71768,13657,North West
01/10/2002,72562,14338,North West
01/11/2002,74763,15891,North West
01/12/2002,75567,14163,North West
01/01/2003,76069,10931,North West
01/02/2003,75939,10670,North West
01/03/2003,76959,11787,North West
01/04/2003,80698,12301,North West
01/05/2003,82862,13781,North West
01/06/2003,84244,13687,North West
01/07/2003,87160,14337,North West
01/08/2003,89471,15492,North West
01/09/2003,89616,14679,North West
01/10/2003,91689,17128,North West
01/11/2003,93428,15994,North West
01/12/2003,96223,16396,North West
01/01/2004,95632,11657,North West
01/02/2004,96905,11788,North West
01/03/2004,98505,14123,North West
01/04/2004,104383,15963,North West
01/05/2004,108067,14450,North West
01/06/2004,111344,16448,North West
01/07/2004,115878,17383,North West
01/08/2004,117150,14919,North West
01/09/2004,117771,12596,North West
01/10/2004,118500,12855,North West
01/11/2004,119980,11333,North West
01/12/2004,120191,11295,North West
01/01/2005,118939,7343,North West
01/02/2005,117630,7712,North West
01/03/2005,120919,9079,North West
01/04/2005,123118,10896,North West
01/05/2005,125769,10801,North West
01/06/2005,127557,12211,North West
01/07/2005,128994,12482,North West
01/08/2005,130263,11919,North West
01/09/2005,130291,12695,North West
01/10/2005,129915,11373,North West
01/11/2005,130312,11646,North West
01/12/2005,132554,13313,North West
01/01/2006,130144,9299,North West
01/02/2006,131609,9928,North West
01/03/2006,131139,13234,North West
01/04/2006,135797,11814,North West
01/05/2006,136328,13340,North West
01/06/2006,138412,15763,North West
01/07/2006,139630,13848,North West
01/08/2006,140071,14509,North West
01/09/2006,141339,14490,North West
01/10/2006,141121,14135,North West
01/11/2006,142273,14994,North West
01/12/2006,143832,15679,North West
01/01/2007,142760,10718,North West
01/02/2007,143625,11229,North West
01/03/2007,143912,13744,North West
01/04/2007,146541,12406,North West
01/05/2007,147774,13623,North West
01/06/2007,149942,15600,North West
01/07/2007,150382,14735,North West
01/08/2007,151511,15679,North West
01/09/2007,151088,12666,North West
01/10/2007,151346,13058,North West
01/11/2007,150751,13321,North West
01/12/2007,152427,10891,North West
01/01/2008,148289,7384,North West
01/02/2008,146830,8133,North West
01/03/2008,144962,7746,North West
01/04/2008,147411,8083,North West
01/05/2008,146681,8044,North West
01/06/2008,146137,7010,North West
01/07/2008,143839,6658,North West
01/08/2008,142260,5854,North West
01/09/2008,137890,5069,North West
01/10/2008,136469,5259,North West
01/11/2008,132872,4412,North West
01/12/2008,131533,4694,North West
01/01/2009,127472,3128,North West
01/02/2009,126938,3232,North West
01/03/2009,124654,4298,North West
01/04/2009,127765,4467,North West
01/05/2009,128224,4980,North West
01/06/2009,128858,5807,North West
01/07/2009,130826,6717,North West
01/08/2009,131723,6010,North West
01/09/2009,132352,5975,North West
01/10/2009,133220,6903,North West
01/11/2009,133662,6594,North West
01/12/2009,135758,8285,North West
01/01/2010,131060,3595,North West
01/02/2010,133089,4713,North West
01/03/2010,131297,5662,North West
01/04/2010,134160,5652,North West
01/05/2010,134292,5625,North West
01/06/2010,134718,6569,North West
01/07/2010,133975,7189,North West
01/08/2010,135743,6561,North West
01/09/2010,134331,5981,North West
01/10/2010,133166,6273,North West
01/11/2010,131198,6126,North West
01/12/2010,131347,6181,North West
01/01/2011,129892,4141,North West
01/02/2011,128951,4334,North West
01/03/2011,127767,5365,North West
01/04/2011,129500,5694,North West
01/05/2011,128753,5513,North West
01/06/2011,128484,6255,North West
01/07/2011,130275,6720,North West
01/08/2011,131341,6559,North West
01/09/2011,130472,6788,North West
01/10/2011,129674,6239,North West
01/11/2011,127346,6301,North West
01/12/2011,128039,6951,North West
01/01/2012,125780,4594,North West
01/02/2012,127311,4708,North West
01/03/2012,127820,6407,North West
01/04/2012,128284,4826,North West
01/05/2012,127459,5600,North West
01/06/2012,129810,6123,North West
01/07/2012,129030,6239,North West
01/08/2012,130137,6662,North West
01/09/2012,129970,5423,North West
01/10/2012,126997,6120,North West
01/11/2012,128922,6785,North West
01/12/2012,127862,5992,North West
01/01/2013,124578,4608,North West
01/02/2013,127100,4966,North West
01/03/2013,126970,6014,North West
01/04/2013,127515,5557,North West
01/05/2013,128085,7378,North West
01/06/2013,129600,7102,North West
01/07/2013,129713,7851,North West
01/08/2013,131532,8325,North West
01/09/2013,131408,7364,North West
01/10/2013,129085,8282,North West
01/11/2013,130047,9452,North West
01/12/2013,131350,8802,North West
01/01/2014,129790,7391,North West
01/02/2014,131370,7415,North West
01/03/2014,130061,8139,North West
01/04/2014,133616,8203,North West
01/05/2014,134136,9238,North West
01/06/2014,135870,9386,North West
01/07/2014,136629,9619,North West
01/08/2014,138230,9847,North West
01/09/2014,138050,8962,North West
01/10/2014,137383,10070,North West
01/11/2014,136864,8608,North West
01/12/2014,136688,9144,North West
01/01/2015,136041,6522,North West
01/02/2015,137141,7063,North West
01/03/2015,135261,8391,North West
01/04/2015,137256,7762,North West
01/05/2015,139668,9106,North West
01/06/2015,139138,9844,North West
01/07/2015,141510,11048,North West
01/08/2015,142463,9861,North West
01/09/2015,142769,9734,North West
01/10/2015,142082,10998,North West
01/11/2015,142829,9764,North West
01/12/2015,142866,9806,North West
01/01/2016,143139,7255,North West
01/02/2016,143009,8119,North West
01/03/2016,141447,14602,North West
01/04/2016,146681,7127,North West
01/05/2016,147753,7780,North West
01/06/2016,148176,9313,North West
01/07/2016,150341,10423,North West
01/08/2016,150174,10215,North West
01/09/2016,150038,9874,North West
01/10/2016,148332,9427,North West
01/11/2016,149723,10014,North West
01/12/2016,149560,10679,North West
01/01/2017,149371,7558,North West
01/02/2017,150960,8018,North West
01/03/2017,149615,10049,North West
01/04/2017,152217,8078,North West
01/05/2017,153126,9525,North West
01/06/2017,155061,11140,North West
01/07/2017,156761,10112,North West
01/08/2017,158252,10927,North West
01/09/2017,157751,10879,North West
01/10/2017,157301,10428,North West
01/11/2017,157804,10652,North West
01/12/2017,158863,10472,North West
01/01/2018,155596,7548,North West
01/02/2018,157519,8121,North West
01/03/2018,155625,9632,North West
01/04/2018,157768,8142,North West
01/05/2018,158823,9330,North West
01/06/2018,160314,10916,North West
01/07/2018,162345,9863,North West
01/08/2018,163092,11323,North West
01/09/2018,163068,9316,North West
01/10/2018,163838,10808,North West
01/11/2018,163186,11510,North West
01/12/2018,162769,9399,North West
01/01/2019,161409,7213,North West
01/02/2019,162066,8379,North West
01/03/2019,160670,9346,North West
01/04/2019,162254,8505,North West
01/05/2019,163986,9787,North West
01/06/2019,163809,9618,North West
01/07/2019,166118,9847,North West
01/08/2019,167693,10769,North West
01/09/2019,167011,9532,North West
01/10/2019,166780,10330,North West
01/11/2019,166081,10721,North West
01/12/2019,165148,9462,North West
01/01/2020,164563,7795,North West
01/02/2020,164760,7806,North West
01/03/2020,166588,7883,North West
01/04/2020,163904,3162,North West
01/05/2020,164258,4431,North West
01/06/2020,168769,6449,North West
01/07/2020,171303,7407,North West
01/08/2020,173316,7879,North West
01/09/2020,174352,8791,North West
01/10/2020,177827,10568,North West
01/11/2020,178595,10429,North West
01/12/2020,181696,11097,North West
01/01/2021,182234,8241,North West
01/02/2021,184710,10475,North West
01/03/2021,186939,13584,North West
01/04/2021,184388,9434,North West
01/05/2021,184621,8645,North West
01/06/2021,199989,15442,North West
01/07/2021,183796,8107,North West
01/08/2021,189930,9504,North West
01/09/2021,200667,14734,North West
01/10/2021,189810,7176,North West
01/11/2021,195127,8645,North West
01/12/2021,197318,9097,North West
01/01/2022,200506,6925,North West
01/02/2022,201250,7664,North West
01/03/2022,202367,8515,North West
01/04/2022,203690,7296,North West
01/05/2022,207044,7087,North West
01/06/2022,209709,6875,North West
01/07/2022,215102,7747,North West
01/08/2022,217325,7062,North West
01/01/1995,64019,8809,South East
01/02/1995,63715,8658,South East
01/03/1995,64114,12177,South East
01/04/1995,64623,10941,South East
01/05/1995,64530,11975,South East
01/06/1995,65511,13288,South East
01/07/1995,65225,12565,South East
01/08/1995,64852,13609,South East
01/09/1995,64352,12698,South East
01/10/1995,64126,11356,South East
01/11/1995,64416,11978,South East
01/12/1995,64261,12709,South East
01/01/1996,64057,9177,South East
01/02/1996,63770,9578,South East
01/03/1996,63809,12633,South East
01/04/1996,64985,12717,South East
01/05/1996,65344,15061,South East
01/06/1996,65927,14394,South East
01/07/1996,67001,16827,South East
01/08/1996,67333,18222,South East
01/09/1996,67196,15466,South East
01/10/1996,67133,16666,South East
01/11/1996,67967,17864,South East
01/12/1996,68772,16879,South East
