Year Acquired,Statistic,stat
2008-01-01T00:00:00,min,93.0
2009-01-01T00:00:00,min,20.0
2010-01-01T00:00:00,min,24.0
2011-01-01T00:00:00,min,24.0
2012-01-01T00:00:00,min,100.0
2013-01-01T00:00:00,min,144.0
2014-01-01T00:00:00,min,10.0
2015-01-01T00:00:00,min,144.0
2016-01-01T00:00:00,min,1152.0
2017-01-01T00:00:00,min,6720.0
2018-01-01T00:00:00,min,1455.0
2019-01-01T00:00:00,min,760.0
1753-01-01T00:00:00,25%,1200.0
1802-01-01T00:00:00,25%,1533.0
1810-01-01T00:00:00,25%,300.5
1832-01-01T00:00:00,25%,120000.0
1837-01-01T00:00:00,25%,10302.0
1838-01-01T00:00:00,25%,2010.0
1839-01-01T00:00:00,25%,11752.0
1840-01-01T00:00:00,25%,750.0
1841-01-01T00:00:00,25%,3256.0
1843-01-01T00:00:00,25%,900.0
1844-01-01T00:00:00,25%,4088.0
1845-01-01T00:00:00,25%,3934.0
1848-01-01T00:00:00,25%,2079.0
1850-01-01T00:00:00,25%,816.75
1853-01-01T00:00:00,25%,255000.0
1854-01-01T00:00:00,25%,2140.0
1855-01-01T00:00:00,25%,2015.0
1856-01-01T00:00:00,25%,750.0
1857-01-01T00:00:00,25%,6031.0
1858-01-01T00:00:00,25%,9275.25
1859-01-01T00:00:00,25%,4847.0
1860-01-01T00:00:00,25%,527.25
1863-01-01T00:00:00,25%,15795.0
1865-01-01T00:00:00,25%,225.0
1867-01-01T00:00:00,25%,2700.0
1870-01-01T00:00:00,25%,2864.0
1871-01-01T00:00:00,25%,714.0
1872-01-01T00:00:00,25%,14900.0
1873-01-01T00:00:00,25%,11000.0
1874-01-01T00:00:00,25%,6600.0
1875-01-01T00:00:00,25%,914.0
1876-01-01T00:00:00,25%,6000.0
1878-01-01T00:00:00,25%,33071.0
1880-01-01T00:00:00,25%,3657.75
1881-01-01T00:00:00,25%,6671.0
1882-01-01T00:00:00,25%,23891.5
1883-01-01T00:00:00,25%,2256.25
1885-01-01T00:00:00,25%,588.25
1886-01-01T00:00:00,25%,190.0
1887-01-01T00:00:00,25%,25078.5
1888-01-01T00:00:00,25%,35604.0
1890-01-01T00:00:00,25%,1050.0
1891-01-01T00:00:00,25%,2325.0
1892-01-01T00:00:00,25%,20921.0
1893-01-01T00:00:00,25%,2475.0
1894-01-01T00:00:00,25%,85000.0
1895-01-01T00:00:00,25%,13050.0
1896-01-01T00:00:00,25%,19152.75
1897-01-01T00:00:00,25%,132907.0
1898-01-01T00:00:00,25%,10040.0
1899-01-01T00:00:00,25%,35229.5
1900-01-01T00:00:00,25%,1053.5
1901-01-01T00:00:00,25%,11643.0
1902-01-01T00:00:00,25%,274.5
1903-01-01T00:00:00,25%,15330.5
1904-01-01T00:00:00,25%,1840.0
1905-01-01T00:00:00,25%,5910.0
1906-01-01T00:00:00,25%,8405.5
1907-01-01T00:00:00,25%,5625.0
1908-01-01T00:00:00,25%,7677.5
1909-01-01T00:00:00,25%,18149.0
1910-01-01T00:00:00,25%,642.0
1911-01-01T00:00:00,25%,5261.25
1912-01-01T00:00:00,25%,31683.0
1913-01-01T00:00:00,25%,5976.0
1914-01-01T00:00:00,25%,7689.75
1915-01-01T00:00:00,25%,13754.5
1916-01-01T00:00:00,25%,2610.0
1917-01-01T00:00:00,25%,10692.0
1918-01-01T00:00:00,25%,4916.75
1919-01-01T00:00:00,25%,5588.25
1920-01-01T00:00:00,25%,1575.0
1921-01-01T00:00:00,25%,1806.0
1922-01-01T00:00:00,25%,673.5
1923-01-01T00:00:00,25%,1701.0
1924-01-01T00:00:00,25%,9447.5
1925-01-01T00:00:00,25%,1800.0
1926-01-01T00:00:00,25%,4635.0
1927-01-01T00:00:00,25%,5218.75
1928-01-01T00:00:00,25%,2271.5
1929-01-01T00:00:00,25%,2500.0
1930-01-01T00:00:00,25%,800.0
1931-01-01T00:00:00,25%,1950.0
1932-01-01T00:00:00,25%,325.0
1933-01-01T00:00:00,25%,2581.0
1934-01-01T00:00:00,25%,282.0
1935-01-01T00:00:00,25%,228.0
1936-01-01T00:00:00,25%,900.0
1937-01-01T00:00:00,25%,2004.75
1938-01-01T00:00:00,25%,2503.25
1939-01-01T00:00:00,25%,1898.25
1940-01-01T00:00:00,25%,795.0
1941-01-01T00:00:00,25%,1475.5
1942-01-01T00:00:00,25%,432.0
1943-01-01T00:00:00,25%,876.0
1944-01-01T00:00:00,25%,660.75
1945-01-01T00:00:00,25%,937.0
1946-01-01T00:00:00,25%,925.5
1947-01-01T00:00:00,25%,525.75
1948-01-01T00:00:00,25%,863.25
1949-01-01T00:00:00,25%,1771.0
1950-01-01T00:00:00,25%,309.0
1951-01-01T00:00:00,25%,555.0
1952-01-01T00:00:00,25%,1578.75
1953-01-01T00:00:00,25%,280.0
1954-01-01T00:00:00,25%,576.0
1955-01-01T00:00:00,25%,350.0
1956-01-01T00:00:00,25%,2382.0
1957-01-01T00:00:00,25%,883.5
1958-01-01T00:00:00,25%,560.0
1959-01-01T00:00:00,25%,2442.0
1960-01-01T00:00:00,25%,288.0
1961-01-01T00:00:00,25%,727.5
1962-01-01T00:00:00,25%,1279.5
1963-01-01T00:00:00,25%,1512.0
1964-01-01T00:00:00,25%,600.0
1965-01-01T00:00:00,25%,1456.0
1966-01-01T00:00:00,25%,2048.0
1967-01-01T00:00:00,25%,1800.0
1968-01-01T00:00:00,25%,955.0
1969-01-01T00:00:00,25%,589.5
1970-01-01T00:00:00,25%,240.0
1971-01-01T00:00:00,25%,1437.0
1972-01-01T00:00:00,25%,144.0
1973-01-01T00:00:00,25%,1800.0
1974-01-01T00:00:00,25%,36.0
1975-01-01T00:00:00,25%,640.0
1976-01-01T00:00:00,25%,200.0
1977-01-01T00:00:00,25%,42.0
1978-01-01T00:00:00,25%,534.0
1979-01-01T00:00:00,25%,150.0
1980-01-01T00:00:00,25%,120.0
1981-01-01T00:00:00,25%,432.0
1982-01-01T00:00:00,25%,400.0
1983-01-01T00:00:00,25%,234.0
1984-01-01T00:00:00,25%,192.0
1985-01-01T00:00:00,25%,240.0
1986-01-01T00:00:00,25%,190.0
1987-01-01T00:00:00,25%,104.0
1988-01-01T00:00:00,25%,220.0
1989-01-01T00:00:00,25%,144.0
1990-01-01T00:00:00,25%,183.5
1991-01-01T00:00:00,25%,544.0
1992-01-01T00:00:00,25%,360.0
1993-01-01T00:00:00,25%,90.0
1994-01-01T00:00:00,25%,560.0
1995-01-01T00:00:00,25%,309.0
1996-01-01T00:00:00,25%,144.0
1997-01-01T00:00:00,25%,224.75
1998-01-01T00:00:00,25%,286.0
1999-01-01T00:00:00,25%,144.0
2000-01-01T00:00:00,25%,144.0
2001-01-01T00:00:00,25%,144.0
2002-01-01T00:00:00,25%,332.0
2003-01-01T00:00:00,25%,144.0
2004-01-01T00:00:00,25%,144.0
2005-01-01T00:00:00,25%,144.0
2006-01-01T00:00:00,25%,75.0
2007-01-01T00:00:00,25%,501.75
2008-01-01T00:00:00,25%,147.0
2009-01-01T00:00:00,25%,466.5
2010-01-01T00:00:00,25%,495.0
2011-01-01T00:00:00,25%,144.0
2012-01-01T00:00:00,25%,850.0
2013-01-01T00:00:00,25%,144.0
2014-01-01T00:00:00,25%,3200.0
2015-01-01T00:00:00,25%,696.0
2016-01-01T00:00:00,25%,2464.0
2017-01-01T00:00:00,25%,6720.0
2018-01-01T00:00:00,25%,1455.0
2019-01-01T00:00:00,25%,760.0
1753-01-01T00:00:00,50%,1200.0
1802-01-01T00:00:00,50%,2220.0
1810-01-01T00:00:00,50%,385.0
1832-01-01T00:00:00,50%,120000.0
1837-01-01T00:00:00,50%,10302.0
1838-01-01T00:00:00,50%,2010.0
1839-01-01T00:00:00,50%,11752.0
1840-01-01T00:00:00,50%,1492.0
1841-01-01T00:00:00,50%,3256.0
1843-01-01T00:00:00,50%,900.0
1844-01-01T00:00:00,50%,4088.0
1845-01-01T00:00:00,50%,4252.0
1848-01-01T00:00:00,50%,3474.5
1850-01-01T00:00:00,50%,1133.5
1853-01-01T00:00:00,50%,255000.0
1854-01-01T00:00:00,50%,2140.0
1855-01-01T00:00:00,50%,5476.0
1856-01-01T00:00:00,50%,750.0
1857-01-01T00:00:00,50%,9062.0
1858-01-01T00:00:00,50%,11183.5
1859-01-01T00:00:00,50%,4847.0
1860-01-01T00:00:00,50%,1606.5
1863-01-01T00:00:00,50%,15795.0
1865-01-01T00:00:00,50%,9540.0
1867-01-01T00:00:00,50%,2700.0
1870-01-01T00:00:00,50%,2864.0
1871-01-01T00:00:00,50%,768.0
1872-01-01T00:00:00,50%,14900.0
1873-01-01T00:00:00,50%,11000.0
1874-01-01T00:00:00,50%,6600.0
1875-01-01T00:00:00,50%,1428.0
1876-01-01T00:00:00,50%,7680.0
1878-01-01T00:00:00,50%,33071.0
1880-01-01T00:00:00,50%,25258.5
1881-01-01T00:00:00,50%,6671.0
1882-01-01T00:00:00,50%,29633.0
1883-01-01T00:00:00,50%,4362.5
1885-01-01T00:00:00,50%,1361.5
1886-01-01T00:00:00,50%,9203.0
1887-01-01T00:00:00,50%,46599.0
1888-01-01T00:00:00,50%,42462.0
1890-01-01T00:00:00,50%,9600.0
1891-01-01T00:00:00,50%,2325.0
1892-01-01T00:00:00,50%,37462.0
1893-01-01T00:00:00,50%,6757.5
1894-01-01T00:00:00,50%,85000.0
1895-01-01T00:00:00,50%,23430.0
1896-01-01T00:00:00,50%,48302.0
1897-01-01T00:00:00,50%,132907.0
1898-01-01T00:00:00,50%,18380.0
1899-01-01T00:00:00,50%,38230.0
1900-01-01T00:00:00,50%,2220.0
1901-01-01T00:00:00,50%,21836.0
1902-01-01T00:00:00,50%,608.5
1903-01-01T00:00:00,50%,20377.0
1904-01-01T00:00:00,50%,4000.0
1905-01-01T00:00:00,50%,7500.0
1906-01-01T00:00:00,50%,10187.0
1907-01-01T00:00:00,50%,9816.0
1908-01-01T00:00:00,50%,32146.0
1909-01-01T00:00:00,50%,38680.0
1910-01-01T00:00:00,50%,5675.0
1911-01-01T00:00:00,50%,8981.0
1912-01-01T00:00:00,50%,50408.0
1913-01-01T00:00:00,50%,5976.0
1914-01-01T00:00:00,50%,23812.0
1915-01-01T00:00:00,50%,22300.5
1916-01-01T00:00:00,50%,17880.0
1917-01-01T00:00:00,50%,16488.0
1918-01-01T00:00:00,50%,6522.0
1919-01-01T00:00:00,50%,6017.5
1920-01-01T00:00:00,50%,3282.5
1921-01-01T00:00:00,50%,5527.0
1922-01-01T00:00:00,50%,1723.0
1923-01-01T00:00:00,50%,3083.0
1924-01-01T00:00:00,50%,12879.0
1925-01-01T00:00:00,50%,8296.0
1926-01-01T00:00:00,50%,12624.0
1927-01-01T00:00:00,50%,17263.5
1928-01-01T00:00:00,50%,9359.0
1929-01-01T00:00:00,50%,4386.0
1930-01-01T00:00:00,50%,2333.0
1931-01-01T00:00:00,50%,3025.0
1932-01-01T00:00:00,50%,1060.0
1933-01-01T00:00:00,50%,3240.0
1934-01-01T00:00:00,50%,1155.0
1935-01-01T00:00:00,50%,239.0
1936-01-01T00:00:00,50%,5437.0
1937-01-01T00:00:00,50%,12414.0
1938-01-01T00:00:00,50%,26928.5
1939-01-01T00:00:00,50%,3816.5
1940-01-01T00:00:00,50%,2656.0
1941-01-01T00:00:00,50%,4000.0
1942-01-01T00:00:00,50%,2182.0
1943-01-01T00:00:00,50%,1633.0
1944-01-01T00:00:00,50%,3260.5
1945-01-01T00:00:00,50%,1707.0
1946-01-01T00:00:00,50%,1650.0
1947-01-01T00:00:00,50%,3080.5
1948-01-01T00:00:00,50%,3205.0
1949-01-01T00:00:00,50%,7670.5
1950-01-01T00:00:00,50%,1374.0
1951-01-01T00:00:00,50%,2227.5
1952-01-01T00:00:00,50%,9290.5
1953-01-01T00:00:00,50%,1618.0
1954-01-01T00:00:00,50%,892.0
1955-01-01T00:00:00,50%,1469.0
1956-01-01T00:00:00,50%,4423.0
1957-01-01T00:00:00,50%,5928.0
1958-01-01T00:00:00,50%,2400.0
1959-01-01T00:00:00,50%,6000.0
1960-01-01T00:00:00,50%,984.0
1961-01-01T00:00:00,50%,2800.0
1962-01-01T00:00:00,50%,3239.5
1963-01-01T00:00:00,50%,3804.0
1964-01-01T00:00:00,50%,2632.0
1965-01-01T00:00:00,50%,4200.0
1966-01-01T00:00:00,50%,5863.0
1967-01-01T00:00:00,50%,8349.0
1968-01-01T00:00:00,50%,2400.0
1969-01-01T00:00:00,50%,4456.0
1970-01-01T00:00:00,50%,889.0
1971-01-01T00:00:00,50%,5760.0
1972-01-01T00:00:00,50%,1280.0
1973-01-01T00:00:00,50%,2920.0
1974-01-01T00:00:00,50%,1680.0
1975-01-01T00:00:00,50%,2729.5
1976-01-01T00:00:00,50%,1120.0
1977-01-01T00:00:00,50%,349.5
1978-01-01T00:00:00,50%,1440.0
1979-01-01T00:00:00,50%,460.5
1980-01-01T00:00:00,50%,310.0
1981-01-01T00:00:00,50%,3450.0
1982-01-01T00:00:00,50%,1000.0
1983-01-01T00:00:00,50%,900.0
1984-01-01T00:00:00,50%,1100.0
1985-01-01T00:00:00,50%,805.0
1986-01-01T00:00:00,50%,896.0
1987-01-01T00:00:00,50%,1128.0
1988-01-01T00:00:00,50%,900.0
1989-01-01T00:00:00,50%,1584.5
1990-01-01T00:00:00,50%,1810.0
1991-01-01T00:00:00,50%,1728.0
1992-01-01T00:00:00,50%,1818.0
1993-01-01T00:00:00,50%,1050.0
1994-01-01T00:00:00,50%,1568.0
1995-01-01T00:00:00,50%,1920.0
1996-01-01T00:00:00,50%,1176.0
1997-01-01T00:00:00,50%,1825.0
1998-01-01T00:00:00,50%,847.5
1999-01-01T00:00:00,50%,384.0
2000-01-01T00:00:00,50%,234.0
2001-01-01T00:00:00,50%,313.0
2002-01-01T00:00:00,50%,1300.0
2003-01-01T00:00:00,50%,180.0
2004-01-01T00:00:00,50%,144.0
2005-01-01T00:00:00,50%,288.0
2006-01-01T00:00:00,50%,75.0
2007-01-01T00:00:00,50%,2460.0
2008-01-01T00:00:00,50%,700.0
2009-01-01T00:00:00,50%,2109.5
2010-01-01T00:00:00,50%,4000.0
2011-01-01T00:00:00,50%,1386.0
2012-01-01T00:00:00,50%,2464.0
2013-01-01T00:00:00,50%,2673.0
2014-01-01T00:00:00,50%,13387.0
2015-01-01T00:00:00,50%,3152.0
2016-01-01T00:00:00,50%,3352.5
2017-01-01T00:00:00,50%,6720.0
2018-01-01T00:00:00,50%,1852.5
2019-01-01T00:00:00,50%,760.0
1753-01-01T00:00:00,75%,1200.0
1802-01-01T00:00:00,75%,2907.0
1810-01-01T00:00:00,75%,1908.5
1832-01-01T00:00:00,75%,120000.0
1837-01-01T00:00:00,75%,10302.0
1838-01-01T00:00:00,75%,2010.0
1839-01-01T00:00:00,75%,11752.0
1840-01-01T00:00:00,75%,4218.75
1841-01-01T00:00:00,75%,3256.0
1843-01-01T00:00:00,75%,900.0
1844-01-01T00:00:00,75%,4088.0
1845-01-01T00:00:00,75%,31115.0
1848-01-01T00:00:00,75%,6718.5
1850-01-01T00:00:00,75%,1450.25
1853-01-01T00:00:00,75%,255000.0
1854-01-01T00:00:00,75%,2140.0
1855-01-01T00:00:00,75%,7446.0
1856-01-01T00:00:00,75%,750.0
1857-01-01T00:00:00,75%,12093.0
1858-01-01T00:00:00,75%,13091.75
1859-01-01T00:00:00,75%,4847.0
1860-01-01T00:00:00,75%,3282.0
1863-01-01T00:00:00,75%,15795.0
1865-01-01T00:00:00,75%,66150.0
1867-01-01T00:00:00,75%,2700.0
1870-01-01T00:00:00,75%,2864.0
1871-01-01T00:00:00,75%,1200.0
1872-01-01T00:00:00,75%,14900.0
1873-01-01T00:00:00,75%,11000.0
1874-01-01T00:00:00,75%,6600.0
1875-01-01T00:00:00,75%,1704.0
1876-01-01T00:00:00,75%,21400.0
1878-01-01T00:00:00,75%,33071.0
1880-01-01T00:00:00,75%,32816.75
1881-01-01T00:00:00,75%,6671.0
1882-01-01T00:00:00,75%,35374.5
1883-01-01T00:00:00,75%,6468.75
1885-01-01T00:00:00,75%,8312.5
1886-01-01T00:00:00,75%,18846.0
1887-01-01T00:00:00,75%,70226.25
1888-01-01T00:00:00,75%,49320.0
1890-01-01T00:00:00,75%,23462.5
1891-01-01T00:00:00,75%,2325.0
1892-01-01T00:00:00,75%,73550.0
1893-01-01T00:00:00,75%,10128.75
1894-01-01T00:00:00,75%,85000.0
1895-01-01T00:00:00,75%,31497.5
1896-01-01T00:00:00,75%,70368.25
1897-01-01T00:00:00,75%,132907.0
1898-01-01T00:00:00,75%,26720.0
1899-01-01T00:00:00,75%,44623.0
1900-01-01T00:00:00,75%,7282.0
1901-01-01T00:00:00,75%,54018.0
1902-01-01T00:00:00,75%,15125.0
1903-01-01T00:00:00,75%,23456.25
1904-01-01T00:00:00,75%,8752.0
1905-01-01T00:00:00,75%,16086.0
1906-01-01T00:00:00,75%,11968.5
1907-01-01T00:00:00,75%,15782.0
1908-01-01T00:00:00,75%,47762.0
1909-01-01T00:00:00,75%,39424.5
1910-01-01T00:00:00,75%,14022.0
1911-01-01T00:00:00,75%,17153.25
1912-01-01T00:00:00,75%,51944.0
1913-01-01T00:00:00,75%,6974.0
1914-01-01T00:00:00,75%,99648.75
1915-01-01T00:00:00,75%,33683.0
1916-01-01T00:00:00,75%,28189.5
1917-01-01T00:00:00,75%,22284.0
1918-01-01T00:00:00,75%,8470.0
1919-01-01T00:00:00,75%,15196.25
1920-01-01T00:00:00,75%,7585.0
1921-01-01T00:00:00,75%,11241.75
1922-01-01T00:00:00,75%,39454.5
1923-01-01T00:00:00,75%,3200.0
1924-01-01T00:00:00,75%,15391.0
1925-01-01T00:00:00,75%,38988.0
1926-01-01T00:00:00,75%,63440.0
1927-01-01T00:00:00,75%,49970.5
1928-01-01T00:00:00,75%,20854.25
1929-01-01T00:00:00,75%,7900.0
1930-01-01T00:00:00,75%,10548.0
1931-01-01T00:00:00,75%,15220.0
1932-01-01T00:00:00,75%,5418.0
1933-01-01T00:00:00,75%,12000.0
1934-01-01T00:00:00,75%,12473.0
1935-01-01T00:00:00,75%,800.0
1936-01-01T00:00:00,75%,16126.75
1937-01-01T00:00:00,75%,17836.5
1938-01-01T00:00:00,75%,33219.75
1939-01-01T00:00:00,75%,10883.5
1940-01-01T00:00:00,75%,13242.0
1941-01-01T00:00:00,75%,12810.0
1942-01-01T00:00:00,75%,7609.0
1943-01-01T00:00:00,75%,11034.0
1944-01-01T00:00:00,75%,4830.0
1945-01-01T00:00:00,75%,3299.5
1946-01-01T00:00:00,75%,3400.5
1947-01-01T00:00:00,75%,5557.5
1948-01-01T00:00:00,75%,7376.0
1949-01-01T00:00:00,75%,17077.5
1950-01-01T00:00:00,75%,4575.0
1951-01-01T00:00:00,75%,8750.25
1952-01-01T00:00:00,75%,27378.25
1953-01-01T00:00:00,75%,3711.0
1954-01-01T00:00:00,75%,4900.0
1955-01-01T00:00:00,75%,5220.0
1956-01-01T00:00:00,75%,13901.75
1957-01-01T00:00:00,75%,20059.5
1958-01-01T00:00:00,75%,8043.0
1959-01-01T00:00:00,75%,16933.5
1960-01-01T00:00:00,75%,2912.0
1961-01-01T00:00:00,75%,8354.0
1962-01-01T00:00:00,75%,12446.5
1963-01-01T00:00:00,75%,19000.0
1964-01-01T00:00:00,75%,17667.0
1965-01-01T00:00:00,75%,23120.0
1966-01-01T00:00:00,75%,36075.0
1967-01-01T00:00:00,75%,18490.0
1968-01-01T00:00:00,75%,7196.0
1969-01-01T00:00:00,75%,13613.75
1970-01-01T00:00:00,75%,4380.5
1971-01-01T00:00:00,75%,20303.0
1972-01-01T00:00:00,75%,5353.0
1973-01-01T00:00:00,75%,3040.0
1974-01-01T00:00:00,75%,2800.0
1975-01-01T00:00:00,75%,3750.0
1976-01-01T00:00:00,75%,3600.0
1977-01-01T00:00:00,75%,1734.0
1978-01-01T00:00:00,75%,6804.0
1979-01-01T00:00:00,75%,2220.0
1980-01-01T00:00:00,75%,1800.0
1981-01-01T00:00:00,75%,8895.0
1982-01-01T00:00:00,75%,4364.0
1983-01-01T00:00:00,75%,12147.0
1984-01-01T00:00:00,75%,10160.0
1985-01-01T00:00:00,75%,4350.0
1986-01-01T00:00:00,75%,3000.0
1987-01-01T00:00:00,75%,4774.0
1988-01-01T00:00:00,75%,3156.0
1989-01-01T00:00:00,75%,5334.0
1990-01-01T00:00:00,75%,13194.0
1991-01-01T00:00:00,75%,5139.0
1992-01-01T00:00:00,75%,4710.0
1993-01-01T00:00:00,75%,4223.0
1994-01-01T00:00:00,75%,3936.0
1995-01-01T00:00:00,75%,4815.0
1996-01-01T00:00:00,75%,4032.0
1997-01-01T00:00:00,75%,4652.25
1998-01-01T00:00:00,75%,4299.0
1999-01-01T00:00:00,75%,2104.0
2000-01-01T00:00:00,75%,1584.0
2001-01-01T00:00:00,75%,2401.5
2002-01-01T00:00:00,75%,6300.0
2003-01-01T00:00:00,75%,2456.0
2004-01-01T00:00:00,75%,4052.5
2005-01-01T00:00:00,75%,3036.0
2006-01-01T00:00:00,75%,700.0
2007-01-01T00:00:00,75%,10833.0
2008-01-01T00:00:00,75%,2437.5
2009-01-01T00:00:00,75%,9186.5
2010-01-01T00:00:00,75%,10937.75
2011-01-01T00:00:00,75%,4036.0
2012-01-01T00:00:00,75%,4670.0
2013-01-01T00:00:00,75%,54398.5
2014-01-01T00:00:00,75%,23040.0
2015-01-01T00:00:00,75%,10590.25
2016-01-01T00:00:00,75%,3793.0
2017-01-01T00:00:00,75%,6720.0
2018-01-01T00:00:00,75%,4687.5
2019-01-01T00:00:00,75%,760.0
1753-01-01T00:00:00,max,1200.0
1802-01-01T00:00:00,max,3594.0
1810-01-01T00:00:00,max,3432.0
1832-01-01T00:00:00,max,120000.0
1837-01-01T00:00:00,max,10302.0
1838-01-01T00:00:00,max,2010.0
1839-01-01T00:00:00,max,11752.0
1840-01-01T00:00:00,max,20221.0
1841-01-01T00:00:00,max,3256.0
1843-01-01T00:00:00,max,900.0
1844-01-01T00:00:00,max,4088.0
1845-01-01T00:00:00,max,57978.0
1848-01-01T00:00:00,max,12699.0
1850-01-01T00:00:00,max,1767.0
1853-01-01T00:00:00,max,255000.0
1854-01-01T00:00:00,max,2140.0
1855-01-01T00:00:00,max,45120.0
1856-01-01T00:00:00,max,750.0
1857-01-01T00:00:00,max,15124.0
1858-01-01T00:00:00,max,15000.0
1859-01-01T00:00:00,max,4847.0
1860-01-01T00:00:00,max,20160.0
1863-01-01T00:00:00,max,15795.0
1865-01-01T00:00:00,max,68040.0
1867-01-01T00:00:00,max,2700.0
1870-01-01T00:00:00,max,2864.0
1871-01-01T00:00:00,max,3431.0
1872-01-01T00:00:00,max,14900.0
1873-01-01T00:00:00,max,11000.0
1874-01-01T00:00:00,max,6600.0
1875-01-01T00:00:00,max,1980.0
1876-01-01T00:00:00,max,368000.0
1878-01-01T00:00:00,max,33071.0
1880-01-01T00:00:00,max,54118.0
1881-01-01T00:00:00,max,6671.0
1882-01-01T00:00:00,max,41116.0
1883-01-01T00:00:00,max,8575.0
1885-01-01T00:00:00,max,27250.0
1886-01-01T00:00:00,max,44800.0
1887-01-01T00:00:00,max,86625.0
1888-01-01T00:00:00,max,56178.0
1890-01-01T00:00:00,max,27409.0
1891-01-01T00:00:00,max,2325.0
1892-01-01T00:00:00,max,109638.0
1893-01-01T00:00:00,max,12975.0
1894-01-01T00:00:00,max,85000.0
1895-01-01T00:00:00,max,108708.0
1896-01-01T00:00:00,max,93000.0
1897-01-01T00:00:00,max,132907.0
1898-01-01T00:00:00,max,35060.0
1899-01-01T00:00:00,max,51016.0
1900-01-01T00:00:00,max,107660.0
1901-01-01T00:00:00,max,86200.0
1902-01-01T00:00:00,max,214000.0
1903-01-01T00:00:00,max,71411.0
1904-01-01T00:00:00,max,15300.0
1905-01-01T00:00:00,max,132146.0
1906-01-01T00:00:00,max,13750.0
1907-01-01T00:00:00,max,47656.0
1908-01-01T00:00:00,max,102521.0
1909-01-01T00:00:00,max,142281.0
1910-01-01T00:00:00,max,45072.0
1911-01-01T00:00:00,max,166742.0
1912-01-01T00:00:00,max,100570.0
1913-01-01T00:00:00,max,35415.0
1914-01-01T00:00:00,max,283194.0
1915-01-01T00:00:00,max,148780.0
1916-01-01T00:00:00,max,56120.0
1917-01-01T00:00:00,max,28080.0
1918-01-01T00:00:00,max,15890.0
1919-01-01T00:00:00,max,27042.0
1920-01-01T00:00:00,max,100000.0
1921-01-01T00:00:00,max,65876.0
1922-01-01T00:00:00,max,55764.0
1923-01-01T00:00:00,max,420367.0
1924-01-01T00:00:00,max,47493.0
1925-01-01T00:00:00,max,203204.0
1926-01-01T00:00:00,max,596000.0
1927-01-01T00:00:00,max,150659.0
1928-01-01T00:00:00,max,69600.0
1929-01-01T00:00:00,max,450000.0
1930-01-01T00:00:00,max,73856.0
1931-01-01T00:00:00,max,299772.0
1932-01-01T00:00:00,max,90200.0
1933-01-01T00:00:00,max,26110.0
1934-01-01T00:00:00,max,58305.0
1935-01-01T00:00:00,max,80000.0
1936-01-01T00:00:00,max,76228.0
1937-01-01T00:00:00,max,254636.0
1938-01-01T00:00:00,max,134450.0
1939-01-01T00:00:00,max,109393.0
1940-01-01T00:00:00,max,341100.0
1941-01-01T00:00:00,max,88973.0
1942-01-01T00:00:00,max,71274.0
1943-01-01T00:00:00,max,18626.0
1944-01-01T00:00:00,max,18826.0
1945-01-01T00:00:00,max,96404.0
1946-01-01T00:00:00,max,45000.0
1947-01-01T00:00:00,max,49185.0
1948-01-01T00:00:00,max,38305.0
1949-01-01T00:00:00,max,185214.0
1950-01-01T00:00:00,max,260237.0
1951-01-01T00:00:00,max,155636.0
1952-01-01T00:00:00,max,280139.0
1953-01-01T00:00:00,max,164939.0
1954-01-01T00:00:00,max,243593.0
1955-01-01T00:00:00,max,452523.0
1956-01-01T00:00:00,max,331541.0
1957-01-01T00:00:00,max,119500.0
1958-01-01T00:00:00,max,190977.0
1959-01-01T00:00:00,max,344652.0
1960-01-01T00:00:00,max,323525.0
1961-01-01T00:00:00,max,183750.0
1962-01-01T00:00:00,max,252320.0
1963-01-01T00:00:00,max,335918.0
1964-01-01T00:00:00,max,185880.0
1965-01-01T00:00:00,max,460546.0
1966-01-01T00:00:00,max,224843.0
1967-01-01T00:00:00,max,228083.0
1968-01-01T00:00:00,max,277091.0
1969-01-01T00:00:00,max,456722.0
1970-01-01T00:00:00,max,226525.0
1971-01-01T00:00:00,max,500000.0
1972-01-01T00:00:00,max,347981.0
1973-01-01T00:00:00,max,185458.0
1974-01-01T00:00:00,max,277831.0
1975-01-01T00:00:00,max,160305.0
1976-01-01T00:00:00,max,298474.0
1977-01-01T00:00:00,max,671416.0
1978-01-01T00:00:00,max,144534.0
1979-01-01T00:00:00,max,70995.0
1980-01-01T00:00:00,max,82247.0
1981-01-01T00:00:00,max,216283.0
1982-01-01T00:00:00,max,258516.0
1983-01-01T00:00:00,max,147000.0
1984-01-01T00:00:00,max,913236.0
1985-01-01T00:00:00,max,1200000.0
1986-01-01T00:00:00,max,101614.0
1987-01-01T00:00:00,max,344228.0
1988-01-01T00:00:00,max,75000.0
1989-01-01T00:00:00,max,443865.0
1990-01-01T00:00:00,max,226062.0
1991-01-01T00:00:00,max,779732.0
1992-01-01T00:00:00,max,119735.0
1993-01-01T00:00:00,max,40000.0
1994-01-01T00:00:00,max,49275.0
1995-01-01T00:00:00,max,119700.0
1996-01-01T00:00:00,max,242165.0
1997-01-01T00:00:00,max,125000.0
1998-01-01T00:00:00,max,116030.0
1999-01-01T00:00:00,max,45000.0
2000-01-01T00:00:00,max,131835.0
2001-01-01T00:00:00,max,307288.0
2002-01-01T00:00:00,max,140000.0
