item_id,description,up1,up2,up3,up4,down1,down2,down3,down4,level1,level2,level3,level4,up_ch1,up_ch2,up_ch3,up_ch4,down_ch1,down_ch2,down_ch3,down_ch4,total1,total2,total3,total4,up1_sh,up2_sh,up3_sh,up4_sh,down1_sh,down2_sh,down3_sh,down4_sh,level1_sh,level2_sh,level3_sh,level4_sh,change1_sh,change2_sh,change3_sh,change4_sh,net1_sh,net2_sh,net3_sh,net4_sh,item,id_count,item_id_raw,division,date_quote_s,date_quote_e,desc_appearances,date_start,date_end,coicop4_id,group,n_shops,p_min,p_max,p_mean,p_med,p_sd,coicop5_id,order,to_adjust_id,max_id,n_obs,span,spanrank,chartrank,meat_fish,track_kg,kg,to_adjust,observations,name1,name2,name3,name4,name5,weight,coicopname,sex,origin,durability,goods_services
310206,LOW ALCOHOL LAGER-4 CANS-SPECI,1614.0,0.0,0.0,0.0,1177.0,0.0,0.0,0.0,12283.0,0.0,0.0,0.0,0.087854609,,,,-0.091840766,,,,15074.0,0.0,0.0,0.0,0.10707178,,,,0.078081466,,,,0.81484675,,,,0.18515325,,,,0.028990313,,,,437,1.0,310206.0,2.0,198903.0,199801.0,1.0,14.0,120.0,20103.0,201.0,207.0,0.67000002,4.0500002,2.139982,2.1500001,0.42809349,0.0,832.0,,310206.0,19517.0,106.0,803.0,803.0,,CI,0.0,,4178.0,Alcohol and tobacco,Alcohol,Beer,Lager,Lager,0.0,Alcoholic beverages and tobacco,Unisex,1.0,ND,Goods
310207,BITTER-4CANS-440-500ML,4591.0,313.0,77.0,44.0,4369.0,174.0,63.0,35.0,25221.0,3481.0,770.0,571.0,0.13673526,0.089471519,0.066136733,0.078185134,-0.12858365,-0.097202159,-0.07096424,-0.064450838,34181.0,3968.0,910.0,650.0,0.13431439,0.078881048,0.084615387,0.06769231,0.12781955,0.043850806,0.069230773,0.053846154,0.73786604,0.87726814,0.84615386,0.87846154,0.26213396,0.12273185,0.15384616,0.12153846,0.006494835,0.035030242,0.015384614,0.013846155,438,1.0,310207.0,2.0,199702.0,202103.0,1.0,109.0,398.0,20103.0,201.0,178.0,0.88999999,10.0,4.0963092,4.0,0.70851755,2010302.0,176.0,,310207.0,38667.0,289.0,195.0,213.0,,ML,0.0,,36690.0,Alcohol and tobacco,Alcohol,Beer,Bitter,Bitter,0.0,Alcoholic beverages and tobacco,Unisex,2.0,ND,Goods
310208,ALCOPOP-BOTTLED-275-340ML,494.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,6527.0,0.0,0.0,0.0,0.12916803,,,,-0.14550284,,,,7484.0,0.0,0.0,0.0,0.06600748,,,,0.061865311,,,,0.87212718,,,,0.12787279,,,,0.0041421689,,,,439,1.0,310208.0,2.0,199702.0,200201.0,1.0,109.0,168.0,20101.0,201.0,130.0,0.49000001,4.7600002,1.1596907,1.09,0.44306237,0.0,129.0,,310208.0,8473.0,59.0,946.0,962.0,,ML,0.0,,8473.0,Alcohol and tobacco,Alcohol,Spirits,Alcopop,Alcopop,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310209,LAGER-BOTTLED-275-340ML,313.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,3707.0,0.0,0.0,0.0,0.096590303,,,,-0.12789105,,,,4260.0,0.0,0.0,0.0,0.073474176,,,,0.056338027,,,,0.87018782,,,,0.12981221,,,,0.017136149,,,,440,1.0,310209.0,2.0,199802.0,200101.0,1.0,121.0,156.0,20103.0,201.0,100.0,0.40000001,1.5,1.0198591,1.09,0.18326642,0.0,801.0,,310209.0,5038.0,35.0,1063.0,1083.0,,ML,0.0,,5038.0,Alcohol and tobacco,Alcohol,Beer,Lager,Bottled lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310210,LAGER 'STUBBIES' 24 PK,373.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,1930.0,0.0,0.0,0.0,0.21540923,,,,-0.16462551,,,,2720.0,0.0,0.0,0.0,0.13713235,,,,0.15330882,,,,0.70955884,,,,0.29044116,,,,-0.016176477,,,,441,1.0,310210.0,2.0,200102.0,200401.0,1.0,157.0,192.0,20103.0,201.0,17.0,4.4899998,20.99,10.74747,9.9899998,2.6118152,0.0,791.0,,310210.0,3043.0,35.0,1063.0,1097.0,,PK,0.0,,3043.0,Alcohol and tobacco,Alcohol,Beer,Lager,Stubbies,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310211,LAGER 4 BOTTLES (275-340ML),261.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,2879.0,0.0,0.0,0.0,0.16458659,,,,-0.12063596,,,,3408.0,0.0,0.0,0.0,0.076584511,,,,0.078638494,,,,0.84477699,,,,0.15522301,,,,-0.0020539835,,,,442,1.0,310211.0,2.0,200102.0,200401.0,1.0,157.0,192.0,20103.0,201.0,94.0,0.99000001,5.96,4.1596565,4.25,0.5789454,0.0,795.0,,310211.0,3986.0,35.0,1063.0,1091.0,,L),0.0,,3986.0,Alcohol and tobacco,Alcohol,Beer,Lager,Bottled lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310212,LAGER PACK 12 CANS 440-500ML,273.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,1523.0,0.0,0.0,0.0,0.21838348,,,,-0.1704549,,,,2080.0,0.0,0.0,0.0,0.13124999,,,,0.13653846,,,,0.73221153,,,,0.26778847,,,,-0.0052884668,,,,443,1.0,310212.0,2.0,200102.0,200401.0,1.0,157.0,192.0,20103.0,201.0,9.0,4.98,15.09,9.971755,9.9799995,2.4806979,0.0,798.0,,310212.0,2308.0,35.0,1063.0,1098.0,,ML,0.0,,2308.0,Alcohol and tobacco,Alcohol,Beer,Lager,12-pack lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310213,LAGER 4 CANS- PREMIUM 4.3-7.5%,2441.0,0.0,0.0,0.0,2397.0,0.0,0.0,0.0,11921.0,0.0,0.0,0.0,0.13457736,,,,-0.084595956,,,,16759.0,0.0,0.0,0.0,0.14565308,,,,0.14302763,,,,0.71131927,,,,0.28868073,,,,0.0026254505,,,,444,1.0,310213.0,2.0,200402.0,201101.0,1.0,193.0,276.0,20103.0,201.0,114.0,1.99,7.5599999,4.1852293,4.0,0.68050247,0.0,797.0,,310213.0,18288.0,83.0,860.0,874.0,,5%,0.0,,18288.0,Alcohol and tobacco,Alcohol,Beer,Lager,Continental lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310214,LAGER STUBBIES 4.3-7.5% ABV,564.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,3211.0,0.0,0.0,0.0,0.22554119,,,,-0.15970576,,,,4282.0,0.0,0.0,0.0,0.13171415,,,,0.11840262,,,,0.74988323,,,,0.25011677,,,,0.013311535,,,,445,1.0,310214.0,2.0,200402.0,200801.0,1.0,193.0,240.0,20103.0,201.0,15.0,3.99,19.99,10.137655,9.9899998,2.5629182,0.0,799.0,,310214.0,4896.0,47.0,996.0,1031.0,,BV,0.0,,4896.0,Alcohol and tobacco,Alcohol,Beer,Lager,Stubbies,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310215,LAGER 4 BOTTLES- PREMIUM,5994.0,1079.0,291.0,221.0,5549.0,990.0,295.0,209.0,26489.0,5349.0,1605.0,1189.0,0.16951549,0.22453965,0.22936411,0.23930646,-0.13162705,-0.15841366,-0.17772849,-0.17288753,38032.0,7418.0,2191.0,1619.0,0.15760413,0.145457,0.13281606,0.13650401,0.14590345,0.13345915,0.13464172,0.12909204,0.69649243,0.72108388,0.73254222,0.73440397,0.30350757,0.27891615,0.26745778,0.26559603,0.011700675,0.011997849,-0.0018256605,0.0074119717,446,1.0,310215.0,2.0,200402.0,202103.0,1.0,193.0,398.0,20103.0,201.0,135.0,1.5,8.96,4.4109788,4.3600001,0.80330175,2010301.0,796.0,,310215.0,43669.0,205.0,384.0,396.0,,UM,0.0,,39700.0,Alcohol and tobacco,Alcohol,Beer,Lager,Bottled lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310216,LAGER 12 - 24 CANS (440-500ML),4897.0,968.0,157.0,90.0,4969.0,935.0,227.0,164.0,14704.0,2904.0,931.0,753.0,0.15959674,0.14535145,0.1169675,0.11873303,-0.12231272,-0.1238471,-0.11121739,-0.11505519,24570.0,4807.0,1315.0,1007.0,0.1993081,0.201373,0.11939164,0.089374378,0.2022385,0.19450802,0.17262357,0.16285998,0.5984534,0.604119,0.70798481,0.74776566,0.4015466,0.395881,0.29201519,0.25223434,-0.0029304028,0.0068649799,-0.05323194,-0.073485598,447,1.0,310216.0,2.0,200402.0,202103.0,1.0,193.0,398.0,20103.0,201.0,16.0,2.72,22.5,10.086596,9.5,2.4149048,2010301.0,793.0,,310216.0,27560.0,205.0,384.0,406.0,,L),0.0,,25131.0,Alcohol and tobacco,Alcohol,Beer,Lager,Cans of lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310217,LAGER 12-24 BOTTLE (250-300ML),1585.0,438.0,94.0,75.0,1577.0,365.0,130.0,112.0,4130.0,1227.0,371.0,268.0,0.19305187,0.17966591,0.20832698,0.23593925,-0.1581672,-0.15774231,-0.15420844,-0.16419712,7292.0,2030.0,595.0,455.0,0.21736149,0.21576355,0.1579832,0.16483517,0.2162644,0.17980295,0.2184874,0.24615385,0.56637412,0.60443348,0.62352943,0.58901101,0.43362588,0.39556652,0.3764706,0.41098902,0.001097098,0.0359606,-0.060504198,-0.081318676,448,1.0,310217.0,2.0,200802.0,202103.0,1.0,241.0,398.0,20103.0,201.0,7.0,5.0,25.0,10.804228,10.0,2.4447749,2010301.0,794.0,,310217.0,8627.0,157.0,579.0,589.0,,L),0.0,,7522.0,Alcohol and tobacco,Alcohol,Beer,Lager,Bottled lager,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310218,APPLE CIDER 500-750ML 4.5-5.5%,1662.0,37.0,0.0,0.0,1463.0,3.0,0.0,0.0,8648.0,99.0,0.0,0.0,0.2169029,0.2,,,-0.17945859,-0.32258064,,,11773.0,139.0,0.0,0.0,0.14117047,0.26618704,,,0.12426739,0.021582734,,,0.73456216,0.71223021,,,0.26543787,0.28776976,,,0.01690308,0.2446043,,,449,1.0,310218.0,2.0,200902.0,201701.0,1.0,253.0,348.0,20102.0,201.0,104.0,0.85000002,9.9899998,1.9347838,1.99,0.47548369,2010202.0,136.0,,310218.0,12787.0,95.0,819.0,835.0,,5%,0.0,,12787.0,Alcohol and tobacco,Alcohol,Wine,Cider,Cider,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310219,STOUT - 4 CAN PACK,3273.0,1067.0,183.0,131.0,2953.0,865.0,194.0,91.0,15031.0,5722.0,1739.0,1335.0,0.16581105,0.15183455,0.076583467,0.082610227,-0.14899214,-0.14311604,-0.10414181,-0.10057777,21257.0,7654.0,2116.0,1557.0,0.1539728,0.13940424,0.086483933,0.084136158,0.13891895,0.11301281,0.091682419,0.058445729,0.70710826,0.74758297,0.82183367,0.85741812,0.29289174,0.25241703,0.17816636,0.14258188,0.015053853,0.026391432,-0.0051984861,0.025690429,450,1.0,310219.0,2.0,201202.0,202103.0,1.0,289.0,398.0,20103.0,201.0,117.0,2.49,9.1999998,4.7346582,4.9499998,0.65705711,2010302.0,1179.0,,310219.0,24799.0,109.0,752.0,754.0,,CK,0.0,,20967.0,Alcohol and tobacco,Alcohol,Beer,Stout,Stout,0.0,Alcoholic beverages and tobacco,Unisex,2.0,ND,Goods
310220,SPEC'Y BEER BOTT 500ML 4-5.5,1010.0,612.0,148.0,97.0,962.0,489.0,134.0,98.0,11131.0,6535.0,1947.0,1454.0,0.21073578,0.20939933,0.23947148,0.25534469,-0.18099466,-0.18724103,-0.17160352,-0.16666651,13103.0,7636.0,2229.0,1649.0,0.077081583,0.08014667,0.066397488,0.05882353,0.073418304,0.064038761,0.060116645,0.059429958,0.84950012,0.85581458,0.87348586,0.88174653,0.15049988,0.14418542,0.12651414,0.11825348,0.0036632791,0.016107909,0.0062808432,-0.00060642883,451,1.0,310220.0,2.0,201502.0,202103.0,1.0,325.0,398.0,20103.0,201.0,101.0,0.99000001,2.99,1.7888395,1.8,0.30913553,2010302.0,1155.0,,310220.0,16596.0,73.0,890.0,896.0,,.5,0.0,,12542.0,Alcohol and tobacco,Alcohol,Beer,Ale,Ale,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310221,APPLE CIDER 4 CAN PK 440-500MLAPPLE CIDER 4 CAN PK 440-500MLAPPLE CIDER 4 CAN PK 440-500ML,983.0,863.0,218.0,157.0,811.0,770.0,215.0,127.0,6026.0,5578.0,1787.0,1370.0,0.11932764,0.12229639,0.09945903,0.087812364,-0.093296483,-0.096273929,-0.092219703,-0.086663201,7820.0,7211.0,2220.0,1654.0,0.12570332,0.11967827,0.098198198,0.094921403,0.10370844,0.1067813,0.096846849,0.076783553,0.77058822,0.77354044,0.80495495,0.82829505,0.22941175,0.22645956,0.19504505,0.17170495,0.021994881,0.012896962,0.0013513491,0.01813785,452,1.0,310221.0,2.0,201702.0,202103.0,1.0,349.0,398.0,20102.0,201.0,89.0,1.89,6.79,3.791235,4.0,0.87373352,2010202.0,135.0,,310221.0,10981.0,49.0,980.0,989.0,,ML,0.0,,6917.0,Alcohol and tobacco,Alcohol,,,,,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310222,CIDER FLAVOURED BOTT 500-568MLCIDER FLAVOURED BOTT 500-568MLCIDER FLAVOURED BOTT 500-568ML,471.0,413.0,96.0,46.0,314.0,279.0,104.0,94.0,7227.0,6671.0,2220.0,1620.0,0.1481325,0.15961562,0.13458975,0.13742149,-0.13466236,-0.13321313,-0.16789784,-0.18300949,8012.0,7363.0,2420.0,1760.0,0.058786821,0.056091268,0.039669421,0.026136363,0.039191213,0.037892163,0.042975206,0.053409092,0.90202194,0.90601659,0.91735536,0.92045456,0.097978033,0.093983427,0.082644626,0.079545453,0.019595608,0.018199105,-0.0033057854,-0.027272729,453,1.0,310222.0,2.0,201702.0,202103.0,1.0,349.0,398.0,20102.0,201.0,91.0,0.85000002,3.3900001,2.0605054,2.0999999,0.26465645,2010202.0,358.0,,310222.0,11376.0,49.0,980.0,985.0,,ML,0.0,,7183.0,Alcohol and tobacco,Alcohol,,,,,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310301,WHISKY (PER NIP) SPECIFY ML,13175.0,868.0,40.0,0.0,2060.0,87.0,28.0,0.0,120701.0,8923.0,471.0,0.0,0.039082602,0.030424539,0.038865488,,-0.062043242,-0.06956882,-0.24955514,,135936.0,9878.0,539.0,0.0,0.096920609,0.087872036,0.074211501,,0.01515419,0.0088074505,0.051948052,,0.88792521,0.90332049,0.87384045,,0.1120748,0.096679486,0.12615955,,0.081766419,0.079064585,0.022263449,,454,1.0,310301.0,11.0,198802.0,202012.0,1.0,1.0,395.0,110101.0,1101.0,290.0,0.55000001,6.0,1.6858767,1.5,0.73679769,11010101.0,1276.0,,310301.0,211374.0,394.0,111.0,112.0,,ML,0.0,,144313.0,Eating out and hotels,Eating out,Restaurants and cafes,Whisky,Whisky shot,0.0,Restaurants and hotels,Unisex,2.0,S,Services
310302,VODKA (PER NIP) SPECIFY ML,13392.0,983.0,39.0,0.0,2018.0,113.0,34.0,0.0,120854.0,8962.0,452.0,0.0,0.03848058,0.029232088,0.043113325,,-0.060940798,-0.086904705,-0.24795932,,136264.0,10058.0,525.0,0.0,0.098279811,0.097733147,0.074285716,,0.014809487,0.011234838,0.064761907,,0.88691068,0.89103204,0.86095238,,0.1130893,0.10896798,0.13904762,,0.083470322,0.086498313,0.009523809,,455,1.0,310302.0,11.0,198802.0,202012.0,1.0,1.0,395.0,110101.0,1101.0,291.0,0.5,6.0,1.7132566,1.5,0.7622267,11010101.0,1246.0,,310302.0,211760.0,394.0,111.0,111.0,,ML,0.0,,144584.0,Eating out and hotels,Eating out,Restaurants and cafes,Vodka,Vodka shot,0.0,Restaurants and hotels,Unisex,,S,Services
310303,GIN (PER NIP),5235.0,0.0,0.0,0.0,872.0,0.0,0.0,0.0,38461.0,0.0,0.0,0.0,0.036957122,,,,-0.026901431,,,,44568.0,0.0,0.0,0.0,0.11746096,,,,0.019565608,,,,0.86297345,,,,0.13702656,,,,0.097895354,,,,456,1.0,310303.0,11.0,198802.0,199701.0,1.0,1.0,108.0,110101.0,1101.0,282.0,0.55000001,2.0,1.021695,1.02,0.1970108,0.0,675.0,,310303.0,72833.0,107.0,763.0,763.0,,P),0.0,,9707.0,Eating out and hotels,Eating out,Restaurants and cafes,Gin,Gin shot,0.0,Restaurants and hotels,Unisex,,S,Services
310304,WINE (PER GLASS),6284.0,0.0,0.0,0.0,1324.0,0.0,0.0,0.0,62299.0,0.0,0.0,0.0,0.046138722,,,,-0.054069504,,,,69907.0,0.0,0.0,0.0,0.089890853,,,,0.018939449,,,,0.89116967,,,,0.1088303,,,,0.070951402,,,,457,1.0,310304.0,11.0,198802.0,200301.0,1.0,1.0,180.0,110101.0,1101.0,290.0,0.5,4.6500001,1.3981624,1.3,0.45354342,0.0,1293.0,,310304.0,108862.0,179.0,512.0,513.0,,S),0.0,,47153.0,Eating out and hotels,Eating out,Restaurants and cafes,Wine,Glass of wine,0.0,Restaurants and hotels,Unisex,,S,Services
310306,BOTTLE OF MIXER 125-200ML,4928.0,374.0,135.0,0.0,1511.0,112.0,84.0,0.0,81325.0,9182.0,300.0,0.0,0.067405246,0.070676528,0.3535254,,-0.093091145,-0.10417558,-0.10544759,,87764.0,9668.0,519.0,0.0,0.056150585,0.03868432,0.26011559,,0.017216627,0.011584609,0.16184971,,0.92663276,0.94973105,0.5780347,,0.073367208,0.050268929,0.4219653,,0.038933959,0.02709971,0.098265886,,459,2.0,310306.0,11.0,199702.0,202012.0,2.0,109.0,395.0,110101.0,1101.0,267.0,0.30000001,3.4000001,1.1294475,1.0,0.37325186,11010101.0,33.0,1.0,310306.0,265674.0,286.0,218.0,219.0,,ML,0.0,,128855.0,Food and drink,Drinks,Soft drinks,Mixer,Bottled mixer,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310306,BOTTLE OF MIXER 125-200ML,4928.0,374.0,135.0,0.0,1511.0,112.0,84.0,0.0,81325.0,9182.0,300.0,0.0,0.067405246,0.070676528,0.3535254,,-0.093091145,-0.10417558,-0.10544759,,87764.0,9668.0,519.0,0.0,0.056150585,0.03868432,0.26011559,,0.017216627,0.011584609,0.16184971,,0.92663276,0.94973105,0.5780347,,0.073367208,0.050268929,0.4219653,,0.038933959,0.02709971,0.098265886,,459,2.0,310306.0,1.0,199702.0,202012.0,2.0,109.0,395.0,10202.0,102.0,267.0,0.30000001,3.4000001,1.1294475,1.0,0.37325186,0.0,34.0,1.0,310306.0,265674.0,286.0,218.0,219.0,,ML,0.0,,128855.0,Food and drink,Drinks,Soft drinks,Mixer,Bottled mixer,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310307,LIQUEUR PER NIP   SPECIFY ML,7389.0,789.0,35.0,0.0,1296.0,118.0,63.0,0.0,81896.0,9105.0,435.0,0.0,0.040362086,0.028826397,0.036063563,,-0.074074522,-0.083199233,-0.30551165,,90581.0,10012.0,533.0,0.0,0.081573397,0.078805432,0.065666042,,0.014307636,0.011785857,0.11819887,,0.90411896,0.90940869,0.81613511,,0.09588103,0.090591289,0.18386492,,0.067265764,0.067019574,-0.052532829,,460,2.0,310307.0,11.0,199702.0,202012.0,2.0,109.0,395.0,110101.0,1101.0,267.0,0.75,5.5999999,2.1317234,2.0,0.63836002,11010101.0,82.0,1.0,310307.0,275468.0,286.0,218.0,218.0,,ML,0.0,,133710.0,Alcohol and tobacco,Alcohol,Spirits,Liquer,Liquer,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310307,LIQUEUR PER NIP   SPECIFY ML,7389.0,789.0,35.0,0.0,1296.0,118.0,63.0,0.0,81896.0,9105.0,435.0,0.0,0.040362086,0.028826397,0.036063563,,-0.074074522,-0.083199233,-0.30551165,,90581.0,10012.0,533.0,0.0,0.081573397,0.078805432,0.065666042,,0.014307636,0.011785857,0.11819887,,0.90411896,0.90940869,0.81613511,,0.09588103,0.090591289,0.18386492,,0.067265764,0.067019574,-0.052532829,,460,2.0,310307.0,2.0,199702.0,202012.0,2.0,109.0,395.0,20101.0,201.0,267.0,0.75,5.5999999,2.1317234,2.0,0.63836002,0.0,81.0,1.0,310307.0,275468.0,286.0,218.0,218.0,,ML,0.0,,133710.0,Alcohol and tobacco,Alcohol,Spirits,Liquer,Liquer,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310308,LEMONADE/COLA-FLAV. DRINK,732.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,13403.0,0.0,0.0,0.0,0.079621635,,,,-0.096502155,,,,14331.0,0.0,0.0,0.0,0.051078081,,,,0.013676645,,,,0.93524528,,,,0.064754725,,,,0.037401438,,,,461,1.0,310308.0,1.0,200002.0,200401.0,1.0,145.0,192.0,10202.0,102.0,200.0,0.2,2.0,0.98804367,0.98000002,0.22990644,0.0,818.0,,310308.0,21172.0,47.0,996.0,998.0,,NK,0.0,,21172.0,Food and drink,Drinks,Soft drinks,Soda,Lemondate/Cola,0.0,Alcoholic beverages and tobacco,Unisex,,ND,Goods
310309,SPIRIT BASED DRINK 275ML,5739.0,609.0,25.0,0.0,1220.0,141.0,11.0,0.0,60706.0,7143.0,386.0,0.0,0.031546131,0.024474317,0.026258608,,-0.092127219,-0.089136496,-0.080690555,,67665.0,7893.0,422.0,0.0,0.084814899,0.077156976,0.059241705,,0.018030001,0.017863929,0.02606635,,0.89715511,0.90497911,0.91469193,,0.1028449,0.095020905,0.085308053,,0.066784896,0.059293047,0.033175357,,462,1.0,310309.0,11.0,200102.0,202012.0,1.0,157.0,395.0,110101.0,1101.0,202.0,0.99000001,5.5,2.9009323,2.9000001,0.54762918,11010101.0,1160.0,,310309.0,100804.0,238.0,303.0,303.0,,ML,0.0,,98033.0,Eating out and hotels,Eating out,Restaurants and cafes,Spirit,Spirit,0.0,Restaurants and hotels,Unisex,,S,Services
310310,"WINE, PER 175 - 250 ML SERVING",4824.0,784.0,36.0,0.0,1395.0,224.0,20.0,0.0,53526.0,8909.0,477.0,0.0,0.0500535,0.046223324,0.064205572,,-0.093980648,-0.10283036,-0.079119474,,59745.0,9917.0,533.0,0.0,0.080743156,0.079056166,0.06754221,,0.023349235,0.022587476,0.037523452,,0.89590758,0.89835638,0.89493436,,0.10409239,0.10164364,0.10506566,,0.057393923,0.056468688,0.030018758,,463,1.0,310310.0,11.0,200302.0,202012.0,1.0,181.0,395.0,110101.0,1101.0,185.0,0.99000001,10.5,3.1081131,2.9000001,0.95753801,11010101.0,1295.0,,310310.0,90349.0,214.0,377.0,381.0,,NG,0.0,,86363.0,Eating out and hotels,Eating out,Restaurants and cafes,Wine,Wine glass,0.0,Restaurants and hotels,Unisex,,S,Services
310311,LEMONADE/COLA DRAUGHT,3709.0,583.0,144.0,0.0,996.0,158.0,113.0,0.0,51600.0,8641.0,238.0,0.0,0.055323202,0.051189255,0.1580126,,-0.096784107,-0.096910827,-0.16887823,,56305.0,9382.0,495.0,0.0,0.06587337,0.062140267,0.29090908,,0.01768937,0.01684076,0.22828282,,0.91643727,0.92101896,0.48080808,,0.083562739,0.078981027,0.51919192,,0.048184,0.045299508,0.062626258,,374,2.0,220116.0,11.0,200502.0,202012.0,2.0,193.0,395.0,110101.0,1101.0,167.0,0.38999999,4.25,1.5965137,1.6,0.4531759,11010101.0,79.0,1.0,310311.0,87414.0,202.0,436.0,438.0,,HT,0.0,,5652.0,Eating out and hotels,Eating out,Restaurants and cafes,Soda,Lemonade/Cola,0.0,Restaurants and hotels,Unisex,,S,Services
310311,LEMONADE/COLA DRAUGHT,3709.0,583.0,144.0,0.0,996.0,158.0,113.0,0.0,51600.0,8641.0,238.0,0.0,0.055323202,0.051189255,0.1580126,,-0.096784107,-0.096910827,-0.16887823,,56305.0,9382.0,495.0,0.0,0.06587337,0.062140267,0.29090908,,0.01768937,0.01684076,0.22828282,,0.91643727,0.92101896,0.48080808,,0.083562739,0.078981027,0.51919192,,0.048184,0.045299508,0.062626258,,464,2.0,310311.0,11.0,200402.0,200501.0,2.0,193.0,395.0,110101.0,1101.0,147.0,0.40000001,2.3,1.1512845,1.1,0.24830912,0.0,80.0,1.0,310311.0,87414.0,202.0,436.0,438.0,,HT,0.0,,5652.0,Eating out and hotels,Eating out,Restaurants and cafes,Soda,Lemonade/Cola,0.0,Restaurants and hotels,Unisex,,S,Services
310312,BOTTLED MINERAL WATER 330ML,123.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,2576.0,0.0,0.0,0.0,0.080226116,,,,-0.13349584,,,,2754.0,0.0,0.0,0.0,0.044662308,,,,0.019970952,,,,0.93536675,,,,0.064633258,,,,0.024691356,,,,465,1.0,310312.0,11.0,200402.0,200501.0,1.0,193.0,204.0,110101.0,1101.0,138.0,0.44999999,2.95,1.2339377,1.2,0.24244703,0.0,203.0,,310312.0,4175.0,11.0,1183.0,1185.0,,ML,0.0,,4175.0,Eating out and hotels,Eating out,Restaurants and cafes,Water,Bottled water,0.0,Restaurants and hotels,Unisex,,S,Services
310314,BOTTLE OF CHAMPAGNE,823.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,15572.0,0.0,0.0,0.0,0.060322128,,,,-0.075292341,,,,16709.0,0.0,0.0,0.0,0.049254894,,,,0.018792268,,,,0.93195283,,,,0.068047166,,,,0.030462626,,,,467,2.0,310314.0,11.0,200602.0,201301.0,2.0,205.0,300.0,110101.0,1101.0,141.0,15.0,295.0,35.660721,30.950001,17.857428,0.0,32.0,1.0,310314.0,19444.0,95.0,819.0,826.0,,NE,0.0,,15974.0,Eating out and hotels,Eating out,Restaurants and cafes,Champagne,Bottle of champagne,0.0,Restaurants and hotels,Unisex,1.0,S,Services
310314,BOTTLE OF CHAMPAGNE,823.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,15572.0,0.0,0.0,0.0,0.060322128,,,,-0.075292341,,,,16709.0,0.0,0.0,0.0,0.049254894,,,,0.018792268,,,,0.93195283,,,,0.068047166,,,,0.030462626,,,,466,2.0,310313.0,11.0,200502.0,200601.0,2.0,205.0,300.0,110101.0,1101.0,125.0,9.9499998,50.0,27.918577,26.5,5.9663296,0.0,31.0,1.0,310314.0,19444.0,95.0,819.0,826.0,,NE,0.0,,15974.0,Eating out and hotels,Eating out,Restaurants and cafes,Champagne,Bottle of champagne,0.0,Restaurants and hotels,Unisex,1.0,S,Services
310315,BOTTLE OF WINE 70-75CL,5459.0,684.0,22.0,0.0,1598.0,195.0,14.0,0.0,84265.0,10917.0,521.0,0.0,0.054496147,0.048774734,0.054502539,,-0.077562086,-0.077213883,-0.052805625,,91322.0,11796.0,557.0,0.0,0.059777491,0.057985757,0.039497308,,0.017498521,0.016531028,0.025134649,,0.92272401,0.92548323,0.93536806,,0.077276014,0.074516788,0.064631954,,0.042278968,0.041454729,0.014362659,,468,2.0,310315.0,11.0,200602.0,202012.0,2.0,73.0,395.0,110101.0,1101.0,172.0,4.9499998,67.0,15.556865,14.95,4.185451,11010101.0,35.0,1.0,310315.0,121256.0,322.0,169.0,169.0,,CL,0.0,,69719.0,Eating out and hotels,Eating out,Restaurants and cafes,Wine,Bottle of wine,0.0,Restaurants and hotels,Unisex,,S,Services
