Date,California,Florida,Arizona,New York,Texas,Alabama,North Carolina,Illinois,Utah,Nevada,Kentucky,District of Columbia,Wisconsin,Connecticut,Pennsylvania,Alaska,Colorado,Missouri,Arizona.1,Washington,Louisiana,Georgia,New Mexico,Virginia,New Jersey,South Carolina,Oregon,Idaho,Ohio,Tennessee,Nebraska,Oklahoma,Indiana,Arkansas,Michigan,Massachusetts,Hawaii,Montana,Mississippi,New Hampshire,Maryland,Delaware,Vermont,Minnesota,Kansas,South Dakota,Maine,West Virginia,Wyoming,Iowa,Rhode Island,North Dakota,Year
01/01/1954,12746.0,3505.0,933.0,15814.0,8382.0,3014.0,4131.0,9252.0,750.0,213.0,2902.0,791.0,3608.0,2249.0,10817.0,215,1493.0,4066.0,933.0,2516.0,2883.0,3602.0,763.0,3555.0,5360.0,2176.0,1626.0,600.0,8873.0,3359.0,1340.0,2209.0,4264.0,1734.0,7066.0,4910.0,505,624.0,2064.0,554.0,2685.0,368.0,377.0,3113.0,2042.0,655.0,927.0,1905.0,293.0,2626.0,816.0,611.0,1954
01/01/1955,13133.0,3747.0,987.0,15966.0,8660.0,3050.0,4242.0,9435.0,783.0,237.0,2910.0,785.0,3679.0,2300.0,10939.0,222,1546.0,4134.0,987.0,2604.0,2946.0,3636.0,785.0,3588.0,5502.0,2200.0,1659.0,618.0,9017.0,3415.0,1374.0,2250.0,4363.0,1725.0,7285.0,4882.0,539,636.0,2060.0,557.0,2742.0,389.0,375.0,3172.0,2093.0,663.0,934.0,1880.0,307.0,2679.0,823.0,615.0,1955
01/01/1956,13713.0,4047.0,1053.0,16112.0,8830.0,3071.0,4309.0,9530.0,809.0,250.0,2898.0,759.0,3742.0,2316.0,10972.0,224,1625.0,4163.0,1053.0,2668.0,3032.0,3701.0,806.0,3722.0,5615.0,2229.0,1698.0,628.0,9207.0,3415.0,1397.0,2273.0,4458.0,1704.0,7467.0,4891.0,559,656.0,2086.0,566.0,2811.0,408.0,377.0,3240.0,2119.0,670.0,938.0,1857.0,312.0,2703.0,840.0,613.0,1956
01/01/1957,14264.0,4372.0,1125.0,16374.0,9070.0,3109.0,4368.0,9668.0,826.0,260.0,2928.0,763.0,3791.0,2359.0,10954.0,231,1664.0,4189.0,1125.0,2724.0,3115.0,3766.0,847.0,3844.0,5737.0,2274.0,1712.0,642.0,9410.0,3434.0,1394.0,2282.0,4529.0,1733.0,7569.0,4929.0,584,667.0,2088.0,572.0,2873.0,426.0,376.0,3274.0,2128.0,666.0,943.0,1843.0,314.0,2716.0,851.0,612.0,1957
01/01/1958,14880.0,4630.0,1193.0,16601.0,9252.0,3163.0,4376.0,9886.0,845.0,269.0,2961.0,757.0,3843.0,2446.0,11058.0,224,1667.0,4186.0,1193.0,2773.0,3155.0,3804.0,886.0,3914.0,5890.0,2304.0,1718.0,646.0,9599.0,3471.0,1383.0,2267.0,4583.0,1726.0,7667.0,5010.0,605,666.0,2086.0,581.0,2982.0,433.0,380.0,3313.0,2142.0,656.0,944.0,1845.0,315.0,2708.0,858.0,606.0,1958
01/01/1959,15467.0,4808.0,1261.0,16685.0,9405.0,3204.0,4458.0,9986.0,870.0,279.0,2999.0,761.0,3891.0,2523.0,11234.0,224,1710.0,4258.0,1261.0,2821.0,3208.0,3868.0,919.0,3951.0,6015.0,2348.0,1746.0,657.0,9671.0,3522.0,1397.0,2289.0,4613.0,1756.0,7767.0,5117.0,622,669.0,2138.0,596.0,3066.0,441.0,387.0,3366.0,2160.0,667.0,957.0,1855.0,320.0,2729.0,857.0,618.0,1959
01/01/1960,15870.0,5004.0,1321.0,16838.0,9624.0,3274.0,4573.0,10086.0,900.0,291.0,3041.0,765.0,3962.0,2544.0,11329.0,229,1769.0,4326.0,1321.0,2855.0,3260.0,3956.0,954.0,3986.0,6103.0,2392.0,1772.0,671.0,9734.0,3575.0,1417.0,2336.0,4674.0,1789.0,7834.0,5160.0,642,679.0,2182.0,609.0,3113.0,449.0,389.0,3425.0,2183.0,683.0,975.0,1853.0,331.0,2756.0,855.0,634.0,1960
01/01/1961,16497.0,5243.0,1407.0,17061.0,9820.0,3316.0,4663.0,10130.0,936.0,315.0,3054.0,778.0,4009.0,2586.0,11392.0,238,1844.0,4349.0,1407.0,2882.0,3287.0,4015.0,965.0,4095.0,6265.0,2409.0,1787.0,684.0,9854.0,3622.0,1446.0,2380.0,4730.0,1806.0,7893.0,5219.0,659,696.0,2206.0,618.0,3176.0,461.0,390.0,3470.0,2215.0,693.0,995.0,1828.0,337.0,2756.0,858.0,641.0,1961
01/01/1962,17072.0,5458.0,1471.0,17301.0,10053.0,3323.0,4707.0,10280.0,958.0,352.0,3079.0,788.0,4049.0,2647.0,11355.0,246,1899.0,4357.0,1471.0,2942.0,3345.0,4086.0,979.0,4180.0,6376.0,2423.0,1818.0,692.0,9929.0,3673.0,1464.0,2427.0,4736.0,1853.0,7933.0,5263.0,684,698.0,2243.0,632.0,3263.0,469.0,393.0,3513.0,2231.0,705.0,994.0,1809.0,333.0,2750.0,871.0,637.0,1962
01/01/1963,17668.0,5628.0,1521.0,17461.0,10159.0,3358.0,4742.0,10402.0,974.0,397.0,3096.0,798.0,4112.0,2727.0,11424.0,256,1936.0,4392.0,1521.0,2955.0,3377.0,4172.0,989.0,4276.0,6531.0,2460.0,1853.0,683.0,9986.0,3718.0,1476.0,2439.0,4799.0,1875.0,8058.0,5344.0,682,703.0,2244.0,649.0,3386.0,483.0,397.0,3531.0,2217.0,708.0,993.0,1796.0,336.0,2747.0,876.0,644.0,1963
01/01/1964,18151.0,5781.0,1556.0,17589.0,10270.0,3395.0,4802.0,10580.0,978.0,426.0,3129.0,798.0,4165.0,2798.0,11519.0,263,1970.0,4442.0,1556.0,2961.0,3446.0,4258.0,1006.0,4357.0,6660.0,2475.0,1888.0,680.0,10080.0,3771.0,1482.0,2446.0,4856.0,1897.0,8187.0,5448.0,700,706.0,2241.0,663.0,3492.0,497.0,399.0,3558.0,2209.0,701.0,993.0,1797.0,339.0,2746.0,885.0,649.0,1964
01/01/1965,18585.0,5954.0,1584.0,17734.0,10378.0,3443.0,4863.0,10693.0,994.0,444.0,3140.0,797.0,4232.0,2857.0,11620.0,271,1985.0,4467.0,1584.0,2967.0,3496.0,4332.0,1012.0,4411.0,6767.0,2494.0,1937.0,686.0,10201.0,3798.0,1471.0,2440.0,4922.0,1894.0,8357.0,5502.0,704,706.0,2246.0,676.0,3600.0,507.0,404.0,3592.0,2206.0,692.0,997.0,1786.0,332.0,2742.0,893.0,649.0,1965
01/01/1966,18858.0,6104.0,1614.0,17843.0,10492.0,3464.0,4896.0,10836.0,1009.0,446.0,3147.0,791.0,4274.0,2903.0,11664.0,271,2007.0,4523.0,1614.0,3057.0,3550.0,4379.0,1007.0,4456.0,6851.0,2520.0,1969.0,689.0,10330.0,3822.0,1456.0,2454.0,4999.0,1899.0,8512.0,5535.0,710,707.0,2245.0,681.0,3695.0,516.0,413.0,3617.0,2200.0,683.0,999.0,1775.0,323.0,2762.0,899.0,647.0,1966
01/01/1967,19176.0,6242.0,1646.0,17935.0,10599.0,3458.0,4952.0,10947.0,1019.0,449.0,3172.0,791.0,4303.0,2935.0,11681.0,278,2053.0,4539.0,1646.0,3174.0,3581.0,4408.0,1000.0,4508.0,6928.0,2533.0,1979.0,688.0,10414.0,3859.0,1457.0,2489.0,5053.0,1901.0,8630.0,5594.0,723,701.0,2228.0,697.0,3757.0,525.0,423.0,3659.0,2197.0,671.0,1004.0,1769.0,322.0,2793.0,909.0,626.0,1967
01/01/1968,19394.0,6433.0,1682.0,18051.0,10819.0,3446.0,5004.0,10995.0,1029.0,464.0,3195.0,778.0,4345.0,2964.0,11741.0,285,2120.0,4568.0,1682.0,3270.0,3603.0,4482.0,994.0,4558.0,7005.0,2559.0,2004.0,695.0,10516.0,3878.0,1467.0,2503.0,5093.0,1902.0,8696.0,5618.0,734,700.0,2219.0,709.0,3815.0,534.0,430.0,3703.0,2216.0,669.0,994.0,1763.0,324.0,2803.0,922.0,621.0,1968
01/01/1969,19711.0,6641.0,1737.0,18105.0,11045.0,3440.0,5031.0,11039.0,1047.0,480.0,3198.0,762.0,4378.0,3000.0,11741.0,296,2166.0,4640.0,1737.0,3343.0,3619.0,4551.0,1011.0,4614.0,7095.0,2570.0,2062.0,707.0,10563.0,3897.0,1474.0,2535.0,5143.0,1913.0,8781.0,5650.0,750,694.0,2220.0,724.0,3868.0,540.0,437.0,3758.0,2236.0,668.0,992.0,1746.0,329.0,2805.0,932.0,621.0,1969
01/01/1970,19971.069,6791.418,1775.399,18241.391,11198.655,3444.354,5084.411,11110.285,1059.273,488.738,3220.711,756.668,4417.821,3032.217,11800.766,302.583,2209.596,4677.623,1775.399,3413.244,3644.637,4587.93,1017.055,4651.448,7171.112,2590.713,2091.533,713.015,10657.423,3926.018,1485.333,2559.463,5195.392,1923.322,8881.826,5689.17,769.913,694.409,2216.994,737.681,3923.897,548.104,444.732,3806.103,2249.071,666.257,993.722,1744.237,332.416,2825.368,949.723,617.792,1970
01/01/1971,20345.939,7158.304,1895.814,18357.982,11509.848,3497.076,5203.531,11202.397,1101.192,520.018,3298.053,749.781,4462.155,3060.938,11886.4,315.51,2303.524,4725.764,1895.814,3447.553,3710.487,4711.55,1053.737,4750.838,7281.107,2662.269,2151.022,738.753,10734.818,4013.608,1504.604,2618.601,5253.396,1972.312,8974.186,5737.58,801.644,710.814,2265.432,761.851,4018.324,564.708,454.318,3853.486,2246.6,671.297,1015.39,1770.657,340.285,2851.705,963.107,626.76,1971
01/01/1972,20585.469,7511.463,2008.291,18339.4,11759.148,3539.4,5301.15,11251.948,1135.449,546.789,3335.728,742.241,4502.412,3068.699,11908.233,324.464,2404.619,4758.78,2008.291,3447.885,3761.646,4809.49,1078.697,4824.472,7335.042,2719.197,2197.297,763.237,10746.993,4094.611,1519.013,2658.646,5302.435,2018.638,9028.944,5760.302,828.331,718.732,2307.117,781.107,4073.499,572.913,463.143,3869.747,2256.375,677.234,1034.292,1797.648,347.345,2860.287,974.79,631.119,1972
01/01/1973,20868.728,7913.696,2124.438,18177.063,12019.543,3579.78,5389.852,11251.367,1170.04,568.991,3371.024,731.488,4524.244,3067.814,11890.527,330.543,2495.868,4782.645,2124.438,3478.782,3788.375,4910.374,1105.529,4901.292,7333.083,2776.605,2241.932,782.074,10767.314,4147.401,1529.567,2695.931,5338.277,2059.256,9077.956,5781.172,851.595,726.798,2349.546,800.951,4097.974,577.759,468.43,3889.332,2265.603,678.715,1045.655,1806.36,354.061,2863.715,975.738,632.675,1973
01/01/1974,21173.865,8298.762,2223.196,18049.775,12268.629,3626.499,5470.911,11262.145,1200.471,596.822,3416.315,717.947,4545.782,3074.047,11870.884,341.063,2541.406,4795.93,2223.196,3549.946,3820.109,4999.419,1131.309,4971.069,7332.411,2844.749,2285.013,807.99,10765.759,4213.509,1539.191,2734.768,5361.89,2101.403,9117.507,5773.548,867.978,736.419,2378.268,815.914,4118.815,581.418,473.002,3903.925,2269.499,679.585,1059.04,1815.447,365.501,2867.53,950.615,634.559,1974
01/01/1975,21537.849,8518.422,2284.847,18003.485,12568.843,3678.814,5547.188,11291.743,1236.03,619.972,3467.769,706.871,4578.986,3082.5,11906.095,376.17,2586.192,4808.308,2284.847,3621.339,3886.104,5064.075,1159.944,5047.395,7337.765,2902.028,2329.661,831.982,10770.425,4275.566,1543.117,2774.683,5365.766,2159.526,9117.668,5757.756,886.16,748.208,2399.449,828.555,4139.096,586.589,479.713,3932.515,2280.578,681.042,1071.995,1842.25,381.695,2880.847,942.788,638.886,1975
01/01/1976,21935.909,8667.379,2346.157,17940.541,12904.089,3735.139,5607.964,11342.853,1274.928,646.975,3529.257,692.295,4595.904,3083.335,11897.378,400.969,2632.306,4839.029,2346.157,3693.61,3950.605,5132.812,1189.295,5121.863,7339.745,2943.657,2378.262,856.983,10752.662,4346.928,1550.911,2826.815,5389.088,2170.161,9129.205,5743.672,904.191,757.317,2429.756,845.248,4150.539,590.166,484.928,3964.68,2301.001,686.39,1088.412,1879.503,396.952,2903.082,946.089,645.797,1976
01/01/1977,22352.396,8856.183,2425.197,17812.602,13193.05,3780.403,5685.607,11386.316,1319.512,678.333,3573.693,677.228,4626.514,3085.722,11893.591,403.436,2696.14,4863.173,2425.197,3776.05,4014.459,5219.697,1215.72,5193.112,7337.169,2991.681,2446.673,883.469,10771.394,4422.921,1556.842,2870.014,5425.638,2209.01,9171.11,5738.199,918.259,769.953,2459.201,869.763,4169.595,591.829,491.931,3989.364,2320.647,688.48,1103.578,1908.088,413.354,2913.573,950.23,649.769,1977
01/01/1978,22835.958,9102.032,2515.316,17680.589,13500.429,3831.836,5759.492,11412.561,1367.51,719.436,3609.976,665.052,4646.108,3091.627,11879.396,404.766,2766.748,4889.399,2515.316,3889.073,4068.579,5295.751,1238.034,5270.24,7350.804,3044.364,2518.298,910.69,10795.581,4486.314,1563.884,2917.336,5470.214,2243.127,9217.761,5736.469,931.584,782.317,2487.816,891.52,4183.603,594.776,498.109,4015.341,2335.657,688.58,1113.566,1923.395,432.88,2918.069,951.816,651.301,1978
01/01/1979,23256.88,9426.159,2635.571,17583.838,13888.371,3866.248,5823.491,11396.837,1420.238,765.367,3641.804,650.016,4682.811,3095.917,11887.975,402.753,2849.234,4912.43,2635.571,4017.632,4137.665,5401.384,1284.722,5307.945,7366.512,3090.267,2588.012,932.627,10798.298,4560.473,1567.344,2975.31,5501.174,2271.333,9266.268,5738.404,953.306,787.305,2507.069,909.074,4191.16,594.984,505.372,4050.316,2350.906,688.335,1122.563,1942.146,454.378,2915.739,950.382,652.896,1979
01/01/1980,23800.8,9839.835,2737.774,17566.754,14338.208,3900.368,5898.98,11434.702,1472.595,810.215,3664.221,638.284,4712.045,3113.174,11868.305,405.315,2908.803,4921.966,2737.774,4154.678,4223.101,5486.174,1309.4,5368.334,7376.33,3134.502,2641.218,947.983,10800.65,4600.252,1572.296,3040.758,5490.721,2288.738,9255.553,5746.075,967.71,788.752,2525.342,924.25,4227.643,594.919,512.524,4085.017,2369.039,690.851,1126.86,1951.349,474.185,2914.018,948.773,654.38,1980
01/01/1981,24285.933,10192.774,2810.107,17567.734,14746.318,3918.531,5956.653,11443.458,1515.471,847.655,3670.394,636.893,4726.343,3128.836,11858.567,418.491,2977.898,4932.064,2810.107,4235.731,4283.303,5568.345,1332.748,5444.097,7407.472,3179.255,2667.982,962.204,10788.33,4627.658,1578.515,3096.164,5480.435,2293.201,9209.287,5768.685,978.195,795.328,2539.036,936.621,4261.905,595.975,515.594,4111.728,2384.849,689.584,1133.033,1954.124,491.712,2907.983,953.013,659.505,1981
01/01/1982,24820.009,10471.407,2889.861,17589.738,15331.415,3925.266,6019.101,11423.412,1558.314,881.537,3683.445,634.174,4728.87,3139.013,11845.146,449.606,3061.564,4929.451,2889.861,4276.552,4352.608,5649.792,1363.823,5492.783,7430.968,3207.614,2664.922,973.721,10757.087,4646.041,1581.78,3206.123,5467.922,2294.257,9115.198,5771.222,993.78,803.986,2556.777,947.719,4282.923,599.148,519.109,4131.45,2401.202,690.597,1136.684,1949.604,506.4,2888.189,954.17,668.972,1982
01/01/1983,25360.026,10749.851,2968.925,17686.905,15751.676,3934.102,6077.056,11408.818,1594.943,901.977,3694.484,632.433,4721.438,3162.354,11837.723,488.417,3133.63,4943.733,2968.925,4300.266,4395.316,5728.25,1394.361,5564.657,7467.785,3234.066,2653.066,981.869,10737.632,4659.749,1584.293,3290.402,5450.395,2305.761,9047.754,5799.407,1012.717,814.031,2567.717,958.134,4313.327,605.458,523.302,4141.456,2415.531,693.008,1144.772,1945.061,510.345,2870.543,956.382,676.688,1983
01/01/1984,25844.393,11039.925,3067.135,17745.684,16007.086,3951.82,6164.006,11412.132,1622.342,924.922,3695.453,633.382,4735.563,3180.014,11815.172,513.702,3169.992,4975.278,3067.135,4343.656,4400.477,5834.954,1416.717,5643.87,7515.473,3271.868,2666.588,990.839,10737.746,4686.737,1588.639,3285.533,5458.322,2319.768,9049.452,5840.773,1027.922,820.905,2578.051,976.864,4365.243,611.565,526.66,4157.706,2424.086,697.249,1155.635,1927.697,504.896,2858.618,961.894,680.497,1984
01/01/1985,26441.109,11351.118,3183.538,17791.672,16272.734,3972.523,6253.954,11399.806,1642.91,951.03,3694.826,634.549,4747.767,3201.131,11770.862,532.495,3208.723,5000.268,3183.538,4400.098,4408.118,5962.661,1438.361,5715.153,7565.528,3303.209,2672.652,994.051,10734.926,4715.296,1584.664,3271.332,5459.211,2327.046,9076.293,5880.733,1039.698,822.32,2588.102,996.753,4413.071,618.28,530.035,4184.302,2427.405,698.402,1162.936,1906.831,499.695,2829.684,968.955,676.98,1985
01/01/1986,27102.237,11667.505,3308.262,17833.419,16561.113,3991.569,6321.578,11387.257,1662.834,980.613,3687.809,638.269,4755.618,3223.74,11782.752,544.268,3237.45,5023.068,3308.262,4452.72,4406.919,6084.666,1462.729,5811.7,7622.159,3342.758,2683.528,990.224,10730.268,4738.708,1574.333,3252.735,5454.108,2331.984,9127.775,5902.678,1051.762,813.739,2593.597,1025.053,4486.957,627.559,534.066,4205.212,2432.619,696.034,1170.126,1882.35,495.633,2791.97,977.341,669.512,1986
01/01/1987,27777.158,11997.283,3437.103,17868.848,16621.791,4015.264,6403.7,11391.178,1678.119,1023.376,3683.329,636.93,4777.919,3247.291,11810.866,539.309,3260.48,5056.696,3437.103,4531.901,4344.148,6208.467,1478.52,5932.268,7670.742,3380.506,2700.991,984.997,10760.09,4782.927,1566.547,3210.122,5473.012,2342.355,9187.481,5935.204,1067.918,805.063,2588.545,1054.289,4565.557,636.947,540.267,4235.136,2445.367,696.036,1184.574,1857.585,476.965,2767.011,989.604,661.136,1987
01/01/1988,28464.249,12306.395,3535.183,17941.309,16667.022,4023.844,6480.594,11390.183,1689.372,1075.022,3679.999,630.432,4822.388,3271.953,11845.752,541.983,3262.281,5081.736,3535.183,4639.893,4288.863,6316.142,1490.337,6036.909,7712.333,3412.096,2741.297,985.664,10798.552,4822.437,1571.477,3167.057,5491.735,2342.656,9217.998,5979.982,1079.828,800.202,2580.352,1082.577,4657.904,647.622,549.763,4296.166,2461.996,698.165,1203.84,1830.215,465.101,2768.388,996.408,655.331,1988
01/01/1989,29218.164,12637.715,3622.185,17983.086,16806.735,4030.222,6565.459,11409.782,1705.864,1137.382,3677.306,624.168,4856.574,3283.403,11865.996,547.159,3275.818,5095.83,3622.185,4746.316,4252.894,6411.099,1503.901,6120.246,7726.089,3456.775,2790.575,994.416,10829.217,4854.444,1574.864,3150.307,5523.693,2346.358,9253.295,6015.478,1094.588,799.636,2574.269,1104.522,4727.301,658.273,557.707,4338.057,2472.849,696.701,1219.961,1806.568,458.374,2770.592,1000.666,646.351,1989
01/01/1990,29950.111,13018.365,3679.056,18002.855,17044.714,4048.508,6656.987,11446.979,1729.722,1218.629,3692.584,603.814,4902.265,3289.056,11895.604,553.12,3303.862,5126.37,3679.056,4900.78,4219.179,6506.531,1519.933,6213.526,7757.158,3499.064,2858.547,1011.882,10861.837,4890.626,1580.664,3147.105,5555.097,2354.343,9310.462,6018.664,1112.703,799.824,2577.426,1111.831,4797.431,669.063,564.526,4387.283,2480.683,696.667,1231.296,1792.481,453.401,2779.769,1004.649,637.364,1990
01/01/1991,30414.114,13289.497,3762.394,18029.532,17339.904,4091.025,6748.135,11535.973,1771.941,1285.046,3714.686,593.239,4952.675,3288.64,11943.16,569.273,3367.567,5157.77,3762.394,5013.443,4240.95,6621.279,1547.115,6283.853,7784.269,3559.47,2918.745,1038.915,10933.683,4946.886,1590.805,3166.471,5602.062,2370.666,9395.022,5998.652,1131.412,807.837,2591.23,1107.055,4856.176,680.495,567.141,4427.429,2495.209,701.445,1235.439,1798.212,457.739,2791.227,1003.99,634.199,1991
01/01/1992,30875.92,13504.775,3867.333,18082.032,17650.479,4139.269,6831.85,11635.197,1821.498,1330.694,3756.358,584.183,5004.636,3274.997,11980.819,587.073,3459.995,5193.686,3867.333,5139.011,4270.849,6759.474,1580.75,6383.315,7827.77,3600.576,2973.934,1066.49,11007.609,5013.999,1602.406,3204.174,5648.649,2394.098,9470.323,5993.474,1149.926,822.436,2610.193,1112.766,4902.545,690.158,570.115,4471.503,2526.042,708.698,1235.748,1805.462,463.491,2806.923,1000.571,635.427,1992
01/01/1993,31147.208,13713.593,3993.39,18140.894,17996.764,4193.114,6947.412,11725.984,1875.993,1380.197,3792.288,576.358,5055.318,3272.325,12022.128,596.993,3560.884,5237.757,3993.39,5247.704,4284.749,6894.092,1614.937,6464.795,7874.891,3634.507,3034.49,1101.204,11070.385,5085.666,1612.149,3228.829,5701.965,2423.743,9529.24,6010.884,1161.508,839.876,2635.574,1122.191,4942.504,699.475,574.004,4521.709,2547.605,716.258,1238.256,1816.179,469.033,2820.525,997.852,637.229,1993
01/01/1994,31317.179,13961.798,4147.561,18156.652,18338.319,4232.965,7060.959,11804.986,1930.436,1456.388,3823.215,564.982,5095.504,3268.346,12042.545,600.624,3653.91,5281.206,4147.561,5334.896,4306.5,7045.9,1653.329,6536.771,7918.796,3666.456,3087.142,1135.459,11111.451,5163.016,1621.551,3246.119,5745.626,2450.605,9584.481,6031.352,1173.903,854.923,2663.45,1133.054,4985.411,708.416,578.9,4566.028,2569.118,723.038,1237.687,1818.49,474.982,2829.422,993.412,639.762,1994
01/01/1995,31493.525,14185.403,4306.908,18150.928,18679.706,4262.731,7185.403,11884.935,1976.774,1525.777,3855.248,551.273,5137.004,3265.293,12044.78,601.345,3738.061,5324.61,4306.908,5431.024,4327.978,7188.538,1682.417,6601.392,7965.523,3699.943,3141.421,1165.0,11155.493,5241.168,1635.142,3265.547,5791.819,2480.121,9659.871,6062.335,1180.49,868.522,2690.788,1145.604,5023.65,718.265,582.827,4605.445,2586.942,728.251,1237.438,1820.56,478.447,2840.86,989.203,641.548,1995
01/01/1996,31780.829,14426.911,4432.308,18143.805,19006.24,4290.403,7307.658,11953.003,2022.253,1596.476,3881.051,538.273,5173.828,3267.03,12038.008,604.918,3812.716,5367.888,4432.308,5509.963,4338.763,7332.225,1706.151,6665.491,8009.624,3738.974,3195.087,1187.706,11187.032,5313.576,1647.657,3289.634,5834.908,2504.858,9739.184,6085.393,1184.434,876.656,2709.925,1160.768,5057.142,727.09,586.352,4647.723,2598.266,730.699,1241.436,1818.983,480.085,2848.473,987.858,642.858,1996
01/01/1997,32217.708,14683.35,4552.207,18143.184,19355.427,4320.281,7428.672,12011.509,2065.397,1675.581,3907.816,528.752,5200.235,3268.514,12015.888,608.846,3891.293,5407.113,4552.207,5604.105,4351.39,7486.094,1722.939,6732.878,8054.178,3790.066,3243.254,1210.638,11212.498,5378.433,1656.042,3314.259,5872.37,2524.007,9785.45,6115.476,1189.322,878.706,2731.826,1173.239,5092.914,735.024,588.665,4687.726,2616.339,730.855,1245.215,1815.588,480.031,2854.396,986.966,640.945,1997
01/01/1998,32682.794,14908.23,4667.277,18159.175,19712.389,4351.037,7545.828,12069.774,2100.562,1743.772,3934.31,521.426,5222.124,3272.563,12002.329,615.205,3968.967,5437.562,4667.277,5687.832,4362.758,7636.522,1733.535,6789.225,8095.542,3839.578,3282.055,1230.923,11237.752,5432.679,1660.772,3339.478,5907.617,2538.202,9820.231,6144.407,1190.472,879.533,2751.335,1185.823,5130.072,744.066,590.579,4726.411,2638.667,730.789,1247.554,1811.688,480.045,2861.025,987.704,637.808,1998
01/01/1999,33145.121,15111.244,4778.332,18196.601,20044.141,4369.862,7650.789,12128.37,2129.836,1809.253,3960.825,519.0,5250.446,3282.031,11994.016,619.5,4056.133,5468.338,4778.332,5756.361,4372.035,7788.24,1739.844,6872.912,8143.412,3885.736,3316.154,1251.7,11256.654,5483.535,1666.028,3358.044,5942.901,2551.373,9863.775,6175.169,1185.497,882.779,2768.619,1201.134,5171.634,753.538,593.74,4775.508,2654.052,733.133,1253.04,1806.928,479.602,2869.413,990.819,633.666,1999
01/01/2000,33987.977,16047.515,5160.586,19001.78,20944.499,4452.173,8081.614,12434.161,2244.502,2018.741,4049.021,572.046,5373.999,3411.777,12284.173,627.963,4326.921,5607.285,5160.586,5910.512,4471.885,8227.303,1821.204,7105.817,8430.621,4024.223,3429.708,1299.43,11363.543,5703.719,1713.82,3454.365,6091.866,2678.588,9952.45,6361.104,1213.519,903.773,2848.353,1239.882,5311.034,786.373,609.618,4933.692,2693.681,755.844,1277.072,1807.021,494.3,2929.067,1050.268,642.023,2000
01/01/2001,34479.458,16356.966,5273.477,19082.838,21319.622,4467.634,8210.122,12488.445,2283.715,2098.399,4068.132,574.504,5406.835,3432.835,12298.97,633.714,4425.687,5641.142,5273.477,5985.722,4477.875,8377.038,1831.69,7198.362,8492.671,4064.995,3467.937,1319.962,11387.404,5750.789,1719.836,3467.1,6127.76,2691.571,9991.12,6397.634,1225.948,906.961,2852.994,1255.517,5374.691,795.699,612.223,4982.796,2702.162,757.972,1285.692,1801.481,494.657,2931.997,1057.142,639.062,2001
01/01/2002,34871.843,16689.37,5396.255,19137.8,21690.325,4480.089,8326.201,12525.556,2324.815,2173.791,4089.875,573.158,5445.162,3458.749,12331.031,642.337,4490.406,5674.825,5396.255,6052.349,4497.267,8508.256,1855.309,7286.873,8552.643,4107.795,3513.424,1340.372,11407.889,5795.918,1728.292,3489.08,6155.967,2705.927,10015.71,6417.206,1239.613,911.667,2858.681,1269.089,5440.389,806.169,615.442,5018.935,2713.535,760.02,1295.96,1805.414,500.017,2934.234,1065.995,638.168,2002
01/01/2003,35253.159,17004.085,5510.364,19175.939,22030.931,4503.491,8422.501,12556.006,2360.137,2248.85,4117.17,568.502,5479.203,3484.336,12374.658,648.414,4528.732,5709.403,5510.364,6104.115,4521.042,8622.793,1877.574,7366.977,8601.402,4150.297,3547.376,1363.38,11434.788,5847.812,1738.643,3504.892,6196.638,2724.816,10041.152,6422.565,1251.154,919.63,2868.312,1279.84,5496.269,818.003,617.858,5053.572,2723.004,763.729,1306.513,1812.295,503.453,2941.999,1071.342,638.817,2003
01/01/2004,35574.576,17415.318,5652.404,19171.567,22394.023,4530.729,8553.152,12589.773,2401.58,2346.222,4146.101,567.754,5514.026,3496.094,12410.722,659.286,4575.013,5747.741,5652.404,6178.645,4552.238,8769.252,1903.808,7475.575,8634.561,4210.921,3569.463,1391.802,11452.251,5910.809,1749.37,3525.233,6233.007,2749.686,10055.315,6412.281,1273.569,930.009,2889.01,1290.121,5546.935,830.803,619.92,5087.713,2734.373,770.396,1313.688,1816.438,509.106,2953.635,1074.579,644.705,2004
01/01/2005,35827.943,17842.038,5839.077,19132.61,22778.123,4569.805,8705.407,12609.903,2457.719,2432.143,4182.742,567.136,5546.166,3506.956,12449.99,666.946,4631.888,5790.3,5839.077,6257.305,4576.628,8925.922,1932.274,7577.105,8651.974,4270.15,3613.202,1428.241,11463.32,5991.057,1761.497,3548.597,6278.616,2781.097,10051.137,6403.29,1292.729,940.102,2905.943,1298.492,5592.379,845.15,621.215,5119.598,2745.299,775.493,1318.787,1820.492,514.157,2964.454,1067.916,646.089,2005
01/01/2006,36021.202,18166.99,6029.141,19104.631,23359.58,4628.981,8917.27,12643.955,2525.507,2522.658,4219.239,570.681,5577.655,3517.46,12510.809,675.302,4720.423,5842.704,6029.141,6370.753,4302.665,9155.813,1962.137,7673.725,8661.679,4357.847,3670.883,1468.669,11481.213,6088.766,1772.693,3594.09,6332.669,2821.761,10036.081,6410.084,1309.731,952.692,2904.978,1308.389,5627.367,859.268,622.892,5163.555,2762.931,783.033,1323.619,1827.912,522.667,2982.644,1063.096,649.422,2006
