Unnamed: 0,Country,Year,GDP,rank,rank2
517,Indonesia,2019,0.376277775357108,10.0,10.0
518,Indonesia,2020,0.329755955724898,10.0,10.0
519,Indonesia,2021,0.404227677321606,10.0,10.0
520,"Iran, Islamic Rep.",1970,0.396670145483067,11.0,11.0
521,"Iran, Islamic Rep.",1971,0.444280295106766,11.0,11.0
522,"Iran, Islamic Rep.",1972,0.444534498683576,11.0,11.0
523,"Iran, Islamic Rep.",1973,0.540978869207957,11.0,11.0
524,"Iran, Islamic Rep.",1974,0.71404688105953,11.0,11.0
525,"Iran, Islamic Rep.",1975,0.761156234266906,11.0,11.0
526,"Iran, Islamic Rep.",1976,0.6543508112543409,11.0,11.0
527,"Iran, Islamic Rep.",1977,0.598880783649035,11.0,11.0
528,"Iran, Islamic Rep.",1978,0.456945656371966,11.0,11.0
529,"Iran, Islamic Rep.",1979,0.428058267760669,11.0,11.0
530,"Iran, Islamic Rep.",1980,0.424826738676286,11.0,11.0
531,"Iran, Islamic Rep.",1981,0.403131061355616,11.0,11.0
532,"Iran, Islamic Rep.",1982,0.380635168781944,11.0,11.0
533,"Iran, Islamic Rep.",1983,0.387301135168752,11.0,11.0
534,"Iran, Islamic Rep.",1984,0.279341376101748,11.0,11.0
535,"Iran, Islamic Rep.",1985,0.231723911405475,11.0,11.0
536,"Iran, Islamic Rep.",1986,0.141448539041301,11.0,11.0
537,"Iran, Islamic Rep.",1987,0.178848531376826,11.0,11.0
538,"Iran, Islamic Rep.",1988,0.215839788397354,11.0,11.0
539,"Iran, Islamic Rep.",1989,0.2793502570790619,11.0,11.0
540,"Iran, Islamic Rep.",1990,0.370805676988111,11.0,11.0
541,"Iran, Islamic Rep.",1991,0.441941716478042,11.0,11.0
542,"Iran, Islamic Rep.",1992,0.4039792725223809,11.0,11.0
543,"Iran, Islamic Rep.",1993,0.460408643243691,11.0,11.0
544,"Iran, Islamic Rep.",1994,0.4160913639813279,11.0,11.0
545,"Iran, Islamic Rep.",1995,0.351442449159574,11.0,11.0
546,"Iran, Islamic Rep.",1996,0.352212991546042,11.0,11.0
547,"Iran, Islamic Rep.",1997,0.326495581116416,11.0,11.0
548,"Iran, Islamic Rep.",1998,0.2922821964631339,11.0,11.0
549,"Iran, Islamic Rep.",1999,0.3488541413459339,11.0,11.0
550,"Iran, Islamic Rep.",2000,0.412572474638031,11.0,11.0
551,"Iran, Islamic Rep.",2001,0.40535566479523,11.0,11.0
552,"Iran, Islamic Rep.",2002,0.4817268655206569,11.0,11.0
553,"Iran, Islamic Rep.",2003,0.506791057753261,11.0,11.0
554,"Iran, Islamic Rep.",2004,0.5131385732658881,11.0,11.0
555,"Iran, Islamic Rep.",2005,0.544404952635536,11.0,11.0
556,"Iran, Islamic Rep.",2006,0.5316735871438449,11.0,11.0
557,"Iran, Islamic Rep.",2007,0.498873069225934,11.0,11.0
558,"Iran, Islamic Rep.",2008,0.482294027741438,11.0,11.0
559,"Iran, Islamic Rep.",2009,0.436995802243585,11.0,11.0
560,"Iran, Islamic Rep.",2010,0.4377064373713989,11.0,11.0
561,"Iran, Islamic Rep.",2011,0.412194147918578,11.0,11.0
562,"Iran, Islamic Rep.",2012,0.440893466807452,11.0,11.0
563,"Iran, Islamic Rep.",2013,0.4708671791947549,11.0,11.0
564,"Iran, Islamic Rep.",2014,0.4535142014131609,11.0,11.0
565,"Iran, Islamic Rep.",2015,0.3942258866118,11.0,11.0
566,"Iran, Islamic Rep.",2016,0.4038784692084259,11.0,11.0
567,"Iran, Islamic Rep.",2017,0.447448707659087,11.0,11.0
568,"Iran, Islamic Rep.",2018,0.5838490037478671,11.0,11.0
569,"Iran, Islamic Rep.",2019,0.507543342226066,11.0,11.0
570,"Iran, Islamic Rep.",2020,0.43810164592851,11.0,11.0
571,"Iran, Islamic Rep.",2021,0.443738340508665,11.0,11.0
572,Japan,1970,0.195661448262452,7.0,7.0
573,Japan,1971,0.1991811693787269,7.0,7.0
574,Japan,1972,0.181451642362258,7.0,7.0
575,Japan,1973,0.192981314824504,7.0,7.0
576,Japan,1974,0.269043547828043,7.0,7.0
577,Japan,1975,0.2459797160951509,7.0,7.0
578,Japan,1976,0.253262622293154,7.0,7.0
579,Japan,1977,0.2362908669189259,7.0,7.0
580,Japan,1978,0.19727307276949,7.0,7.0
581,Japan,1979,0.231440754776203,7.0,7.0
582,Japan,1980,0.2722776168317329,7.0,7.0
583,Japan,1981,0.276288757199234,7.0,7.0
584,Japan,1982,0.272932458543007,7.0,7.0
585,Japan,1983,0.250601837632351,7.0,7.0
586,Japan,1984,0.263406156822408,7.0,7.0
587,Japan,1985,0.245960573713012,7.0,7.0
588,Japan,1986,0.181512327284435,7.0,7.0
589,Japan,1987,0.171065551015439,7.0,7.0
590,Japan,1988,0.171856415509141,7.0,7.0
591,Japan,1989,0.188725444836565,7.0,7.0
592,Japan,1990,0.196633660965348,7.0,7.0
593,Japan,1991,0.180747916413825,7.0,7.0
594,Japan,1992,0.173310766180297,7.0,7.0
595,Japan,1993,0.160156150626601,7.0,7.0
596,Japan,1994,0.158103062322757,7.0,7.0
597,Japan,1995,0.163901049340172,7.0,7.0
598,Japan,1996,0.182538682255522,7.0,7.0
599,Japan,1997,0.197835176233669,7.0,7.0
600,Japan,1998,0.190031862223377,7.0,7.0
601,Japan,1999,0.181256307166911,7.0,7.0
602,Japan,2000,0.195623715839054,7.0,7.0
603,Japan,2001,0.1955960447200709,7.0,7.0
604,Japan,2002,0.204471220661583,7.0,7.0
605,Japan,2003,0.213261252678119,7.0,7.0
606,Japan,2004,0.236643534228975,7.0,7.0
607,Japan,2005,0.262299545778565,7.0,7.0
608,Japan,2006,0.300163760986692,7.0,7.0
609,Japan,2007,0.32816578051879,7.0,7.0
610,Japan,2008,0.3412947654122449,7.0,7.0
611,Japan,2009,0.2439016653385549,7.0,7.0
612,Japan,2010,0.284984726938389,7.0,7.0
613,Japan,2011,0.301949607286296,7.0,7.0
614,Japan,2012,0.304709109171752,7.0,7.0
615,Japan,2013,0.339787686509511,7.0,7.0
616,Japan,2014,0.374314345686579,7.0,7.0
617,Japan,2015,0.354274083544798,7.0,7.0
618,Japan,2016,0.3131024684558839,7.0,7.0
619,Japan,2017,0.344232135721686,7.0,7.0
620,Japan,2018,0.366320638482759,7.0,7.0
621,Japan,2019,0.351798202012852,7.0,7.0
622,Japan,2020,0.313587116286485,7.0,7.0
623,Japan,2021,0.3737998649044119,7.0,7.0
624,Mexico,1970,0.174122972972973,18.0,18.0
625,Mexico,1971,0.16359693877551,18.0,18.0
626,Mexico,1972,0.1689008849557519,18.0,18.0
627,Mexico,1973,0.1787681620839359,18.0,18.0
628,Mexico,1974,0.189811111111111,18.0,18.0
629,Mexico,1975,0.165145454545455,18.0,18.0
630,Mexico,1976,0.183570751276441,18.0,18.0
631,Mexico,1977,0.205412871822607,18.0,18.0
632,Mexico,1978,0.215107402652974,18.0,18.0
633,Mexico,1979,0.236401173402868,18.0,18.0
634,Mexico,1980,0.2243461965042169,18.0,18.0
635,Mexico,1981,0.221172749435935,18.0,18.0
636,Mexico,1982,0.241340136217434,18.0,18.0
637,Mexico,1983,0.2709610203586219,18.0,18.0
638,Mexico,1984,0.256724173446434,18.0,18.0
639,Mexico,1985,0.243312923896659,18.0,18.0
640,Mexico,1986,0.296062225899787,18.0,18.0
641,Mexico,1987,0.31262320842785,18.0,18.0
642,Mexico,1988,0.387903369479031,18.0,18.0
643,Mexico,1989,0.3832965007744719,18.0,18.0
644,Mexico,1990,0.3851969641332969,18.0,18.0
645,Mexico,1991,0.357865351574196,18.0,18.0
646,Mexico,1992,0.35553495904112,18.0,18.0
647,Mexico,1993,0.278279111829983,18.0,18.0
648,Mexico,1994,0.307099718502483,18.0,18.0
649,Mexico,1995,0.463210192945657,18.0,18.0
650,Mexico,1996,0.504192000800377,18.0,18.0
651,Mexico,1997,0.487773616772941,18.0,18.0
652,Mexico,1998,0.509961216267777,18.0,18.0
653,Mexico,1999,0.506179714442795,18.0,18.0
654,Mexico,2000,0.524326817487387,18.0,18.0
655,Mexico,2001,0.471660730175839,18.0,18.0
656,Mexico,2002,0.466979147083911,18.0,18.0
657,Mexico,2003,0.502056894551963,18.0,18.0
658,Mexico,2004,0.5348614523920601,18.0,18.0
659,Mexico,2005,0.539381321057714,18.0,18.0
660,Mexico,2006,0.560927246318034,18.0,18.0
661,Mexico,2007,0.5679527936151471,18.0,18.0
662,Mexico,2008,0.577770309296138,18.0,18.0
663,Mexico,2009,0.5596776975914409,18.0,18.0
664,Mexico,2010,0.607603184699927,18.0,18.0
665,Mexico,2011,0.634696779207521,18.0,18.0
666,Mexico,2012,0.657672458233911,18.0,18.0
667,Mexico,2013,0.637648766108259,18.0,18.0
668,Mexico,2014,0.649253579018616,18.0,18.0
669,Mexico,2015,0.710890901134614,18.0,18.0
670,Mexico,2016,0.760622091378111,18.0,18.0
671,Mexico,2017,0.771157445044434,18.0,18.0
672,Mexico,2018,0.805593842287784,18.0,18.0
673,Mexico,2019,0.7789734695056719,18.0,18.0
674,Mexico,2020,0.769003537108958,18.0,18.0
675,Mexico,2021,0.8361527162186679,18.0,18.0
676,Nigeria,1970,0.1962059923003959,1.0,1.0
677,Nigeria,1971,0.244636351369586,1.0,1.0
678,Nigeria,1972,0.227636455907274,1.0,1.0
679,Nigeria,1973,0.312677527833099,1.0,1.0
680,Nigeria,1974,0.397469904101204,1.0,1.0
681,Nigeria,1975,0.411703435111177,1.0,1.0
682,Nigeria,1976,0.421380987997791,1.0,1.0
683,Nigeria,1977,0.473952657436355,1.0,1.0
684,Nigeria,1978,0.4331484203811059,1.0,1.0
685,Nigeria,1979,0.438784023117077,1.0,1.0
686,Nigeria,1980,0.485713142061442,1.0,1.0
687,Nigeria,1981,0.181717261792726,1.0,1.0
688,Nigeria,1982,0.137798331582607,1.0,1.0
689,Nigeria,1983,0.100449686092635,1.0,1.0
690,Nigeria,1984,0.0938054123117234,1.0,1.0
691,Nigeria,1985,0.103919786061273,1.0,1.0
692,Nigeria,1986,0.0913584572231066,1.0,1.0
693,Nigeria,1987,0.1949533511152069,1.0,1.0
694,Nigeria,1988,0.1694060968827929,1.0,1.0
695,Nigeria,1989,0.341826172542675,1.0,1.0
696,Nigeria,1990,0.309247400798513,1.0,1.0
697,Nigeria,1991,0.370216048644195,1.0,1.0
698,Nigeria,1992,0.382273883146105,1.0,1.0
699,Nigeria,1993,0.337197549313028,1.0,1.0
700,Nigeria,1994,0.230592364507328,1.0,1.0
701,Nigeria,1995,0.395283784087951,1.0,1.0
702,Nigeria,1996,0.402577292482001,1.0,1.0
703,Nigeria,1997,0.514610107949537,1.0,1.0
704,Nigeria,1998,0.392786074702327,1.0,1.0
705,Nigeria,1999,0.3445783117593259,1.0,1.0
706,Nigeria,2000,0.489955994666527,1.0,1.0
707,Nigeria,2001,0.496805002885015,1.0,1.0
708,Nigeria,2002,0.400351685881311,1.0,1.0
709,Nigeria,2003,0.493349648618029,1.0,1.0
710,Nigeria,2004,0.31895870440492,1.0,1.0
711,Nigeria,2005,0.330594600696505,1.0,1.0
712,Nigeria,2006,0.42566565803723,1.0,1.0
713,Nigeria,2007,0.393369315096852,1.0,1.0
714,Nigeria,2008,0.407968353499,1.0,1.0
715,Nigeria,2009,0.360587104056279,1.0,1.0
716,Nigeria,2010,0.433207568422645,1.0,1.0
717,Nigeria,2011,0.5327795833429829,1.0,1.0
718,Nigeria,2012,0.445323680484012,1.0,1.0
719,Nigeria,2013,0.310488599618018,1.0,1.0
720,Nigeria,2014,0.308851937150808,1.0,1.0
721,Nigeria,2015,0.213326518707854,1.0,1.0
722,Nigeria,2016,0.207225188807225,1.0,1.0
723,Nigeria,2017,0.263475990009104,1.0,1.0
724,Nigeria,2018,0.3300783349086489,1.0,1.0
725,Nigeria,2019,0.3402387783171079,1.0,1.0
726,Nigeria,2020,0.163521873977762,1.0,1.0
727,Nigeria,2021,0.225765386125815,1.0,1.0
728,Pakistan,1970,0.1796611589286089,4.0,4.0
729,Pakistan,1971,0.18202043669154,4.0,4.0
730,Pakistan,1972,0.158213377718435,4.0,4.0
731,Pakistan,1973,0.289797309310733,4.0,4.0
732,Pakistan,1974,0.308301741163651,4.0,4.0
733,Pakistan,1975,0.323880449349271,4.0,4.0
734,Pakistan,1976,0.2894587462796479,4.0,4.0
735,Pakistan,1977,0.27200363276972,4.0,4.0
736,Pakistan,1978,0.279180418977622,4.0,4.0
737,Pakistan,1979,0.328645819972809,4.0,4.0
738,Pakistan,1980,0.358968993803885,4.0,4.0
739,Pakistan,1981,0.351680110425743,4.0,4.0
740,Pakistan,1982,0.313222832005281,4.0,4.0
741,Pakistan,1983,0.346919621171996,4.0,4.0
742,Pakistan,1984,0.333626328602532,4.0,4.0
743,Pakistan,1985,0.331707461712947,4.0,4.0
744,Pakistan,1986,0.324067307767058,4.0,4.0
745,Pakistan,1987,0.328971019024279,4.0,4.0
746,Pakistan,1988,0.3328422583133569,4.0,4.0
747,Pakistan,1989,0.344216591208777,4.0,4.0
748,Pakistan,1990,0.35034575900498,4.0,4.0
749,Pakistan,1991,0.354196551048403,4.0,4.0
750,Pakistan,1992,0.376945397210631,4.0,4.0
751,Pakistan,1993,0.384993168752315,4.0,4.0
752,Pakistan,1994,0.3505772371315949,4.0,4.0
753,Pakistan,1995,0.3613275367351899,4.0,4.0
754,Pakistan,1996,0.383301268339895,4.0,4.0
755,Pakistan,1997,0.368522661008964,4.0,4.0
756,Pakistan,1998,0.34011725180531,4.0,4.0
757,Pakistan,1999,0.323199628094266,4.0,4.0
758,Pakistan,2000,0.253634296894019,4.0,4.0
759,Pakistan,2001,0.27630045237448,4.0,4.0
760,Pakistan,2002,0.276338067154702,4.0,4.0
761,Pakistan,2003,0.297963964450084,4.0,4.0
762,Pakistan,2004,0.2754962542665899,4.0,4.0
763,Pakistan,2005,0.321544291384714,4.0,4.0
764,Pakistan,2006,0.356817296644661,4.0,4.0
765,Pakistan,2007,0.329904285662027,4.0,4.0
766,Pakistan,2008,0.355942014925682,4.0,4.0
767,Pakistan,2009,0.3207184826148039,4.0,4.0
768,Pakistan,2010,0.328689265807296,4.0,4.0
769,Pakistan,2011,0.3293990514564109,4.0,4.0
770,Pakistan,2012,0.328055022073679,4.0,4.0
771,Pakistan,2013,0.333335986818131,4.0,4.0
772,Pakistan,2014,0.309012446161031,4.0,4.0
773,Pakistan,2015,0.276546725177778,4.0,4.0
774,Pakistan,2016,0.247015795148236,4.0,4.0
775,Pakistan,2017,0.254720364087022,4.0,4.0
776,Pakistan,2018,0.276260563651623,4.0,4.0
777,Pakistan,2019,0.289055757994453,4.0,4.0
778,Pakistan,2020,0.267162804594298,4.0,4.0
779,Pakistan,2021,0.270501437257099,4.0,4.0
780,Philippines,1970,0.0,15.0,15.0
781,Philippines,1971,0.0,15.0,15.0
782,Philippines,1972,0.0,15.0,15.0
783,Philippines,1973,0.0,15.0,15.0
784,Philippines,1974,0.0,15.0,15.0
785,Philippines,1975,0.0,15.0,15.0
786,Philippines,1976,0.0,15.0,15.0
787,Philippines,1977,0.0,15.0,15.0
788,Philippines,1978,0.0,15.0,15.0
789,Philippines,1979,0.0,15.0,15.0
790,Philippines,1980,0.0,15.0,15.0
791,Philippines,1981,0.352707808775534,15.0,15.0
792,Philippines,1982,0.321801402488095,15.0,15.0
793,Philippines,1983,0.343130118372165,15.0,15.0
794,Philippines,1984,0.3482398435267479,15.0,15.0
795,Philippines,1985,0.328405218386658,15.0,15.0
796,Philippines,1986,0.347400067891545,15.0,15.0
797,Philippines,1987,0.373574011096386,15.0,15.0
798,Philippines,1988,0.393236456105194,15.0,15.0
799,Philippines,1989,0.4128292429621389,15.0,15.0
800,Philippines,1990,0.42922356288058,15.0,15.0
801,Philippines,1991,0.442199237760081,15.0,15.0
802,Philippines,1992,0.449911427301615,15.0,15.0
803,Philippines,1993,0.504650429209218,15.0,15.0
804,Philippines,1994,0.525265038023175,15.0,15.0
805,Philippines,1995,0.5733055797627791,15.0,15.0
806,Philippines,1996,0.6385530355087741,15.0,15.0
807,Philippines,1997,0.772286459172662,15.0,15.0
808,Philippines,1998,0.80077201518421,15.0,15.0
809,Philippines,1999,0.7716149371221719,15.0,15.0
810,Philippines,2000,0.8515336858436391,15.0,15.0
811,Philippines,2001,0.849003886237531,15.0,15.0
812,Philippines,2002,0.838448040937789,15.0,15.0
813,Philippines,2003,0.8757464436366359,15.0,15.0
814,Philippines,2004,0.871252848232048,15.0,15.0
815,Philippines,2005,0.8384567457080511,15.0,15.0
816,Philippines,2006,0.808505386728775,15.0,15.0
817,Philippines,2007,0.736449799920629,15.0,15.0
818,Philippines,2008,0.6768107077304011,15.0,15.0
819,Philippines,2009,0.608865907869758,15.0,15.0
820,Philippines,2010,0.661042785137797,15.0,15.0
821,Philippines,2011,0.607958366999075,15.0,15.0
822,Philippines,2012,0.578420055133082,15.0,15.0
823,Philippines,2013,0.558247812320298,15.0,15.0
824,Philippines,2014,0.574681720875945,15.0,15.0
825,Philippines,2015,0.591415921053094,15.0,15.0
826,Philippines,2016,0.617760657653871,15.0,15.0
827,Philippines,2017,0.681683697426727,15.0,15.0
828,Philippines,2018,0.721633982990273,15.0,15.0
829,Philippines,2019,0.6884184225957629,15.0,15.0
830,Philippines,2020,0.5816956030179989,15.0,15.0
831,Philippines,2021,0.635015709450428,15.0,15.0
832,Russian Federation,1970,0.0,13.0,13.0
833,Russian Federation,1971,0.0,13.0,13.0
834,Russian Federation,1972,0.0,13.0,13.0
835,Russian Federation,1973,0.0,13.0,13.0
836,Russian Federation,1974,0.0,13.0,13.0
837,Russian Federation,1975,0.0,13.0,13.0
838,Russian Federation,1976,0.0,13.0,13.0
839,Russian Federation,1977,0.0,13.0,13.0
840,Russian Federation,1978,0.0,13.0,13.0
841,Russian Federation,1979,0.0,13.0,13.0
842,Russian Federation,1980,0.0,13.0,13.0
843,Russian Federation,1981,0.0,13.0,13.0
844,Russian Federation,1982,0.0,13.0,13.0
845,Russian Federation,1983,0.0,13.0,13.0
846,Russian Federation,1984,0.0,13.0,13.0
847,Russian Federation,1985,0.0,13.0,13.0
848,Russian Federation,1986,0.0,13.0,13.0
849,Russian Federation,1987,0.0,13.0,13.0
850,Russian Federation,1988,0.0,13.0,13.0
851,Russian Federation,1989,0.429144851657941,13.0,13.0
852,Russian Federation,1990,0.361067991307048,13.0,13.0
853,Russian Federation,1991,0.262567036110118,13.0,13.0
854,Russian Federation,1992,1.10577064702788,13.0,13.0
855,Russian Federation,1993,0.6869844323946129,13.0,13.0
856,Russian Federation,1994,0.509537126483831,13.0,13.0
857,Russian Federation,1995,0.5518290546572571,13.0,13.0
858,Russian Federation,1996,0.47922500819419,13.0,13.0
859,Russian Federation,1997,0.472569214100748,13.0,13.0
860,Russian Federation,1998,0.557722532849766,13.0,13.0
861,Russian Federation,1999,0.69393281498812,13.0,13.0
862,Russian Federation,2000,0.680939070373555,13.0,13.0
863,Russian Federation,2001,0.611108586644206,13.0,13.0
864,Russian Federation,2002,0.596454457319607,13.0,13.0
865,Russian Federation,2003,0.591282690062584,13.0,13.0
866,Russian Federation,2004,0.565818523974086,13.0,13.0
867,Russian Federation,2005,0.5671324848975491,13.0,13.0
868,Russian Federation,2006,0.547334018670627,13.0,13.0
869,Russian Federation,2007,0.517061227457717,13.0,13.0
870,Russian Federation,2008,0.533824660408908,13.0,13.0
871,Russian Federation,2009,0.484350610280677,13.0,13.0
872,Russian Federation,2010,0.503555054873676,13.0,13.0
873,Russian Federation,2011,0.480353994077919,13.0,13.0
874,Russian Federation,2012,0.471513903857957,13.0,13.0
875,Russian Federation,2013,0.4628714940049899,13.0,13.0
876,Russian Federation,2014,0.478013412628116,13.0,13.0
877,Russian Federation,2015,0.493593493116887,13.0,13.0
878,Russian Federation,2016,0.4651811983960959,13.0,13.0
879,Russian Federation,2017,0.468765243371311,13.0,13.0
880,Russian Federation,2018,0.515809003703964,13.0,13.0
881,Russian Federation,2019,0.4922875366190329,13.0,13.0
882,Russian Federation,2020,0.460308656136374,13.0,13.0
883,Russian Federation,2021,0.5216700809641039,13.0,13.0
884,Thailand,1970,0.344023067652724,20.0,20.0
885,Thailand,1971,0.348018251799158,20.0,20.0
886,Thailand,1972,0.373733101033821,20.0,20.0
887,Thailand,1973,0.386492576656576,20.0,20.0
888,Thailand,1974,0.455447697785706,20.0,20.0
889,Thailand,1975,0.413379512150811,20.0,20.0
890,Thailand,1976,0.42940259009098,20.0,20.0
891,Thailand,1977,0.453360586481119,20.0,20.0
892,Thailand,1978,0.439989747661043,20.0,20.0
893,Thailand,1979,0.518679561735627,20.0,20.0
894,Thailand,1980,0.54479065609659,20.0,20.0
895,Thailand,1981,0.539686664567334,20.0,20.0
896,Thailand,1982,0.4754832882245089,20.0,20.0
897,Thailand,1983,0.473844960424744,20.0,20.0
898,Thailand,1984,0.4806926541831759,20.0,20.0
899,Thailand,1985,0.491552284474048,20.0,20.0
900,Thailand,1986,0.491708546817786,20.0,20.0
901,Thailand,1987,0.572279844893387,20.0,20.0
902,Thailand,1988,0.674134705068906,20.0,20.0
903,Thailand,1989,0.7240693352085791,20.0,20.0
904,Thailand,1990,0.757823643645399,20.0,20.0
905,Thailand,1991,0.7847113497741751,20.0,20.0
906,Thailand,1992,0.779546456926093,20.0,20.0
907,Thailand,1993,0.777461171174097,20.0,20.0
908,Thailand,1994,0.812489529938277,20.0,20.0
909,Thailand,1995,0.897561749368245,20.0,20.0
910,Thailand,1996,0.842741479979753,20.0,20.0
911,Thailand,1997,0.950517906464755,20.0,20.0
912,Thailand,1998,1.0024047373282798,20.0,20.0
913,Thailand,1999,1.00706288704433,20.0,20.0
914,Thailand,2000,1.21297955351472,20.0,20.0
915,Thailand,2001,1.20267966273533,20.0,20.0
916,Thailand,2002,1.14969743021067,20.0,20.0
917,Thailand,2003,1.16692819704865,20.0,20.0
918,Thailand,2004,1.27411873720393,20.0,20.0
919,Thailand,2005,1.37853866832247,20.0,20.0
920,Thailand,2006,1.34086946191268,20.0,20.0
921,Thailand,2007,1.2987322698971702,20.0,20.0
922,Thailand,2008,1.40437011540931,20.0,20.0
923,Thailand,2009,1.1926941885458902,20.0,20.0
924,Thailand,2010,1.27250522638251,20.0,20.0
925,Thailand,2011,1.39675407224576,20.0,20.0
926,Thailand,2012,1.3767493851024,20.0,20.0
927,Thailand,2013,1.32462274174269,20.0,20.0
928,Thailand,2014,1.3090549544439802,20.0,20.0
929,Thailand,2015,1.24839662152526,20.0,20.0
930,Thailand,2016,1.2057522728913,20.0,20.0
931,Thailand,2017,1.20891427433638,20.0,20.0
932,Thailand,2018,1.20841864730984,20.0,20.0
933,Thailand,2019,1.0966849551553102,20.0,20.0
934,Thailand,2020,0.978249256837564,20.0,20.0
935,Thailand,2021,1.16657196407206,20.0,20.0
936,Turkiye,1970,0.1078880407124679,16.0,16.0
937,Turkiye,1971,0.135670103092784,16.0,16.0
938,Turkiye,1972,0.145624351435489,16.0,16.0
939,Turkiye,1973,0.161263736263736,16.0,16.0
940,Turkiye,1974,0.170028237192416,16.0,16.0
941,Turkiye,1975,0.156531182128452,16.0,16.0
942,Turkiye,1976,0.155247813411079,16.0,16.0
943,Turkiye,1977,0.145223894726877,16.0,16.0
944,Turkiye,1978,0.114356153992035,16.0,16.0
945,Turkiye,1979,0.0909974442964616,16.0,16.0
946,Turkiye,1980,0.170898176117463,16.0,16.0
947,Turkiye,1981,0.2114162764207059,16.0,16.0
948,Turkiye,1982,0.268809210651722,16.0,16.0
949,Turkiye,1983,0.290310517913389,16.0,16.0
950,Turkiye,1984,0.352801051047638,16.0,16.0
951,Turkiye,1985,0.348269721189326,16.0,16.0
952,Turkiye,1986,0.294144594777141,16.0,16.0
953,Turkiye,1987,0.333382850275488,16.0,16.0
954,Turkiye,1988,0.362068338434275,16.0,16.0
955,Turkiye,1989,0.339836682372597,16.0,16.0
956,Turkiye,1990,0.309429955004348,16.0,16.0
957,Turkiye,1991,0.304760116733895,16.0,16.0
958,Turkiye,1992,0.31737365644504,16.0,16.0
959,Turkiye,1993,0.330170877754618,16.0,16.0
960,Turkiye,1994,0.417458523409412,16.0,16.0
961,Turkiye,1995,0.442426347506171,16.0,16.0
962,Turkiye,1996,0.493693148863728,16.0,16.0
963,Turkiye,1997,0.549703235724023,16.0,16.0
964,Turkiye,1998,0.403954105883847,16.0,16.0
965,Turkiye,1999,0.376649220129325,16.0,16.0
966,Turkiye,2000,0.423544370390114,16.0,16.0
967,Turkiye,2001,0.498714751387935,16.0,16.0
968,Turkiye,2002,0.479823940487577,16.0,16.0
969,Turkiye,2003,0.462250976270923,16.0,16.0
970,Turkiye,2004,0.4882583815088649,16.0,16.0
971,Turkiye,2005,0.461423570520464,16.0,16.0
972,Turkiye,2006,0.487628710706907,16.0,16.0
973,Turkiye,2007,0.478508167487862,16.0,16.0
974,Turkiye,2008,0.5054825389516651,16.0,16.0
975,Turkiye,2009,0.467870669467638,16.0,16.0
976,Turkiye,2010,0.466944652263085,16.0,16.0
977,Turkiye,2011,0.533041756356468,16.0,16.0
978,Turkiye,2012,0.52830802656723,16.0,16.0
979,Turkiye,2013,0.525272987998138,16.0,16.0
980,Turkiye,2014,0.537663011662543,16.0,16.0
981,Turkiye,2015,0.510885436007552,16.0,16.0
982,Turkiye,2016,0.4832818623389729,16.0,16.0
983,Turkiye,2017,0.55762168749568,16.0,16.0
984,Turkiye,2018,0.625543694785493,16.0,16.0
985,Turkiye,2019,0.6268872895808361,16.0,16.0
986,Turkiye,2020,0.609559310414459,16.0,16.0
987,Turkiye,2021,0.7083492319947421,16.0,16.0
988,United States,1970,0.107582854049602,3.0,3.0
989,United States,1971,0.107571790359274,3.0,3.0
990,United States,1972,0.113406196496001,3.0,3.0
991,United States,1973,0.1307921558943039,3.0,3.0
992,United States,1974,0.1644498632253959,3.0,3.0
993,United States,1975,0.155163736331565,3.0,3.0
994,United States,1976,0.160488456356637,3.0,3.0
995,United States,1977,0.1641789467515539,3.0,3.0
996,United States,1978,0.169728342289651,3.0,3.0
997,United States,1979,0.183761632042836,3.0,3.0
998,United States,1980,0.201098446894226,3.0,3.0
999,United States,1981,0.194259131704272,3.0,3.0
1000,United States,1982,0.175368122809184,3.0,3.0
1001,United States,1983,0.166655934803103,3.0,3.0
1002,United States,1984,0.175224074224053,3.0,3.0
1003,United States,1985,0.1660390612630299,3.0,3.0
1004,United States,1986,0.168979771514343,3.0,3.0
1005,United States,1987,0.179735809845702,3.0,3.0
1006,United States,1988,0.1907010070586149,3.0,3.0
1007,United States,1989,0.194151283860195,3.0,3.0
1008,United States,1990,0.198150505840543,3.0,3.0
1009,United States,1991,0.197864481240974,3.0,3.0
1010,United States,1992,0.199505945023923,3.0,3.0
1011,United States,1993,0.200446187019752,3.0,3.0
1012,United States,1994,0.210554591617453,3.0,3.0
1013,United States,1995,0.224533816490568,3.0,3.0
1014,United States,1996,0.226870719902412,3.0,3.0
1015,United States,1997,0.234283210916839,3.0,3.0
1016,United States,1998,0.228258909523693,3.0,3.0
1017,United States,1999,0.233135637046602,3.0,3.0
1018,United States,2000,0.251029953595813,3.0,3.0
1019,United States,2001,0.22967181335596,3.0,3.0
1020,United States,2002,0.2228637410948969,3.0,3.0
1021,United States,2003,0.226273130062789,3.0,3.0
1022,United States,2004,0.2444806226432569,3.0,3.0
1023,United States,2005,0.256385530316517,3.0,3.0
1024,United States,2006,0.269752780973197,3.0,3.0
1025,United States,2007,0.280120176822667,3.0,3.0
1026,United States,2008,0.298677957945319,3.0,3.0
1027,United States,2009,0.247595311689876,3.0,3.0
1028,United States,2010,0.282198952346731,3.0,3.0
1029,United States,2011,0.308424862411943,3.0,3.0
1030,United States,2012,0.306818353657295,3.0,3.0
