id,OpponentName,start,end,PersonId,Time (seconds),id.1,Gender,Age Group,Favorite Activity,Height,zipcode,state,Event
58,None,2019-08-24 14:44:57.848 +00:00,2019-08-24 14:44:58.425 +00:00,58,1.0,58,Unkown,Adult,Sports,63.0,47401,IN,Makevention 2019
59,None,2019-08-24 14:45:43.044 +00:00,2019-08-24 14:45:44.534 +00:00,59,1.0,59,Unkown,Pre-Teen,Sports,49.0,47401,IN,Makevention 2019
60,None,2019-08-24 14:46:32.851 +00:00,2019-08-24 14:46:33.735 +00:00,60,1.0,60,Unkown,Adult,Sports,63.0,47401,IN,Makevention 2019
61,None,2019-08-24 14:47:12.704 +00:00,2019-08-24 14:47:21.512 +00:00,61,9.0,61,Unkown,Kid,Sports,50.0,47401,IN,Makevention 2019
62,None,2019-08-24 14:47:56.781 +00:00,2019-08-24 14:47:58.142 +00:00,62,1.0,62,Unkown,Kid,Sports,49.0,47401,IN,Makevention 2019
63,None,2019-08-24 14:50:03.151 +00:00,2019-08-24 14:50:05.653 +00:00,63,3.0,63,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
64,None,2019-08-24 14:50:41.447 +00:00,2019-08-24 14:50:43.638 +00:00,64,2.0,64,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
65,None,2019-08-24 14:51:26.842 +00:00,2019-08-24 14:51:28.998 +00:00,65,2.0,65,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
66,None,2019-08-24 14:57:48.041 +00:00,2019-08-24 14:57:48.933 +00:00,66,1.0,66,Unkown,Kid,Art,36.0,47401,IN,Makevention 2019
67,None,2019-08-24 14:59:15.752 +00:00,2019-08-24 14:59:24.381 +00:00,67,9.0,67,Unkown,Kid,Art,36.0,47401,IN,Makevention 2019
69,None,2019-08-24 15:14:16.634 +00:00,2019-08-24 15:14:19.335 +00:00,69,3.0,69,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
71,None,2019-08-24 15:18:02.209 +00:00,2019-08-24 15:18:04.320 +00:00,71,2.0,71,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
73,None,2019-08-24 15:23:26.417 +00:00,2019-08-24 15:23:31.050 +00:00,73,5.0,73,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
74,None,2019-08-24 15:24:45.860 +00:00,2019-08-24 15:24:47.520 +00:00,74,2.0,74,Unkown,Pre-Teen,Sports,49.0,47401,IN,Makevention 2019
75,None,2019-08-24 15:27:09.655 +00:00,2019-08-24 15:27:22.501 +00:00,75,13.0,75,Unkown,Kid,Art,36.0,47401,IN,Makevention 2019
76,None,2019-08-24 15:28:15.284 +00:00,2019-08-24 15:28:19.711 +00:00,76,4.0,76,Unkown,Kid,Cooking,36.0,47401,IN,Makevention 2019
77,None,2019-08-24 15:29:46.611 +00:00,2019-08-24 15:29:50.853 +00:00,77,4.0,77,Unkown,Kid,Cooking,36.0,47401,IN,Makevention 2019
78,None,2019-08-24 15:32:32.175 +00:00,2019-08-24 15:32:36.184 +00:00,78,4.0,78,Unkown,Kid,Sports,36.0,47401,IN,Makevention 2019
79,None,2019-08-24 15:41:35.211 +00:00,2019-08-24 15:41:39.261 +00:00,79,4.0,79,Unkown,Kid,Cooking,40.0,47401,IN,Makevention 2019
80,None,2019-08-24 15:43:13.702 +00:00,2019-08-24 15:43:14.287 +00:00,80,1.0,80,Unkown,Kid,Cooking,51.0,47401,IN,Makevention 2019
84,None,2019-08-24 15:48:00.754 +00:00,2019-08-24 15:48:02.423 +00:00,84,2.0,84,Unkown,Pre-Teen,Art,52.0,47401,IN,Makevention 2019
85,None,2019-08-24 15:48:56.454 +00:00,2019-08-24 15:48:59.350 +00:00,85,3.0,85,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
86,None,2019-08-24 15:49:49.215 +00:00,2019-08-24 15:49:50.530 +00:00,86,1.0,86,Unkown,Pre-Teen,Gaming,61.0,47401,IN,Makevention 2019
87,None,2019-08-24 15:51:32.799 +00:00,,87,,87,Unkown,Kid,Gaming,47.0,47401,IN,Makevention 2019
88,None,2019-08-24 16:03:46.147 +00:00,2019-08-24 16:03:46.694 +00:00,88,1.0,88,Unkown,Kid,Art,53.0,47401,IN,Makevention 2019
89,None,2019-08-24 16:05:08.756 +00:00,2019-08-24 16:05:10.439 +00:00,89,2.0,89,Unkown,Kid,Art,56.0,47401,IN,Makevention 2019
90,None,2019-08-24 16:06:04.840 +00:00,2019-08-24 16:06:06.270 +00:00,90,1.0,90,Unkown,Pre-Teen,Gaming,63.0,47401,IN,Makevention 2019
91,None,2019-08-24 16:07:09.800 +00:00,2019-08-24 16:07:10.891 +00:00,91,1.0,91,Unkown,Kid,Sports,49.0,47401,IN,Makevention 2019
92,None,2019-08-24 16:10:20.289 +00:00,2019-08-24 16:10:22.472 +00:00,92,2.0,92,Unkown,Kid,Sports,50.0,47401,IN,Makevention 2019
96,None,2019-08-24 16:28:56.050 +00:00,2019-08-24 16:28:58.176 +00:00,96,2.0,96,Unkown,Kid,Sports,52.0,47401,IN,Makevention 2019
97,None,2019-08-24 16:29:43.749 +00:00,2019-08-24 16:29:44.751 +00:00,97,1.0,97,Unkown,Pre-Teen,Cooking,55.0,47401,IN,Makevention 2019
98,None,2019-08-24 16:30:40.826 +00:00,2019-08-24 16:30:42.456 +00:00,98,2.0,98,Unkown,Pre-Teen,Cooking,59.0,47401,IN,Makevention 2019
99,None,2019-08-24 16:31:29.357 +00:00,2019-08-24 16:31:30.290 +00:00,99,1.0,99,Unkown,,Other,60.0,47401,IN,Makevention 2019
100,None,2019-08-24 16:32:30.339 +00:00,2019-08-24 16:32:34.026 +00:00,100,4.0,100,Unkown,Kid,Sports,50.0,47401,IN,Makevention 2019
101,None,2019-08-24 16:33:36.399 +00:00,2019-08-24 16:33:42.307 +00:00,101,6.0,101,Unkown,Kid,Sports,49.0,47401,IN,Makevention 2019
102,None,2019-08-24 16:35:04.907 +00:00,2019-08-24 16:35:08.377 +00:00,102,3.0,102,Unkown,Kid,Sports,40.0,47401,IN,Makevention 2019
103,None,2019-08-24 16:37:17.823 +00:00,2019-08-24 16:37:22.686 +00:00,103,5.0,103,Unkown,Kid,,69.0,47401,IN,Makevention 2019
104,None,2019-08-24 16:38:19.194 +00:00,2019-08-24 16:38:22.640 +00:00,104,3.0,104,Unkown,Kid,Gaming,36.0,47401,IN,Makevention 2019
106,None,2019-08-24 16:48:03.816 +00:00,2019-08-24 16:48:05.921 +00:00,106,2.0,106,Unkown,,Cooking,58.0,47401,IN,Makevention 2019
107,None,2019-08-24 16:49:12.903 +00:00,2019-08-24 16:49:14.831 +00:00,107,2.0,107,Unkown,Kid,Sports,53.0,47401,IN,Makevention 2019
108,None,2019-08-24 16:50:19.087 +00:00,2019-08-24 16:50:27.642 +00:00,108,9.0,108,Unkown,Kid,Other,55.0,47401,IN,Makevention 2019
109,None,2019-08-24 17:15:10.072 +00:00,2019-08-24 17:15:12.189 +00:00,109,2.0,109,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
113,None,2019-08-24 17:28:41.219 +00:00,2019-08-24 17:28:44.443 +00:00,113,3.0,113,Unkown,Pre-Teen,Art,44.0,47401,IN,Makevention 2019
126,None,2019-08-24 17:49:42.942 +00:00,2019-08-24 17:49:45.328 +00:00,126,2.0,126,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
127,None,2019-08-24 17:50:21.907 +00:00,2019-08-24 17:50:24.306 +00:00,127,2.0,127,Unkown,,,,47401,IN,Makevention 2019
128,None,2019-08-24 17:52:27.658 +00:00,2019-08-24 17:52:29.730 +00:00,128,2.0,128,Unkown,Kid,Sports,42.0,47401,IN,Makevention 2019
129,None,2019-08-24 17:53:10.730 +00:00,2019-08-24 17:53:12.420 +00:00,129,2.0,129,Unkown,Kid,Art,48.0,47401,IN,Makevention 2019
130,None,2019-08-24 17:55:30.426 +00:00,2019-08-24 17:55:32.640 +00:00,130,2.0,130,Unkown,Kid,Cooking,39.0,47401,IN,Makevention 2019
131,None,2019-08-24 17:57:16.282 +00:00,2019-08-24 17:57:17.776 +00:00,131,1.0,131,Unkown,Kid,Cooking,39.0,47401,IN,Makevention 2019
132,None,2019-08-24 17:58:48.057 +00:00,2019-08-24 17:58:49.831 +00:00,132,2.0,132,Unkown,Pre-Teen,Cooking,58.0,47401,IN,Makevention 2019
133,None,2019-08-24 17:59:32.635 +00:00,2019-08-24 17:59:33.032 +00:00,133,0.0,133,Unkown,Pre-Teen,Cooking,60.0,47401,IN,Makevention 2019
141,None,2019-08-24 18:20:09.276 +00:00,2019-08-24 18:20:18.832 +00:00,141,10.0,141,Unkown,Kid,Art,36.0,47401,IN,Makevention 2019
152,None,2019-08-24 18:31:01.487 +00:00,2019-08-24 18:31:02.996 +00:00,152,2.0,152,Unkown,Teen,Gaming,67.0,47401,IN,Makevention 2019
153,None,2019-08-24 18:32:24.229 +00:00,2019-08-24 18:32:30.928 +00:00,153,7.0,153,Unkown,Pre-Teen,Gaming,52.0,47401,IN,Makevention 2019
154,None,2019-08-24 18:33:12.828 +00:00,2019-08-24 18:33:14.488 +00:00,154,2.0,154,Unkown,Pre-Teen,Gaming,53.0,47401,IN,Makevention 2019
156,None,2019-08-24 18:34:46.125 +00:00,2019-08-24 18:34:47.157 +00:00,156,1.0,156,Unkown,Pre-Teen,Gaming,61.0,47401,IN,Makevention 2019
158,None,2019-08-24 18:36:35.287 +00:00,2019-08-24 18:36:36.974 +00:00,158,2.0,158,Unkown,Teen,Gaming,61.0,47401,IN,Makevention 2019
160,None,2019-08-24 18:38:11.145 +00:00,2019-08-24 18:38:12.240 +00:00,160,1.0,160,Unkown,Teen,Gaming,67.0,47401,IN,Makevention 2019
161,None,2019-08-24 18:38:53.858 +00:00,2019-08-24 18:39:01.559 +00:00,161,8.0,161,Unkown,Teen,Cooking,74.0,47401,IN,Makevention 2019
163,None,2019-08-24 18:40:36.705 +00:00,2019-08-24 18:40:38.386 +00:00,163,2.0,163,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
164,None,2019-08-24 18:41:48.883 +00:00,2019-08-24 18:41:50.686 +00:00,164,2.0,164,Unkown,Kid,Sports,45.0,47401,IN,Makevention 2019
166,None,2019-08-24 18:44:39.887 +00:00,2019-08-24 18:44:41.838 +00:00,166,2.0,166,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
167,None,2019-08-24 18:52:20.608 +00:00,2019-08-24 18:52:22.523 +00:00,167,2.0,167,Unkown,Adult,Cooking,72.0,47401,IN,Makevention 2019
168,None,2019-08-24 18:53:09.977 +00:00,2019-08-24 18:53:11.213 +00:00,168,1.0,168,Unkown,Teen,Sports,54.0,47401,IN,Makevention 2019
169,None,2019-08-24 18:54:32.045 +00:00,2019-08-24 18:54:33.833 +00:00,169,2.0,169,Unkown,Teen,,55.0,47401,IN,Makevention 2019
170,None,2019-08-24 18:56:18.682 +00:00,2019-08-24 18:56:20.333 +00:00,170,2.0,170,Unkown,Kid,Sports,48.0,47401,IN,Makevention 2019
171,None,2019-08-24 19:14:02.663 +00:00,2019-08-24 19:14:07.219 +00:00,171,5.0,171,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
172,None,2019-08-24 19:15:10.342 +00:00,2019-08-24 19:15:14.522 +00:00,172,4.0,172,Unkown,Adult,Gaming,70.0,47401,IN,Makevention 2019
173,None,2019-08-24 19:17:35.144 +00:00,2019-08-24 19:17:37.070 +00:00,173,2.0,173,Unkown,Kid,Sports,42.0,47401,IN,Makevention 2019
174,None,2019-08-24 19:19:06.400 +00:00,2019-08-24 19:19:08.721 +00:00,174,2.0,174,Unkown,Adult,Cooking,67.0,47401,IN,Makevention 2019
175,None,2019-08-24 19:20:05.008 +00:00,,175,,175,Unkown,Kid,Other,36.0,47401,IN,Makevention 2019
178,None,2019-08-24 19:46:12.843 +00:00,2019-08-24 19:46:14.691 +00:00,178,2.0,178,Unkown,Adult,Art,66.0,47401,IN,Makevention 2019
179,None,2019-08-24 19:47:10.458 +00:00,2019-08-24 19:47:15.485 +00:00,179,5.0,179,Unkown,Kid,Sports,36.0,47401,IN,Makevention 2019
180,None,2019-08-24 19:48:09.775 +00:00,2019-08-24 19:48:11.031 +00:00,180,1.0,180,Unkown,Kid,Sports,57.0,47401,IN,Makevention 2019
181,None,2019-08-24 19:51:18.576 +00:00,2019-08-24 19:51:20.229 +00:00,181,2.0,181,Unkown,Adult,Gaming,70.0,47403,IN,Makevention 2019
44,None,2019-08-22 18:13:39.111 +00:00,2019-08-22 18:13:39.489 +00:00,44,0.0,44,Unkown,Adult,Sports,72.0,47404,IN,Makevention 2019
68,None,2019-08-24 15:07:57.181 +00:00,2019-08-24 15:08:00.569 +00:00,68,3.0,68,Unkown,Adult,Cooking,72.0,47404,IN,Makevention 2019
72,None,2019-08-24 15:20:33.696 +00:00,2019-08-24 15:20:34.935 +00:00,72,1.0,72,Unkown,Adult,Sports,72.0,47404,IN,Makevention 2019
147,None,2019-08-24 18:25:32.254 +00:00,2019-08-24 18:25:33.980 +00:00,147,2.0,147,Unkown,Adult,Art,65.0,47404,IN,Makevention 2019
32,None,2019-08-21 15:39:49.015 +00:00,,32,,32,Unkown,Adult,Cooking,64.0,47408,IN,Makevention 2019
33,None,2019-08-21 15:41:36.288 +00:00,2019-08-21 15:41:38.362 +00:00,33,2.0,33,Unkown,Adult,Cooking,53.0,47408,IN,Makevention 2019
70,None,2019-08-24 15:17:06.145 +00:00,2019-08-24 15:17:08.339 +00:00,70,2.0,70,Unkown,Kid,Art,50.0,47408,IN,Makevention 2019
93,None,2019-08-24 16:12:28.202 +00:00,2019-08-24 16:12:28.441 +00:00,93,0.0,93,Unkown,Kid,Other,54.0,47408,IN,Makevention 2019
134,None,2019-08-24 18:01:25.127 +00:00,2019-08-24 18:01:28.547 +00:00,134,3.0,134,Unkown,Kid,Sports,,47408,IN,Makevention 2019
135,None,2019-08-24 18:02:29.020 +00:00,2019-08-24 18:02:37.558 +00:00,135,9.0,135,Unkown,Adult,Sports,,47408,IN,Makevention 2019
136,None,2019-08-24 18:04:52.645 +00:00,2019-08-24 18:04:55.426 +00:00,136,3.0,136,Unkown,Adult,,54.0,47408,IN,Makevention 2019
82,None,2019-08-24 15:45:55.912 +00:00,2019-08-24 15:45:57.638 +00:00,82,2.0,82,Unkown,Pre-Teen,Art,55.0,47421,IN,Makevention 2019
83,None,2019-08-24 15:46:37.311 +00:00,2019-08-24 15:46:38.133 +00:00,83,1.0,83,Unkown,Pre-Teen,Gaming,56.0,47421,IN,Makevention 2019
46,None,2019-08-23 02:48:52.513 +00:00,,46,,46,Unkown,Adult,Sports,45.0,47424,IN,Makevention 2019
94,None,2019-08-24 16:27:09.842 +00:00,2019-08-24 16:27:10.431 +00:00,94,1.0,94,Unkown,Kid,Sports,47.0,47432,IN,Makevention 2019
95,None,2019-08-24 16:28:09.353 +00:00,2019-08-24 16:28:10.700 +00:00,95,1.0,95,Unkown,Kid,Art,41.0,47432,IN,Makevention 2019
114,None,2019-08-24 17:29:57.035 +00:00,2019-08-24 17:29:58.647 +00:00,114,2.0,114,Unkown,Kid,Sports,44.0,47432,IN,Makevention 2019
115,None,2019-08-24 17:30:52.051 +00:00,2019-08-24 17:30:53.157 +00:00,115,1.0,115,Unkown,Teen,,91.0,47432,IN,Makevention 2019
116,None,2019-08-24 17:31:39.997 +00:00,2019-08-24 17:31:41.338 +00:00,116,1.0,116,Unkown,Pre-Teen,Art,60.0,47432,IN,Makevention 2019
117,None,2019-08-24 17:32:42.023 +00:00,2019-08-24 17:32:44.322 +00:00,117,2.0,117,Unkown,Kid,,43.0,47432,IN,Makevention 2019
119,None,2019-08-24 17:34:43.001 +00:00,2019-08-24 17:34:44.368 +00:00,119,1.0,119,Unkown,Kid,Sports,51.0,47432,IN,Makevention 2019
120,None,2019-08-24 17:35:26.254 +00:00,2019-08-24 17:35:27.418 +00:00,120,1.0,120,Unkown,Kid,Sports,48.0,47432,IN,Makevention 2019
121,None,2019-08-24 17:36:38.622 +00:00,2019-08-24 17:36:40.197 +00:00,121,2.0,121,Unkown,Kid,Sports,45.0,47432,IN,Makevention 2019
122,None,2019-08-24 17:37:25.030 +00:00,2019-08-24 17:37:25.827 +00:00,122,1.0,122,Unkown,Kid,Sports,47.0,47432,IN,Makevention 2019
118,None,2019-08-24 17:33:53.513 +00:00,2019-08-24 17:33:53.803 +00:00,118,0.0,118,Unkown,Kid,Sports,41.0,47437,IN,Makevention 2019
81,None,2019-08-24 15:44:34.100 +00:00,2019-08-24 15:44:35.933 +00:00,81,2.0,81,Unkown,Pre-Teen,Cooking,54.0,47459,IN,Makevention 2019
111,None,2019-08-24 17:24:18.049 +00:00,2019-08-24 17:24:24.341 +00:00,111,6.0,111,Unkown,Pre-Teen,Gaming,46.0,47460,IN,Makevention 2019
112,None,2019-08-24 17:26:29.302 +00:00,2019-08-24 17:26:30.806 +00:00,112,2.0,112,Unkown,Pre-Teen,Gaming,45.0,47460,IN,Makevention 2019
165,None,2019-08-24 18:42:59.203 +00:00,2019-08-24 18:43:00.332 +00:00,165,1.0,165,Unkown,Adult,Art,68.0,47720,IN,Makevention 2019
40,None,2019-08-22 17:31:42.650 +00:00,2019-08-22 17:31:45.581 +00:00,40,3.0,40,Unkown,Adult,Art,72.0,47906,IN,Makevention 2019
1,None,2019-08-13 17:07:38.875 +00:00,2019-08-13 17:07:40.375 +00:00,1,1.0,1,Unkown,Adult,Cooking,58.0,55104,MN,Makevention 2019
2,None,2019-08-13 17:09:29.764 +00:00,2019-08-13 17:09:31.125 +00:00,2,1.0,2,Unkown,Pre-Teen,Cooking,45.0,55104,MN,Makevention 2019
4,None,2019-08-13 17:15:45.009 +00:00,2019-08-13 17:15:49.984 +00:00,4,5.0,4,Unkown,Pre-Teen,Cooking,48.0,55104,MN,Makevention 2019
3,None,2019-08-13 17:13:21.488 +00:00,2019-08-13 17:13:22.764 +00:00,3,1.0,3,Unkown,Pre-Teen,Cooking,56.0,55105,MN,Makevention 2019
6,None,2019-08-13 17:34:48.110 +00:00,2019-08-13 17:34:53.239 +00:00,6,5.0,6,Unkown,Pre-Teen,Cooking,48.0,55105,MN,Makevention 2019
5,None,2019-08-13 17:26:15.828 +00:00,2019-08-13 17:26:19.207 +00:00,5,3.0,5,Unkown,Pre-Teen,Cooking,47.0,55106,MN,Makevention 2019
176,None,2019-08-24 19:44:05.080 +00:00,,176,,176,Unkown,Adult,Cooking,59.0,99205,WA,Makevention 2019
177,None,2019-08-24 19:45:21.808 +00:00,2019-08-24 19:45:23.721 +00:00,177,2.0,177,Unkown,Adult,Cooking,59.0,99205,WA,Makevention 2019
43,None,2019-08-22 18:09:25.983 +00:00,2019-08-22 18:09:28.599 +00:00,43,3.0,43,Unkown,Teen,Cooking,58.0,2349,MA,Sciencefest 2019
41,None,2019-08-22 17:33:00.909 +00:00,2019-08-22 17:33:01.917 +00:00,41,1.0,41,Unkown,Adult,Gaming,74.0,12784,NY,Sciencefest 2019
200,None,2019-10-26 14:16:19.672 +00:00,2019-10-26 14:16:24.847 +00:00,200,5.0,200,Unkown,Retired,Cooking,62.0,23113,VA,Sciencefest 2019
371,None,2019-10-26 17:54:05.879 +00:00,2019-10-26 17:54:08.784 +00:00,371,3.0,371,Unkown,Kid,Other,50.0,33834,FL,Sciencefest 2019
42,None,2019-08-22 17:34:53.707 +00:00,2019-08-22 17:35:03.371 +00:00,42,10.0,42,Unkown,Retired,Sports,94.0,40826,KY,Sciencefest 2019
202,None,2019-10-26 14:19:13.762 +00:00,2019-10-26 14:19:17.500 +00:00,202,4.0,202,Unkown,Adult,Other,78.0,43333,OH,Sciencefest 2019
182,None,2019-08-24 19:52:04.372 +00:00,2019-08-24 19:52:05.994 +00:00,182,2.0,182,Unkown,Adult,Gaming,67.0,45245,OH,Sciencefest 2019
197,None,2019-10-26 14:13:36.913 +00:00,2019-10-26 14:13:40.673 +00:00,197,4.0,197,Unkown,Kid,Sports,46.0,46040,IN,Sciencefest 2019
198,None,2019-10-26 14:14:31.921 +00:00,2019-10-26 14:14:37.462 +00:00,198,6.0,198,Unkown,Adult,Other,63.0,46040,IN,Sciencefest 2019
233,None,2019-10-26 14:58:20.067 +00:00,2019-10-26 14:58:22.585 +00:00,233,3.0,233,Unkown,Kid,Art,57.0,46052,IN,Sciencefest 2019
234,None,2019-10-26 14:59:08.641 +00:00,2019-10-26 14:59:11.212 +00:00,234,3.0,234,Unkown,Pre-Teen,Sports,57.0,46052,IN,Sciencefest 2019
315,None,2019-10-26 16:49:03.277 +00:00,2019-10-26 16:49:14.241 +00:00,315,11.0,315,Unkown,Teen,Sports,65.0,46077,IN,Sciencefest 2019
316,None,2019-10-26 16:50:11.229 +00:00,2019-10-26 16:50:14.062 +00:00,316,3.0,316,Unkown,Teen,Cooking,65.0,46077,IN,Sciencefest 2019
280,None,2019-10-26 15:53:10.829 +00:00,2019-10-26 15:53:13.759 +00:00,280,3.0,280,Unkown,Teen,Gaming,67.0,46112,IN,Sciencefest 2019
281,None,2019-10-26 15:54:18.289 +00:00,2019-10-26 15:54:27.081 +00:00,281,9.0,281,Unkown,,Art,50.0,46112,IN,Sciencefest 2019
282,None,2019-10-26 15:55:10.622 +00:00,2019-10-26 15:55:14.062 +00:00,282,3.0,282,Unkown,Kid,Art,50.0,46112,IN,Sciencefest 2019
189,None,2019-10-26 13:41:07.840 +00:00,2019-10-26 13:41:10.852 +00:00,189,3.0,189,Unkown,Teen,Other,70.0,46131,IN,Sciencefest 2019
262,None,2019-10-26 15:33:10.057 +00:00,2019-10-26 15:33:12.454 +00:00,262,2.0,262,Unkown,Teen,Sports,63.0,46143,IN,Sciencefest 2019
263,None,2019-10-26 15:34:03.723 +00:00,2019-10-26 15:34:07.594 +00:00,263,4.0,263,Unkown,Teen,Sports,59.0,46143,IN,Sciencefest 2019
264,None,2019-10-26 15:35:05.640 +00:00,2019-10-26 15:35:07.399 +00:00,264,2.0,264,Unkown,Teen,Sports,60.0,46143,IN,Sciencefest 2019
265,None,2019-10-26 15:35:57.174 +00:00,2019-10-26 15:36:00.005 +00:00,265,3.0,265,Unkown,Teen,Sports,61.0,46143,IN,Sciencefest 2019
310,None,2019-10-26 16:37:39.594 +00:00,2019-10-26 16:37:42.529 +00:00,310,3.0,310,Unkown,Pre-Teen,Sports,55.0,46160,IN,Sciencefest 2019
311,None,2019-10-26 16:38:47.213 +00:00,2019-10-26 16:38:50.585 +00:00,311,3.0,311,Unkown,Kid,Gaming,51.0,46160,IN,Sciencefest 2019
286,None,2019-10-26 16:00:42.305 +00:00,2019-10-26 16:00:45.115 +00:00,286,3.0,286,Unkown,Pre-Teen,Gaming,56.0,46202,IN,Sciencefest 2019
287,None,2019-10-26 16:01:36.088 +00:00,2019-10-26 16:01:38.801 +00:00,287,3.0,287,Unkown,Kid,Other,50.0,46202,IN,Sciencefest 2019
288,None,2019-10-26 16:02:52.920 +00:00,2019-10-26 16:02:57.355 +00:00,288,4.0,288,Unkown,Kid,Cooking,40.0,46202,IN,Sciencefest 2019
215,None,2019-10-26 14:34:22.203 +00:00,2019-10-26 14:34:24.721 +00:00,215,3.0,215,Unkown,Pre-Teen,Gaming,60.0,46225,IN,Sciencefest 2019
297,None,2019-10-26 16:20:32.087 +00:00,2019-10-26 16:20:34.439 +00:00,297,2.0,297,Unkown,Teen,Sports,68.0,46228,IN,Sciencefest 2019
303,None,2019-10-26 16:27:42.366 +00:00,2019-10-26 16:27:44.260 +00:00,303,2.0,303,Unkown,Teen,Sports,69.0,46228,IN,Sciencefest 2019
308,None,2019-10-26 16:31:50.760 +00:00,2019-10-26 16:31:52.576 +00:00,308,2.0,308,Unkown,Teen,Sports,57.0,46228,IN,Sciencefest 2019
17,None,2019-08-20 15:45:53.410 +00:00,2019-08-20 15:45:56.058 +00:00,17,3.0,17,Unkown,Pre-Teen,Cooking,45.0,46253,IN,Sciencefest 2019
20,None,2019-08-20 18:23:50.294 +00:00,2019-08-20 18:23:51.115 +00:00,20,1.0,20,Unkown,Adult,Art,58.0,46254,IN,Sciencefest 2019
30,None,2019-08-21 14:39:16.468 +00:00,2019-08-21 14:39:18.938 +00:00,30,2.0,30,Unkown,Retired,Art,71.0,46254,IN,Sciencefest 2019
302,None,2019-10-26 16:27:02.227 +00:00,2019-10-26 16:27:04.680 +00:00,302,2.0,302,Unkown,Teen,Sports,58.0,46260,IN,Sciencefest 2019
304,None,2019-10-26 16:28:20.521 +00:00,2019-10-26 16:28:26.792 +00:00,304,6.0,304,Unkown,Teen,Art,49.0,46260,IN,Sciencefest 2019
305,None,2019-10-26 16:29:04.005 +00:00,2019-10-26 16:29:06.092 +00:00,305,2.0,305,Unkown,Teen,Art,48.0,46260,IN,Sciencefest 2019
306,None,2019-10-26 16:30:04.160 +00:00,,306,,306,Unkown,Teen,Cooking,51.0,46260,IN,Sciencefest 2019
307,None,2019-10-26 16:31:10.926 +00:00,2019-10-26 16:31:19.321 +00:00,307,8.0,307,Unkown,Teen,Art,51.0,46260,IN,Sciencefest 2019
105,None,2019-08-24 16:46:22.603 +00:00,2019-08-24 16:46:23.995 +00:00,105,1.0,105,Unkown,Pre-Teen,Cooking,66.0,47017,IN,Sciencefest 2019
28,None,2019-08-21 14:08:40.545 +00:00,2019-08-21 14:08:43.923 +00:00,28,3.0,28,Unkown,Kid,Other,71.0,47041,IN,Sciencefest 2019
228,None,2019-10-26 14:52:52.493 +00:00,2019-10-26 14:52:55.642 +00:00,228,3.0,228,Unkown,Teen,Other,65.0,47126,IN,Sciencefest 2019
226,None,2019-10-26 14:49:06.186 +00:00,2019-10-26 14:49:08.886 +00:00,226,3.0,226,Unkown,Pre-Teen,,57.0,47170,IN,Sciencefest 2019
227,None,2019-10-26 14:50:09.531 +00:00,2019-10-26 14:50:12.245 +00:00,227,3.0,227,Unkown,,,49.0,47170,IN,Sciencefest 2019
229,None,2019-10-26 14:54:01.453 +00:00,2019-10-26 14:54:11.513 +00:00,229,10.0,229,Unkown,Teen,Sports,67.0,47172,IN,Sciencefest 2019
230,None,2019-10-26 14:55:04.319 +00:00,2019-10-26 14:55:07.277 +00:00,230,3.0,230,Unkown,Teen,Sports,68.0,47172,IN,Sciencefest 2019
188,None,2019-10-26 13:40:05.651 +00:00,2019-10-26 13:40:08.738 +00:00,188,3.0,188,Unkown,Teen,Sports,62.0,47201,IN,Sciencefest 2019
361,None,2019-10-26 17:35:02.111 +00:00,2019-10-26 17:35:04.639 +00:00,361,3.0,361,Unkown,Teen,Art,63.0,47201,IN,Sciencefest 2019
362,None,2019-10-26 17:36:04.592 +00:00,2019-10-26 17:36:07.953 +00:00,362,3.0,362,Unkown,Teen,Art,67.0,47201,IN,Sciencefest 2019
190,None,2019-10-26 13:41:49.692 +00:00,2019-10-26 13:41:51.729 +00:00,190,2.0,190,Unkown,Teen,Other,74.0,47203,IN,Sciencefest 2019
239,None,2019-10-26 15:07:19.490 +00:00,2019-10-26 15:07:21.747 +00:00,239,2.0,239,Unkown,Kid,Sports,58.0,47232,IN,Sciencefest 2019
240,None,2019-10-26 15:08:55.384 +00:00,2019-10-26 15:08:59.743 +00:00,240,4.0,240,Unkown,Kid,Art,45.0,47232,IN,Sciencefest 2019
243,None,2019-10-26 15:13:33.644 +00:00,2019-10-26 15:13:37.979 +00:00,243,4.0,243,Unkown,Kid,Art,45.0,47232,IN,Sciencefest 2019
34,None,2019-08-21 16:01:18.153 +00:00,2019-08-21 16:01:21.276 +00:00,34,3.0,34,Unkown,Adult,Gaming,62.0,47265,IN,Sciencefest 2019
110,None,2019-08-24 17:16:10.090 +00:00,2019-08-24 17:16:14.769 +00:00,110,5.0,110,Unkown,Retired,Art,60.0,47265,IN,Sciencefest 2019
