page type,referrer channel,purchase count
signin,internal,0
content-page,internal,0
blog,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
hero-page,external,0
hero-page,external,0
product section,external,0
product section,external,1
product,external,0
product,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,external,1
product section,external,0
product,external,0
product,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product section,external,1
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
home,internal,1
product section,internal,0
home,internal,0
product,internal,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
home,internal,0
members,internal,0
signin,internal,0
home,typed_bookmarked,0
signin,internal,0
signin,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
profile,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
hero-page,internal,1
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product,internal,0
product,typed_bookmarked,1
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
cart,internal,1
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
signin,internal,1
sign up,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
cart,internal,0
signin,internal,1
cart,internal,0
signin,internal,0
forgotuserid,internal,0
profile,internal,0
home,typed_bookmarked,0
blog,typed_bookmarked,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,1
hero-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product section,external,1
hero-page,external,0
product,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,1
hero-page,external,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
signin,internal,1
sign up,internal,0
signin,internal,0
profile,internal,0
home,search_engine,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,0
blog,internal,0
home,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
home,internal,0
hero-page,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
home,internal,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
hero-page,internal,0
home,typed_bookmarked,1
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
home,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
signin,internal,0
signin,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,1
hero-page,internal,0
product,internal,0
blog,internal,0
blog,internal,0
home,internal,0
product section,internal,0
signin,internal,0
sign up,internal,0
home,internal,0
product section,internal,0
product section,internal,0
home,internal,0
blog,internal,0
home,internal,0
product section,internal,0
hero-page,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
home,internal,0
content-page,internal,0
content-page,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
product,internal,0
home,internal,0
blog,internal,0
blog,internal,1
product section,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,1
cart,internal,1
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product section,internal,1
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,1
hero-page,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
product,external,0
product-page,external,0
product,internal,0
product,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
hero-page,external,0
product section,external,1
product-page,external,0
home,search_engine,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,internal,0
product,internal,0
hero-page,internal,0
signin,internal,0
hero-page,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,external,0
product section,external,0
product,external,0
product,external,1
product-page,external,1
product-page,external,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
hero-page,internal,1
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
blog,internal,0
community,internal,0
hero-page,internal,0
product section,internal,0
blog,internal,0
community,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,1
product,internal,0
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
hero-page,internal,0
blog,internal,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
home,typed_bookmarked,0
cart,internal,1
cart,internal,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product section,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,1
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
signin,internal,0
sign up,internal,0
sign up,internal,0
home,typed_bookmarked,1
home,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
home,typed_bookmarked,0
blog,internal,0
blog,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
home,internal,0
home,internal,0
product section,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,1
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,1
hero-page,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,1
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,1
signin,internal,0
signin,internal,1
sign up,internal,0
home,typed_bookmarked,1
product section,internal,0
product,internal,0
product,typed_bookmarked,1
hero-page,internal,1
product section,internal,1
product,internal,1
product,typed_bookmarked,1
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
signin,internal,0
sign up,internal,1
signin,internal,0
profile,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,1
signin,internal,0
cart,internal,0
cart,typed_bookmarked,1
product,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
product-page,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
home,typed_bookmarked,0
product,internal,0
hero-page,external,0
hero-page,typed_bookmarked,1
product section,external,0
product section,typed_bookmarked,1
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,1
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product,external,0
product,external,0
product section,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product section,external,0
product section,external,0
product,external,0
product,external,1
product,external,0
product,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
profile,internal,0
hero-page,internal,1
product,internal,0
product,typed_bookmarked,1
hero-page,external,0
product section,external,1
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
sign up,internal,0
home,typed_bookmarked,1
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,1
product section,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,1
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
sign up,internal,0
sign up,internal,1
sign up,internal,1
sign up,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,1
hero-page,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
community,internal,0
product section,internal,0
hero-page,internal,0
home,internal,0
blog,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
hero-page,internal,0
home,internal,0
product section,internal,1
home,internal,0
hero-page,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product,external,1
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
sign up,internal,0
sign up,internal,0
hero-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,1
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
blog,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
hero-page,internal,0
blog,internal,0
product section,internal,1
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
signin,internal,0
sign up,internal,0
community,internal,0
blog,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,0
signin,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
hero-page,internal,1
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
hero-page,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,1
hero-page,internal,0
product,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,1
home,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,1
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
profile,internal,0
home,internal,0
hero-page,internal,0
product,internal,1
home,internal,0
profile,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,1
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
hero-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
hero-page,internal,0
blog,internal,1
hero-page,internal,1
hero-page,internal,0
home,typed_bookmarked,1
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
blog,internal,0
blog,internal,0
home,internal,0
hero-page,internal,1
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
order confirmation,internal,1
home,typed_bookmarked,0
product,internal,0
product,internal,1
product,internal,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
product section,internal,0
order confirmation,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,1
product,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
product section,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
signin,internal,0
sign up,internal,0
signin,internal,1
profile,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,1
product section,internal,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
content-page,internal,0
product,internal,0
groups,internal,0
files,internal,0
blog,typed_bookmarked,0
files,typed_bookmarked,1
activities,typed_bookmarked,0
ideas,typed_bookmarked,0
ideas,typed_bookmarked,0
members,typed_bookmarked,0
profile,internal,0
calendar,typed_bookmarked,0
files,typed_bookmarked,0
assignments,typed_bookmarked,0
product section,typed_bookmarked,0
hero-page,typed_bookmarked,1
product section,typed_bookmarked,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,1
home,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,1
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product section,external,0
product,external,1
product,external,0
product,external,0
product,external,1
product,external,0
product,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
