item_id,description,division,spanYears,year,up,down,level,all,up12,down12,level12,all12,up_ch_median,down_ch_median,up_ch12_median,down_ch12_median,up_ch_mean,up_ch12_mean,down_ch_mean,down_ch12_mean,up_sh,down_sh,up_sh12,down_sh12,group,yearMax,rankRise,rankRiseLatest,inflationRank,up_sh12_longRun,up_ch12_longRunMean,division_sh
430127,CHEST OF DRAWERS,5,25,2022,406,295,1439,2140,1146,350,206,1702,0.125,-0.19688269,0.17647059,-0.20000581,0.17536774,0.26840302,-0.17200536,-0.21871565,0.18971963,0.13785046,0.67332548,0.20564042,501,2022,167,167,167,0.47061637,0.28751862,Household
212217,CHEWING/BUBBLE GUM-SINGLE PK,1,28,2022,151,15,998,1164,535,33,183,751,0.083333254,-0.076923005,0.15517248,-0.11392409,0.094181523,0.17451817,-0.12391579,-0.17335945,0.12972508,0.012886598,0.71238351,0.043941412,101,2022,127,127,127,0.4516795,0.12528747,Food & drink
211026,CHICKEN KIEV 2 PACK 240-325G,1,8,2022,610,108,1071,1789,1307,89,277,1673,0.086956546,-0.15384619,0.25714287,-0.057142872,0.11593407,0.32708576,-0.17406473,-0.12716858,0.3409726,0.060368922,0.78123134,0.05319785,101,2022,66,66,66,0.32450715,0.30470201,Food & drink
440120,CHILD MINDER - HOURLY RATE,12,22,2022,35,2,1234,1271,279,12,717,1008,0.071428619,-0.1010101,0.11111111,-0.090909094,0.12693407,0.16030689,-0.1010101,-0.090541124,0.027537372,0.0015735641,0.2767857,0.011904762,1204,2022,560,560,560,0.30967432,0.12678359,Misc
630347,CHILD'S BABY DOLL,9,18,2022,155,104,1136,1395,575,308,149,1032,0.22863674,-0.2,0.2500625,-0.2,0.29737997,0.34288403,-0.19391817,-0.24073298,0.11111111,0.07455197,0.55717057,0.29844961,903,2022,283,283,283,0.39816478,0.413569,Recreation & culture
630312,CHILD'S PLASTIC DOLL,9,35,2022,206,150,1086,1442,684,285,274,1243,0.22246942,-0.2215829,0.14306152,-0.1875,0.26083386,0.27155069,-0.22860284,-0.23110107,0.14285715,0.10402219,0.55028158,0.22928399,903,2022,299,299,299,0.39092797,0.43944517,Recreation & culture
510410,CHILD'S PYJAMAS,3,35,2022,79,53,117,249,76,63,19,158,0.2,-0.30000004,0.14285715,-0.16666667,0.27173853,0.28031769,-0.28454277,-0.21703632,0.31726909,0.21285141,0.48101267,0.39873418,301,2022,360,360,360,0.41401672,0.32402417,Clothing and footwear
510416,CHILD'S SOCKS,3,35,2022,11,27,233,271,38,48,76,162,0.28571427,-0.1666667,0.33333331,-0.1666667,0.32942036,0.51780134,-0.21668753,-0.18484145,0.040590405,0.099630997,0.2345679,0.2962963,301,2022,572,572,572,0.27207017,0.36916256,Clothing and footwear
630332,CHILD'S SOFT TOY/TEDDY BEAR,9,22,2022,145,134,1086,1365,500,408,168,1076,0.2173913,-0.18181819,0.25,-0.18181819,0.26645729,0.50361359,-0.21118256,-0.21967538,0.10622711,0.0981685,0.46468401,0.37918216,903,2022,382,382,382,0.33199173,0.4688572,Recreation & culture
510528,CHILD'S TRAINERS-SPORTS,3,20,2022,121,111,1093,1325,493,367,241,1101,0.16624999,-0.15384616,0.2,-0.175,0.21253487,0.3052389,-0.1655238,-0.1949276,0.091320753,0.083773583,0.44777474,0.33333334,302,2022,407,407,407,0.40646392,0.28685465,Clothing and footwear
620317,CHILDS BICYCLE,7,18,2022,223,164,1562,1949,1143,210,181,1534,0.1,-0.13333334,0.16666667,-0.14273465,0.16125698,0.20663609,-0.16360766,-0.17888652,0.11441765,0.084145717,0.74511081,0.136897,701,2022,98,98,98,0.49269229,0.23786061,Transport
630440,"CHILDS BOOK, FICTION 6-12YRS",9,4,2022,207,146,1117,1470,782,179,387,1348,0.14306152,-0.26166654,0.21984726,-0.14654002,0.30376828,0.42149818,-0.24836721,-0.20806007,0.14081633,0.099319726,0.58011872,0.13278931,905,2022,250,250,250,0.41321701,0.32434374,Recreation & culture
510411,CHILDS PANTS 18MTHS-15YRS,3,35,2022,9,17,228,254,58,51,61,170,0.16279073,-0.30147061,0.375,-0.14285709,0.32263997,0.60865378,-0.27683899,-0.19256905,0.035433073,0.066929132,0.34117648,0.30000001,301,2022,510,510,510,0.31631261,0.42759037,Clothing and footwear
630374,CHILDS SCOOTER AGE 5-12 YEARS,9,6,2022,262,192,1141,1595,801,369,258,1428,0.18591389,-0.2,0.25,-0.16729188,0.17848398,0.36917102,-0.18706448,-0.24514259,0.16426332,0.12037618,0.56092435,0.25840336,903,2022,278,278,278,0.47100887,0.32948989,Recreation & culture
630376,CHILDS SIT & RIDE TOY U'ER 5'S,9,5,2022,245,171,1187,1603,1004,203,140,1347,0.125,-0.1,0.1670557,-0.19967987,0.15830688,0.25644282,-0.12658802,-0.22845402,0.15283842,0.10667498,0.74536008,0.15070528,903,2022,96,96,96,0.54474771,0.3757287,Recreation & culture
210114,CHILLED GARLIC BREAD,1,13,2022,346,151,1609,2106,876,296,638,1810,0.11111114,-0.21686748,0.12499996,-0.20000003,0.17718513,0.36988986,-0.20610158,-0.22769642,0.1642925,0.071699902,0.48397791,0.16353591,101,2022,356,356,356,0.32964584,0.30555165,Food & drink
212939,CHILLED PIZZA EACH 300-600G,1,8,2022,519,199,1255,1973,1096,349,222,1667,0.083333336,-0.2510204,0.125,-0.19259258,0.15960918,0.25531021,-0.24423635,-0.20290354,0.26305118,0.10086163,0.6574685,0.20935813,101,2022,177,177,177,0.43439502,0.28643298,Food & drink
211808,CHILLED POT DESSERT 125-200G,1,22,2022,182,15,1118,1315,731,47,323,1101,0.076923095,-0.28571427,0.14285718,-0.14285718,0.11534409,0.18099457,-0.23635325,-0.15537322,0.13840304,0.011406844,0.66394186,0.042688467,101,2022,171,171,171,0.35995117,0.1812073,Food & drink
212937,CHILLED READY MEAL-FISH/VEG,1,14,2022,263,25,841,1129,797,38,71,906,0.07142859,-0.11764706,0.17857143,-0.23411372,0.082548477,0.24058431,-0.13399313,-0.25451559,0.23294951,0.022143491,0.87969095,0.041942604,101,2022,24,24,24,0.44867793,0.17365669,Food & drink
212936,CHILLED READY MEAL-MEAT-SERVS1,1,14,2022,312,24,824,1160,927,34,50,1011,0.07142859,-0.098214284,0.14035091,-0.21428572,0.072548822,0.1792776,-0.11428396,-0.17902903,0.26896551,0.020689655,0.91691393,0.033630069,101,2022,14,14,14,0.46456093,0.14715026,Food & drink
220319,CHINESE TAKEAWAY,11,21,2022,116,17,1020,1153,731,54,171,956,0.077677235,-0.088607632,0.081967212,-0.090909094,0.087630734,0.10321459,-0.10240176,-0.11435832,0.10060711,0.014744146,0.76464432,0.056485355,1101,2022,82,82,82,0.38121605,0.068660662,Restaurants & Hotels
212222,CHOCOLATE 10,1,20,2022,50,22,768,840,128,35,266,429,0.20089287,-0.21428569,0.13333337,-0.21428569,0.20049125,0.16671103,-0.18773355,-0.20056966,0.05952381,0.026190476,0.2983683,0.081585079,101,2022,548,548,548,0.50816166,0.10314114,Food & drink
212226,CHOCOLATE 12,1,6,2022,160,49,1412,1621,319,127,851,1297,0.24000001,-0.21428569,0.24000001,-0.32432434,0.22664005,0.24170351,-0.21305826,-0.29517972,0.098704502,0.030228253,0.2459522,0.097918272,101,2022,569,569,569,0.24425645,0.24165486,Food & drink
212211,CHOCOLATE 4,1,35,2022,41,26,1014,1081,206,73,421,700,0.10101012,-0.066666685,0.1666666,-0.066666685,0.13575564,0.15511389,-0.092178673,-0.10004456,0.037927844,0.024051804,0.29428571,0.10428572,101,2022,551,551,551,0.55065405,0.092080384,Food & drink
212938,CHOCOLATE COVERED ICE CREAM,1,11,2022,305,185,1152,1642,1065,253,346,1664,0.14814815,-0.1935484,0.22580643,-0.21250002,0.20131417,0.41654086,-0.20784907,-0.21681187,0.18574908,0.11266748,0.64002407,0.15204327,101,2022,192,192,192,0.33498979,0.4301168,Food & drink
212225,CHOCOLATE LARGE BAR 100-200G,1,7,2022,217,170,1363,1750,489,192,710,1391,0.31249991,-0.23809519,0.1,-0.11111107,0.30206534,0.21905787,-0.2389832,-0.17813498,0.124,0.09714286,0.35154566,0.1380302,101,2022,501,501,501,0.22649394,0.30334026,Food & drink
310114,CIDER 4.5%-5.5% ABV PINT/BOTTL,11,6,2022,325,72,2146,2543,699,148,85,932,0.037174687,-0.052380905,0.067415774,-0.16736405,0.055775296,0.10668009,-0.11526939,-0.16747658,0.12780181,0.028313017,0.75,0.15879828,1101,2022,92,92,92,0.64546251,0.068514436,Restaurants & Hotels
310222,CIDER FLAVOURED BOTT 500-568ML,2,6,2022,237,48,1928,2213,962,67,985,2014,0.055555571,-0.02173911,0.10000002,-0.043478221,0.096172921,0.17784281,-0.083704375,-0.085894518,0.10709444,0.021690013,0.47765639,0.033267129,201,2022,364,364,364,0.28519258,0.11833676,Alcohol & tobacco
320115,CIGARETTES 15,2,21,2022,164,30,1129,1323,1036,70,3,1109,0.037037,-0.010291586,0.071770333,-0.030303063,0.036211718,0.071360826,-0.03112538,-0.036405042,0.1239607,0.022675738,0.93417495,0.063119926,202,2022,10,10,10,0.96798408,0.057878889,Alcohol & tobacco
320125,CIGARETTES 21,2,6,2022,6,3,131,140,120,0,1,121,0.030493289,-0.015584442,0.06800767,,0.029022718,0.080696724,-0.019118546,,0.042857144,0.021428572,0.99173552,0.0,202,2022,2,2,2,0.94319904,0.056163017,Alcohol & tobacco
320108,CIGARETTES 8,2,35,2022,165,37,1136,1338,1123,8,5,1136,0.027104076,-0.010040135,0.079460226,-0.086601056,0.035517719,0.080084763,-0.028348858,-0.11279836,0.12331839,0.027653214,0.98855633,0.0070422534,202,2022,4,4,4,0.99059892,0.070523664,Alcohol & tobacco
220324,CINEMA POPCORN,11,18,2022,56,5,788,849,149,11,97,257,0.043255772,-0.072727293,0.056603719,-0.03921565,0.054798067,0.22505064,-0.082128473,-0.056940507,0.065959953,0.0058892816,0.57976651,0.042801555,1101,2022,253,253,253,0.5923304,0.071762934,Restaurants & Hotels
430525,CLEAR STICKY TAPE,5,24,2022,212,87,1490,1789,938,165,397,1500,0.125,-0.22222222,0.16949157,-0.33666667,0.23673561,0.31394425,-0.2290716,-0.35349092,0.11850195,0.048630521,0.62533331,0.11,506,2022,203,203,203,0.31240037,0.3755247,Household
420101,COAL-HOUSEHOLD BEST QUAL 50KG,4,35,2022,3,0,91,94,57,16,10,83,0.06666667,,0.08130081,-0.025394639,0.078867108,0.096160784,,-0.028416835,0.031914894,0.0,0.68674701,0.19277108,405,2022,152,152,152,0.66707897,0.076884598,Housing & utilities
213006,COFFEE PODS PACK 8-16,1,7,2022,320,194,1053,1567,612,418,399,1429,0.14285715,-0.125,0.14285715,-0.125,0.15996876,0.190733,-0.15656431,-0.14977235,0.20421188,0.12380344,0.42827153,0.29251224,102,2022,422,422,422,0.35272849,0.1817959,Food & drink
430120,COFFEE TABLE,5,34,2022,315,226,1539,2080,1063,214,297,1574,0.2,-0.20000002,0.26755852,-0.20000002,0.23407333,0.37771347,-0.19869952,-0.25887877,0.1514423,0.10865384,0.67534941,0.13595934,501,2022,164,164,164,0.39845815,0.35876775,Household
213003,COFFEE-INSTANT 90 -100G JAR,1,35,2022,405,291,1346,2042,882,554,399,1835,0.24999997,-0.2105263,0.30000001,-0.26666665,0.28873625,0.41186002,-0.22494194,-0.31449163,0.19833496,0.14250734,0.48065394,0.30190736,102,2022,361,361,361,0.4007856,0.14761367,Food & drink
212026,"COLA DRINK, DIET 1.25-2LTR",1,4,2022,409,218,1560,2187,1440,280,234,1954,0.2,-0.21875001,0.13333337,-0.15909092,0.25963256,0.29934859,-0.2380659,-0.21806461,0.18701418,0.099679925,0.73694986,0.14329581,102,2022,107,107,107,0.50186574,0.2483741,Food & drink
212025,"COLA DRINK, REG,BOTTLE,1.25-2L",1,4,2022,268,95,1409,1772,1057,407,172,1636,0.10000002,-0.08108107,0.10000002,-0.11111111,0.13605139,0.17293999,-0.14011255,-0.18916626,0.15124154,0.053611737,0.646088,0.24877751,102,2022,189,189,189,0.49140942,0.18543975,Food & drink
212023,COLA/FIZZY DRINK 330ML PK 4-8,1,7,2022,414,267,1221,1902,1102,269,213,1584,0.18181819,-0.23529412,0.15385908,-0.16250002,0.26262182,0.27838832,-0.23305869,-0.17381939,0.21766561,0.14037855,0.69570708,0.16982323,102,2022,144,144,144,0.45643914,0.32215488,Food & drink
520242,COLD/FLU DRINK POWDER,6,17,2022,175,61,947,1183,425,191,408,1024,0.08559496,-0.125,0.13253005,-0.083507329,0.09929207,0.12709458,-0.13275515,-0.10705086,0.147929,0.051563822,0.41503906,0.18652344,601,2022,437,437,437,0.39946601,0.18047057,Health
630378,COMPUTER GAME 1,9,3,2022,5,6,211,222,82,36,102,220,0.081081077,-0.25,0.025641026,-0.090909094,0.17288288,0.18484516,-0.2704365,-0.21320848,0.022522522,0.027027028,0.37272727,0.16363636,903,2022,486,486,486,0.20998569,0.14972374,Recreation & culture
630379,COMPUTER GAME 2,9,3,2022,43,68,77,188,91,86,21,198,0.41176471,-0.30000001,0.88235295,-0.25,0.56310993,0.90042174,-0.31962764,-0.26170415,0.22872341,0.36170211,0.45959595,0.43434343,903,2022,388,388,388,0.46040142,0.72301686,Recreation & culture
630380,COMPUTER GAME 3,9,3,2022,51,58,106,215,130,66,22,218,0.45454547,-0.30000001,0.75862068,-0.30958968,0.53258884,0.93896723,-0.29020336,-0.2580657,0.23720931,0.26976743,0.59633029,0.30275229,903,2022,235,235,235,0.47515631,0.80538416,Recreation & culture
520248,CONDITIONER FOR HAIR,12,12,2022,311,274,1555,2140,550,385,952,1887,0.5,-0.33333334,0.35714287,-0.33333334,0.56240547,0.59413737,-0.35337961,-0.33743063,0.14532711,0.12803738,0.29146793,0.20402756,1201,2022,552,552,552,0.30389675,0.60268366,Misc
520230,CONDOMS PACK OF 3-14,6,24,2022,166,75,1023,1264,351,170,605,1126,0.1,-0.11111111,0.1001001,-0.099099077,0.13474089,0.3262662,-0.15370715,-0.1291488,0.13132912,0.059335444,0.3117229,0.15097691,601,2022,536,536,536,0.32605189,0.38852748,Health
630314,CONSTRUCTION TOY: SPEC KIT NO,9,35,2022,138,153,1020,1311,272,287,537,1096,0.2857143,-0.20013343,0.17169006,-0.20000002,0.270399,0.33146638,-0.1991813,-0.2042129,0.10526316,0.11670481,0.24817519,0.26186132,903,2022,568,568,568,0.38983673,0.35432243,Recreation & culture
211024,CONTINENTAL SLICED DELI MEAT,1,10,2022,254,52,1205,1511,726,309,452,1487,0.093749985,-0.098412693,0.14695343,-0.38823533,0.12720668,0.23774339,-0.12437372,-0.34658819,0.1681006,0.034414295,0.48823133,0.20780094,101,2022,352,352,352,0.27698275,0.33259311,Food & drink
212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,30,2022,314,112,896,1322,905,96,143,1144,0.14822137,-0.31493992,0.2,-0.30555552,0.28231198,0.3041487,-0.30486649,-0.25796577,0.23751891,0.08472012,0.79108393,0.083916083,101,2022,63,63,63,0.39838445,0.2239911,Food & drink
211031,COOKED HAM LOOSE PER 100G,1,5,2022,143,67,1115,1325,473,62,262,797,0.11111111,-0.2514286,0.098901093,-0.17085429,0.20078538,0.14892827,-0.23893081,-0.15061258,0.10792453,0.050566036,0.59347552,0.077791721,101,2022,237,237,237,0.41120985,0.1695804,Food & drink
211023,COOKED HAM PREPACKED SLICED,1,18,2022,389,126,1122,1637,1227,138,230,1595,0.07692308,-0.13157895,0.13999996,-0.090909094,0.098611385,0.17394218,-0.1658875,-0.16183829,0.23762982,0.076970071,0.769279,0.086520374,101,2022,80,80,80,0.43446031,0.27320373,Food & drink
211029,COOKED MEAT TURKEY/CHICK SLICE,1,7,2022,485,58,2214,2757,1712,177,453,2342,0.07142859,-0.090909094,0.13999996,-0.1621622,0.08947663,0.2028655,-0.12566026,-0.18059665,0.17591585,0.021037359,0.73099917,0.075576432,101,2022,114,114,114,0.42186859,0.21272349,Food & drink
210211,CORN SNACK SINGLE PACK MAX 50G,1,22,2022,83,39,644,766,253,75,306,634,0.090909071,-0.24242428,0.11111114,-0.079999983,0.12555106,0.1829956,-0.20033015,-0.18535858,0.10835509,0.050913837,0.39905363,0.11829653,101,2022,459,459,459,0.52572685,0.16665284,Food & drink
520251,COUGH LIQUID BOTTLE 150-200MLS,6,6,2022,428,116,1477,2021,855,494,523,1872,0.071725786,-0.11111111,0.11940297,-0.19999999,0.1071096,0.16529073,-0.15749529,-0.22415584,0.21177635,0.057397328,0.45673078,0.2638889,601,2022,395,395,395,0.32200956,0.19431658,Health
630365,CRAFT KIT FOR CHILD 5 YRS+,9,12,2022,176,194,1139,1509,668,334,271,1273,0.15384616,-0.16666667,0.13092561,-0.2557947,0.24742676,0.30251616,-0.20867105,-0.28799292,0.11663353,0.12856196,0.52474469,0.26237234,903,2022,318,318,318,0.39526653,0.47752595,Recreation & culture
210301,CREAM CRACKERS PACK 200G-300G,1,35,2022,200,26,1043,1269,630,107,304,1041,0.075223684,-0.043478221,0.15384616,-0.025000051,0.11495449,0.20418064,-0.065439872,-0.064189151,0.15760441,0.020488573,0.6051873,0.10278578,101,2022,221,221,221,0.48082721,0.15973116,Food & drink
310428,CREAM LIQUER 70CL-1LT 14-20%,2,7,2022,509,272,1241,2022,724,290,734,1748,0.27272728,-0.23190381,0.11,-0.2,0.29670799,0.17043911,-0.24446324,-0.17829747,0.25173095,0.13452028,0.41418764,0.1659039,201,2022,439,439,439,0.31634763,0.21029244,Alcohol & tobacco
210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,3,2022,390,255,1342,1987,1065,326,449,1840,0.17647055,-0.16666664,0.15999997,-0.071428612,0.21754903,0.23205322,-0.17155983,-0.12622038,0.19627579,0.12833418,0.57880437,0.17717391,101,2022,255,255,255,0.3995592,0.25177312,Food & drink
430236,CURTAINS READY MADE SP'FY SIZE,5,5,2022,256,198,1329,1783,653,512,447,1612,0.25000006,-0.25,0.2,-0.23636363,0.48886657,0.39066675,-0.31250551,-0.27355424,0.14357825,0.1110488,0.40508685,0.31761786,502,2022,454,454,454,0.33071113,0.35934594,Household
630518,CUT FLOWERS-CARNATIONS-STEM,9,22,2022,151,91,938,1180,452,80,254,786,0.13636364,-0.14285709,0.19999997,-0.1666667,0.18617538,0.24446444,-0.16265425,-0.20935304,0.12796611,0.077118643,0.57506359,0.10178117,903,2022,258,258,258,0.32107231,0.23414163,Recreation & culture
620319,CYCLE HELMET 12+ SPEC ROAD/MOU,3,6,2022,215,222,2029,2466,814,335,922,2071,0.28579593,-0.14285715,0.20048021,-0.19967987,0.27027899,0.2606715,-0.16259998,-0.20566241,0.087185726,0.09002433,0.39304683,0.1617576,301,2022,466,466,466,0.36304662,0.30972826,Clothing and footwear
520139,DAILY DISPOSABLE SOFT LENSES,6,10,2022,35,18,1171,1224,218,60,785,1063,0.081081077,-0.13657407,0.16472869,-0.11947057,0.16589075,0.47251603,-0.1901232,-0.14481349,0.028594771,0.014705882,0.20507996,0.056444027,601,2022,579,579,579,0.13896881,0.22664008,Health
410517,DECORATOR-DAILY RATE;SPEC HRS,4,22,2022,13,2,1032,1047,117,10,833,960,0.1167547,-0.064705886,0.16666667,-0.1,0.18084717,0.20625116,-0.064705886,-0.19123684,0.012416428,0.0019102197,0.121875,0.010416667,403,2022,586,586,586,0.24189979,0.13404974,Housing & utilities
520216,DEODORANT/ANTI PERSPI 50-250ML,12,35,2022,260,194,906,1360,597,225,407,1229,0.5,-0.40000001,0.25,-0.3143813,0.63227594,0.44367066,-0.40064475,-0.32320771,0.19117647,0.14264706,0.48576078,0.18307567,1201,2022,355,355,355,0.41568276,0.27326021,Misc
520135,DIAMOND SOLITAIRE RING,12,16,2022,170,161,1416,1747,457,318,660,1435,0.28,-0.26734695,0.2311248,-0.24683122,0.4112455,0.58596939,-0.30706963,-0.28444913,0.097309671,0.092157982,0.3184669,0.22160278,1203,2022,530,530,530,0.40311363,0.4484489,Misc
630359,DIGITAL DEVELOPMENT PER PRINT,9,15,2022,34,7,1028,1069,144,34,523,701,0.15692309,-0.093023308,0.24999999,-0.1263158,0.25075555,0.74439299,-0.20831069,-0.17995954,0.031805426,0.0065481761,0.20542082,0.04850214,904,2022,578,578,578,0.2660498,0.3625308,Recreation & culture
630138,DIGITAL RADIO (DAB),9,16,2022,177,186,1231,1594,691,222,342,1255,0.14289796,-0.12503125,0.25,-0.16666667,0.18517019,0.28517386,-0.12541251,-0.21970516,0.1110414,0.11668758,0.55059761,0.17689243,901,2022,298,298,298,0.37762347,0.31524989,Recreation & culture
430141,DINING TABLE & 2-6 CHAIRS,5,6,2022,428,371,1307,2106,1177,443,50,1670,0.091533661,-0.099198394,0.26271185,-0.13044044,0.15831411,0.41365883,-0.13869253,-0.22572006,0.20322888,0.17616335,0.70479041,0.26526946,501,2022,136,136,136,0.50023675,0.36077893,Household
430425,"DINNER PLATE, APPROX DIAMETER",5,4,2022,282,140,1962,2384,1090,268,702,2060,0.125,-0.25,0.25,-0.16666667,0.19375038,0.34534436,-0.19452001,-0.24192916,0.11828859,0.058724832,0.52912623,0.13009709,504,2022,315,315,315,0.35642651,0.41833976,Household
430356,DISH WASHER 12-15 PLACE SET,5,12,2022,551,469,947,1967,908,529,75,1512,0.071431123,-0.056710776,0.12781955,-0.099970937,0.10079896,0.20267993,-0.06906455,-0.12413481,0.28012201,0.23843417,0.60052907,0.34986773,503,2022,228,228,228,0.4964883,0.19876207,Household
430538,DISHWASHER TABLETS PACK 16-45,5,8,2022,426,255,1245,1926,912,290,514,1716,0.23136716,-0.2857143,0.2,-0.2857143,0.33786032,0.29703084,-0.31900898,-0.30818543,0.22118381,0.13239875,0.53146851,0.16899768,506,2022,311,311,311,0.335774,0.43354881,Household
520219,"DISP NAPPIES, SPEC TYPE, 20-60",12,35,2022,300,111,1530,1941,733,308,758,1799,0.125,-0.25,0.11111111,-0.1875,0.22332305,0.17313688,-0.26183051,-0.2191613,0.15455951,0.057187017,0.40744859,0.17120622,1201,2022,451,451,451,0.31225565,0.30714485,Misc
430613,DOG FOOD-CAN-385-400GM,9,27,2022,495,37,1559,2091,1796,58,130,1984,0.12499996,-0.10037174,0.33333343,-0.17926827,0.14636272,0.41403693,-0.13692796,-0.18096994,0.23672883,0.017694883,0.90524191,0.029233871,903,2022,16,16,16,0.41970885,0.11083332,Recreation & culture
430622,DOG KENNEL FEES DAILY CHARGE,9,20,2022,111,3,1199,1313,702,32,409,1143,0.09375,-0.13513513,0.09375,-0.13333331,0.1295334,0.12839627,-0.14656019,-0.11892178,0.08453922,0.0022848439,0.61417323,0.027996501,903,2022,210,210,210,0.51635933,0.095969915,Recreation & culture
430626,"DOG TREATS,SPEC,TYPE 70-400G",9,4,2022,307,124,1763,2194,851,592,455,1898,0.15384614,-0.20707071,0.15384614,-0.1891892,0.25302705,0.37162349,-0.2224649,-0.20065844,0.13992707,0.056517776,0.4483667,0.31190726,903,2022,405,405,405,0.34389746,0.49375769,Recreation & culture
440101,DOMESTIC CLEANER HOURLY RATE,5,35,2022,63,9,1342,1414,431,32,619,1082,0.099999987,-0.071428575,0.10416666,-0.11111111,0.13681652,0.14233902,-0.10100471,-0.14349461,0.044554457,0.006364922,0.39833641,0.029574862,506,2022,460,460,460,0.45006344,0.12391362,Household
410611,DOOR HANDLE-PACK FOR ONE DOOR,5,35,2022,150,67,1085,1302,643,353,144,1140,0.1,-0.15384616,0.14285715,-0.41176471,0.1208116,0.20920366,-0.20022479,-0.32259089,0.11520737,0.051459294,0.56403506,0.30964911,505,2022,271,271,271,0.41362283,0.23222868,Household
430108,DOUBLE BED-WIDTH APPROX 135CM,5,35,2022,31,81,112,224,121,37,18,176,0.12173913,-0.15408321,0.25001034,-0.17478511,0.19025116,0.31924289,-0.18153481,-0.31307611,0.13839285,0.36160713,0.6875,0.21022727,501,2022,151,151,151,0.45734432,0.28945792,Household
430101,DOUBLE WARDROBE,5,35,2022,375,269,1450,2094,1256,280,220,1756,0.1627907,-0.20000236,0.28333333,-0.19354838,0.18495682,0.33327404,-0.1862269,-0.23291437,0.17908309,0.12846227,0.71526194,0.1594533,501,2022,124,124,124,0.4595947,0.30573738,Household
210319,DOUGHNUT-EACH,1,25,2022,38,1,76,115,43,19,27,89,0.076923095,-0.15000001,0.17647059,-0.53846151,0.11535431,0.20898908,-0.15000001,-0.40811601,0.33043477,0.0086956518,0.48314607,0.21348314,101,2022,358,358,358,0.38945541,0.18745813,Food & drink
310102,DRAUGHT BITTER (PER PINT),11,35,2022,310,81,1842,2233,643,119,81,843,0.041840963,-0.083682023,0.06000004,-0.11834322,0.06045771,0.090476982,-0.088021494,-0.1258534,0.13882668,0.036274072,0.76275206,0.14116251,1101,2022,84,84,84,0.75833523,0.067687005,Restaurants & Hotels
310104,DRAUGHT STOUT PER PINT,11,35,2022,413,115,2101,2629,799,90,80,969,0.036789261,-0.052631591,0.059523813,-0.052162938,0.041377883,0.07382217,-0.054988399,-0.061045501,0.15709396,0.043742869,0.82456142,0.092879258,1101,2022,49,49,49,0.80204135,0.056173548,Restaurants & Hotels
212808,DRIED FRUIT - EG APRICOTS,1,12,2022,256,119,2570,2945,1035,426,1097,2558,0.11235958,-0.17647062,0.16470586,-0.22877908,0.17064244,0.18933655,-0.20718119,-0.21804784,0.086926997,0.040407471,0.40461299,0.16653636,101,2022,455,455,455,0.35006139,0.20681511,Food & drink
212934,DRIED POTTED SNACK 50-120G,1,20,2022,260,154,789,1203,676,129,199,1004,0.24999999,-0.2307692,0.22222228,-0.2307692,0.33075815,0.28815395,-0.25216585,-0.239042,0.21612635,0.1280133,0.67330676,0.12848605,101,2022,168,168,168,0.35869759,0.25157025,Food & drink
440105,DRIVING LESSON 1 HOUR,7,35,2022,223,7,1873,2103,877,19,257,1153,0.07692308,-0.057142857,0.11764706,-0.2,0.091262706,0.12617117,-0.092335828,-0.15655908,0.106039,0.0033285783,0.76062447,0.016478751,702,2022,86,86,86,0.50485837,0.078861326,Transport
440104,DRY CLEANING-MAN'S SUIT,3,35,2022,164,19,1614,1797,913,14,377,1304,0.07980895,-0.057971027,0.096774191,-0.12900183,0.10362662,0.11915965,-0.094550155,-0.12008815,0.09126322,0.010573178,0.70015335,0.010736196,301,2022,138,138,138,0.56439137,0.078025252,Clothing and footwear
210204,DRY SPAGHETTI OR PASTA 500G,1,35,2022,636,146,1476,2258,1827,80,146,2053,0.080000021,-0.14285712,0.46153849,-0.16129033,0.14779469,0.44106916,-0.1815083,-0.21344386,0.28166518,0.064658992,0.88991719,0.038967364,101,2022,20,20,20,0.39923328,0.24800956,Food & drink
430539,DRYCELL BATTERY 4 PACK EG AA,5,5,2022,229,137,1796,2162,1270,414,383,2067,0.071428619,-0.052631587,0.2,-0.15000001,0.14814247,0.49324808,-0.10582943,-0.17264493,0.10592044,0.063367255,0.61441702,0.20029028,505,2022,209,209,209,0.3266075,0.27671641,Household
430216,DUVET COVER,5,32,2022,328,226,1940,2494,1231,407,473,2111,0.14285715,-0.2,0.16949153,-0.23076923,0.23449516,0.31813699,-0.21655369,-0.2593402,0.13151564,0.090617485,0.58313596,0.19279963,502,2022,244,244,244,0.34275955,0.37001371,Household
430211,DUVET-DOUBLE TOG 10-13.5,5,35,2022,243,148,1854,2245,941,398,495,1834,0.16666667,-0.21052632,0.13636364,-0.23214285,0.24352399,0.28735813,-0.23562321,-0.23531082,0.10824054,0.065924279,0.51308614,0.217012,502,2022,327,327,327,0.34808734,0.31143939,Household
630164,DVD/BLU RAY PLAYER,9,3,2022,277,124,1318,1719,1161,280,191,1632,0.16672231,-0.14289802,0.20689656,-0.20088038,0.2081438,0.88845205,-0.13630626,-0.23543285,0.1611402,0.072134964,0.71139705,0.17156863,901,2022,128,128,128,0.47970968,0.7080484,Recreation & culture
