L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,CONGESTION
Goiania,SENADOR CANEDO,Brasil,198,0.8074,45.7428,686.1193,4.1159,76.7681,1.055134684,16.29753853,3693.858295,136.5410199,3.153391633,3,0.991,2,0.525526407,-16.70449009,-49.10787664,29.41,1634.8464,86574,56.92919291,63.17357953,5.630903742,11.60653609,0,0,0.0348
Goiania,TRINDADE,Brasil,176,0.2477,17.1044,530.8659,3.9297,129.8179,1.029677449,6.45568327,1311.02076,122.0543898,3.178997123,1,1.0,1,0.99999932,-16.63884217,-49.54533952,28.35,2288.968,107124,55.43619912,59.29234998,5.159069756,9.589035897,0,0,0.0313
Governador Valadares,GOVERNADOR VALADARES,Brasil,215,0.0918,29.9118,1879.8551,4.9526,103.5837,1.094863454,2.349202971,529.3149053,133.5532583,3.048780488,4,0.549,1,0.999997558,-18.7834261,-41.96356024,32.22,3725.5415,270920,62.39359098,61.54041723,8.257999741,14.71428366,0,0,0.0556
Guarapari,GUARAPARI,Brasil,362,0.6093,13.4946,346.3544,3.7671,82.3095,1.117941899,6.503741358,1989.659297,176.2267829,2.819716549,1,0.556,1,0.933673788,-20.5857093,-40.54608754,29.5,2314.809,110746,62.20807116,63.19891652,8.121834267,12.70976878,0,0,0.0723
Guarapuava,GUARAPUAVA,Brasil,338,0.1085,29.2944,2424.5961,5.3065,91.5854,1.111097061,1.519977173,474.5765082,176.1825983,3.168199737,3,0.999,1,0.999930335,-25.37757869,-51.49423119,29.16,3764.8806,171885,56.25440178,54.33094836,6.472566876,11.56043184,0,0,0.0377
Guaratingueta,APARECIDA,Brasil,25,0.2066,5.9255,185.2282,3.0163,80.3324,1.088019171,5.63115769,1093.954275,116.5268343,2.880803011,1,0.986,2,0.594701706,-22.91411441,-45.23725982,21.78,387.18,36046,69.8477207,67.75065232,4.552091691,6.404536367,0,0,0.0079
Guaratingueta,GUARATINGUETS,Brasil,195,0.2591,30.9472,927.5562,4.4624,78.2935,1.107198949,4.132577102,983.5891796,142.7869253,2.861057824,4,0.759,1,0.998335553,-22.79350279,-45.23284726,20.07,2510.6445,115398,71.31344432,70.65938709,6.939399481,11.39543567,0,0,0.0649
Guaratingueta,LORENA,Brasil,114,0.2753,44.2627,1176.4832,3.5985,72.2366,1.050227215,4.530007605,987.696869,125.5712146,3.07879925,4,1.0,1,0.988259606,-22.79397297,-45.05998761,24.49,1557.7188,84986,74.78415862,70.21111564,8.915183703,16.06961302,0,0,0.0367
Guaratingueta,POTIM,Brasil,14,0.3151,6.4144,140.468,2.5643,264.5512,1.039131448,8.214379163,1505.018865,111.6957816,2.828703704,1,1.0,6,0.999987714,-22.82532279,-45.30341231,31.16,202.86,19973,63.81102303,57.40001988,5.436488099,7.694095459,0,0,0.0022
Ilheus,ILH3US,Brasil,428,0.2433,3.8636,348.4884,3.9065,86.8171,1.118110748,1.097470941,337.0233597,174.6203264,2.742387821,2,0.953,1,0.999359034,-14.74805762,-39.19660679,45.39,1950.5672,194112,57.76803565,60.69338202,11.92526989,20.49479583,0,0,0.0844
Imperatriz,DAVIN5POLIS,Brasil,42,0.1251,0.7268,112.8022,2.7504,435.0902,1.043934083,0.875786589,269.8710824,166.1412321,3.03021978,3,1.0,6,1.0,-5.59847458,-47.29985806,67.75,216.2706,12635,37.23112977,45.78957158,9.560329054,19.88107313,0,0,0.0
Imperatriz,IMPERATRIZ,Brasil,231,0.1688,70.9859,2613.6109,5.2544,95.0832,1.035210897,3.84526849,742.1322001,109.4851339,3.048450245,4,0.997,1,0.999942874,-5.339766873,-47.57524419,39.14,3717.5292,248600,62.97933483,67.40673209,7.223068582,12.74148159,0,0,0.0969
Imperatriz,JO0O LISBOA,Brasil,40,0.0628,0.8119,168.1001,3.8546,459.857,1.057160815,0.698798541,160.9772987,129.6515138,3.037878788,3,1.0,6,1.0,-5.227232149,-47.18259726,58.73,307.44,20471,40.52937763,45.98081945,10.5407551,17.51785721,0,0,0.0119
Imperatriz,S7O MIGUEL DO TOCANTINS,Brasil,54,0.1355,0.1062,24.9236,2.8321,266.3921,1.108133893,0.420976196,277.5642176,367.7477415,2.61440678,2,0.982,6,0.999999371,-5.542590037,-47.59536383,67.84,169.83,10751,45.37476248,47.12943449,15.67821223,18.88723748,0,0,0.0
Ipatinga,CARATINGA,Brasil,197,0.1566,1.9233,300.7894,4.6071,97.9155,1.211440229,1.222604558,512.8219707,249.572988,2.753040719,2,0.961,1,0.723201907,-19.71209241,-42.10199614,36.07,804.3313,87576,48.71358158,51.77701845,8.075389907,13.69945654,0,0,0.0115
Ipatinga,CORONEL FABRICIANO,Brasil,52,0.2351,59.8543,998.8105,6.8028,66.0483,1.123646054,7.917735421,1823.77089,133.6503052,2.899571633,1,0.974,1,0.664950753,-19.45858748,-42.68992505,27.39,1325.428,106538,66.09866334,63.83532213,8.990957565,15.41562499,0,0,0.091
Ipatinga,IPATINGA,Brasil,97,0.5883,639.1322,2994.9158,5.5397,62.1297,1.071050018,23.54152623,4586.972341,117.4191679,3.003246,4,0.75,3,0.999268579,-19.43897275,-42.60092198,21.29,3518.7332,246035,69.78311721,66.66903254,6.914058057,13.46802635,0,0,0.1535
Ipatinga,SANTANA DO PARAUSO,Brasil,62,0.2247,0.8798,50.6485,2.7094,143.1547,1.15790283,3.127728054,1188.227143,226.0137789,2.88172043,2,0.857,6,0.999919868,-19.38506966,-42.52047449,33.24,479.3406,28013,51.46406871,53.48706097,9.995139588,20.84261506,0,0,0.0284
Ipatinga,TIM8TEO,Brasil,101,0.6999,29.3165,339.5598,3.8645,65.9251,1.085709756,11.51331759,2250.869548,114.7463352,2.818271605,3,0.704,2,0.988832825,-19.55800708,-42.60263004,21.4,1245.9562,83471,74.29145988,68.78323675,8.973893159,17.5571564,0,0,0.0551
Itabira,ITABIRA,Brasil,170,0.1356,15.2608,926.111,4.8086,80.5361,1.16998179,2.016263601,649.7738262,192.0447205,2.890582656,2,0.485,1,0.998196031,-19.6006084,-43.29991272,25.51,2065.228,112794,63.78769815,63.21912034,10.07259789,16.56900583,0,0,0.0227
Itabuna,ITABUNA,Brasil,110,0.2546,55.7578,1339.5556,4.7658,67.8251,1.055755309,6.99901659,1203.926503,99.26751107,3.006845408,1,1.0,1,0.905763312,-14.84987807,-39.32572556,41.7,1798.291,215639,62.42714292,64.94043981,10.45791237,19.83998487,0,0,0.0594
Itajai,BALNE0RIO PIEARRAS,Brasil,83,0.8351,35.572,516.0745,5.5972,71.9829,1.042500724,9.447839656,2478.323748,149.1045276,2.81986532,1,1.0,2,0.887900567,-26.75927591,-48.73308363,16.94,685.082,17359,59.73337978,60.02931363,3.760038966,8.185567767,0,0,0.0749
Itajai,BARRA VELHA,Brasil,157,1.1211,29.4217,390.7775,4.6333,65.6659,1.030664735,11.81508384,2842.794188,135.6936406,2.776056338,3,1.0,2,0.981617733,-26.66208998,-48.72703268,17.3,1054.3492,22755,56.68783724,54.91058123,4.584696837,8.850982674,0,0,0.0358
Itajai,ITAJA0,Brasil,244,0.8468,264.2132,2109.0092,6.4106,70.57,1.053249423,12.22799221,2947.691709,136.3456586,2.804692737,3,0.999,3,0.987588142,-26.96873172,-48.75315618,10.43,3609.98,186395,70.07188979,67.03464987,3.675085267,7.219495414,0,0,0.133
Itajai,NAVEGANTES,Brasil,108,0.9645,117.0287,812.3124,4.5588,84.0914,1.026463157,16.85756287,3491.500906,117.4328052,2.963306808,3,0.992,1,0.995217608,-26.82879864,-48.72727205,18.0,1613.1636,61554,60.27372021,56.06851543,5.742376116,10.57650747,0,0,0.0864
Itajai,PENHA,Brasil,107,1.8223,77.936,464.5681,4.2125,71.7729,1.040809543,17.90029819,4374.350524,134.1954989,2.618661258,3,0.854,2,0.995813623,-26.80741825,-48.65055043,13.72,985.0527,25555,52.3669116,51.79116412,3.923920392,6.350967122,0,0,0.0652
Itapetininga,ITAPETININGA,Brasil,247,0.138,15.382,1084.1017,5.2132,165.3388,1.078920048,2.165266049,627.7268848,170.0662605,3.05067645,4,0.669,1,1.0,-23.64539745,-48.1233503,24.34,2539.0859,148662,64.12905955,63.7961996,5.954237524,12.79820448,0,0,0.0286
Jaragua do Sul,GUARAMIRIM,Brasil,306,1.1403,9.2733,231.2221,3.853,89.0447,1.107434,3.924530786,1662.112225,232.40809,2.344993969,2,0.984,2,0.918486293,-26.47624533,-48.94515177,19.48,1076.2326,35752,55.61323411,48.18249681,7.970014878,9.200646574,0,0,0.0683
Jaragua do Sul,JARAGU6 DO SUL,Brasil,472,0.8917,161.4554,2094.8808,6.0081,70.3504,1.099327795,6.530165667,2090.587652,170.9530813,2.39838146,2,0.846,1,0.794099357,-26.48127381,-49.1599579,5.78,4079.5904,145482,72.13793957,67.20616207,2.857518447,5.121868501,0,0,0.0924
Jaragua do Sul,SCHROEDER,Brasil,132,0.8033,0.6655,28.6271,2.621,99.7234,1.056351065,2.59311569,1056.294604,221.5298253,2.297532656,3,0.509,6,0.999459131,-26.36808917,-49.06051945,4.64,382.0476,15568,64.07820035,60.19089506,4.08565942,6.729308643,0,0,0.074
Jau,JA2,Brasil,203,0.2963,74.8982,1844.1919,5.596,82.4918,1.038899822,6.096769106,1199.741074,118.216183,3.165912177,1,1.0,1,0.999856801,-22.29595155,-48.55582123,10.57,2782.8052,134929,63.39553038,59.72322962,3.330640492,5.374550166,0,0,0.0251
Jequie,JEQUI0,Brasil,154,0.0477,8.2042,1264.4038,5.0882,102.7569,1.060975803,1.261941053,272.1876293,128.2555172,3.040343915,3,1.0,1,0.999996897,-13.87828271,-40.14813042,51.72,2093.7532,160038,54.09918867,56.18665668,8.560864547,17.95901868,0,0,0.0584
Ji-Parana,JI-PARANM,Brasil,220,0.0319,10.7198,2488.3647,5.7036,84.3735,1.056492067,0.419445179,145.9170127,194.4846595,3.140832328,3,1.0,1,0.999609897,-10.46221934,-61.75724958,28.65,2970.55,124154,56.87781406,59.43932763,5.764647311,11.25222736,0,0,0.0768
Joao Pessoa,BAYEUX,Brasil,62,1.9401,220.3491,713.4723,4.0688,62.0367,1.031340727,49.77916943,8776.972747,105.3961681,3.109195402,4,1.0,3,0.999950125,-7.135063465,-34.92600041,51.36,986.9408,101111,54.35061161,54.53540528,9.213937577,18.53651914,0,1,0.0609
Joao Pessoa,CABEDELO,Brasil,57,1.7905,108.6205,272.8976,3.6186,60.31,1.031361421,55.19335017,9090.041547,99.2870994,2.963371801,4,1.0,2,0.72479223,-7.027048748,-34.84742846,42.66,1267.11,58755,63.14736374,63.85404508,10.20845162,16.89918067,0,1,0.065
Joao Pessoa,CONDE,Brasil,212,1.2261,6.4566,128.8528,3.176,83.6867,1.042625547,8.800656636,2395.984531,156.7410759,3.035876993,1,1.0,2,0.647840123,-7.282290454,-34.86097412,63.48,866.4228,21699,39.29905353,44.41380629,13.72598231,17.51694744,0,0,0.0129
Joao Pessoa,JO0O PESSOA,Brasil,339,1.6034,3964.326,8105.378,7.3092,60.9261,1.031872074,62.99105508,10148.47228,97.36587698,3.114704644,1,1.0,5,0.999999999,-7.165403433,-34.86978411,32.43,10340.7204,733640,70.77268417,71.59260472,7.97521207,13.12560379,0,1,0.1553
Joao Pessoa,LUCENA,Brasil,49,0.551,1.7558,56.8579,2.78,137.245,1.037684592,7.327533619,1546.817405,123.7527855,2.797752809,1,1.0,6,0.999941103,-6.918940247,-34.909719,71.88,274.5911,11894,32.82051957,39.00581212,14.77202402,15.62823755,0,0,0.0
Joao Pessoa,SANTA RITA,Brasil,161,0.2216,8.2931,473.8556,4.091,130.6797,1.053723295,3.691951264,935.0335657,152.7607341,3.052809749,4,0.996,1,0.999999242,-7.065507811,-35.00082385,57.66,1271.7068,121994,44.76036494,48.69641143,9.994180797,18.09047946,0,1,0.0735
Joinville,ARAQUARI,Brasil,242,0.6306,0.3781,23.6937,2.5074,90.4229,1.079489413,2.754471163,1163.515345,239.8925692,2.559782609,2,0.989,6,0.995500381,-26.46193308,-48.75817623,21.94,612.4536,25219,56.20751836,52.90735683,4.879906801,9.533105916,0,0,0.0677
Joinville,JOINVILLE,Brasil,604,0.5365,920.3517,8261.8455,6.7182,66.4822,1.047773288,8.966774104,2132.764609,131.42846,2.681887923,1,1.0,5,0.999999965,-26.24419073,-48.9513788,9.01,12541.3956,523781,77.18738296,70.35782106,3.932082213,7.212490412,0,0,0.1389
Juazeiro do Norte,BARBALHA,Brasil,144,0.2529,1.3033,108.4002,2.5767,147.6564,1.052701573,3.311157997,862.6056827,146.6796504,2.927069927,4,0.995,6,0.999884649,-7.403153012,-39.34452717,57.79,684.6336,56091,48.9151373,53.6635228,11.68331103,17.98183163,0,0,0.0161
Juazeiro do Norte,CRATO,Brasil,242,0.2057,7.1104,596.2576,4.1163,108.7784,1.055018907,2.201594766,545.8017891,140.3793694,2.86405959,4,0.661,1,0.999202772,-7.23642527,-39.48743055,51.76,1402.6562,123115,57.1164317,62.3406011,10.59089721,16.97592895,0,1,0.0613
Juazeiro do Norte,JUAZEIRO DO NORTE,Brasil,186,0.7476,308.911,2382.4957,6.1814,72.3421,1.023047785,21.68838374,3993.141294,105.1086498,3.239288738,3,0.72,3,0.980549439,-7.18125406,-39.28863323,52.86,3225.6864,253411,53.00514559,56.80288311,8.291097405,15.38199621,0,1,0.0674
Juiz de Fora,JUIZ DE FORA,Brasil,496,0.3456,78.2107,1862.1888,5.9904,92.6914,1.153263496,4.737001451,1329.339044,165.7720836,2.713950211,2,0.876,1,0.999889765,-21.74549342,-43.46473669,19.05,6028.1856,530404,71.25418638,69.2397407,6.775666297,11.08001915,1,0,0.1204
Jundiai,CAMPO LIMPO PAULISTA,Brasil,169,2.1304,49.5581,263.1414,3.9922,72.1142,1.113346249,16.59792973,4607.791747,164.9725622,2.655901351,2,0.985,2,0.999762174,-23.21800591,-46.76013597,16.89,1493.9938,76272,68.51071907,65.48659778,7.946638608,13.18365588,0,1,0.0452
Jundiai,ITUPEVA,Brasil,381,1.8981,39.3468,404.4917,5.0733,82.2602,1.096443541,10.21058212,2788.881898,159.1686098,2.621531632,2,0.961,2,0.995752497,-23.14651414,-47.06840309,15.7,1952.5488,46190,64.15987516,63.06882713,3.722189633,8.693214782,0,0,0.0645
Jundiai,JUNDIA4,Brasil,887,2.0582,609.1435,3189.064,7.217,68.1411,1.083424555,20.69589426,4433.38595,126.6616512,2.753259689,2,0.815,5,0.999999955,-23.19459837,-46.91302769,9.54,8231.8922,381110,73.11072401,68.34093777,4.598757967,7.768768394,0,1,0.0924
Jundiai,V5RZEA PAULISTA,Brasil,81,2.3057,609.9548,1278.5761,4.9329,61.3326,1.071541842,38.51623336,7866.224824,126.3891131,2.804388715,4,0.979,3,0.999984356,-23.21927204,-46.82490822,19.88,1675.89,110267,62.57476641,57.41628284,7.039660568,11.27734607,0,1,0.1095
Lages,LAGES,Brasil,163,0.062,27.1891,2055.902,4.3277,75.7995,1.101975164,1.652518107,520.9554692,178.7096062,2.986449864,3,0.989,1,0.99899478,-28.02011875,-50.34086243,24.53,3478.8601,159310,66.54018674,63.27456962,5.592121372,10.98234114,0,0,0.0943
Limeira,IRACEM8POLIS,Brasil,33,0.2869,12.6744,322.1499,2.5977,78.7888,1.037179327,5.904986144,1148.708311,113.1731717,3.148,1,1.0,2,0.992985606,-22.59369086,-47.52422942,18.39,452.5191,20623,60.9956134,58.83281698,4.605252354,14.4308211,0,0,0.0223
Limeira,LIMEIRA,Brasil,436,0.751,438.1874,4296.1014,6.79,75.6863,1.053315819,12.34683248,2534.138081,121.1563621,3.044253303,3,1.0,5,0.995104221,-22.59850899,-47.36371346,16.09,5921.534,284213,65.96045507,61.41045835,4.511315244,8.971589382,0,0,0.081
Linhares,LINHARES,Brasil,267,0.0762,4.8814,698.2393,2.7302,121.5421,1.090185483,1.06712574,462.8420599,242.6886962,3.02379349,3,0.999,1,0.999998618,-19.38212658,-40.02874556,30.14,2449.3512,148634,59.57552199,59.53977124,6.071674369,12.92995776,0,0,0.0362
Londrina,CAMB7,Brasil,160,0.3234,30.195,849.032,4.1185,86.7417,1.051110508,5.400519986,1343.351641,145.1281998,2.969677625,1,1.0,1,0.987774301,-23.17966028,-51.28435867,15.21,1759.312,99367,59.87433235,58.80210421,3.860782114,6.931762813,0,0,0.0536
Londrina,IBIPOR7,Brasil,96,0.3226,13.6561,458.3415,4.483,93.2305,1.063307098,5.967421524,1474.996321,145.7572011,2.994573261,1,1.0,2,0.673155209,-23.23640838,-51.03776076,22.22,886.6848,49511,57.17396586,55.77414775,6.422972513,10.13421889,0,0,0.0394
Londrina,LONDRINA,Brasil,508,0.3074,228.8339,4282.6343,7.5595,88.4577,1.063571706,7.743262168,1790.277196,139.3708463,3.094270004,1,1.0,5,0.999881201,-23.51417947,-51.11041668,13.88,8830.818,520500,70.49191547,67.67370589,4.161074927,7.51126888,1,0,0.1073
Macae,MACA4,Brasil,258,0.2121,36.5699,1339.422,6.7379,85.0164,1.116565558,4.012468472,1009.671268,148.0409743,2.733965969,2,0.911,1,0.999598064,-22.29578039,-41.97734333,20.32,3321.2598,207815,72.95227538,71.84021311,5.559057436,11.3366723,0,0,0.0936
Macapa,MACAP0,Brasil,273,0.0426,25.5666,3293.5484,5.7778,70.3632,1.051123677,0.733135972,209.6222921,157.313919,3.058875845,3,1.0,1,0.824895949,0.55500447,-50.70092918,39.87,4973.2137,408114,69.80554298,73.48791739,10.19343936,16.10195971,0,0,0.1454
Macapa,SANTANA,Brasil,134,0.0848,9.0367,1025.483,4.0794,88.349,1.053174663,0.685425027,196.1650656,158.3514271,2.987878788,3,1.0,1,0.999770236,0.128356605,-51.37925294,52.53,1391.6704,103782,59.92736587,63.1001163,13.32359891,20.13867571,0,0,0.0339
Maceio,MACEI0,Brasil,300,0.5965,851.1864,5598.7566,8.0425,70.7268,1.065940099,26.72655848,4361.007005,95.33120533,2.766336161,4,0.511,5,0.960460207,-9.522948354,-35.71034976,40.67,7646.22,966029,65.75628753,65.16891648,9.940965546,16.03422878,0,1,0.2162
Maceio,MARECHAL DEODORO,Brasil,141,0.4252,0.8302,48.628,2.5532,158.7637,1.076211964,3.972557409,1200.4798,181.9746463,2.681485993,2,0.751,6,0.999935832,-9.716045024,-35.90638107,60.52,566.1009,47618,47.76616981,49.96153261,12.54749788,16.68029519,0,0,0.0317
Maceio,RIO LARGO,Brasil,95,0.3103,3.9812,154.9796,3.3787,147.9685,1.082506639,5.2386958,1366.087723,158.9812752,2.858364511,1,0.956,6,0.998377129,-9.478099966,-35.8642015,56.37,786.5145,70924,55.01708279,54.81333358,14.59203087,23.42191618,0,1,0.0302
Maceio,SATUBA,Brasil,23,0.5401,0.8958,30.4516,2.0989,126.2172,1.086082325,8.321781416,1825.412133,129.4367113,2.58110883,1,0.675,6,0.999945735,-9.577253802,-35.84631256,59.67,125.281,15124,55.8324115,57.56036058,10.05360647,20.62446093,0,1,0.0146
Manaus,MANAUS,Brasil,1172,0.1028,408.3485,19842.0774,6.9808,64.349,1.072012305,2.159006767,427.6807931,115.0307283,2.840433695,3,0.713,5,1.0,-2.625919383,-60.25962801,37.78,23460.3928,1864174,73.93517486,75.05173953,8.95529033,15.43437044,0,0,0.2441
Maraba,MARAB0,Brasil,427,0.0282,1.8052,741.5077,3.338,187.195,1.095221845,0.334375188,99.16112174,167.4687248,3.030699547,3,0.991,1,1.0,-5.629806457,-50.01695121,48.36,3682.5334,235435,54.56015991,58.97829205,10.79303559,17.90858837,0,0,0.1146
Marilia,MAR9LIA,Brasil,154,0.1317,110.5004,3104.4375,7.1717,72.6046,1.068868734,6.061788212,1444.327619,139.7261475,3.103611076,1,1.0,1,0.480597384,-22.17829527,-49.9830254,15.81,4163.5748,223177,71.68075058,68.31101874,5.957295148,11.16349145,0,0,0.0527
Maringa,MARIALVA,Brasil,80,0.1683,4.5864,341.4213,3.1329,183.2065,1.049628515,2.679239713,859.7057624,185.5952349,2.994652406,4,0.915,1,0.93356382,-23.53065247,-51.86785236,15.28,638.456,32829,56.53447758,55.40205529,1.714122274,6.112105487,0,0,0.0224
Maringa,MARING0,Brasil,302,0.6202,774.1315,5163.6696,9.1781,67.8308,1.024173863,20.01030001,4391.345731,125.4555224,3.242658861,3,0.701,5,0.940102295,-23.40094763,-51.96780427,7.49,7300.1554,366801,73.69928292,72.11141115,3.80256773,6.074233789,0,0,0.0951
Maringa,PAI7ANDU,Brasil,42,0.2452,14.7619,444.1964,4.1767,76.6494,1.061913034,5.744402907,1687.7703,170.6279176,3.158570119,1,1.0,2,0.963672063,-23.46509844,-52.12215107,15.54,569.3394,36915,56.47294809,54.17394474,4.196603227,8.788304171,0,0,0.0249
Maringa,SARANDI,Brasil,60,0.5799,130.2019,1056.6993,2.9745,65.348,1.017230428,22.27272158,4517.774625,112.4454221,3.179690449,4,0.527,3,0.772158778,-23.46827702,-51.86706442,22.22,1274.85,85103,49.18759422,47.72654606,3.3862693,7.796930969,0,0,0.0656
Mogi Guacu,ESTIVA GERBI,Brasil,33,0.4447,3.0575,114.0229,3.0092,97.0671,1.05844642,3.795346276,976.609579,158.3062924,3.016025641,4,0.997,6,0.997764411,-22.23605228,-46.94304594,16.9,198.99,10342,59.61679718,56.25251396,3.654004908,11.46264989,0,0,0.0051
Mogi Guacu,MOGI GUA U,Brasil,241,0.2968,86.5675,2128.9903,4.1878,81.1781,1.032589349,4.982416747,1038.992083,126.7399245,3.115901715,1,0.999,1,0.999886745,-22.23216597,-47.02905253,14.51,3301.5554,141318,64.3109929,60.72726815,5.638964819,11.92813128,0,0,0.0274
Mogi Guacu,MOJI MIRIM,Brasil,301,0.6049,83.1823,1559.4107,5.5852,86.8607,1.052583745,6.21178762,1593.002344,155.6828551,2.972278371,1,1.0,1,0.999851703,-22.45139623,-46.98838091,16.0,2654.1879,89072,65.23050183,63.71984943,5.870274955,12.11947956,0,0,0.0203
Montes Claros,MONTES CLAROS,Brasil,268,0.0751,59.8946,3918.4958,5.7801,121.3921,1.041511772,2.57477076,531.9779571,118.2375163,3.153485647,4,0.65,1,0.999992692,-16.61905505,-43.92946916,34.73,5453.7196,371840,68.02588678,69.7759901,8.023602015,16.11708825,0,0,0.1375
Mossoro,MOSSOR3,Brasil,265,0.1262,38.3729,2244.1617,5.5631,108.7599,1.029332482,4.091323336,863.0228896,123.3704548,3.096828222,4,0.999,1,0.999998112,-5.17581018,-37.32552954,36.6,3589.213,267739,59.05674542,63.80169649,10.00672422,15.59151703,0,0,0.065
Natal,EXTREMOZ,Brasil,128,0.9177,0.7921,28.0789,2.2471,112.6218,1.038476706,9.679865028,2163.387623,125.0313696,2.648590022,1,1.0,6,0.99996977,-5.680975351,-35.26912295,53.43,393.4848,25318,51.5820101,54.09978377,12.45733875,20.78656219,0,1,0.028
Natal,MACA1BA,Brasil,173,0.3388,5.0386,294.2034,4.141,159.232,1.080297271,4.907289096,1732.331413,216.7556597,2.967383513,1,0.994,1,0.989259714,-5.926727229,-35.42852169,56.98,874.6188,71586,43.38804197,50.08498379,10.89060689,24.56853349,0,0,0.0317
Natal,NATAL,Brasil,147,0.8791,1992.5719,3894.8811,5.1235,61.4545,1.035859105,89.38811049,12658.27828,85.62616341,3.026669097,1,1.0,3,0.988465216,-5.803182424,-35.2289134,31.13,8555.0472,828252,71.37959113,71.09038865,8.322289602,13.28395131,1,1,0.181
Natal,PARNAMIRIM,Brasil,135,1.0936,328.2838,1223.1631,4.1197,69.4468,1.041505289,52.78981521,8527.243536,96.90146667,2.980586478,4,1.0,3,0.999352146,-5.914136032,-35.23051153,30.28,3313.0755,208631,73.44483208,74.06698578,7.270696831,13.64481639,0,1,0.0855
Natal,S4O GON,Brasil,222,0.8912,5.7293,132.1629,2.4254,104.3661,1.043847228,10.79483159,2478.491867,140.0781682,2.888493859,3,1.0,6,0.996855367,-5.787633417,-35.3651345,49.86,1079.8302,90342,53.94422996,56.43464735,10.75578705,18.28095081,0,1,0.0515
Natal,S4O JOS,Brasil,116,0.3997,3.3525,177.773,3.3509,144.9343,1.062803387,3.938494196,1301.54803,200.2997229,2.932618683,1,0.975,6,0.997425851,-6.064026796,-35.28957475,64.36,547.288,40989,41.49828124,46.96861635,15.10943775,16.54337237,0,0,0.006
Nova Friburgo,NOVA FRIBURGO,Brasil,295,0.3161,2.8495,203.038,4.2603,98.5131,1.241700498,3.872516057,1652.393286,234.3868214,2.316121127,2,0.989,1,0.934161087,-22.31980777,-42.50149682,16.67,1309.682,183039,60.25586234,61.9902102,4.034929212,5.572146481,0,0,0.09
Ourinhos,OURINHOS,Brasil,121,0.4086,152.7102,1791.4612,4.1463,70.8737,1.059197529,11.65765867,2417.824207,122.7294815,3.172086721,3,1.0,1,0.587552767,-22.9527483,-49.85235585,18.06,2524.1447,106093,66.56226203,63.61914701,5.19417497,12.45445324,0,0,0.0307
Palmas,PALMAS,Brasil,315,0.142,31.148,1108.3604,4.745,90.2329,1.079995887,4.545545529,1142.751942,148.6319903,2.96365363,1,0.997,1,0.999983521,-10.21848358,-48.15375697,23.52,6234.48,234217,75.80880006,80.38491873,5.432047545,10.46499941,0,0,0.0402
Paranagua,PARANAGUT,Brasil,192,0.2324,57.1252,1763.193,5.1447,75.786,1.045174523,3.055925133,696.2941804,128.1722418,2.907479046,4,0.989,1,0.999353288,-25.52656743,-48.51761057,25.85,2677.056,144294,68.8690383,65.35847053,6.954418985,14.96807761,0,0,0.0644
Parauapebas,PARAUAPEBAS,Brasil,453,0.0658,1.7414,565.9556,3.3855,114.7738,1.080090836,0.943296037,225.8194583,138.3871173,3.201329938,3,1.0,1,0.999999775,-6.151734286,-50.48977246,37.14,2118.3186,155071,65.02742762,66.60431602,8.70655772,18.46815312,0,0,0.0391
Parnaiba,PARNA0BA,Brasil,178,0.4089,64.0072,1278.3259,4.0577,75.0311,1.029393513,9.441598174,1910.173596,114.4551293,3.223127753,1,1.0,1,0.998850937,-2.960077739,-41.75348496,52.52,2179.8058,146854,53.27190588,56.98941012,9.521603766,17.08255154,0,0,0.0431
Parobe,IGREJINHA,Brasil,98,0.7215,21.163,409.0836,4.9356,67.4727,1.092388039,7.364391556,2143.404381,165.3729242,2.752307692,2,0.605,2,0.958947278,-29.56041519,-50.7944785,10.11,702.7188,32622,58.82952917,55.53044805,3.696143611,4.03370261,0,0,0.0218
Parobe,PAROB5,Brasil,95,0.8746,66.7888,722.9063,4.4059,66.4437,1.046686827,10.85126797,2480.155364,131.06415,2.801619433,3,1.0,3,0.37266903,-29.65900224,-50.85592618,17.43,1003.504,53068,58.96861269,54.93030473,3.027887369,4.394887278,0,0,0.0309
Parobe,TAQUARA,Brasil,162,0.3541,22.3034,884.6881,3.9534,81.8415,1.107692476,2.679404966,1161.062029,253.4095729,2.839654025,2,0.954,1,0.988380982,-29.67139469,-50.76363171,18.37,1153.3428,56304,58.42544681,58.16207165,5.013277299,9.296431572,0,0,0.0474
Parobe,TR2S COROAS,Brasil,61,0.3292,9.9697,363.7826,6.2351,74.0338,1.12429376,3.47504817,1323.749398,216.1943679,2.642285714,2,0.991,2,0.651703491,-29.47732876,-50.77059091,9.56,507.8677,24573,56.58204253,54.9305264,2.755873997,4.562931697,0,0,0.0185
