Unnamed: 0,Entity,Year,Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled)
1566,Estonia,1992,0.0,0.0,0.0,0.0,0.0,0.0,8.34525013,53.46869278,19.57404137
1567,Estonia,1993,0.0,0.0,0.0,0.0,0.0,0.0,4.136499882,42.70199966,20.74842834
1568,Estonia,1994,0.0,0.0,0.0,0.0,0.0,0.0,5.940750122,43.68309402,18.91495895
1569,Estonia,1995,0.006,0.0,0.0,0.0,0.0,0.0,6.774499893,40.5079422,14.86413765
1570,Estonia,1996,0.005,0.0,0.0,0.0,0.0,0.0,7.471000195,42.43825531,16.08731842
1571,Estonia,1997,0.008,0.0,0.0,0.0,0.0,0.0,7.259500027,41.94598007,15.79654121
1572,Estonia,1998,0.012,0.0,0.0,0.0,0.0,0.0,6.889999866,35.54232788,15.86049747
1573,Estonia,1999,0.012,0.0,0.0,0.0,0.011833333,0.0,6.697500229,32.17134857,14.81479645
1574,Estonia,2000,0.013,0.0,0.0,0.0,0.014777778,0.0,7.699250221,34.26829529,13.3290596
1575,Estonia,2001,0.011,0.0,0.0,0.0,0.020555556,0.0,8.262499809,34.07138824,15.41694069
1576,Estonia,2002,0.027000001,0.0,0.0,0.004083334,0.0175,0.0,6.928500175,33.30796051,17.26279831
1577,Estonia,2003,0.026000001,0.0,0.0,0.017694445,0.037701666,0.0,7.908750057,38.57416153,16.20338058
1578,Estonia,2004,0.030999999,0.0,0.0,0.021888889,0.063396387,0.0,9.008000374,38.46470261,16.44397163
1579,Estonia,2005,0.033,0.0,0.0,0.154338062,0.062995002,0.0,9.300250053,38.09059906,16.7523365
1580,Estonia,2006,0.037999999,0.0,0.0,0.21710445,0.039835557,0.0,9.398750305,36.38777924,17.50525475
1581,Estonia,2007,0.035999998,0.0,0.0,0.257313609,0.062207777,0.0,9.343000412,45.2883606,18.68367386
1582,Estonia,2008,0.037999999,0.0,0.0,0.373737782,0.07868167,0.0,8.961000443,40.48205185,17.78997231
1583,Estonia,2009,0.31400001,0.0,0.000280556,0.54457891,0.089366667,0.0,6.107250214,34.96646881,15.98716831
1584,Estonia,2010,0.741999984,0.0,0.0002775,0.768835306,0.074940555,0.0,6.541999817,46.8253212,16.47992325
1585,Estonia,2011,0.782999992,0.0,0.000552778,1.015184999,0.082759723,0.0,5.853250027,47.39324951,16.06684494
1586,Estonia,2012,1.001000047,0.0,0.000822222,1.190000057,0.115161389,0.0,6.342999935,43.54446411,19.04924393
1587,Estonia,2013,0.666999996,0.0,0.003805556,1.441746116,0.070860833,0.0,6.453499794,48.42580795,18.80630302
1588,Estonia,2014,0.74000001,0.0,0.008388889,1.636295319,0.072332777,0.0,5.065499783,47.36029053,17.41353798
1589,Estonia,2015,0.778999984,0.0,0.015888888,1.925744414,0.072710276,0.0,4.540999889,41.96261978,17.38144684
1590,Estonia,2016,0.88499999,0.0,0.025916666,1.590160251,0.093696386,0.0,4.980750084,44.06444168,16.95469093
1591,Estonia,2017,1.037999988,0.0,0.038567498,1.924112797,0.069193609,0.0,4.888792515,50.30152893,17.69503212
1592,Estonia,2018,1.261000037,0.0,0.081493609,1.682682514,0.039685834,0.0,5.003572941,49.14067078,17.47477913
1593,Estonia,2019,1.299000025,0.0,0.193743885,1.810913086,0.050083611,0.0,4.660553932,35.80686188,15.58873844
1594,Estonia,2020,1.77699995,0.0,0.333307236,2.21658802,0.078788608,0.0,4.300499916,29.262743,16.42813301
1595,Estonia,2021,2.115846872,0.0,0.659744442,1.941990614,0.081258334,0.0,4.858347893,34.12241745,17.03481865
1596,Europe,1965,2.909000158,0.0,0.0,0.0,1127.94458,61.11317062,1595.903564,9511.277344,6933.429688
1597,Europe,1966,3.979000092,0.0,0.0,0.0,1224.355591,79.03858185,1786.634644,9385.44043,7553.142578
1598,Europe,1967,4.315999985,0.0,0.0,0.0,1214.293335,91.16337585,2008.786133,9256.839844,8203.193359
1599,Europe,1968,4.818000317,0.0,0.0,0.0,1292.505615,104.8329926,2280.008301,9308.797852,8936.365234
1600,Europe,1969,5.244904041,0.0,0.0,0.0,1309.094604,126.9383469,2583.965332,9432.775391,9826.947266
1601,Europe,1970,6.952357292,0.0,0.0,0.0,1382.162598,138.9005127,2980.235596,9301.574219,10877.07617
1602,Europe,1971,7.069883823,0.0,0.0,0.0,1398.80957,159.6222687,3407.776123,9128.503906,11434.07324
1603,Europe,1972,6.947607994,0.0,0.0,0.0,1429.786377,219.4708862,3805.590332,9041.875977,12275.27148
1604,Europe,1973,7.466391087,0.0,0.0,0.0,1446.128418,251.6535645,4218.347168,9165.501953,13148.83594
1605,Europe,1974,7.83506012,0.0,0.0,0.0,1561.188232,308.8340149,4606.603027,9130.070313,12937.70898
1606,Europe,1975,8.300942421,0.0,0.0,0.0,1560.090332,412.2160339,4989.56543,9112.682617,12798.23145
1607,Europe,1976,8.324597359,0.0,0.0,0.0,1490.898926,494.4417419,5461.017578,9350.599609,13493.77441
1608,Europe,1977,8.662291527,0.0,0.0,0.0,1758.560913,602.8950806,5792.314453,9406.339844,13559.6377
1609,Europe,1978,9.235138893,0.0,0.0,0.008861111,1821.194702,664.0004883,6109.833496,9481.176758,14288.75488
1610,Europe,1979,9.617958069,0.0,0.0,0.017750001,1895.087036,743.5408325,6470.533203,9749.822266,14616.5332
1611,Europe,1980,10.604949,0.0,0.0,0.031048333,1884.656128,880.8355713,6579.616699,9730.222656,14167.7207
1612,Europe,1981,10.64352322,0.0,0.0,0.031048333,1905.966675,1154.368774,6774.275391,9603.928711,13576.33887
1613,Europe,1982,9.836120605,0.0,0.0,0.054704167,1853.499878,1284.43811,7038.405762,9685.923828,13103.4502
1614,Europe,1983,10.13665199,0.0,0.0,0.088995554,1919.515259,1495.807983,7458.569336,9767.6875,12790.34082
1615,Europe,1984,10.48847771,0.0,0.003,0.112949722,1995.244019,1907.537109,8014.574219,9707.405273,12839.50098
1616,Europe,1985,11.89873981,0.0,0.003,0.169739157,1924.099854,2255.367432,7673.371094,9429.620117,12087.63184
1617,Europe,1986,12.97520924,0.0,0.003,0.395036668,1888.249146,2395.032471,7815.639648,9419.21582,12438.03613
1618,Europe,1987,12.81740189,0.0,0.0,0.564202487,1991.342163,2535.69043,8216.1875,9503.837891,12472.55859
1619,Europe,1988,13.60969925,0.0,0.003,0.974921405,2068.304688,2783.721436,8473.379883,9326.826172,12468.50195
1620,Europe,1989,13.47467613,0.0,0.026888888,1.523996353,1879.498657,2903.23999,8641.229492,9140.236328,12485.89746
1621,Europe,1990,18.93775177,0.0,0.03695,2.30486083,1910.733032,2873.655518,9065.899414,8624.070313,12604.49316
1622,Europe,1991,19.53473282,0.0,0.045811109,2.897927284,1947.237915,2944.714111,9232.273438,8048.179199,12446.9375
1623,Europe,1992,20.65990257,0.0,0.074175,4.539108753,1998.036621,2961.930176,8846.302734,7558.158691,11973.35352
1624,Europe,1993,22.83309555,0.0,0.095707498,6.756226063,2042.758789,3064.163818,8842.119141,7005.543457,11207.05078
1625,Europe,1994,23.97990036,0.0,0.102548614,8.809559822,2077.449707,2979.244141,8438.881836,6476.772461,10876.20996
1626,Europe,1995,26.28833199,0.0,0.132551119,11.42290401,2086.523193,3054.508789,8537.651367,6357.188965,10733.0166
1627,Europe,1996,26.5230999,0.0,0.141331673,14.27805519,1957.337891,3238.193115,9068.158203,6163.899902,10565.2002
1628,Europe,1997,31.36771965,0.0,0.168322504,21.57270241,2026.477539,3265.973877,8655.780273,5895.841309,10620.09961
1629,Europe,1998,35.30904007,0.0,0.198376939,33.03245163,2100.054199,3227.998291,8868.485352,5670.360352,10740.86426
1630,Europe,1999,37.29869843,0.0,0.237115562,42.05967712,2140.902588,3298.12085,9048.177734,5434.796875,10628.09766
1631,Europe,2000,40.83784866,0.0,0.220180273,66.26673889,2220.466064,3346.949951,9259.316406,5580.73584,10464.43945
1632,Europe,2001,44.78116989,0.0,0.570586383,78.92657471,2238.356689,3436.303467,9413.886719,5552.182129,10656.62012
1633,Europe,2002,50.94703674,0.0,0.918724716,106.2401428,2021.292603,3464.951416,9468.499023,5544.816406,10553.80859
1634,Europe,2003,58.28682327,0.0,1.35926187,130.0774078,1886.635742,3493.02124,9779.31543,5715.427246,10666.91699
1635,Europe,2004,69.2460556,0.0,2.164393902,172.1990814,2018.393799,3504.550537,10045.51563,5570.407715,10724.00195
1636,Europe,2005,79.35106659,0.0,4.330589294,204.9933777,2018.164551,3461.139893,10212.31738,5399.341797,10793.97852
1637,Europe,2006,89.88837433,0.0,7.310085297,238.0290375,1966.195068,3452.658447,10348.0,5594.431152,10895.52344
1638,Europe,2007,99.98390961,0.0,10.96469498,300.1906738,1994.020752,3299.110107,10317.6123,5584.816406,10682.38379
1639,Europe,2008,110.3596268,0.0,21.32575226,340.9291687,2036.11853,3284.852295,10332.94238,5385.916016,10634.05859
1640,Europe,2009,120.6333313,0.0,40.00514984,376.0796204,2033.179443,3130.831787,9584.75,4794.521484,10115.40527
1641,Europe,2010,136.5474091,0.0,65.21232605,417.8141479,2122.022705,3202.68042,10317.74512,4956.086426,10068.5
1642,Europe,2011,145.8356628,0.0,129.9433289,501.9176025,1876.999878,3168.974121,9934.398438,5147.805664,9965.851563
1643,Europe,2012,162.1386871,0.0,198.0607147,573.56604,2005.156738,3093.97168,9704.394531,5267.59668,9708.623047
1644,Europe,2013,172.6667175,0.0,235.8863678,655.654541,2135.649658,3031.115723,9545.573242,5085.505371,9501.007813
1645,Europe,2014,183.3901215,0.0,264.0891724,694.612915,2104.773926,3050.571045,8946.786133,4729.880859,9421.044922
1646,Europe,2015,194.8334503,0.0,291.8780518,827.9968872,1984.917114,3007.29126,8898.147461,4620.250488,9452.68457
1647,Europe,2016,197.5782928,0.0,299.4394226,823.3269653,2057.831055,2925.395996,9313.681641,4403.330566,9657.932617
1648,Europe,2017,202.8266296,0.0,320.6885071,975.5048218,1894.136841,2909.418945,9565.499023,4148.79834,9771.101563
1649,Europe,2018,208.4813843,0.0,341.5918884,1015.198669,2056.393555,2895.887695,9739.818359,4134.544922,9806.185547
1650,Europe,2019,215.0703583,0.0,375.2486267,1154.79895,1936.217163,2880.987305,9746.000977,3578.727783,9810.035156
1651,Europe,2020,219.3716278,0.0,437.8909302,1284.850098,2081.754395,2644.863281,9369.796875,3085.281494,8636.170898
1652,Europe,2021,229.9936676,0.0,484.9103088,1242.020996,2116.456055,2789.52002,10073.81934,3253.385742,9087.599609
1653,Europe (BP),1965,3.009000063,0.0,0.0,0.0,893.5883789,55.8337822,379.1452942,6094.770508,4980.568848
1654,Europe (BP),1966,4.100999832,0.0,0.0,0.0,959.7496948,73.18235016,429.2602539,5847.718262,5467.01123
1655,Europe (BP),1967,4.488999844,0.0,0.0,0.0,959.4328613,84.76792145,514.361084,5658.220703,5934.49707
1656,Europe (BP),1968,4.997000217,0.0,0.0,0.0,994.24823,95.94205475,666.4042969,5745.591309,6525.952637
1657,Europe (BP),1969,5.422904015,0.0,0.0,0.0,978.6921997,116.6303787,859.5315552,5820.681641,7267.227051
1658,Europe (BP),1970,7.118357182,0.0,0.0,0.0,1023.349121,126.4481812,1085.388306,5725.027344,8055.973145
1659,Europe (BP),1971,7.231883526,0.0,0.0,0.0,1033.654541,144.3358765,1336.557861,5480.057617,8453.693359
1660,Europe (BP),1972,7.122608185,0.0,0.0,0.0,1075.85022,191.5691528,1627.107422,5293.954102,9047.59668
1661,Europe (BP),1973,7.663391113,0.0,0.0,0.0,1092.053711,211.0486908,1849.198242,5378.126465,9694.993164
1662,Europe (BP),1974,8.042059898,0.0,0.0,0.0,1180.700073,247.9392242,2094.446533,5329.304688,9126.410156
1663,Europe (BP),1975,8.520941734,0.0,0.0,0.0,1205.005005,331.0188293,2248.595703,5204.39209,8810.393555
1664,Europe (BP),1976,8.48559761,0.0,0.0,0.0,1114.296143,386.1829529,2444.750244,5449.987793,9410.929688
1665,Europe (BP),1977,8.880290985,0.0,0.0,0.0,1349.190308,458.0943909,2560.344727,5436.553223,9328.600586
1666,Europe (BP),1978,9.372138977,0.0,0.0,0.008861111,1346.99353,515.1367798,2663.357666,5536.944824,9800.723633
1667,Europe (BP),1979,9.762957573,0.0,0.0,0.017750001,1416.841064,574.3746948,2811.931885,5778.368164,10024.2832
1668,Europe (BP),1980,10.74094963,0.0,0.0,0.031048333,1374.309937,671.0770874,2808.842773,5886.538086,9348.720703
1669,Europe (BP),1981,10.75352287,0.0,0.0,0.031048333,1391.072388,907.2532959,2781.232666,5786.848633,8711.056641
1670,Europe (BP),1982,9.836120605,0.0,0.0,0.054704167,1378.872559,999.9656372,2728.287354,5819.369629,8287.650391
1671,Europe (BP),1983,10.13665199,0.0,0.0,0.089005277,1419.726929,1179.721924,2837.048828,5900.381836,8057.640137
1672,Europe (BP),1984,10.51057816,0.0,0.003,0.112956941,1434.712036,1499.506836,2971.759766,5890.333008,8105.10791
1673,Europe (BP),1985,11.90473938,0.0,0.003,0.16973111,1487.349487,1973.553467,4026.460693,7239.40332,9066.216797
1674,Europe (BP),1986,13.01880932,0.0,0.003,0.395053893,1437.372314,2096.464844,4129.310059,7178.008301,9345.302734
1675,Europe (BP),1987,12.87530136,0.0,0.0,0.564193606,1565.742554,2181.846191,4311.675293,7235.801758,9388.736328
1676,Europe (BP),1988,13.67809963,0.0,0.003,0.974919438,1677.999756,2401.185303,4348.913086,7086.996094,9435.364258
1677,Europe (BP),1989,13.53727627,0.0,0.026888888,1.524032235,1460.178833,2516.377441,4469.701172,6998.948242,9402.841797
1678,Europe (BP),1990,18.95285225,0.073778629,0.036962502,2.304856062,1485.760376,2537.906494,4826.92041,6665.668945,9582.488281
1679,Europe (BP),1991,19.58943367,0.081890091,0.045833334,2.897932291,1517.206909,2604.258301,4886.939941,6281.051758,9499.900391
1680,Europe (BP),1992,20.71360207,0.234393284,0.074184999,4.539120674,1566.188965,2622.489746,4618.963867,5911.437988,9252.068359
1681,Europe (BP),1993,22.90709496,0.560170531,0.095756114,6.756206036,1627.724243,2725.971924,4642.213867,5524.591309,9040.347656
1682,Europe (BP),1994,24.0489006,1.536079288,0.102573611,8.809568405,1647.62439,2701.678223,4508.473145,5208.037598,8997.250977
1683,Europe (BP),1995,26.53763199,2.412804365,0.132591382,11.42293549,1670.373413,2772.085205,4762.981934,5150.110352,9170.398438
1684,Europe (BP),1996,26.72520065,3.553516388,0.141377777,14.27807426,1620.685303,2928.830322,5277.245117,5004.181152,9265.988281
1685,Europe (BP),1997,31.68751907,4.85744524,0.168330282,21.57269478,1678.620605,2958.109131,5155.936035,4866.930664,9343.251953
1686,Europe (BP),1998,35.57704163,4.514920712,0.198379993,33.04872894,1756.168213,2933.694092,5230.537109,4732.111816,9533.568359
1687,Europe (BP),1999,37.45460129,5.082907677,0.237144724,42.12030792,1768.814331,2952.301758,5438.862793,4470.143066,9395.09082
1688,Europe (BP),2000,41.00024796,7.938362598,0.220216662,66.35990906,1826.522705,2976.044189,5584.936035,4600.328613,9278.999023
1689,Europe (BP),2001,44.94067001,9.210728645,0.570525825,79.1007843,1797.926147,3050.271484,5694.591797,4558.57373,9404.705078
1690,Europe (BP),2002,51.00833511,12.15768719,0.918717802,106.3621826,1646.166382,3068.262451,5712.716309,4556.18457,9374.34668
1691,Europe (BP),2003,58.08862305,15.40260029,1.359281659,130.2305145,1537.552124,3074.627441,5971.038086,4737.727539,9427.989258
1692,Europe (BP),2004,68.9654541,20.48106003,2.164402723,172.3423462,1644.855957,3104.403564,6115.666016,4658.290039,9515.882813
1693,Europe (BP),2005,79.02816772,35.66662216,4.330578804,205.1399689,1637.082886,3050.50415,6275.513184,4549.14502,9582.139648
1694,Europe (BP),2006,89.52851868,55.63931274,7.310094833,238.3827209,1598.922241,3025.519531,6228.661133,4763.257324,9607.595703
1695,Europe (BP),2007,99.74034882,77.41525269,10.96467972,301.1619873,1594.678101,2864.814209,6173.632324,4827.15918,9418.421875
1696,Europe (BP),2008,110.1424255,106.266922,21.32573128,343.2904663,1666.45752,2845.093262,6259.033203,4551.230957,9315.21875
1697,Europe (BP),2009,120.7633209,125.7755661,40.0051384,380.2423401,1646.987671,2692.451172,5774.758301,4074.939453,8854.632813
1698,Europe (BP),2010,136.9276276,149.269577,65.21898651,425.8945313,1803.571655,2748.792236,6229.469238,4261.185059,8754.118164
1699,Europe (BP),2011,146.2205963,158.7677002,129.947937,514.9232788,1571.455078,2711.164795,5804.173828,4439.379395,8518.453125
1700,Europe (BP),2012,163.0321045,171.9264069,198.060791,589.6049805,1715.440308,2626.853271,5657.226563,4538.144531,8228.231445
1701,Europe (BP),2013,174.3453522,157.370163,235.8743286,676.2177124,1803.506836,2579.955322,5543.861328,4390.120117,8079.789551
1702,Europe (BP),2014,186.2032928,167.105835,263.6974487,717.4098511,1744.814087,2580.666992,5000.054199,4122.112305,7925.381348
1703,Europe (BP),2015,198.9237976,168.6959229,291.4727783,858.8729858,1713.03833,2502.163818,5092.0,3944.306885,8125.626465
1704,Europe (BP),2016,204.2285004,171.161438,300.9085693,864.2748413,1743.217896,2420.318359,5374.388184,3803.14502,8315.993164
1705,Europe (BP),2017,211.3012543,184.3172607,326.6931763,1022.523926,1555.220093,2390.644775,5588.086914,3621.812012,8463.625
1706,Europe (BP),2018,218.9219818,199.8973083,360.2637024,1067.089355,1709.742188,2376.491211,5474.007813,3587.220703,8445.149414
1707,Europe (BP),2019,228.0151062,207.6008606,396.5624084,1210.81311,1657.056152,2352.364746,5544.841797,3060.026611,8410.384766
1708,Europe (BP),2020,234.3545532,212.0363007,461.3123474,1346.581543,1727.877686,2099.869385,5419.551758,2633.679688,7291.36084
1709,Europe (BP),2021,247.9351807,213.9150391,511.6967468,1316.251221,1699.93042,2216.591797,5710.632324,2781.195557,7658.501465
1710,European Union (27),1965,2.90899992,0.0,0.0,0.0,626.3081665,12.88799286,367.0913696,4557.674316,3844.244141
1711,European Union (27),1966,3.979000092,0.0,0.0,0.0,681.4494629,15.81630802,416.6446533,4377.40625,4236.734863
1712,European Union (27),1967,4.315999985,0.0,0.0,0.0,657.0211792,18.71908569,495.3582764,4293.374023,4601.550293
1713,European Union (27),1968,4.81799984,0.0,0.0,0.0,669.9972534,21.62753868,628.4307861,4372.669434,5090.0
1714,European Union (27),1969,5.243000031,0.0,0.0,0.0,657.805603,32.4696846,789.8718262,4476.926758,5719.058105
1715,European Union (27),1970,6.940266132,0.0,0.0,0.0,694.0725708,47.62768936,956.755188,4439.797852,6391.131836
1716,European Union (27),1971,7.057850838,0.0,0.0,0.0,689.6519775,62.22102737,1133.068604,4313.192383,6730.612793
1717,European Union (27),1972,6.925943851,0.0,0.0,0.0,723.9785767,97.31257629,1340.764404,4248.197754,7222.543457
1718,European Union (27),1973,7.442191124,0.0,0.0,0.0,720.1218262,113.7020645,1538.979858,4253.132324,7783.380859
1719,European Union (27),1974,7.829308987,0.0,0.0,0.0,777.7396851,132.497757,1723.564697,4307.38916,7325.057129
1720,European Union (27),1975,8.282594681,0.0,0.0,0.0,783.3225708,222.9123383,1857.868164,4168.644531,7157.833984
1721,European Union (27),1976,8.305584908,0.0,0.0,0.0,683.5458984,261.0655518,2030.190186,4389.214355,7719.072754
1722,European Union (27),1977,8.646164894,0.0,0.0,0.0,909.5275879,321.5105896,2115.397461,4372.084473,7590.744141
1723,European Union (27),1978,9.118854523,0.0,0.0,0.008861111,885.5575562,385.6921997,2197.081543,4480.24707,7987.10498
1724,European Union (27),1979,9.285327911,0.0,0.0,0.017750001,928.269043,432.1783142,2298.784424,4640.877441,8215.264648
1725,European Union (27),1980,10.3872776,0.0,0.0,0.031048333,880.3183594,525.3167725,2290.25,4812.972168,7723.496094
1726,European Union (27),1981,10.08438969,0.0,0.0,0.031048333,868.8314819,755.1908569,2253.893311,4692.39502,7195.957031
1727,European Union (27),1982,9.287153244,0.0,0.0,0.054704167,854.237793,825.0668945,2193.687256,4765.570801,6757.837891
1728,European Union (27),1983,9.568938255,0.0,0.0,0.089005277,871.3703003,982.3613892,2276.896729,4806.879395,6528.583008
1729,European Union (27),1984,9.946245193,0.0,0.0,0.112956941,883.7423706,1281.475098,2394.410645,4987.180664,6389.343262
1730,European Union (27),1985,11.35750675,0.0,0.0,0.16973111,902.3907471,1573.872803,2511.422852,5126.362793,6637.494629
1731,European Union (27),1986,12.27887058,0.0,0.0,0.395053893,852.5099487,1732.606567,2547.807373,4996.920898,6861.078125
1732,European Union (27),1987,12.05126572,0.0,0.0,0.564193606,936.0927734,1804.452271,2681.791504,5043.876465,6879.44043
1733,European Union (27),1988,12.82409191,0.0,0.0,0.974919438,988.2218628,1940.86792,2679.201416,4978.217285,6902.184082
1734,European Union (27),1989,12.65916824,0.0,0.026888888,1.497419477,807.0754395,2046.441895,2773.624512,4990.760254,6913.959961
1735,European Union (27),1990,17.34304237,0.073778629,0.034005277,2.278243065,842.1671143,2068.582764,2913.042969,4546.389648,7062.678223
1736,European Union (27),1991,17.8698082,0.081890091,0.039919443,2.871319532,882.4862061,2126.22876,2982.068604,4285.256348,7076.558105
1737,European Union (27),1992,18.72093391,0.234393284,0.065313891,4.441539764,918.5212402,2129.209717,2883.69751,3984.926514,7098.55957
1738,European Union (27),1993,20.58682251,0.560170531,0.083928332,6.113276005,941.9867554,2193.130859,2941.936768,3809.954102,6990.849609
1739,European Union (27),1994,21.32203484,1.536079288,0.087788612,7.790556431,969.7946167,2187.169678,2905.95874,3722.742676,7022.494629
1740,European Union (27),1995,23.43655396,2.412804365,0.114849441,10.26209354,966.8248901,2249.38916,3147.951904,3674.750244,7176.170898
1741,European Union (27),1996,23.38707924,3.553516388,0.120678887,12.83037472,962.3028564,2363.553711,3419.709961,3682.930908,7313.562012
1742,European Union (27),1997,27.91599083,4.85744524,0.147631392,19.59282494,989.7974854,2382.628174,3328.07666,3572.786621,7378.535156
1743,European Union (27),1998,30.97089767,4.514920712,0.174724162,30.41981316,1022.289734,2365.125732,3419.599609,3410.591553,7596.805664
1744,European Union (27),1999,31.64212608,5.082907677,0.204617783,39.48461151,1015.836121,2407.615234,3505.422852,3249.387695,7540.525879
1745,European Union (27),2000,34.45397568,7.938362598,0.169060558,63.34635925,1053.361938,2440.701904,3588.841064,3293.935059,7441.536621
1746,European Union (27),2001,37.54808426,9.210728645,0.510489166,75.93776703,1103.719727,2506.508789,3713.280518,3285.513672,7545.883789
1747,European Union (27),2002,43.09376907,12.13959885,0.849915028,102.3532791,923.5915527,2528.01709,3739.979004,3303.570801,7493.472656
1748,European Union (27),2003,49.07162476,15.21267319,1.279319406,125.5664749,889.2373047,2525.306885,3941.938232,3416.377686,7525.324707
1749,European Union (27),2004,58.59467697,20.30922127,2.081779957,165.7064667,938.4040527,2568.526611,4048.0625,3356.359863,7570.95459
1750,European Union (27),2005,66.76234436,34.85649872,4.228148937,195.0164337,880.2737427,2518.674561,4186.89209,3246.227783,7589.904297
1751,European Union (27),2006,75.9177475,53.32939529,7.188675404,223.9603882,884.9674683,2497.723145,4173.682617,3334.460449,7594.563477
1752,European Union (27),2007,84.69179535,72.92564392,10.82026768,282.5142517,873.8502197,2367.450439,4105.031738,3366.726318,7432.350586
1753,European Union (27),2008,94.22541046,95.871315,21.14990044,318.1830139,919.5501099,2387.131836,4187.07666,3119.536621,7359.427734
1754,European Union (27),2009,103.1747589,113.0789185,39.77108765,347.1891785,921.9758911,2211.372314,3933.273682,2766.013428,6941.885742
1755,European Union (27),2010,117.3570404,134.4369354,64.80340576,386.5262451,1034.935425,2275.171631,4228.098145,2902.249268,6882.103027
1756,European Union (27),2011,125.2722778,144.7620087,128.6666412,453.8327332,847.2767334,2218.433594,3890.439209,2985.256348,6675.776855
1757,European Union (27),2012,139.5603943,158.9971466,192.5286407,513.8070068,906.6640625,2137.015381,3821.749512,2971.632813,6403.577148
1758,European Union (27),2013,146.5854187,139.0065613,227.3444824,571.0341797,999.4450073,2109.212158,3745.064453,2916.173584,6241.974609
1759,European Union (27),2014,152.7762604,149.7469788,249.0561981,598.0915527,999.4321899,2113.005127,3313.77832,2777.12915,6116.588379
1760,European Union (27),2015,157.9100037,154.0109558,266.1421814,708.53302,898.8029785,2033.835083,3467.134766,2771.256836,6217.449707
1761,European Union (27),2016,159.7005157,154.0841064,265.0810852,714.1912231,917.6862793,1973.395752,3681.617676,2661.107178,6335.882324
1762,European Union (27),2017,162.6998291,164.5177155,281.7287292,831.105835,775.2106323,1940.064087,3851.799561,2569.724121,6444.988281
1763,European Union (27),2018,164.3521271,176.6453857,297.6565857,848.2352905,906.2437134,1935.049927,3781.070557,2512.287598,6457.744629
1764,European Union (27),2019,168.3245392,178.2895813,324.9282227,960.3956299,837.8366089,1936.351563,3918.456787,2026.927734,6442.609375
1765,European Union (27),2020,170.0191803,185.5731506,376.2969055,1043.433716,901.4434814,1723.176025,3803.422363,1658.078003,5621.985352
1766,European Union (27),2021,180.0787048,189.4085083,420.2912903,1019.188416,901.0558472,1838.434814,3966.248291,1871.224609,5921.541016
1767,Finland,1965,0.0,0.0,0.0,0.0,27.65830421,0.0,0.0,20.25982094,67.48548126
1768,Finland,1966,0.0,0.0,0.0,0.0,30.69593811,0.0,0.0,18.80453491,81.8646698
1769,Finland,1967,0.0,0.0,0.0,0.0,34.38769531,0.0,0.0,18.09189606,85.77259827
1770,Finland,1968,0.0,0.0,0.0,0.0,31.01553154,0.0,0.0,21.78861809,97.22670746
1771,Finland,1969,0.0,0.0,0.0,0.0,25.86021423,0.0,0.0,26.13805199,112.9222107
1772,Finland,1970,0.0,0.0,0.0,0.0,28.16308212,0.0,0.0,26.56749916,126.9779434
1773,Finland,1971,0.0,0.0,0.0,0.0,31.58303452,0.0,0.0,23.57944489,131.4188995
1774,Finland,1972,0.0,0.0,0.0,0.0,30.6929512,0.0,0.0,26.15777779,139.8599243
1775,Finland,1973,0.0,0.0,0.0,0.0,31.28434944,0.0,0.0,29.03194427,156.4622498
1776,Finland,1974,0.0,0.0,0.0,0.0,37.56272507,0.0,4.444444656,29.58527756,136.3468781
1777,Finland,1975,0.0,0.0,0.0,0.0,36.10214996,0.0,7.355000019,26.80500031,140.989151
1778,Finland,1976,0.0,0.0,0.0,0.0,28.0376339,0.0,8.618332863,36.11999893,151.263916
1779,Finland,1977,0.0,0.0,0.0,0.0,36.02150345,7.497013092,8.765000343,36.42083359,148.2377472
1780,Finland,1978,0.0,0.0,0.0,0.0,28.97550774,9.19653511,9.543333054,49.0941658,149.1116486
1781,Finland,1979,0.0,0.0,0.0,0.0,32.14456558,18.99641609,9.509444237,47.31305695,157.8828278
1782,Finland,1980,0.0,0.0,0.0,0.0,30.21206665,19.78793335,8.945555687,53.68805695,152.0291443
1783,Finland,1981,0.0,0.0,0.0,0.0,40.37634277,41.32317734,7.118055344,32.99416733,145.4185944
1784,Finland,1982,0.0,0.0,0.0,0.0,38.70370483,47.2700119,6.723333359,36.59638977,134.6000824
1785,Finland,1983,0.0,0.0,0.0,0.0,40.15830231,49.93130112,6.520277977,39.7508316,125.0057602
1786,Finland,1984,0.0,0.0,0.0,0.0,39.17264175,53.16308212,7.467777729,45.78277588,126.7537918
1787,Finland,1985,0.0,0.0,0.0,0.0,36.47252274,53.70370483,9.47555542,58.02583313,128.0635223
1788,Finland,1986,0.0,0.0,0.0,0.0,36.63679886,53.75746536,11.47222233,53.05527878,134.1048431
1789,Finland,1987,0.0,0.0,0.0,0.0,40.79450607,55.35842133,15.17222214,59.42694473,133.5477448
1790,Finland,1988,0.0,0.0,0.0,0.0,39.51314163,55.09856796,16.31999969,59.5,131.8769226
