date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
59.0,6,42,34,1135,0.071598977,-0.060447514,1211,0.03468208,0.028075971,0.93724197,0.062758051,Health,Health,01-12-1992,1992-12-01,1992.0,12.0,4.0
59.0,3,783,955,10116,0.15396459,-0.16670141,11854,0.066053651,0.080563523,0.85338283,0.14661717,Clothing and footwear,Clothing and footwear,01-12-1992,1992-12-01,1992.0,12.0,4.0
59.0,8,27,23,350,0.06087248,-0.08051981,400,0.067500003,0.057500001,0.875,0.125,Communication,Communication,01-12-1992,1992-12-01,1992.0,12.0,4.0
59.0,2,2074,1435,3707,0.029197225,-0.040404063,7216,0.28741685,0.19886364,0.5137195,0.4862805,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-1992,1992-12-01,1992.0,12.0,4.0
59.0,11,597,174,9273,0.060606003,-0.064102508,10044,0.059438471,0.017323775,0.92323774,0.076762244,Restaurants and Hotels,Restaurants & Hotels,01-12-1992,1992-12-01,1992.0,12.0,4.0
59.0,9,485,363,6489,0.083507538,-0.11743903,7337,0.066103309,0.049475264,0.88442141,0.11557858,Recreation and culture,Recreation & culture,01-12-1992,1992-12-01,1992.0,12.0,4.0
60.0,11,766,341,8604,0.0625,-0.062500015,9711,0.078879625,0.035114817,0.88600558,0.11399444,Restaurants and Hotels,Restaurants & Hotels,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,7,425,1209,1979,0.07390593,-0.063999474,3613,0.11763078,0.33462498,0.54774427,0.45225576,Transport,Transport,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,6,73,43,1047,0.06028473,-0.082625471,1163,0.062768705,0.036973346,0.90025795,0.099742055,Health,Health,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,5,750,2349,6149,0.082301058,-0.11121956,9248,0.081098616,0.25400087,0.66490054,0.33509949,"Furnishings, household equipment and maintenance",Household,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,2,2066,465,4568,0.044682752,-0.030030049,7099,0.29102692,0.065502182,0.64347088,0.35652912,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,8,41,55,281,0.14322485,-0.080059618,377,0.10875332,0.1458886,0.74535811,0.25464192,Communication,Communication,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,3,693,2588,7601,0.13409095,-0.22737609,10882,0.063683145,0.23782393,0.69849294,0.30150709,Clothing and footwear,Clothing and footwear,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,9,624,710,5434,0.086349323,-0.10178933,6768,0.092198581,0.10490543,0.80289596,0.19710401,Recreation and culture,Recreation & culture,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,1,4064,2575,13487,0.079277828,-0.10152549,20126,0.20192786,0.12794395,0.67012817,0.3298718,Food and non-alcoholic beverages,Food & drink,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,12,350,426,3313,0.090600558,-0.11117288,4089,0.085595503,0.10418195,0.81022257,0.18977746,Miscellaneous goods and services,Misc,01-01-1993,1993-01-01,1993.0,1.0,1.0
60.0,4,221,187,2459,0.096444219,-0.089495957,2867,0.077084057,0.065224975,0.85769099,0.14230904,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-1993,1993-01-01,1993.0,1.0,1.0
61.0,6,49,20,926,0.069930114,-0.042893685,995,0.049246233,0.020100502,0.93065327,0.069346733,Health,Health,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,4,318,79,2607,0.068360493,-0.080267563,3004,0.10585885,0.02629827,0.86784285,0.13215712,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,5,1227,697,7393,0.11123471,-0.083990037,9317,0.13169475,0.074809492,0.79349577,0.20650424,"Furnishings, household equipment and maintenance",Household,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,3,1148,911,9030,0.22399154,-0.20005919,11089,0.10352602,0.082153484,0.8143205,0.1856795,Clothing and footwear,Clothing and footwear,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,1,4543,2579,13748,0.072129294,-0.088036358,20870,0.21768089,0.12357451,0.65874463,0.3412554,Food and non-alcoholic beverages,Food & drink,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,9,911,382,5486,0.090991899,-0.1259478,6779,0.1343856,0.056350496,0.80926389,0.1907361,Recreation and culture,Recreation & culture,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,7,1261,198,2170,0.050632913,-0.052631579,3629,0.34747866,0.054560486,0.59796089,0.40203914,Transport,Transport,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,11,598,187,9550,0.060657039,-0.05489099,10335,0.057861634,0.018093856,0.92404449,0.075955488,Restaurants and Hotels,Restaurants & Hotels,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,8,58,34,262,0.099052727,-0.13434961,354,0.16384181,0.096045196,0.74011302,0.25988701,Communication,Communication,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,2,1028,438,4069,0.03813161,-0.025380747,5535,0.18572719,0.079132788,0.73514003,0.26485997,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-1993,1993-02-01,1993.0,2.0,1.0
61.0,12,517,257,3425,0.08372093,-0.084182903,4199,0.12312455,0.061205048,0.81567037,0.1843296,Miscellaneous goods and services,Misc,01-02-1993,1993-02-01,1993.0,2.0,1.0
62.0,7,1156,313,2784,0.055768989,-0.056975238,4253,0.27180815,0.073595107,0.65459675,0.34540325,Transport,Transport,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,1,5372,2750,13787,0.072376475,-0.093621276,21909,0.24519604,0.12551919,0.62928474,0.37071523,Food and non-alcoholic beverages,Food & drink,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,5,1840,834,8314,0.10586865,-0.10664956,10988,0.1674554,0.075900979,0.75664359,0.24335638,"Furnishings, household equipment and maintenance",Household,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,8,28,43,337,0.085453898,-0.1269823,408,0.068627454,0.10539216,0.82598037,0.1740196,Communication,Communication,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,12,523,189,3996,0.10050251,-0.10003334,4708,0.11108751,0.040144436,0.84876806,0.15123194,Miscellaneous goods and services,Misc,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,4,291,171,2962,0.047120433,-0.030134745,3424,0.084988318,0.049941588,0.8650701,0.13492991,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,2,1037,482,4626,0.032798577,-0.033361103,6145,0.16875508,0.078437753,0.75280714,0.24719283,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,6,35,19,1030,0.082474142,-0.083752185,1084,0.032287821,0.017527675,0.95018452,0.049815498,Health,Health,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,3,1089,909,9735,0.20010674,-0.16187608,11733,0.092815138,0.077473789,0.82971108,0.17028892,Clothing and footwear,Clothing and footwear,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,9,637,526,6696,0.10359089,-0.10332353,7859,0.08105357,0.066929638,0.85201681,0.14798321,Recreation and culture,Recreation & culture,01-03-1993,1993-03-01,1993.0,3.0,1.0
62.0,11,806,194,10370,0.04695024,-0.060661774,11370,0.070888303,0.017062444,0.91204923,0.087950751,Restaurants and Hotels,Restaurants & Hotels,01-03-1993,1993-03-01,1993.0,3.0,1.0
63.0,8,29,32,383,0.11579773,-0.11353976,444,0.065315314,0.072072074,0.86261261,0.13738739,Communication,Communication,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,9,735,733,6707,0.10237022,-0.11699612,8175,0.089908257,0.08966361,0.82042813,0.17957187,Recreation and culture,Recreation & culture,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,2,3685,337,2117,0.034146309,-0.028929092,6139,0.60026062,0.054894935,0.34484443,0.65515554,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,1,4200,3344,14460,0.071685456,-0.090316035,22004,0.19087438,0.15197237,0.65715325,0.34284675,Food and non-alcoholic beverages,Food & drink,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,3,856,998,10055,0.15441436,-0.17952418,11909,0.071878411,0.083802164,0.8443194,0.15568057,Clothing and footwear,Clothing and footwear,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,6,329,15,741,0.047846962,-0.23981658,1085,0.30322582,0.013824885,0.6829493,0.3170507,Health,Health,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,4,214,261,2944,0.055710319,-0.060092703,3419,0.062591404,0.076338112,0.86107051,0.13892952,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,7,1753,176,2529,0.070376411,-0.037878774,4458,0.39322567,0.039479587,0.56729478,0.43270525,Transport,Transport,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,11,3262,255,7653,0.05316145,-0.050820015,11170,0.29203224,0.022829005,0.68513876,0.31486124,Restaurants and Hotels,Restaurants & Hotels,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,5,1409,1123,8738,0.1012658,-0.12098342,11270,0.12502219,0.099645078,0.77533275,0.22466727,"Furnishings, household equipment and maintenance",Household,01-04-1993,1993-04-01,1993.0,4.0,2.0
63.0,12,470,262,4064,0.073170781,-0.091040358,4796,0.097998329,0.054628856,0.84737283,0.15262718,Miscellaneous goods and services,Misc,01-04-1993,1993-04-01,1993.0,4.0,2.0
64.0,6,88,33,952,0.043435656,-0.075737298,1073,0.082013048,0.030754892,0.88723207,0.11276794,Health,Health,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,4,214,737,2546,0.083681926,-0.11269842,3497,0.06119531,0.21075207,0.72805262,0.27194738,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,3,816,725,11003,0.16694492,-0.18333334,12544,0.065051019,0.057796557,0.87715244,0.12284757,Clothing and footwear,Clothing and footwear,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,9,608,507,7087,0.10003002,-0.10022552,8202,0.074128263,0.061814193,0.86405754,0.13594246,Recreation and culture,Recreation & culture,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,7,619,573,3309,0.066130593,-0.056226294,4501,0.13752499,0.12730505,0.73516995,0.26483005,Transport,Transport,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,5,1308,1045,9293,0.11111111,-0.10020505,11646,0.11231324,0.089730382,0.79795641,0.20204362,"Furnishings, household equipment and maintenance",Household,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,1,4307,2486,15559,0.078517474,-0.092307702,22352,0.19268969,0.11122047,0.69608986,0.30391017,Food and non-alcoholic beverages,Food & drink,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,12,497,237,4139,0.07692308,-0.088383645,4873,0.10199056,0.048635338,0.84937412,0.1506259,Miscellaneous goods and services,Misc,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,2,1394,484,4471,0.042857219,-0.026960758,6349,0.21956214,0.076232478,0.70420539,0.29579461,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,11,920,287,10162,0.05198862,-0.050125297,11369,0.080921806,0.025244085,0.89383411,0.10616589,Restaurants and Hotels,Restaurants & Hotels,01-05-1993,1993-05-01,1993.0,5.0,2.0
64.0,8,17,24,401,0.18036319,-0.086977601,442,0.03846154,0.054298643,0.90723979,0.092760183,Communication,Communication,01-05-1993,1993-05-01,1993.0,5.0,2.0
65.0,7,1100,250,3276,0.061708771,-0.062893085,4626,0.23778643,0.054042369,0.70817119,0.29182881,Transport,Transport,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,11,1035,243,10549,0.057446748,-0.049256276,11827,0.087511629,0.020546207,0.89194214,0.10805783,Restaurants and Hotels,Restaurants & Hotels,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,5,871,1506,9852,0.10561145,-0.10005002,12229,0.071224138,0.12314989,0.80562598,0.19437402,"Furnishings, household equipment and maintenance",Household,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,4,180,177,3321,0.070345685,-0.10588264,3678,0.048939642,0.048123982,0.9029364,0.097063623,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,3,838,1035,11382,0.10007507,-0.16694492,13255,0.063221425,0.078083739,0.85869485,0.14130516,Clothing and footwear,Clothing and footwear,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,9,516,584,7417,0.10043904,-0.10093521,8517,0.060584713,0.068568744,0.87084657,0.12915346,Recreation and culture,Recreation & culture,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,12,324,231,4514,0.075268835,-0.12501563,5069,0.063917935,0.045571119,0.89051098,0.10948905,Miscellaneous goods and services,Misc,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,1,3589,3124,16506,0.075949371,-0.090353265,23219,0.15457168,0.13454498,0.71088332,0.28911668,Food and non-alcoholic beverages,Food & drink,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,2,745,616,5167,0.028382521,-0.032362431,6528,0.11412378,0.094362743,0.7915135,0.20848653,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,8,27,36,397,0.065088607,-0.12305224,460,0.058695652,0.078260869,0.86304349,0.13695651,Communication,Communication,01-06-1993,1993-06-01,1993.0,6.0,2.0
65.0,6,82,53,973,0.043165512,-0.068148665,1108,0.074007221,0.047833934,0.87815887,0.12184115,Health,Health,01-06-1993,1993-06-01,1993.0,6.0,2.0
66.0,3,776,2132,9860,0.15160704,-0.2230728,12768,0.060776941,0.16697995,0.77224308,0.22775689,Clothing and footwear,Clothing and footwear,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,2,674,701,5090,0.043668184,-0.040322542,6465,0.10425367,0.10843001,0.78731632,0.21268368,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,6,33,34,1052,0.043165512,-0.17142859,1119,0.029490616,0.030384272,0.94012511,0.059874889,Health,Health,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,4,182,168,3290,0.081259564,-0.060810849,3640,0.050000001,0.046153847,0.90384614,0.096153848,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,5,761,1862,9116,0.095693804,-0.10074198,11739,0.064826645,0.15861657,0.77655679,0.22344321,"Furnishings, household equipment and maintenance",Household,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,7,327,845,3429,0.063682422,-0.071428575,4601,0.071071506,0.18365572,0.74527276,0.25472724,Transport,Transport,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,12,434,311,4197,0.1010101,-0.10021949,4942,0.087818697,0.062929988,0.84925133,0.15074869,Miscellaneous goods and services,Misc,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,8,21,33,391,0.16863433,-0.16640483,445,0.047191013,0.074157305,0.87865168,0.12134832,Communication,Communication,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,9,550,749,6999,0.10000334,-0.14321533,8298,0.066281028,0.090262711,0.84345627,0.15654373,Recreation and culture,Recreation & culture,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,1,3989,3547,15355,0.075949371,-0.092167884,22891,0.17426063,0.15495172,0.67078763,0.32921237,Food and non-alcoholic beverages,Food & drink,01-07-1993,1993-07-01,1993.0,7.0,3.0
66.0,11,1554,229,9715,0.057088781,-0.057189524,11498,0.13515393,0.019916506,0.84492958,0.15507044,Restaurants and Hotels,Restaurants & Hotels,01-07-1993,1993-07-01,1993.0,7.0,3.0
67.0,2,2214,446,3789,0.029846374,-0.035087686,6449,0.34330904,0.06915801,0.58753294,0.41246706,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,4,256,105,3369,0.048805892,-0.067115232,3730,0.068632707,0.028150134,0.90321714,0.096782841,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,5,1507,967,9306,0.11120618,-0.10005002,11780,0.12792869,0.082088284,0.78998303,0.21001697,"Furnishings, household equipment and maintenance",Household,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,6,97,24,1003,0.05504591,-0.08139538,1124,0.086298935,0.021352313,0.89234877,0.10765125,Health,Health,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,3,1536,1200,10032,0.20731954,-0.20010005,12768,0.12030075,0.093984962,0.78571427,0.21428572,Clothing and footwear,Clothing and footwear,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,12,435,284,4229,0.10003341,-0.09047617,4948,0.08791431,0.05739693,0.85468876,0.14531124,Miscellaneous goods and services,Misc,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,9,845,656,6830,0.11296085,-0.091818593,8331,0.1014284,0.07874205,0.81982952,0.18017045,Recreation and culture,Recreation & culture,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,8,55,23,382,0.064500548,-0.11593024,460,0.11956522,0.050000001,0.8304348,0.16956522,Communication,Communication,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,7,300,572,3796,0.05807903,-0.047485989,4668,0.064267352,0.12253642,0.81319624,0.18680377,Transport,Transport,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,1,3232,3487,16564,0.07600005,-0.099806026,23283,0.13881373,0.14976592,0.71142036,0.28857964,Food and non-alcoholic beverages,Food & drink,01-08-1993,1993-08-01,1993.0,8.0,3.0
67.0,11,964,254,10531,0.04773901,-0.050632924,11749,0.082049534,0.021618862,0.89633161,0.10366839,Restaurants and Hotels,Restaurants & Hotels,01-08-1993,1993-08-01,1993.0,8.0,3.0
68.0,8,44,28,391,0.069919303,-0.082368053,463,0.095032394,0.060475163,0.84449244,0.15550756,Communication,Communication,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,6,74,28,999,0.047846962,-0.16453087,1101,0.067211628,0.025431426,0.90735698,0.092643052,Health,Health,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,4,679,154,2859,0.083333336,-0.12019225,3692,0.18391116,0.041711811,0.77437705,0.22562297,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,7,802,349,3515,0.064727426,-0.050535537,4666,0.17188169,0.074796401,0.75332189,0.24667808,Transport,Transport,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,5,1523,950,9375,0.10001,-0.10276683,11848,0.1285449,0.080182306,0.79127276,0.20872721,"Furnishings, household equipment and maintenance",Household,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,2,1700,345,4424,0.033444785,-0.034619473,6469,0.26279178,0.053331271,0.68387693,0.31612307,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,11,905,229,10700,0.054959964,-0.057995483,11834,0.076474562,0.019351022,0.90417439,0.095825583,Restaurants and Hotels,Restaurants & Hotels,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,9,577,572,7194,0.12264867,-0.1001001,8343,0.069159776,0.068560466,0.86227977,0.13772024,Recreation and culture,Recreation & culture,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,3,1199,647,10267,0.20040081,-0.16680567,12113,0.098984562,0.053413689,0.84760177,0.15239826,Clothing and footwear,Clothing and footwear,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,1,2947,3632,16809,0.092307702,-0.11235951,23388,0.12600479,0.15529332,0.7187019,0.2812981,Food and non-alcoholic beverages,Food & drink,01-09-1993,1993-09-01,1993.0,9.0,3.0
68.0,12,479,237,4227,0.10005002,-0.071121819,4943,0.096904717,0.047946591,0.85514867,0.14485131,Miscellaneous goods and services,Misc,01-09-1993,1993-09-01,1993.0,9.0,3.0
69.0,2,944,540,5240,0.0271028,-0.036363602,6724,0.14039262,0.080309339,0.77929801,0.22070196,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,6,50,46,1016,0.050697114,-0.12251352,1112,0.04496403,0.041366905,0.91366905,0.086330935,Health,Health,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,9,452,574,7501,0.11995132,-0.11123471,8527,0.053008091,0.067315586,0.87967634,0.12032367,Recreation and culture,Recreation & culture,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,7,384,736,3616,0.06164512,-0.067431152,4736,0.081081077,0.1554054,0.76351351,0.23648648,Transport,Transport,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,1,3335,3761,16689,0.084389657,-0.10322579,23785,0.14021441,0.15812486,0.70166069,0.29833928,Food and non-alcoholic beverages,Food & drink,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,8,36,40,372,0.057301152,-0.09708038,448,0.080357142,0.089285716,0.83035713,0.16964287,Communication,Communication,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,12,508,280,4181,0.08699435,-0.1108015,4969,0.10223385,0.056349367,0.84141678,0.15858322,Miscellaneous goods and services,Misc,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,5,1269,1285,9426,0.100005,-0.10660981,11980,0.10592654,0.1072621,0.78681135,0.21318865,"Furnishings, household equipment and maintenance",Household,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,3,1079,985,10596,0.14028329,-0.16674078,12660,0.085229069,0.077804111,0.83696681,0.16303319,Clothing and footwear,Clothing and footwear,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,4,344,184,3194,0.079015687,-0.076898485,3722,0.092423432,0.049435787,0.85814077,0.14185922,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-1993,1993-10-01,1993.0,10.0,4.0
69.0,11,922,265,10829,0.051399812,-0.050925951,12016,0.076731026,0.022053927,0.90121502,0.098784953,Restaurants and Hotels,Restaurants & Hotels,01-10-1993,1993-10-01,1993.0,10.0,4.0
70.0,2,456,1015,5270,0.025479039,-0.049049057,6741,0.067645751,0.15057114,0.7817831,0.2182169,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,4,196,122,3406,0.087272733,-0.062578224,3724,0.052631579,0.032760471,0.91460794,0.08539205,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,7,423,570,3778,0.063906722,-0.06666667,4771,0.088660657,0.11947181,0.79186755,0.20813248,Transport,Transport,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,5,1199,1042,9864,0.11111934,-0.10001,12105,0.099049978,0.086080134,0.81486988,0.18513012,"Furnishings, household equipment and maintenance",Household,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,12,348,272,4393,0.083923176,-0.12587409,5013,0.069419511,0.054258928,0.87632155,0.12367844,Miscellaneous goods and services,Misc,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,8,35,24,394,0.080191538,-0.065094694,453,0.077262692,0.052980132,0.86975718,0.13024282,Communication,Communication,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,1,3220,3880,16984,0.091244243,-0.11538456,24084,0.13369872,0.1611028,0.70519847,0.29480153,Food and non-alcoholic beverages,Food & drink,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,3,921,980,11573,0.17657445,-0.16045475,13474,0.068353869,0.072732672,0.85891348,0.14108655,Clothing and footwear,Clothing and footwear,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,11,688,227,11132,0.05131577,-0.04528369,12047,0.057109654,0.018842865,0.92404747,0.075952515,Restaurants and Hotels,Restaurants & Hotels,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,6,107,32,984,0.077220075,-0.060606062,1123,0.095280498,0.028495103,0.8762244,0.1237756,Health,Health,01-11-1993,1993-11-01,1993.0,11.0,4.0
70.0,9,543,387,7728,0.11117291,-0.096223548,8658,0.062716566,0.044698544,0.89258492,0.10741511,Recreation and culture,Recreation & culture,01-11-1993,1993-11-01,1993.0,11.0,4.0
71.0,11,622,196,11078,0.052763138,-0.060661778,11896,0.052286483,0.016476126,0.9312374,0.068762608,Restaurants and Hotels,Restaurants & Hotels,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,7,1703,127,2876,0.056447443,-0.071353152,4706,0.36187845,0.026986826,0.61113471,0.38886529,Transport,Transport,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,9,397,416,7799,0.091743141,-0.12137204,8612,0.046098467,0.048304692,0.90559685,0.094403163,Recreation and culture,Recreation & culture,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,4,174,83,3455,0.087336265,-0.095860705,3712,0.046875,0.022359913,0.93076509,0.069234915,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,1,3181,2870,17999,0.091971226,-0.10122716,24050,0.13226612,0.11933472,0.7483992,0.25160083,Food and non-alcoholic beverages,Food & drink,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,12,240,289,4537,0.088951722,-0.11584114,5066,0.047374655,0.05704698,0.89557838,0.10442163,Miscellaneous goods and services,Misc,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,6,51,36,1036,0.083814874,-0.14819181,1123,0.045414068,0.032056991,0.92252892,0.077471063,Health,Health,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,2,1548,826,4256,0.046610229,-0.046212077,6630,0.23348416,0.12458522,0.64193064,0.35806939,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,5,1075,806,10079,0.11561735,-0.10933346,11960,0.08988294,0.067391306,0.84272575,0.15727425,"Furnishings, household equipment and maintenance",Household,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,3,808,868,12051,0.15396459,-0.16694492,13727,0.058862098,0.063233048,0.87790483,0.12209515,Clothing and footwear,Clothing and footwear,01-12-1993,1993-12-01,1993.0,12.0,4.0
71.0,8,29,12,399,0.13730325,-0.06725356,440,0.065909088,0.027272727,0.90681821,0.093181819,Communication,Communication,01-12-1993,1993-12-01,1993.0,12.0,4.0
72.0,7,497,817,3386,0.054293707,-0.07625483,4700,0.10574468,0.17382979,0.72042555,0.27957448,Transport,Transport,01-01-1994,1994-01-01,1994.0,1.0,1.0
72.0,9,506,990,6926,0.10385614,-0.1309265,8422,0.060080741,0.11754928,0.82236999,0.17763002,Recreation and culture,Recreation & culture,01-01-1994,1994-01-01,1994.0,1.0,1.0
72.0,5,611,2509,8766,0.080016062,-0.11137042,11886,0.051405013,0.21108867,0.73750633,0.26249367,"Furnishings, household equipment and maintenance",Household,01-01-1994,1994-01-01,1994.0,1.0,1.0
72.0,2,3185,247,3145,0.049999952,-0.042449959,6577,0.48426333,0.037555117,0.47818154,0.52181846,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-1994,1994-01-01,1994.0,1.0,1.0
