data,classificacao,faixa_etaria,feminino,masculino,total,ultima_atualizacao
2020-05-15,mortos,70 a 79,9,20,29,False
2020-05-15,mortos,80 ou mais,20,22,42,False
2020-05-16,mortos,00 a 19,1,2,3,False
2020-05-16,mortos,20 a 29,2,0,2,False
2020-05-16,mortos,30 a 39,4,8,12,False
2020-05-16,mortos,40 a 49,10,20,30,False
2020-05-16,mortos,50 a 59,7,20,27,False
2020-05-16,mortos,60 a 69,14,21,35,False
2020-05-16,mortos,70 a 79,10,21,31,False
2020-05-16,mortos,80 ou mais,21,22,43,False
2020-05-17,mortos,00 a 19,1,2,3,False
2020-05-17,mortos,20 a 29,3,0,3,False
2020-05-17,mortos,30 a 39,4,8,12,False
2020-05-17,mortos,40 a 49,11,21,32,False
2020-05-17,mortos,50 a 59,7,21,28,False
2020-05-17,mortos,60 a 69,14,23,37,False
2020-05-17,mortos,70 a 79,10,24,34,False
2020-05-17,mortos,80 ou mais,23,22,45,False
2020-05-18,mortos,00 a 19,1,2,3,False
2020-05-18,mortos,20 a 29,4,0,4,False
2020-05-18,mortos,30 a 39,4,8,12,False
2020-05-18,mortos,40 a 49,11,22,33,False
2020-05-18,mortos,50 a 59,8,22,30,False
2020-05-18,mortos,60 a 69,15,23,38,False
2020-05-18,mortos,70 a 79,10,26,36,False
2020-05-18,mortos,80 ou mais,25,26,51,False
2020-05-19,mortos,00 a 19,1,2,3,False
2020-05-19,mortos,20 a 29,4,0,4,False
2020-05-19,mortos,30 a 39,4,8,12,False
2020-05-19,mortos,40 a 49,11,22,33,False
2020-05-19,mortos,50 a 59,8,23,31,False
2020-05-19,mortos,60 a 69,17,25,42,False
2020-05-19,mortos,70 a 79,11,27,38,False
2020-05-19,mortos,80 ou mais,27,29,56,False
2020-05-20,mortos,00 a 19,1,2,3,False
2020-05-20,mortos,20 a 29,4,0,4,False
2020-05-20,mortos,30 a 39,4,9,13,False
2020-05-20,mortos,40 a 49,12,22,34,False
2020-05-20,mortos,50 a 59,8,23,31,False
2020-05-20,mortos,60 a 69,18,26,44,False
2020-05-20,mortos,70 a 79,13,30,43,False
2020-05-20,mortos,80 ou mais,28,30,58,False
2020-05-21,mortos,00 a 19,1,2,3,False
2020-05-21,mortos,20 a 29,4,1,5,False
2020-05-21,mortos,30 a 39,4,11,15,False
2020-05-21,mortos,40 a 49,12,22,34,False
2020-05-21,mortos,50 a 59,8,25,33,False
2020-05-21,mortos,60 a 69,19,30,49,False
2020-05-21,mortos,70 a 79,13,31,44,False
2020-05-21,mortos,80 ou mais,29,33,62,False
2020-05-22,mortos,00 a 19,1,2,3,False
2020-05-22,mortos,20 a 29,4,1,5,False
2020-05-22,mortos,30 a 39,4,11,15,False
2020-05-22,mortos,40 a 49,12,23,35,False
2020-05-22,mortos,50 a 59,8,26,34,False
2020-05-22,mortos,60 a 69,20,30,50,False
2020-05-22,mortos,70 a 79,13,31,44,False
2020-05-22,mortos,80 ou mais,29,33,62,False
2020-05-23,mortos,00 a 19,1,2,3,False
2020-05-23,mortos,20 a 29,4,1,5,False
2020-05-23,mortos,30 a 39,4,11,15,False
2020-05-23,mortos,40 a 49,12,24,36,False
2020-05-23,mortos,50 a 59,9,26,35,False
2020-05-23,mortos,60 a 69,20,35,55,False
2020-05-23,mortos,70 a 79,14,31,45,False
2020-05-23,mortos,80 ou mais,30,34,64,False
2020-05-24,mortos,00 a 19,1,2,3,False
2020-05-24,mortos,20 a 29,5,1,6,False
2020-05-24,mortos,30 a 39,6,11,17,False
2020-05-24,mortos,40 a 49,12,25,37,False
2020-05-24,mortos,50 a 59,9,27,36,False
2020-05-24,mortos,60 a 69,20,38,58,False
2020-05-24,mortos,70 a 79,16,32,48,False
2020-05-24,mortos,80 ou mais,31,36,67,False
2020-05-25,mortos,00 a 19,1,2,3,False
2020-05-25,mortos,20 a 29,5,1,6,False
2020-05-25,mortos,30 a 39,7,11,18,False
2020-05-25,mortos,40 a 49,12,25,37,False
2020-05-25,mortos,50 a 59,10,27,37,False
2020-05-25,mortos,60 a 69,20,38,58,False
2020-05-25,mortos,70 a 79,17,33,50,False
2020-05-25,mortos,80 ou mais,33,37,70,False
2020-05-26,mortos,00 a 19,1,2,3,False
2020-05-26,mortos,20 a 29,5,2,7,False
2020-05-26,mortos,30 a 39,7,11,18,False
2020-05-26,mortos,40 a 49,12,25,37,False
2020-05-26,mortos,50 a 59,10,27,37,False
2020-05-26,mortos,60 a 69,20,39,59,False
2020-05-26,mortos,70 a 79,18,33,51,False
2020-05-26,mortos,80 ou mais,34,40,74,False
2020-05-27,mortos,00 a 19,1,2,3,False
2020-05-27,mortos,20 a 29,6,2,8,False
2020-05-27,mortos,30 a 39,7,12,19,False
2020-05-27,mortos,40 a 49,12,25,37,False
2020-05-27,mortos,50 a 59,11,28,39,False
2020-05-27,mortos,60 a 69,21,41,62,False
2020-05-27,mortos,70 a 79,18,35,53,False
2020-05-27,mortos,80 ou mais,35,42,77,False
2020-05-28,mortos,00 a 19,1,2,3,False
2020-05-28,mortos,20 a 29,6,2,8,False
2020-05-28,mortos,30 a 39,8,12,20,False
2020-05-28,mortos,40 a 49,13,25,38,False
2020-05-28,mortos,50 a 59,12,33,45,False
2020-05-28,mortos,60 a 69,22,41,63,False
2020-05-28,mortos,70 a 79,19,39,58,False
2020-05-28,mortos,80 ou mais,37,46,83,False
2020-05-29,mortos,00 a 19,1,2,3,False
2020-05-29,mortos,20 a 29,6,2,8,False
2020-05-29,mortos,30 a 39,8,12,20,False
2020-05-29,mortos,40 a 49,14,25,39,False
2020-05-29,mortos,50 a 59,12,34,46,False
2020-05-29,mortos,60 a 69,23,42,65,False
2020-05-29,mortos,70 a 79,19,41,60,False
2020-05-29,mortos,80 ou mais,39,47,86,False
2020-05-30,mortos,00 a 19,1,2,3,False
2020-05-30,mortos,20 a 29,6,2,8,False
2020-05-30,mortos,30 a 39,8,13,21,False
2020-05-30,mortos,40 a 49,15,26,41,False
2020-05-30,mortos,50 a 59,14,35,49,False
2020-05-30,mortos,60 a 69,25,43,68,False
2020-05-30,mortos,70 a 79,21,45,66,False
2020-05-30,mortos,80 ou mais,41,49,90,False
2020-05-31,mortos,00 a 19,1,2,3,False
2020-05-31,mortos,20 a 29,6,2,8,False
2020-05-31,mortos,30 a 39,8,15,23,False
2020-05-31,mortos,40 a 49,15,27,42,False
2020-05-31,mortos,50 a 59,14,36,50,False
2020-05-31,mortos,60 a 69,26,44,70,False
2020-05-31,mortos,70 a 79,21,46,67,False
2020-05-31,mortos,80 ou mais,44,53,97,False
2020-06-01,mortos,00 a 19,1,2,3,False
2020-06-01,mortos,20 a 29,6,2,8,False
2020-06-01,mortos,30 a 39,8,16,24,False
2020-06-01,mortos,40 a 49,17,27,44,False
2020-06-01,mortos,50 a 59,14,36,50,False
2020-06-01,mortos,60 a 69,27,44,71,False
2020-06-01,mortos,70 a 79,22,49,71,False
2020-06-01,mortos,80 ou mais,46,53,99,False
2020-06-02,mortos,00 a 19,1,2,3,False
2020-06-02,mortos,20 a 29,6,2,8,False
2020-06-02,mortos,30 a 39,8,16,24,False
2020-06-02,mortos,40 a 49,17,27,44,False
2020-06-02,mortos,50 a 59,14,36,50,False
2020-06-02,mortos,60 a 69,27,44,71,False
2020-06-02,mortos,70 a 79,22,53,75,False
2020-06-02,mortos,80 ou mais,48,56,104,False
2020-06-03,mortos,00 a 19,1,3,4,False
2020-06-03,mortos,20 a 29,6,2,8,False
2020-06-03,mortos,30 a 39,8,17,25,False
2020-06-03,mortos,40 a 49,18,27,45,False
2020-06-03,mortos,50 a 59,16,38,54,False
2020-06-03,mortos,60 a 69,33,50,83,False
2020-06-03,mortos,70 a 79,27,56,83,False
2020-06-03,mortos,80 ou mais,55,58,113,False
2020-06-04,mortos,00 a 19,1,3,4,False
2020-06-04,mortos,20 a 29,6,3,9,False
2020-06-04,mortos,30 a 39,8,17,25,False
2020-06-04,mortos,40 a 49,19,30,49,False
2020-06-04,mortos,50 a 59,16,39,55,False
2020-06-04,mortos,60 a 69,34,57,91,False
2020-06-04,mortos,70 a 79,28,60,88,False
2020-06-04,mortos,80 ou mais,58,60,118,False
2020-06-05,mortos,00 a 19,1,3,4,False
2020-06-05,mortos,20 a 29,6,3,9,False
2020-06-05,mortos,30 a 39,9,17,26,False
2020-06-05,mortos,40 a 49,19,31,50,False
2020-06-05,mortos,50 a 59,16,39,55,False
2020-06-05,mortos,60 a 69,37,58,95,False
2020-06-05,mortos,70 a 79,29,62,91,False
2020-06-05,mortos,80 ou mais,59,62,121,False
2020-06-06,mortos,00 a 19,1,3,4,False
2020-06-06,mortos,20 a 29,6,3,9,False
2020-06-06,mortos,30 a 39,10,18,28,False
2020-06-06,mortos,40 a 49,19,34,53,False
2020-06-06,mortos,50 a 59,16,41,57,False
2020-06-06,mortos,60 a 69,37,59,96,False
2020-06-06,mortos,70 a 79,29,65,94,False
2020-06-06,mortos,80 ou mais,63,63,126,False
2020-06-07,mortos,00 a 19,1,3,4,False
2020-06-07,mortos,20 a 29,6,3,9,False
2020-06-07,mortos,30 a 39,10,18,28,False
2020-06-07,mortos,40 a 49,20,36,56,False
2020-06-07,mortos,50 a 59,16,43,59,False
2020-06-07,mortos,60 a 69,37,61,98,False
2020-06-07,mortos,70 a 79,32,68,100,False
2020-06-07,mortos,80 ou mais,65,65,130,False
2020-06-08,mortos,00 a 19,1,3,4,False
2020-06-08,mortos,20 a 29,6,3,9,False
2020-06-08,mortos,30 a 39,10,18,28,False
2020-06-08,mortos,40 a 49,20,37,57,False
2020-06-08,mortos,50 a 59,16,49,65,False
2020-06-08,mortos,60 a 69,38,62,100,False
2020-06-08,mortos,70 a 79,36,69,105,False
2020-06-08,mortos,80 ou mais,67,72,139,False
2020-06-09,mortos,00 a 19,1,4,5,False
2020-06-09,mortos,20 a 29,6,3,9,False
2020-06-09,mortos,30 a 39,10,19,29,False
2020-06-09,mortos,40 a 49,22,39,61,False
2020-06-09,mortos,50 a 59,18,51,69,False
2020-06-09,mortos,60 a 69,39,64,103,False
2020-06-09,mortos,70 a 79,36,73,109,False
2020-06-09,mortos,80 ou mais,74,75,149,False
2020-06-10,mortos,00 a 19,1,4,5,False
2020-06-10,mortos,20 a 29,6,3,9,False
2020-06-10,mortos,30 a 39,10,19,29,False
2020-06-10,mortos,40 a 49,24,41,65,False
2020-06-10,mortos,50 a 59,20,52,72,False
2020-06-10,mortos,60 a 69,40,65,105,False
2020-06-10,mortos,70 a 79,40,79,119,False
2020-06-10,mortos,80 ou mais,79,76,155,False
2020-06-11,mortos,00 a 19,1,4,5,False
2020-06-11,mortos,20 a 29,6,3,9,False
2020-06-11,mortos,30 a 39,10,19,29,False
2020-06-11,mortos,40 a 49,24,42,66,False
2020-06-11,mortos,50 a 59,21,53,74,False
2020-06-11,mortos,60 a 69,41,65,106,False
2020-06-11,mortos,70 a 79,41,80,121,False
2020-06-11,mortos,80 ou mais,83,77,160,False
2020-06-12,mortos,00 a 19,1,3,4,False
2020-06-12,mortos,20 a 29,6,4,10,False
2020-06-12,mortos,30 a 39,10,20,30,False
2020-06-12,mortos,40 a 49,25,43,68,False
2020-06-12,mortos,50 a 59,23,55,78,False
2020-06-12,mortos,60 a 69,43,70,113,False
2020-06-12,mortos,70 a 79,50,83,133,False
2020-06-12,mortos,80 ou mais,87,87,174,False
2020-06-13,mortos,00 a 19,1,3,4,False
2020-06-13,mortos,20 a 29,6,4,10,False
2020-06-13,mortos,30 a 39,10,20,30,False
2020-06-13,mortos,40 a 49,26,45,71,False
2020-06-13,mortos,50 a 59,23,56,79,False
2020-06-13,mortos,60 a 69,44,72,116,False
2020-06-13,mortos,70 a 79,51,84,135,False
2020-06-13,mortos,80 ou mais,88,90,178,False
2020-06-14,mortos,00 a 19,1,3,4,False
2020-06-14,mortos,20 a 29,6,4,10,False
2020-06-14,mortos,30 a 39,10,20,30,False
2020-06-14,mortos,40 a 49,26,46,72,False
2020-06-14,mortos,50 a 59,24,58,82,False
2020-06-14,mortos,60 a 69,44,74,118,False
2020-06-14,mortos,70 a 79,53,84,137,False
2020-06-14,mortos,80 ou mais,88,92,180,False
2020-06-15,mortos,00 a 19,1,3,4,False
2020-06-15,mortos,20 a 29,6,4,10,False
2020-06-15,mortos,30 a 39,11,20,31,False
2020-06-15,mortos,40 a 49,28,46,74,False
2020-06-15,mortos,50 a 59,25,62,87,False
2020-06-15,mortos,60 a 69,45,77,122,False
2020-06-15,mortos,70 a 79,53,85,138,False
2020-06-15,mortos,80 ou mais,91,99,190,False
2020-06-16,mortos,00 a 19,1,3,4,False
2020-06-16,mortos,20 a 29,6,4,10,False
2020-06-16,mortos,30 a 39,11,22,33,False
2020-06-16,mortos,40 a 49,28,47,75,False
2020-06-16,mortos,50 a 59,26,64,90,False
2020-06-16,mortos,60 a 69,47,79,126,False
2020-06-16,mortos,70 a 79,54,86,140,False
2020-06-16,mortos,80 ou mais,92,101,193,False
2020-06-17,mortos,00 a 19,1,3,4,False
2020-06-17,mortos,20 a 29,6,4,10,False
2020-06-17,mortos,30 a 39,11,24,35,False
2020-06-17,mortos,40 a 49,28,48,76,False
2020-06-17,mortos,50 a 59,26,66,92,False
2020-06-17,mortos,60 a 69,49,81,130,False
2020-06-17,mortos,70 a 79,60,90,150,False
2020-06-17,mortos,80 ou mais,94,105,199,False
2020-06-18,mortos,00 a 19,1,3,4,False
2020-06-18,mortos,20 a 29,6,5,11,False
2020-06-18,mortos,30 a 39,11,24,35,False
2020-06-18,mortos,40 a 49,28,48,76,False
2020-06-18,mortos,50 a 59,27,68,95,False
2020-06-18,mortos,60 a 69,52,81,133,False
2020-06-18,mortos,70 a 79,61,90,151,False
2020-06-18,mortos,80 ou mais,97,107,204,False
2020-06-19,mortos,00 a 19,1,3,4,False
2020-06-19,mortos,20 a 29,6,5,11,False
2020-06-19,mortos,30 a 39,11,25,36,False
2020-06-19,mortos,40 a 49,29,48,77,False
2020-06-19,mortos,50 a 59,27,70,97,False
2020-06-19,mortos,60 a 69,52,82,134,False
2020-06-19,mortos,70 a 79,62,92,154,False
2020-06-19,mortos,80 ou mais,99,112,211,False
2020-06-20,mortos,00 a 19,1,4,5,False
2020-06-20,mortos,20 a 29,6,5,11,False
2020-06-20,mortos,30 a 39,11,26,37,False
2020-06-20,mortos,40 a 49,29,48,77,False
2020-06-20,mortos,50 a 59,27,73,100,False
2020-06-20,mortos,60 a 69,53,87,140,False
2020-06-20,mortos,70 a 79,64,93,157,False
2020-06-20,mortos,80 ou mais,103,113,216,False
2020-06-21,mortos,00 a 19,1,4,5,False
2020-06-21,mortos,20 a 29,6,5,11,False
2020-06-21,mortos,30 a 39,11,26,37,False
2020-06-21,mortos,40 a 49,29,50,79,False
2020-06-21,mortos,50 a 59,29,74,103,False
2020-06-21,mortos,60 a 69,54,91,145,False
2020-06-21,mortos,70 a 79,67,95,162,False
2020-06-21,mortos,80 ou mais,106,118,224,False
2020-06-22,mortos,00 a 19,1,4,5,False
2020-06-22,mortos,20 a 29,6,5,11,False
2020-06-22,mortos,30 a 39,11,26,37,False
2020-06-22,mortos,40 a 49,29,51,80,False
2020-06-22,mortos,50 a 59,31,73,104,False
2020-06-22,mortos,60 a 69,58,92,150,False
2020-06-22,mortos,70 a 79,67,98,165,False
2020-06-22,mortos,80 ou mais,113,119,232,False
2020-06-23,mortos,00 a 19,1,4,5,False
2020-06-23,mortos,20 a 29,6,5,11,False
2020-06-23,mortos,30 a 39,11,29,40,False
2020-06-23,mortos,40 a 49,29,53,82,False
2020-06-23,mortos,50 a 59,32,75,107,False
2020-06-23,mortos,60 a 69,59,93,152,False
2020-06-23,mortos,70 a 79,68,100,168,False
2020-06-23,mortos,80 ou mais,117,125,242,False
2020-06-24,mortos,00 a 19,1,4,5,False
2020-06-24,mortos,20 a 29,6,5,11,False
2020-06-24,mortos,30 a 39,12,30,42,False
2020-06-24,mortos,40 a 49,29,53,82,False
2020-06-24,mortos,50 a 59,36,77,113,False
2020-06-24,mortos,60 a 69,60,96,156,False
2020-06-24,mortos,70 a 79,69,103,172,False
2020-06-24,mortos,80 ou mais,117,130,247,False
2020-06-25,mortos,00 a 19,1,4,5,False
2020-06-25,mortos,20 a 29,6,5,11,False
2020-06-25,mortos,30 a 39,12,30,42,False
2020-06-25,mortos,40 a 49,29,55,84,False
2020-06-25,mortos,50 a 59,38,79,117,False
2020-06-25,mortos,60 a 69,60,96,156,False
2020-06-25,mortos,70 a 79,72,103,175,False
2020-06-25,mortos,80 ou mais,121,131,252,False
2020-06-26,mortos,00 a 19,1,4,5,False
2020-06-26,mortos,20 a 29,6,5,11,False
2020-06-26,mortos,30 a 39,12,30,42,False
2020-06-26,mortos,40 a 49,31,56,87,False
2020-06-26,mortos,50 a 59,40,80,120,False
2020-06-26,mortos,60 a 69,64,97,161,False
2020-06-26,mortos,70 a 79,74,108,182,False
2020-06-26,mortos,80 ou mais,122,134,256,False
2020-06-27,mortos,00 a 19,1,4,5,False
2020-06-27,mortos,20 a 29,6,6,12,False
2020-06-27,mortos,30 a 39,13,30,43,False
2020-06-27,mortos,40 a 49,32,57,89,False
2020-06-27,mortos,50 a 59,42,87,129,False
2020-06-27,mortos,60 a 69,66,98,164,False
2020-06-27,mortos,70 a 79,76,112,188,False
2020-06-27,mortos,80 ou mais,127,139,266,False
2020-06-28,mortos,00 a 19,1,4,5,False
2020-06-28,mortos,20 a 29,6,6,12,False
2020-06-28,mortos,30 a 39,13,30,43,False
2020-06-28,mortos,40 a 49,33,57,90,False
2020-06-28,mortos,50 a 59,43,88,131,False
2020-06-28,mortos,60 a 69,67,98,165,False
2020-06-28,mortos,70 a 79,79,115,194,False
2020-06-28,mortos,80 ou mais,129,142,271,False
2020-06-29,mortos,00 a 19,1,4,5,False
2020-06-29,mortos,20 a 29,6,6,12,False
2020-06-29,mortos,30 a 39,13,30,43,False
2020-06-29,mortos,40 a 49,32,59,91,False
2020-06-29,mortos,50 a 59,44,90,134,False
2020-06-29,mortos,60 a 69,68,104,172,False
2020-06-29,mortos,70 a 79,79,120,199,False
2020-06-29,mortos,80 ou mais,132,143,275,False
2020-07-01,mortos,00 a 19,1,4,5,False
2020-07-01,mortos,20 a 29,6,8,14,False
2020-07-01,mortos,30 a 39,15,30,45,False
2020-07-01,mortos,40 a 49,34,62,96,False
2020-07-01,mortos,50 a 59,47,92,139,False
2020-07-01,mortos,60 a 69,78,111,189,False
2020-07-01,mortos,70 a 79,85,132,217,False
2020-07-01,mortos,80 ou mais,144,153,297,False
2020-07-03,mortos,00 a 19,2,5,7,False
2020-07-03,mortos,20 a 29,7,10,17,False
2020-07-03,mortos,30 a 39,15,32,47,False
2020-07-03,mortos,40 a 49,35,62,97,False
2020-07-03,mortos,50 a 59,49,93,142,False
2020-07-03,mortos,60 a 69,81,119,200,False
2020-07-03,mortos,70 a 79,91,139,230,False
2020-07-03,mortos,80 ou mais,156,166,322,False
2020-07-06,mortos,00 a 19,2,5,7,False
2020-07-06,mortos,20 a 29,7,10,17,False
2020-07-06,mortos,30 a 39,15,32,47,False
2020-07-06,mortos,40 a 49,35,65,100,False
2020-07-06,mortos,50 a 59,50,98,148,False
2020-07-06,mortos,60 a 69,91,128,219,False
2020-07-06,mortos,70 a 79,96,148,244,False
2020-07-06,mortos,80 ou mais,163,173,336,False
2020-07-08,mortos,00 a 19,3,8,11,False
2020-07-08,mortos,20 a 29,9,14,23,False
2020-07-08,mortos,30 a 39,16,32,48,False
2020-07-08,mortos,40 a 49,36,69,105,False
2020-07-08,mortos,50 a 59,51,100,151,False
2020-07-08,mortos,60 a 69,91,128,219,False
2020-07-08,mortos,70 a 79,107,161,268,False
2020-07-08,mortos,80 ou mais,171,175,346,False
2020-07-10,mortos,00 a 19,2,5,7,False
2020-07-10,mortos,20 a 29,8,12,20,False
2020-07-10,mortos,30 a 39,15,36,51,False
2020-07-10,mortos,40 a 49,37,70,107,False
2020-07-10,mortos,50 a 59,53,105,158,False
2020-07-10,mortos,60 a 69,99,142,241,False
2020-07-10,mortos,70 a 79,118,162,280,False
2020-07-10,mortos,80 ou mais,178,187,365,False
2020-07-17,mortos,00 a 19,3,6,9,False
2020-07-17,mortos,20 a 29,9,13,22,False
2020-07-17,mortos,30 a 39,16,40,56,False
2020-07-17,mortos,40 a 49,40,79,119,False
2020-07-17,mortos,50 a 59,63,124,187,False
2020-07-17,mortos,60 a 69,118,167,285,False
2020-07-17,mortos,70 a 79,136,183,319,False
2020-07-17,mortos,80 ou mais,222,227,449,False
2020-07-20,mortos,00 a 19,3,6,9,False
2020-07-20,mortos,20 a 29,10,13,23,False
2020-07-20,mortos,30 a 39,19,42,61,False
2020-07-20,mortos,40 a 49,43,82,125,False
2020-07-20,mortos,50 a 59,66,131,197,False
2020-07-20,mortos,60 a 69,121,177,298,False
2020-07-20,mortos,70 a 79,143,192,335,False
2020-07-20,mortos,80 ou mais,236,233,469,False
2020-07-22,mortos,00 a 19,3,6,9,False
2020-07-22,mortos,20 a 29,12,13,25,False
2020-07-22,mortos,30 a 39,20,41,61,False
2020-07-22,mortos,40 a 49,44,83,127,False
2020-07-22,mortos,50 a 59,67,141,208,False
2020-07-22,mortos,60 a 69,125,186,311,False
2020-07-22,mortos,70 a 79,152,203,355,False
2020-07-22,mortos,80 ou mais,248,237,485,False
2020-07-24,mortos,00 a 19,4,7,11,False
2020-07-24,mortos,20 a 29,12,14,26,False
2020-07-24,mortos,30 a 39,21,42,63,False
2020-07-24,mortos,40 a 49,45,89,134,False
2020-07-24,mortos,50 a 59,71,147,218,False
2020-07-24,mortos,60 a 69,133,195,328,False
2020-07-24,mortos,70 a 79,157,214,371,False
2020-07-24,mortos,80 ou mais,257,245,502,False
2020-07-27,mortos,00 a 19,4,6,10,True
2020-07-27,mortos,20 a 29,12,14,26,True
2020-07-27,mortos,30 a 39,23,44,67,True
2020-07-27,mortos,40 a 49,50,93,143,True
2020-07-27,mortos,50 a 59,73,154,227,True
2020-07-27,mortos,60 a 69,138,202,340,True
2020-07-27,mortos,70 a 79,164,226,390,True
2020-07-27,mortos,80 ou mais,264,260,524,True
